metric,baseline_mode,baseline_label,control_mode,control_label,baseline_mean_cv,control_mean_cv,delta_cv,pct_delta_cv,ci95_low,ci95_high,comparison_type,n
MC,binary_base,Binary wt.,binary_base_topology_shuffle,Binary wt. shuf.,0.2982373010908389,0.2677738185290155,-0.030463482561823407,-10.214511213184785,-0.033150649621471844,-0.027776315502175013,paired,200
IPC,binary_base,Binary wt.,binary_base_topology_shuffle,Binary wt. shuf.,0.2316801090691697,0.23015631485266652,-0.0015237942165031715,-0.6577147354709818,-0.00438395665070941,0.0013363682177030176,paired,200
KR,binary_base,Binary wt.,binary_base_topology_shuffle,Binary wt. shuf.,0.2861822539526671,0.2708904689145867,-0.01529178503808043,-5.343372912497084,-0.017562169694258088,-0.013021400381902783,paired,200
GR,binary_base,Binary wt.,binary_base_topology_shuffle,Binary wt. shuf.,0.4667777201031116,0.45723302669989396,-0.009544693403217619,-2.0448048379663852,-0.011719884222785814,-0.007369502583649399,paired,200
