mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,src,wt_mean,cosine_similarity
weight_test0.0,0,0.95,0.6,1.5,1.9083149433135984,3.389577865600586,2.8067901134490967,4.970950603485107,chunk_0,0.002169138751924,1.000000238418579
weight_test0.0,0,0.95,0.8,0.1,6.753509521484375,7.128350794315338,2.3868637084960938,2.433767318725586,chunk_0,0.002169138751924,1.000000238418579
weight_test0.0,0,0.95,0.8,0.5,3.58201003074646,5.573520541191101,2.9964616298675537,4.176647663116455,chunk_0,0.002169138751924,1.000000238418579
weight_test0.0,0,0.95,0.8,1.0,3.413419008255005,5.81734699010849,2.783130407333374,4.79340124130249,chunk_0,0.002169138751924,1.000000238418579
weight_test0.0,0,0.95,0.8,1.5,1.348259210586548,2.20093834400177,3.263165235519409,6.319919109344482,chunk_0,0.002169138751924,1.000000238418579
weight_test0.0,0,0.95,1.0,0.1,7.017477989196777,7.716307103633881,2.825218915939331,2.995023727416992,chunk_0,0.002169138751924,1.000000238418579
weight_test0.0,0,0.95,1.0,0.5,5.320802688598633,8.025579631328583,2.861506223678589,3.953837394714356,chunk_0,0.002169138751924,1.000000238418579
weight_test0.0,0,0.95,1.0,1.0,2.950424194335937,4.20247882604599,3.5205190181732178,6.147778511047363,chunk_0,0.002169138751924,1.000000238418579
weight_test0.0,0,0.95,1.0,1.5,3.3899502754211426,4.625735223293304,4.218764781951904,8.682435989379883,chunk_0,0.002169138751924,1.000000238418579
weight_test0.0,0,1.05,0.6,0.1,4.009366512298584,4.725690186023712,3.1399085521698,3.429753065109253,chunk_0,0.0023974692448973,1.0000003576278689
weight_test0.0,0,1.05,0.6,0.5,2.767604351043701,3.748351216316223,3.075102567672729,4.264636516571045,chunk_0,0.0023974692448973,1.0000003576278689
weight_test0.0,0,1.05,0.6,1.0,0.4953148365020752,1.294120967388153,3.576709032058716,5.837196826934815,chunk_0,0.0023974692448973,1.0000003576278689
weight_test0.0,0,1.05,0.6,1.5,1.162160873413086,1.472224771976471,3.4825198650360107,6.449470520019531,chunk_0,0.0023974692448973,1.0000003576278689
weight_test0.0,0,1.05,0.8,0.1,4.623407363891602,6.46215170621872,2.606649398803711,2.9210805892944336,chunk_0,0.0023974692448973,1.0000003576278689
weight_test0.0,0,1.05,0.8,0.5,4.310485363006592,5.179191112518311,3.0747175216674805,4.129972457885742,chunk_0,0.0023974692448973,1.0000003576278689
weight_test0.0,0,1.05,0.8,1.0,3.4973244667053223,4.534864962100983,3.640113592147827,6.509974479675293,chunk_0,0.0023974692448973,1.0000003576278689
weight_test0.0,0,1.05,0.8,1.5,2.027254343032837,3.621542632579804,3.7084615230560303,7.5011091232299805,chunk_0,0.0023974692448973,1.0000003576278689
weight_test0.0,0,1.05,1.0,0.1,4.870179176330566,6.546389639377594,2.536715030670166,2.7919301986694336,chunk_0,0.0023974692448973,1.0000003576278689
weight_test0.0,0,1.05,1.0,0.5,4.699267864227295,6.851277589797974,3.84965443611145,5.721290588378906,chunk_0,0.0023974692448973,1.0000003576278689
weight_test0.0,0,1.05,1.0,1.0,3.871472835540772,6.503484666347504,3.770581007003784,7.027827739715576,chunk_0,0.0023974692448973,1.0000003576278689
weight_test0.0,0,1.05,1.0,1.5,3.190458297729492,4.656531453132629,5.043379783630371,10.86533260345459,chunk_0,0.0023974692448973,1.0000003576278689
weight_test1.0,0,0.6,0.6,0.1,4.326026916503906,4.650405585765839,1.45806884765625,1.5093611478805542,chunk_0,0.001354708452709,0.9472825527191162
weight_test1.0,0,0.6,0.6,0.5,2.994070053100586,3.676993012428284,1.8125544786453247,2.302330017089844,chunk_0,0.0013619964011013,0.9473737478256226
weight_test1.0,0,0.6,0.6,1.0,3.055990695953369,3.746405005455017,2.012747287750244,3.083875894546509,chunk_0,0.0013601842802017,0.9495931267738342
weight_test1.0,0,0.6,0.6,1.5,2.919355869293213,3.918426215648651,2.1809887886047363,3.819284915924072,chunk_0,0.001388952601701,0.9494232535362244
weight_test1.0,0,0.6,0.8,0.1,4.48883581161499,4.842456698417664,1.5915391445159912,1.6493933200836182,chunk_0,0.0013635783689096,0.949177622795105
weight_test1.0,0,0.6,0.8,0.5,3.8895342350006095,4.966510832309723,1.875417232513428,2.414762020111084,chunk_0,0.0013754677493125,0.9494823813438416
weight_test1.0,0,0.6,0.8,1.0,2.6782870292663574,3.883440852165222,2.136789560317993,3.4248368740081787,chunk_0,0.0013784130569547,0.9481638073921204
weight_test1.0,0,0.6,0.8,1.5,2.624058246612549,3.8649665117263794,2.3024747371673584,3.8567240238189697,chunk_0,0.0013374410336837,0.9507075548171996
weight_test1.0,0,0.6,1.0,0.1,4.879454612731934,5.581797122955322,1.5736849308013916,1.6372119188308716,chunk_0,0.0013761726440861,0.9486427903175354
weight_test1.0,0,0.6,1.0,0.5,4.304237365722656,6.228230834007263,2.004093170166016,2.720900535583496,chunk_0,0.0013687916798517,0.9487677812576294
weight_test1.0,0,0.6,1.0,1.0,2.882810115814209,3.808459520339966,2.3136324882507324,3.8440463542938232,chunk_0,0.001362562761642,0.9472274780273438
weight_test1.0,0,0.6,1.0,1.5,2.5587944984436035,4.542096734046936,2.4973855018615723,4.417741775512695,chunk_0,0.001356434659101,0.949032723903656
weight_test1.0,0,0.8,0.6,0.1,5.100500583648682,5.49387526512146,2.1561877727508545,2.207803249359131,chunk_0,0.0018229774432256,0.9484506845474244
weight_test1.0,0,0.8,0.6,0.5,4.208431720733643,6.040930986404419,1.952617883682251,2.6348888874053955,chunk_0,0.0018441933207213,0.949754536151886
weight_test1.0,0,0.8,0.6,1.0,2.547119379043579,3.5261207818984985,2.783569097518921,4.35157585144043,chunk_0,0.0018350508762523,0.9479999542236328
weight_test1.0,0,0.8,0.6,1.5,2.228288173675537,3.1975032687187195,2.733065605163574,4.853860378265381,chunk_0,0.0018017792608588,0.9477649927139282
weight_test1.0,0,0.8,0.8,0.1,5.6729736328125,6.316138684749603,1.9689944982528689,2.0516223907470703,chunk_0,0.001849252381362,0.9480655789375304
weight_test1.0,0,0.8,0.8,0.5,4.27391529083252,4.765081644058228,1.9470936059951784,2.5029242038726807,chunk_0,0.0018252138979732,0.9478328824043274
weight_test1.0,0,0.8,0.8,1.0,2.107394933700561,3.111825704574585,2.61594820022583,4.511765956878662,chunk_0,0.0018245134269818,0.9468312859535216
weight_test1.0,0,0.8,0.8,1.5,1.569728136062622,2.4459704160690308,2.843177795410156,5.491621017456055,chunk_0,0.0018329768208786,0.9490628242492676
weight_test1.0,0,0.8,1.0,0.1,6.196362018585205,6.983116328716278,2.2041735649108887,2.278968334197998,chunk_0,0.0018571986583992,0.9472395181655884
weight_test1.0,0,0.8,1.0,0.5,5.029576301574707,6.901044726371765,2.5875084400177,3.621261119842529,chunk_0,0.0018353088526055,0.9483466148376464
weight_test1.0,0,0.8,1.0,1.0,3.8820650577545166,6.101585745811462,2.688696384429932,4.628010272979736,chunk_0,0.0018535825656726,0.9498679637908936
weight_test1.0,0,0.8,1.0,1.5,2.984321355819702,4.600022792816162,3.252410888671875,6.379092693328857,chunk_0,0.0018349157180637,0.9490138292312622
weight_test1.0,0,0.95,0.6,0.1,5.261938095092773,5.495043098926544,2.3305609226226807,2.463240623474121,chunk_0,0.0022072978317737,0.947382152080536
weight_test1.0,0,0.95,0.6,0.5,4.691066265106201,6.69213342666626,2.4493227005004883,3.295431613922119,chunk_0,0.002155126305297,0.9453897476196288
weight_test1.0,0,0.95,0.6,1.0,3.2122738361358643,4.84869396686554,3.1566972732543945,5.20627498626709,chunk_0,0.0022116620093584,0.9481585025787354
weight_test1.0,0,0.95,0.6,1.5,1.892902374267578,3.4185943603515625,2.885857582092285,5.116089820861816,chunk_0,0.0021849616896361,0.9490978717803956
weight_test1.0,0,0.95,0.8,0.1,6.78248405456543,7.19252872467041,2.3269567489624023,2.3765220642089844,chunk_0,0.002173634013161,0.94924795627594
weight_test1.0,0,0.95,0.8,0.5,2.602628231048584,3.5152111649513245,3.3017220497131348,4.647172927856445,chunk_0,0.0022155144251883,0.9475364685058594
weight_test1.0,0,0.95,0.8,1.0,3.622257232666016,4.598695874214172,2.9472272396087646,5.110501766204834,chunk_0,0.002161091659218,0.9483885169029236
weight_test1.0,0,0.95,0.8,1.5,1.939997673034668,3.1741015315055847,3.423135042190552,6.718653202056885,chunk_0,0.0021848443429917,0.9476414322853088
weight_test1.0,0,0.95,1.0,0.1,7.048004627227783,7.815515577793121,2.99418568611145,3.1832520961761475,chunk_0,0.0022303180303424,0.9477769136428832
weight_test1.0,0,0.95,1.0,0.5,5.195255279541016,8.253572046756744,3.2272002696990967,4.472347736358643,chunk_0,0.0022111877333372,0.9482473134994508
weight_test1.0,0,0.95,1.0,1.0,2.1383750438690186,3.599473536014557,3.678919792175293,6.545928001403809,chunk_0,0.0022189100272953,0.9488191604614258
weight_test1.0,0,0.95,1.0,1.5,2.2652649879455566,3.490056097507477,4.434648513793945,9.266587257385254,chunk_0,0.0021848995238542,0.9483945965766908
weight_test1.0,0,1.05,0.6,0.1,4.1239848136901855,5.13223123550415,3.1505634784698486,3.442192554473877,chunk_0,0.0023814549203962,0.9480876922607422
weight_test1.0,0,1.05,0.6,0.5,3.468425273895264,4.907762885093689,3.0157034397125244,4.207955360412598,chunk_0,0.0023826276883482,0.9456580281257628
weight_test1.0,0,1.05,0.6,1.0,1.3490831851959229,2.351716935634613,3.668505907058716,6.038028240203857,chunk_0,0.0024231490679085,0.9501321911811828
weight_test1.0,0,1.05,0.6,1.5,2.025746583938598,3.51417738199234,3.58658504486084,6.669883728027344,chunk_0,0.0023622058797627,0.9469059109687804
weight_test1.0,0,1.05,0.8,0.1,4.167448997497559,4.259162068367004,2.6272130012512207,2.977897882461548,chunk_0,0.0024077831767499,0.947744071483612
weight_test1.0,0,1.05,0.8,0.5,3.4802582263946533,5.261442542076111,3.494183301925659,4.763388156890869,chunk_0,0.0024151483085006,0.9498038291931152
weight_test1.0,0,1.05,0.8,1.0,2.3246750831604004,3.9073866605758663,3.821838855743408,6.922779560089111,chunk_0,0.0023969342000782,0.945133090019226
weight_test1.0,0,1.05,0.8,1.5,1.8432494401931765,3.209524691104889,3.708485364913941,7.528433799743652,chunk_0,0.0023512705229222,0.9496676325798036
weight_test1.0,0,1.05,1.0,0.1,5.481246948242188,6.351613402366638,2.6773693561553955,2.9310643672943115,chunk_0,0.0023868936114013,0.948553502559662
weight_test1.0,0,1.05,1.0,0.5,3.882009029388428,4.777308106422424,3.90563702583313,5.856301784515381,chunk_0,0.002425278071314,0.94931960105896
weight_test1.0,0,1.05,1.0,1.0,3.622917890548706,4.676856637001038,4.159806728363037,7.917051315307617,chunk_0,0.0024065093602985,0.9464367032051086
weight_test1.0,0,1.05,1.0,1.5,2.9311282634735107,4.353177011013031,5.07464599609375,10.949226379394531,chunk_0,0.0023567576427012,0.947339117527008
weight_test5.0,0,0.6,0.6,0.1,4.430768966674805,4.776367247104645,1.507895588874817,1.5613898038864136,chunk_0,0.0013437536545097,0.8546719551086426
weight_test5.0,0,0.6,0.6,0.5,3.726197242736816,5.224695146083832,1.869023561477661,2.38818883895874,chunk_0,0.0013549260329455,0.853412389755249
weight_test5.0,0,0.6,0.6,1.0,2.880828380584717,3.7105146646499634,2.108346462249756,3.2572901248931885,chunk_0,0.0013550436124205,0.8581748008728027
weight_test5.0,0,0.6,0.6,1.5,1.7610756158828735,2.908106505870819,2.266685962677002,4.02625036239624,chunk_0,0.0014015238266438,0.8606218695640564
weight_test5.0,0,0.6,0.8,0.1,4.686213970184326,5.101731836795807,1.640124797821045,1.7002357244491575,chunk_0,0.0013616309734061,0.8583199381828308
weight_test5.0,0,0.6,0.8,0.5,4.574187278747559,6.077352941036224,1.9594274759292605,2.544163227081299,chunk_0,0.001377337379381,0.8582046627998352
weight_test5.0,0,0.6,0.8,1.0,3.1060757637023926,5.14977091550827,2.189220905303955,3.5413191318511963,chunk_0,0.0013845899375155,0.8536378741264343
weight_test5.0,0,0.6,0.8,1.5,2.5819101333618164,4.165658295154572,2.382299423217773,4.055675506591797,chunk_0,0.0013116095215082,0.8636890053749084
weight_test5.0,0,0.6,1.0,0.1,5.091353893280029,5.801541090011597,1.6513478755950928,1.718818187713623,chunk_0,0.0013823487097397,0.8594965934753418
weight_test5.0,0,0.6,1.0,0.5,4.121741771697998,5.501123428344727,2.1194307804107666,2.907055377960205,chunk_0,0.0013631463516503,0.8552641272544861
weight_test5.0,0,0.6,1.0,1.0,3.828745841979981,5.90537029504776,2.4531991481781006,4.141951084136963,chunk_0,0.0013593172188848,0.8550644516944885
weight_test5.0,0,0.6,1.0,1.5,2.8992762565612797,3.868920862674713,2.617018938064575,4.709691524505615,chunk_0,0.001348209567368,0.8586208820343018
weight_test5.0,0,0.8,0.6,0.1,5.155341625213623,5.599707245826721,2.177576065063477,2.23171329498291,chunk_0,0.0018193072173744,0.8551459312438965
weight_test5.0,0,0.8,0.6,0.5,4.342081069946289,5.274137854576111,2.0320024490356445,2.764100313186645,chunk_0,0.0018571007531136,0.8596804738044739
weight_test5.0,0,0.8,0.6,1.0,2.276170253753662,4.079449772834778,2.916011333465576,4.627249240875244,chunk_0,0.0018442383734509,0.8552706241607666
weight_test5.0,0,0.8,0.6,1.5,1.7488497495651243,2.08360755443573,2.834668636322021,5.092452049255371,chunk_0,0.001772949588485,0.8558874130249023
weight_test5.0,0,0.8,0.8,0.1,5.910583972930908,6.634143114089966,2.0241236686706543,2.113281011581421,chunk_0,0.0018693414749577,0.8577284216880798
weight_test5.0,0,0.8,0.8,0.5,4.393025875091553,6.5477723479270935,2.030421018600464,2.63732385635376,chunk_0,0.0018256134353578,0.8546252250671387
weight_test5.0,0,0.8,0.8,1.0,2.706585645675659,3.63106220960617,2.7775204181671143,4.896326065063477,chunk_0,0.0018264563987031,0.852207601070404
weight_test5.0,0,0.8,0.8,1.5,2.587476968765259,4.202991008758545,3.040609121322632,6.016750335693359,chunk_0,0.0018401856068521,0.8589977622032166
weight_test5.0,0,0.8,1.0,0.1,6.438953876495361,7.353927195072174,2.307515859603882,2.3904671669006348,chunk_0,0.0018840880366042,0.8539097905158997
weight_test5.0,0,0.8,1.0,0.5,4.731017112731934,6.331549227237701,2.693228483200073,3.824921131134033,chunk_0,0.001843012869358,0.8559033870697021
weight_test5.0,0,0.8,1.0,1.0,3.835458517074585,6.255116105079651,2.938749074935913,5.196645736694336,chunk_0,0.0018814920913428,0.8595092296600342
weight_test5.0,0,0.8,1.0,1.5,3.548056602478028,5.620010554790497,3.4879512786865234,7.013258934020996,chunk_0,0.0018446815665811,0.8581645488739014
weight_test5.0,0,0.95,0.6,0.1,5.457903861999512,5.733485400676727,2.473445415496826,2.614966630935669,chunk_0,0.0022385325282812,0.8540868759155273
weight_test5.0,0,0.95,0.6,0.5,3.6611015796661377,5.5004125237464905,2.4783945083618164,3.353985071182251,chunk_0,0.0021424666047096,0.8511667847633362
weight_test5.0,0,0.95,0.6,1.0,2.1608476638793945,3.242751181125641,3.3693177700042725,5.67448616027832,chunk_0,0.0022409202065318,0.8553996086120605
weight_test5.0,0,0.95,0.6,1.5,0.8091256618499756,2.1612045764923096,3.075972318649292,5.528187274932861,chunk_0,0.0021964865736663,0.8578120470046997
weight_test5.0,0,0.95,0.8,0.1,6.994518280029297,7.482777416706085,2.342982292175293,2.400343894958496,chunk_0,0.0021759923547506,0.8587137460708618
weight_test5.0,0,0.95,0.8,0.5,3.4326534271240234,4.732890367507935,3.706615686416626,5.311055660247803,chunk_0,0.0022597860079258,0.8533396124839783
weight_test5.0,0,0.95,0.8,1.0,2.2871580123901367,3.187586009502411,3.2362136840820312,5.706964015960693,chunk_0,0.0021532829850912,0.857384443283081
weight_test5.0,0,0.95,0.8,1.5,2.771456003189087,4.259509384632111,3.723804712295532,7.50541877746582,chunk_0,0.0021986572537571,0.8539802432060242
weight_test5.0,0,0.95,1.0,0.1,7.50745964050293,8.413974583148956,3.21593713760376,3.43098258972168,chunk_0,0.0022744056768715,0.8558547496795654
weight_test5.0,0,0.95,1.0,0.5,5.393548965454102,7.351398468017578,3.647334575653076,5.152864456176758,chunk_0,0.0022437653969973,0.8573622703552246
weight_test5.0,0,0.95,1.0,1.0,4.398989677429199,5.681117415428162,4.012307167053223,7.347497463226318,chunk_0,0.00225809821859,0.8601207137107849
weight_test5.0,0,0.95,1.0,1.5,2.6885015964508057,3.8107943534851074,4.843796253204346,10.395610809326172,chunk_0,0.0021983336191624,0.8567799925804138
weight_test5.0,0,1.05,0.6,0.1,4.308846473693848,5.242920815944672,3.226398229598999,3.531923294067383,chunk_0,0.0023650336079299,0.8560113906860352
weight_test5.0,0,1.05,0.6,0.5,3.7035391330718994,4.549819946289063,3.0432770252227783,4.29815673828125,chunk_0,0.0023755200672894,0.8514426350593567
weight_test5.0,0,1.05,0.6,1.0,1.9192335605621336,3.723762094974518,3.8759264945983887,6.484617710113525,chunk_0,0.0024383943527936,0.8606642484664917
weight_test5.0,0,1.05,0.6,1.5,1.0581012964248655,1.2565839886665344,3.81215238571167,7.194062232971191,chunk_0,0.0023344971705228,0.8533745408058167
weight_test5.0,0,1.05,0.8,0.1,4.458160400390625,5.729640603065491,2.7189183235168457,3.115206718444824,chunk_0,0.0024154260754585,0.8532853722572327
weight_test5.0,0,1.05,0.8,0.5,4.178978443145752,5.757290959358215,3.8981642723083496,5.458898544311523,chunk_0,0.0024265812244266,0.8586538434028625
weight_test5.0,0,1.05,0.8,1.0,1.5705974102020264,2.4831310510635376,4.136061191558838,7.675336360931396,chunk_0,0.002400723285973,0.8500015735626221
weight_test5.0,0,1.05,0.8,1.5,2.723866701126098,4.163027703762054,3.8445677757263184,7.907320022583008,chunk_0,0.0023064219858497,0.8602217435836792
weight_test5.0,0,1.05,1.0,0.1,5.826328277587891,8.026493668556213,2.919376373291016,3.196979522705078,chunk_0,0.0023821932263672,0.8569552898406982
weight_test5.0,0,1.05,1.0,0.5,4.746143817901611,6.803965389728546,4.1428542137146,6.325751781463623,chunk_0,0.0024531376548111,0.8583154082298279
weight_test5.0,0,1.05,1.0,1.0,4.49653959274292,6.768917083740234,4.684600830078125,9.132075309753418,chunk_0,0.0024085596669465,0.8521119952201843
weight_test5.0,0,1.05,1.0,1.5,3.900501251220703,4.303170800209045,5.339494705200195,11.698038101196287,chunk_0,0.0023243252653628,0.8568934202194214
weight_test10.0,0,0.6,0.6,0.1,4.463181495666504,4.816127061843872,1.523195505142212,1.5774226188659668,chunk_0,0.0013411436229944,0.8290164470672607
weight_test10.0,0,0.6,0.6,0.5,3.725637912750244,5.118949055671692,1.8867782354354856,2.4152374267578125,chunk_0,0.00135303218849,0.8271821737289429
weight_test10.0,0,0.6,0.6,1.0,2.7151429653167725,3.946973383426666,2.13826322555542,3.312723398208618,chunk_0,0.001354252686724,0.8323924541473389
weight_test10.0,0,0.6,0.6,1.5,2.9389452934265137,4.518194735050201,2.29358172416687,4.091005325317383,chunk_0,0.0014042693655937,0.8359622359275818
weight_test10.0,0,0.6,0.8,0.1,4.759666919708252,5.1984769105911255,1.6566005945205688,1.7176125049591064,chunk_0,0.0013616340002045,0.8328823447227478
weight_test10.0,0,0.6,0.8,0.5,3.4609246253967285,5.224849402904511,1.9863263368606567,2.5862135887146,chunk_0,0.0013774276012554,0.8325110673904419
weight_test10.0,0,0.6,0.8,1.0,3.2123539447784424,4.861058294773102,2.210265636444092,3.5880868434906006,chunk_0,0.0013860529288649,0.8269601464271545
weight_test10.0,0,0.6,0.8,1.5,2.51135516166687,3.338367998600006,2.408615827560425,4.120175361633301,chunk_0,0.001305207144469,0.8394237160682678
weight_test10.0,0,0.6,1.0,0.1,5.160245418548584,5.884208738803864,1.6753942966461182,1.7441792488098145,chunk_0,0.0013840361498296,0.8348970413208008
weight_test10.0,0,0.6,1.0,0.5,4.325440883636475,6.057675123214722,2.1572186946868896,2.969135284423828,chunk_0,0.0013610811438411,0.8288434743881226
weight_test10.0,0,0.6,1.0,1.0,3.716923236846924,5.99993497133255,2.5000975131988525,4.241620063781738,chunk_0,0.0013588174479082,0.8296046853065491
weight_test10.0,0,0.6,1.0,1.5,3.527939319610596,5.00018173456192,2.65576434135437,4.80536699295044,chunk_0,0.0013464819639921,0.8334048390388489
weight_test10.0,0,0.8,0.6,0.1,5.178750038146973,5.64330792427063,2.1869187355041504,2.24190354347229,chunk_0,0.0018182152416557,0.8288952112197876
weight_test10.0,0,0.8,0.6,0.5,3.4187328815460205,4.9993919134140015,2.059011697769165,2.8086233139038086,chunk_0,0.0018601925112307,0.8344109058380127
weight_test10.0,0,0.8,0.6,1.0,2.8052783012390137,4.235373258590698,2.9597887992858887,4.720005989074707,chunk_0,0.0018469000933691,0.8293784856796265
weight_test10.0,0,0.8,0.6,1.5,1.987622022628784,3.177239418029785,2.867342472076416,5.170541286468506,chunk_0,0.0017646343912929,0.8304049968719482
weight_test10.0,0,0.8,0.8,0.1,5.997135162353516,6.744935929775238,2.041722536087036,2.1328792572021484,chunk_0,0.0018746508285403,0.8327935338020325
weight_test10.0,0,0.8,0.8,0.5,4.88587760925293,6.404838442802429,2.060962200164795,2.6854071617126465,chunk_0,0.0018259650096297,0.8285816311836243
weight_test10.0,0,0.8,0.8,1.0,3.553694725036621,5.852931797504425,2.8331243991851807,5.027707576751709,chunk_0,0.0018274021567776,0.8258506655693054
weight_test10.0,0,0.8,0.8,1.5,2.1522815227508545,3.045481562614441,3.1047451496124268,6.189603805541992,chunk_0,0.00184227747377,0.8339160084724426
weight_test10.0,0,0.8,1.0,0.1,6.525445938110352,7.477969706058502,2.3406994342803955,2.4263579845428467,chunk_0,0.0018911544466391,0.8279731273651123
weight_test10.0,0,0.8,1.0,0.5,4.708184719085693,7.433722496032715,2.735384702682495,3.9028751850128174,chunk_0,0.0018451249925419,0.8300361633300781
weight_test10.0,0,0.8,1.0,1.0,3.583552360534668,4.733071982860565,3.026185274124145,5.395179748535156,chunk_0,0.0018895342946052,0.834091067314148
weight_test10.0,0,0.8,1.0,1.5,2.9559803009033203,4.474802196025848,3.567812442779541,7.229257106781006,chunk_0,0.0018475031247362,0.83277428150177
weight_test10.0,0,0.95,0.6,0.1,5.523373603820801,5.811017394065857,2.514598608016968,2.658233880996704,chunk_0,0.002246270654723,0.8281267285346985
weight_test10.0,0,0.95,0.6,0.5,3.756178855895996,5.239616215229034,2.495884895324707,3.3848862648010254,chunk_0,0.0021391233894973,0.8253421187400818
weight_test10.0,0,0.95,0.6,1.0,1.570402979850769,2.235391914844513,3.438517808914185,5.828088283538818,chunk_0,0.0022473104763776,0.8294531106948853
weight_test10.0,0,0.95,0.6,1.5,2.21573257446289,3.187491297721863,3.1400845050811768,5.670602798461914,chunk_0,0.002199211390689,0.8322194218635559
weight_test10.0,0,0.95,0.8,0.1,7.079246520996094,7.595410645008087,2.354490041732788,2.414553165435791,chunk_0,0.0021763995755463,0.8333903551101685
weight_test10.0,0,0.95,0.8,0.5,4.448739051818848,5.852244734764099,3.8325002193450928,5.5230231285095215,chunk_0,0.0022718857508152,0.8269691467285156
weight_test10.0,0,0.95,0.8,1.0,1.203997254371643,2.2803386449813843,3.32781195640564,5.902395725250244,chunk_0,0.0021511712111532,0.8320955634117126
weight_test10.0,0,0.95,0.8,1.5,2.2106850147247314,3.1148582696914677,3.823350667953491,7.77046012878418,chunk_0,0.002202320145443,0.8278015851974487
