model,seed,rho_target,leak,input_scale,neuron_bias,capacity_threshold,order,parity,ipc_contrib
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.001,9,odd,0.19033720646984875
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.001,10,even,0.2072200106922537
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.005,1,odd,3.97406258340925
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.005,2,even,1.7156841019168496
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.005,3,odd,2.2339287800714374
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.005,4,even,0.5235229274258018
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.005,5,odd,1.0015043658204377
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.005,6,even,0.17400150978937745
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.005,7,odd,0.19983878545463085
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.005,8,even,0.12852362031117082
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.005,9,odd,0.10007648076862097
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.005,10,even,0.12765180366113782
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.01,1,odd,3.9040669593960047
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.01,2,even,1.659876799210906
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.01,3,odd,2.2069246685132384
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.01,4,even,0.4403614243492484
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.01,5,odd,0.9653787575662136
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.01,6,even,0.09615954011678696
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.01,7,odd,0.14989792555570602
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.01,8,even,0.09447846934199333
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.01,9,odd,0.06575874704867601
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.1,0.01,10,even,0.08143237326294184
binary_base,0,0.95,0.8,1.0,0.0,0.0,1,odd,3.1633305684404327
binary_base,0,0.95,0.8,1.0,0.0,0.0,2,even,0.20900672028551526
binary_base,0,0.95,0.8,1.0,0.0,0.0,3,odd,1.436838973021878
binary_base,0,0.95,0.8,1.0,0.0,0.0,4,even,0.19429200667063337
binary_base,0,0.95,0.8,1.0,0.0,0.0,5,odd,0.5337648298948352
binary_base,0,0.95,0.8,1.0,0.0,0.0,6,even,0.12823699723109794
binary_base,0,0.95,0.8,1.0,0.0,0.0,7,odd,0.26492964003057295
binary_base,0,0.95,0.8,1.0,0.0,0.0,8,even,0.19954881348667186
binary_base,0,0.95,0.8,1.0,0.0,0.0,9,odd,0.23859886315517542
binary_base,0,0.95,0.8,1.0,0.0,0.0,10,even,0.24364983677578422
binary_base,0,0.95,0.8,1.0,0.0,0.001,1,odd,3.1528484461596236
binary_base,0,0.95,0.8,1.0,0.0,0.001,2,even,0.19866374670527875
binary_base,0,0.95,0.8,1.0,0.0,0.001,3,odd,1.424605768173933
binary_base,0,0.95,0.8,1.0,0.0,0.001,4,even,0.1839140997035429
binary_base,0,0.95,0.8,1.0,0.0,0.001,5,odd,0.5249742943560705
binary_base,0,0.95,0.8,1.0,0.0,0.001,6,even,0.11128335341345519
binary_base,0,0.95,0.8,1.0,0.0,0.001,7,odd,0.25455128704197705
binary_base,0,0.95,0.8,1.0,0.0,0.001,8,even,0.18666825629770756
binary_base,0,0.95,0.8,1.0,0.0,0.001,9,odd,0.2259498896310106
binary_base,0,0.95,0.8,1.0,0.0,0.001,10,even,0.23285980231594294
binary_base,0,0.95,0.8,1.0,0.0,0.005,1,odd,3.119027494918555
binary_base,0,0.95,0.8,1.0,0.0,0.005,2,even,0.11881669098511338
binary_base,0,0.95,0.8,1.0,0.0,0.005,3,odd,1.347236480563879
binary_base,0,0.95,0.8,1.0,0.0,0.005,4,even,0.08781242044642568
binary_base,0,0.95,0.8,1.0,0.0,0.005,5,odd,0.45048923790454865
binary_base,0,0.95,0.8,1.0,0.0,0.005,6,even,0.050694592762738466
binary_base,0,0.95,0.8,1.0,0.0,0.005,7,odd,0.20016377652063966
binary_base,0,0.95,0.8,1.0,0.0,0.005,8,even,0.10819779662415385
binary_base,0,0.95,0.8,1.0,0.0,0.005,9,odd,0.16153283044695854
binary_base,0,0.95,0.8,1.0,0.0,0.005,10,even,0.16640885220840573
binary_base,0,0.95,0.8,1.0,0.0,0.01,1,odd,3.0340430261567235
binary_base,0,0.95,0.8,1.0,0.0,0.01,2,even,0.07192414067685604
binary_base,0,0.95,0.8,1.0,0.0,0.01,3,odd,1.3137601856142282
binary_base,0,0.95,0.8,1.0,0.0,0.01,4,even,0.05355007387697697
binary_base,0,0.95,0.8,1.0,0.0,0.01,5,odd,0.41214591823518276
binary_base,0,0.95,0.8,1.0,0.0,0.01,6,even,0.011862094514071941
binary_base,0,0.95,0.8,1.0,0.0,0.01,7,odd,0.0939082046970725
binary_base,0,0.95,0.8,1.0,0.0,0.01,8,even,0.04438451770693064
binary_base,0,0.95,0.8,1.0,0.0,0.01,9,odd,0.08595479279756546
binary_base,0,0.95,0.8,1.0,0.0,0.01,10,even,0.07549521792680025
binary_base,0,0.95,0.8,1.0,0.1,0.0,1,odd,2.642083890785706
binary_base,0,0.95,0.8,1.0,0.1,0.0,2,even,1.0537197556365072
binary_base,0,0.95,0.8,1.0,0.1,0.0,3,odd,0.7909945080991747
binary_base,0,0.95,0.8,1.0,0.1,0.0,4,even,0.16768043304909241
binary_base,0,0.95,0.8,1.0,0.1,0.0,5,odd,0.4590547673387846
binary_base,0,0.95,0.8,1.0,0.1,0.0,6,even,0.2167880567994871
binary_base,0,0.95,0.8,1.0,0.1,0.0,7,odd,0.20638408023172872
binary_base,0,0.95,0.8,1.0,0.1,0.0,8,even,0.16938144240454456
binary_base,0,0.95,0.8,1.0,0.1,0.0,9,odd,0.16515508079195484
binary_base,0,0.95,0.8,1.0,0.1,0.0,10,even,0.13343958038171877
binary_base,0,0.95,0.8,1.0,0.1,0.001,1,odd,2.6313232687534764
binary_base,0,0.95,0.8,1.0,0.1,0.001,2,even,1.0430916744517162
binary_base,0,0.95,0.8,1.0,0.1,0.001,3,odd,0.7795015224255621
binary_base,0,0.95,0.8,1.0,0.1,0.001,4,even,0.15439536212943494
binary_base,0,0.95,0.8,1.0,0.1,0.001,5,odd,0.4449009200325236
binary_base,0,0.95,0.8,1.0,0.1,0.001,6,even,0.2097941399551928
binary_base,0,0.95,0.8,1.0,0.1,0.001,7,odd,0.19235515873879194
binary_base,0,0.95,0.8,1.0,0.1,0.001,8,even,0.1585896739270538
binary_base,0,0.95,0.8,1.0,0.1,0.001,9,odd,0.15205236768815666
binary_base,0,0.95,0.8,1.0,0.1,0.001,10,even,0.1187629863852635
binary_base,0,0.95,0.8,1.0,0.1,0.005,1,odd,2.5790665047243237
binary_base,0,0.95,0.8,1.0,0.1,0.005,2,even,0.9600483300164342
binary_base,0,0.95,0.8,1.0,0.1,0.005,3,odd,0.6962115741334856
binary_base,0,0.95,0.8,1.0,0.1,0.005,4,even,0.08644163236021996
binary_base,0,0.95,0.8,1.0,0.1,0.005,5,odd,0.3742080209776759
binary_base,0,0.95,0.8,1.0,0.1,0.005,6,even,0.1266263104043901
binary_base,0,0.95,0.8,1.0,0.1,0.005,7,odd,0.12257744371891022
binary_base,0,0.95,0.8,1.0,0.1,0.005,8,even,0.08674213755875826
binary_base,0,0.95,0.8,1.0,0.1,0.005,9,odd,0.097293172031641
binary_base,0,0.95,0.8,1.0,0.1,0.005,10,even,0.03445959463715553
binary_base,0,0.95,0.8,1.0,0.1,0.01,1,odd,2.539185876958072
binary_base,0,0.95,0.8,1.0,0.1,0.01,2,even,0.915116224437952
binary_base,0,0.95,0.8,1.0,0.1,0.01,3,odd,0.6676906105130911
binary_base,0,0.95,0.8,1.0,0.1,0.01,4,even,0.03325604274868965
binary_base,0,0.95,0.8,1.0,0.1,0.01,5,odd,0.3341968050226569
binary_base,0,0.95,0.8,1.0,0.1,0.01,6,even,0.03280992619693279
binary_base,0,0.95,0.8,1.0,0.1,0.01,7,odd,0.07794874254614115
binary_base,0,0.95,0.8,1.0,0.1,0.01,8,even,0.053298394195735455
binary_base,0,0.95,0.8,1.0,0.1,0.01,9,odd,0.03294624760746956
binary_base,0,0.95,0.8,1.0,0.1,0.01,10,even,0.0
er_randN,0,0.95,0.8,1.0,0.0,0.0,1,odd,9.151386076762776
er_randN,0,0.95,0.8,1.0,0.0,0.0,2,even,0.1817164368453632
er_randN,0,0.95,0.8,1.0,0.0,0.0,3,odd,4.159083607213006
er_randN,0,0.95,0.8,1.0,0.0,0.0,4,even,0.19034759678720548
er_randN,0,0.95,0.8,1.0,0.0,0.0,5,odd,1.2872602664979809
er_randN,0,0.95,0.8,1.0,0.0,0.0,6,even,0.18619353929263616
er_randN,0,0.95,0.8,1.0,0.0,0.0,7,odd,0.4190558249289609
er_randN,0,0.95,0.8,1.0,0.0,0.0,8,even,0.20954604846666314
er_randN,0,0.95,0.8,1.0,0.0,0.0,9,odd,0.2602908324808295
er_randN,0,0.95,0.8,1.0,0.0,0.0,10,even,0.1424154161777551
er_randN,0,0.95,0.8,1.0,0.0,0.001,1,odd,9.144743311102502
er_randN,0,0.95,0.8,1.0,0.0,0.001,2,even,0.1703954751137644
er_randN,0,0.95,0.8,1.0,0.0,0.001,3,odd,4.148100937018171
er_randN,0,0.95,0.8,1.0,0.0,0.001,4,even,0.1812651822110638
er_randN,0,0.95,0.8,1.0,0.0,0.001,5,odd,1.2749308546772227
er_randN,0,0.95,0.8,1.0,0.0,0.001,6,even,0.17240445443894714
er_randN,0,0.95,0.8,1.0,0.0,0.001,7,odd,0.4069887698860839
er_randN,0,0.95,0.8,1.0,0.0,0.001,8,even,0.19977622118312865
er_randN,0,0.95,0.8,1.0,0.0,0.001,9,odd,0.24995722714811563
er_randN,0,0.95,0.8,1.0,0.0,0.001,10,even,0.13267380220349878
er_randN,0,0.95,0.8,1.0,0.0,0.005,1,odd,9.082706205546856
er_randN,0,0.95,0.8,1.0,0.0,0.005,2,even,0.08062244206666946
er_randN,0,0.95,0.8,1.0,0.0,0.005,3,odd,4.087873467709869
er_randN,0,0.95,0.8,1.0,0.0,0.005,4,even,0.09434849582612514
er_randN,0,0.95,0.8,1.0,0.0,0.005,5,odd,1.1958359386771917
er_randN,0,0.95,0.8,1.0,0.0,0.005,6,even,0.1073400410823524
er_randN,0,0.95,0.8,1.0,0.0,0.005,7,odd,0.35104032373055816
er_randN,0,0.95,0.8,1.0,0.0,0.005,8,even,0.11523271445184946
er_randN,0,0.95,0.8,1.0,0.0,0.005,9,odd,0.17727044224739075
er_randN,0,0.95,0.8,1.0,0.0,0.005,10,even,0.06328350678086281
er_randN,0,0.95,0.8,1.0,0.0,0.01,1,odd,9.0397191606462
er_randN,0,0.95,0.8,1.0,0.0,0.01,2,even,0.011354940012097359
er_randN,0,0.95,0.8,1.0,0.0,0.01,3,odd,4.017298314720392
er_randN,0,0.95,0.8,1.0,0.0,0.01,4,even,0.024122796021401882
er_randN,0,0.95,0.8,1.0,0.0,0.01,5,odd,1.1505697444081306
er_randN,0,0.95,0.8,1.0,0.0,0.01,6,even,0.06913116946816444
er_randN,0,0.95,0.8,1.0,0.0,0.01,7,odd,0.27785955369472504
er_randN,0,0.95,0.8,1.0,0.0,0.01,8,even,0.07683744467794895
er_randN,0,0.95,0.8,1.0,0.0,0.01,9,odd,0.09549271129071712
er_randN,0,0.95,0.8,1.0,0.0,0.01,10,even,0.02203852031379938
er_randN,0,0.95,0.8,1.0,0.1,0.0,1,odd,9.548623959036181
er_randN,0,0.95,0.8,1.0,0.1,0.0,2,even,3.3034446093795964
er_randN,0,0.95,0.8,1.0,0.1,0.0,3,odd,4.203101470072568
er_randN,0,0.95,0.8,1.0,0.1,0.0,4,even,0.5906164734589971
er_randN,0,0.95,0.8,1.0,0.1,0.0,5,odd,1.233406269117836
er_randN,0,0.95,0.8,1.0,0.1,0.0,6,even,0.13786105278256855
er_randN,0,0.95,0.8,1.0,0.1,0.0,7,odd,0.38043979239199643
er_randN,0,0.95,0.8,1.0,0.1,0.0,8,even,0.16028575594918948
er_randN,0,0.95,0.8,1.0,0.1,0.0,9,odd,0.1858898356517784
er_randN,0,0.95,0.8,1.0,0.1,0.0,10,even,0.1517765601650467
er_randN,0,0.95,0.8,1.0,0.1,0.001,1,odd,9.538455526228063
er_randN,0,0.95,0.8,1.0,0.1,0.001,2,even,3.2980917270760983
er_randN,0,0.95,0.8,1.0,0.1,0.001,3,odd,4.190683611785062
er_randN,0,0.95,0.8,1.0,0.1,0.001,4,even,0.5789211444789544
er_randN,0,0.95,0.8,1.0,0.1,0.001,5,odd,1.221798999933526
er_randN,0,0.95,0.8,1.0,0.1,0.001,6,even,0.12335354625247419
er_randN,0,0.95,0.8,1.0,0.1,0.001,7,odd,0.3686886022333056
er_randN,0,0.95,0.8,1.0,0.1,0.001,8,even,0.14964843855705112
er_randN,0,0.95,0.8,1.0,0.1,0.001,9,odd,0.17265007353853434
er_randN,0,0.95,0.8,1.0,0.1,0.001,10,even,0.13930232322309166
er_randN,0,0.95,0.8,1.0,0.1,0.005,1,odd,9.485804498195648
er_randN,0,0.95,0.8,1.0,0.1,0.005,2,even,3.2264453866519034
er_randN,0,0.95,0.8,1.0,0.1,0.005,3,odd,4.121163879521191
er_randN,0,0.95,0.8,1.0,0.1,0.005,4,even,0.5250975713133812
er_randN,0,0.95,0.8,1.0,0.1,0.005,5,odd,1.171467689331621
er_randN,0,0.95,0.8,1.0,0.1,0.005,6,even,0.058953913394361734
er_randN,0,0.95,0.8,1.0,0.1,0.005,7,odd,0.3001282839104533
er_randN,0,0.95,0.8,1.0,0.1,0.005,8,even,0.06280348869040608
er_randN,0,0.95,0.8,1.0,0.1,0.005,9,odd,0.09838448883965611
er_randN,0,0.95,0.8,1.0,0.1,0.005,10,even,0.07195432111620903
er_randN,0,0.95,0.8,1.0,0.1,0.01,1,odd,9.466242597438395
er_randN,0,0.95,0.8,1.0,0.1,0.01,2,even,3.178996262140572
er_randN,0,0.95,0.8,1.0,0.1,0.01,3,odd,4.08746637031436
er_randN,0,0.95,0.8,1.0,0.1,0.01,4,even,0.4867006130516529
er_randN,0,0.95,0.8,1.0,0.1,0.01,5,odd,1.1299814945086837
er_randN,0,0.95,0.8,1.0,0.1,0.01,6,even,0.023640543222427368
er_randN,0,0.95,0.8,1.0,0.1,0.01,7,odd,0.22579973842948675
er_randN,0,0.95,0.8,1.0,0.1,0.01,8,even,0.027408652938902378
er_randN,0,0.95,0.8,1.0,0.1,0.01,9,odd,0.043443767353892326
er_randN,0,0.95,0.8,1.0,0.1,0.01,10,even,0.034533847123384476
real,0,1.05,0.8,1.0,0.0,0.0,1,odd,4.005181535399629
real,0,1.05,0.8,1.0,0.0,0.0,2,even,0.17966881783877398
real,0,1.05,0.8,1.0,0.0,0.0,3,odd,1.4794628084766828
real,0,1.05,0.8,1.0,0.0,0.0,4,even,0.17513875712757
real,0,1.05,0.8,1.0,0.0,0.0,5,odd,1.0557687650054106
real,0,1.05,0.8,1.0,0.0,0.0,6,even,0.18608413345009467
real,0,1.05,0.8,1.0,0.0,0.0,7,odd,0.4759923725937043
real,0,1.05,0.8,1.0,0.0,0.0,8,even,0.1530005085709547
real,0,1.05,0.8,1.0,0.0,0.0,9,odd,0.24952462884924165
real,0,1.05,0.8,1.0,0.0,0.0,10,even,0.21078415038462595
real,0,1.05,0.8,1.0,0.0,0.001,1,odd,3.990652126027271
real,0,1.05,0.8,1.0,0.0,0.001,2,even,0.1662255092523992
real,0,1.05,0.8,1.0,0.0,0.001,3,odd,1.4698578594252467
real,0,1.05,0.8,1.0,0.0,0.001,4,even,0.16321694874204695
real,0,1.05,0.8,1.0,0.0,0.001,5,odd,1.042017016094178
real,0,1.05,0.8,1.0,0.0,0.001,6,even,0.17377586755901575
