mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,src,wt_mean,cosine_similarity,seed
global_sign_pres,0,0.6,0.6,0.1,3.959421634674072,4.571533024311066,1.5887664556503296,1.6392475366592407,chunk_0,0.0013632832560688,0.8777351975440979,12346
global_sign_pres,0,0.6,0.6,0.5,3.930880546569824,6.250312328338623,1.856172561645508,2.458179473876953,chunk_0,0.0013632832560688,0.8777351975440979,12346
global_sign_pres,0,0.6,0.6,1.0,2.511812686920166,4.466531157493591,2.1189098358154297,3.3900625705718994,chunk_0,0.0013632832560688,0.8777351975440979,12346
global_sign_pres,0,0.6,0.6,1.5,3.0204319953918457,5.243427157402039,2.2736589908599854,4.0425639152526855,chunk_0,0.0013632832560688,0.8777351975440979,12346
global_sign_pres,0,0.6,0.8,0.1,4.363024711608887,5.159837007522583,1.6651654243469238,1.720982551574707,chunk_0,0.0013632832560688,0.8777351975440979,12346
global_sign_pres,0,0.6,0.8,0.5,3.5779671669006348,5.364197313785553,1.9697465896606443,2.6464293003082275,chunk_0,0.0013632832560688,0.8777351975440979,12346
global_sign_pres,0,0.6,0.8,1.0,3.057551145553589,4.452166378498077,2.2691476345062256,3.729915618896485,chunk_0,0.0013632832560688,0.8777351975440979,12346
global_sign_pres,0,0.6,0.8,1.5,2.207472324371338,5.004017889499664,2.444656610488892,4.498778343200684,chunk_0,0.0013632832560688,0.8777351975440979,12346
global_sign_pres,0,0.6,1.0,0.1,5.006514072418213,6.058983027935028,1.773951768875122,1.8361761569976809,chunk_0,0.0013632832560688,0.8777351975440979,12346
global_sign_pres,0,0.6,1.0,0.5,3.8505101203918457,7.181963741779327,2.1300320625305176,2.911200046539306,chunk_0,0.0013632832560688,0.8777351975440979,12346
global_sign_pres,0,0.6,1.0,1.0,3.7840418815612793,6.414998769760132,2.4784624576568604,4.1988935470581055,chunk_0,0.0013632832560688,0.8777351975440979,12346
global_sign_pres,0,0.6,1.0,1.5,2.903756618499756,4.07235050201416,2.680549383163452,5.120468616485596,chunk_0,0.0013632832560688,0.8777351975440979,12346
global_sign_pres,0,0.8,0.6,0.1,4.7792181968688965,5.548241317272186,1.9407368898391724,1.994922757148743,chunk_0,0.0018177110468968,0.8777353763580322,12346
global_sign_pres,0,0.8,0.6,0.5,4.573068618774414,7.527989685535431,2.264345169067383,3.065155506134033,chunk_0,0.0018177110468968,0.8777353763580322,12346
global_sign_pres,0,0.8,0.6,1.0,2.611506938934326,5.249858915805817,2.566157579421997,4.2760090827941895,chunk_0,0.0018177110468968,0.8777353763580322,12346
global_sign_pres,0,0.8,0.6,1.5,1.548384666442871,3.947373747825623,2.7327210903167725,5.111561298370361,chunk_0,0.0018177110468968,0.8777353763580322,12346
global_sign_pres,0,0.8,0.8,0.1,5.362472534179688,6.337707996368408,2.045118570327759,2.1103904247283936,chunk_0,0.0018177110468968,0.8777353763580322,12346
global_sign_pres,0,0.8,0.8,0.5,4.486339569091797,7.7566739320755005,2.4392731189727783,3.3747341632843018,chunk_0,0.0018177110468968,0.8777353763580322,12346
global_sign_pres,0,0.8,0.8,1.0,2.8110830783843994,4.23626309633255,2.806440114974976,4.851508617401123,chunk_0,0.0018177110468968,0.8777353763580322,12346
global_sign_pres,0,0.8,0.8,1.5,2.761473655700684,3.882069408893585,3.006782293319702,5.882418155670166,chunk_0,0.0018177110468968,0.8777353763580322,12346
global_sign_pres,0,0.8,1.0,0.1,6.235078811645508,7.501949369907379,2.2003209590911865,2.2786545753479004,chunk_0,0.0018177110468968,0.8777353763580322,12346
global_sign_pres,0,0.8,1.0,0.5,4.394495487213135,6.600175976753235,2.694021224975586,3.821995258331299,chunk_0,0.0018177110468968,0.8777353763580322,12346
global_sign_pres,0,0.8,1.0,1.0,3.885578393936157,6.955329716205597,3.1503422260284424,5.669705867767334,chunk_0,0.0018177110468968,0.8777353763580322,12346
global_sign_pres,0,0.8,1.0,1.5,4.495919227600098,6.542509496212006,3.3948171138763428,6.964961528778076,chunk_0,0.0018177110468968,0.8777353763580322,12346
global_sign_pres,0,0.95,0.6,0.1,5.1834025382995605,6.0237056016922,2.4604649543762207,2.4808919429779053,chunk_0,0.002158531686291,0.8777351975440979,12346
global_sign_pres,0,0.95,0.6,0.5,4.490102767944336,6.610527157783508,2.781587839126587,3.8223397731781006,chunk_0,0.002158531686291,0.8777351975440979,12346
