config,model_a,model_b,tost_bound,tost_pval,tost_significant,n_model_a,n_model_b
baseline,real,shuffle_weights,0.19213245511054994,0.7148677739196574,0.0,48,48
baseline,real,cel_randN,0.19213245511054994,0.999999646593387,0.0,48,48
baseline,real,er_randN,0.19213245511054994,0.9999999999478538,0.0,48,48
baseline,real,ws_p01_randN,0.19213245511054994,0.9999999999836652,0.0,48,48
baseline,real,conn_shuf,0.19213245511054994,0.7116324026273679,0.0,48,48
baseline,real,local_sign,0.19213245511054994,0.3535921418613456,0.0,48,48
baseline,real,conn_shuf_only,0.19213245511054994,0.6402893995992244,0.0,48,48
baseline,real,cel_sample,0.19213245511054994,0.4145931898461855,0.0,48,48
baseline,real,local_sign+flat,0.19213245511054994,0.3380533916744296,0.0,48,48
baseline,real,local_sign+sample,0.19213245511054994,0.4997548086900921,0.0,48,48
baseline,real,local_sign+binary,0.19213245511054994,0.44868822819441906,0.0,48,48
baseline,real,global_sign_pres,0.19213245511054994,0.4877325392019696,0.0,48,48
baseline,real,binary+shuffle,0.19213245511054994,0.4268246239841667,0.0,48,48
baseline,shuffle_weights,cel_randN,0.19213245511054994,0.999997508285797,0.0,48,48
baseline,shuffle_weights,er_randN,0.19213245511054994,0.9999999996859693,0.0,48,48
baseline,shuffle_weights,ws_p01_randN,0.19213245511054994,0.999999999903848,0.0,48,48
baseline,shuffle_weights,conn_shuf,0.19213245511054994,0.3217619320300895,0.0,48,48
baseline,shuffle_weights,local_sign,0.19213245511054994,0.6681119554302422,0.0,48,48
baseline,shuffle_weights,conn_shuf_only,0.19213245511054994,0.3639996126182166,0.0,48,48
baseline,shuffle_weights,cel_sample,0.19213245511054994,0.6040665810531876,0.0,48,48
baseline,shuffle_weights,local_sign+flat,0.19213245511054994,0.6863504388385122,0.0,48,48
baseline,shuffle_weights,local_sign+sample,0.19213245511054994,0.5136268952657151,0.0,48,48
baseline,shuffle_weights,local_sign+binary,0.19213245511054994,0.8621243655292805,0.0,48,48
baseline,shuffle_weights,global_sign_pres,0.19213245511054994,0.8835422994593071,0.0,48,48
baseline,shuffle_weights,binary+shuffle,0.19213245511054994,0.8615791184328809,0.0,48,48
baseline,cel_randN,er_randN,0.19213245511054994,0.9831055918490104,0.0,48,48
baseline,cel_randN,ws_p01_randN,0.19213245511054994,0.9916276124333021,0.0,48,48
baseline,cel_randN,conn_shuf,0.19213245511054994,0.999995329854468,0.0,48,48
