config,model,seed,rho_target,leak,input_scale,washout,t_train,t_test,score,capture_pct_vs_baseline
baseline,real,12,0.6,0.6,0.1,500,1500,500,4.024763584136963,100.0
baseline,shuffle_weights,12,0.6,0.6,0.1,500,1500,500,4.290189266204834,100.0
baseline,cel_randN,12,0.6,0.6,0.1,500,1500,500,7.32718563079834,100.0
baseline,er_randN,12,0.6,0.6,0.1,500,1500,500,8.133726119995117,100.0
baseline,ws_p01_randN,12,0.6,0.6,0.1,500,1500,500,8.645059585571289,100.0
baseline,conn_shuf,12,0.6,0.6,0.1,500,1500,500,4.66999626159668,100.0
baseline,local_sign,12,0.6,0.6,0.1,500,1500,500,4.39801549911499,100.0
baseline,conn_shuf_only,12,0.6,0.6,0.1,500,1500,500,4.838016510009766,100.0
baseline,cel_sample,12,0.6,0.6,0.1,500,1500,500,4.3165202140808105,100.0
baseline,local_sign+flat,12,0.6,0.6,0.1,500,1500,500,3.7683210372924805,100.0
baseline,local_sign+sample,12,0.6,0.6,0.1,500,1500,500,4.38140869140625,100.0
baseline,local_sign+binary,12,0.6,0.6,0.1,500,1500,500,3.9679770469665527,100.0
baseline,global_sign_pres,12,0.6,0.6,0.1,500,1500,500,3.7801432609558105,100.0
baseline,binary+shuffle,12,0.6,0.6,0.1,500,1500,500,4.052326679229736,100.0
baseline,real,12,0.6,0.6,0.5,500,1500,500,3.8175435066223145,100.0
baseline,shuffle_weights,12,0.6,0.6,0.5,500,1500,500,3.8001110553741455,100.0
baseline,cel_randN,12,0.6,0.6,0.5,500,1500,500,3.0378305912017822,100.0
baseline,er_randN,12,0.6,0.6,0.5,500,1500,500,5.238117218017578,100.0
baseline,ws_p01_randN,12,0.6,0.6,0.5,500,1500,500,4.99583625793457,100.0
baseline,conn_shuf,12,0.6,0.6,0.5,500,1500,500,2.8810060024261475,100.0
baseline,local_sign,12,0.6,0.6,0.5,500,1500,500,2.306033134460449,100.0
baseline,conn_shuf_only,12,0.6,0.6,0.5,500,1500,500,3.500049352645874,100.0
baseline,cel_sample,12,0.6,0.6,0.5,500,1500,500,3.710171699523926,100.0
baseline,local_sign+flat,12,0.6,0.6,0.5,500,1500,500,3.612358570098877,100.0
baseline,local_sign+sample,12,0.6,0.6,0.5,500,1500,500,3.195319175720215,100.0
baseline,local_sign+binary,12,0.6,0.6,0.5,500,1500,500,3.0742154121398926,100.0
baseline,global_sign_pres,12,0.6,0.6,0.5,500,1500,500,3.205092191696167,100.0
baseline,binary+shuffle,12,0.6,0.6,0.5,500,1500,500,4.068028450012207,100.0
baseline,real,12,0.6,0.6,1.0,500,1500,500,1.9358234405517578,100.0
baseline,shuffle_weights,12,0.6,0.6,1.0,500,1500,500,2.873377799987793,100.0
baseline,cel_randN,12,0.6,0.6,1.0,500,1500,500,1.5122339725494385,100.0
baseline,er_randN,12,0.6,0.6,1.0,500,1500,500,1.6405998468399048,100.0
baseline,ws_p01_randN,12,0.6,0.6,1.0,500,1500,500,3.324634075164795,100.0
baseline,conn_shuf,12,0.6,0.6,1.0,500,1500,500,1.5384635925292969,100.0
baseline,local_sign,12,0.6,0.6,1.0,500,1500,500,2.435051679611206,100.0
baseline,conn_shuf_only,12,0.6,0.6,1.0,500,1500,500,1.6944632530212402,100.0
baseline,cel_sample,12,0.6,0.6,1.0,500,1500,500,1.6384782791137695,100.0
baseline,local_sign+flat,12,0.6,0.6,1.0,500,1500,500,3.1798171997070312,100.0
baseline,local_sign+sample,12,0.6,0.6,1.0,500,1500,500,2.451388120651245,100.0
baseline,local_sign+binary,12,0.6,0.6,1.0,500,1500,500,2.3377227783203125,100.0
baseline,global_sign_pres,12,0.6,0.6,1.0,500,1500,500,1.9920495748519897,100.0
baseline,binary+shuffle,12,0.6,0.6,1.0,500,1500,500,2.72312593460083,100.0
baseline,real,12,0.6,0.6,1.5,500,1500,500,1.031308889389038,100.0
baseline,shuffle_weights,12,0.6,0.6,1.5,500,1500,500,1.8038685321807861,100.0
baseline,cel_randN,12,0.6,0.6,1.5,500,1500,500,1.815040111541748,100.0
baseline,er_randN,12,0.6,0.6,1.5,500,1500,500,1.9694633483886719,100.0
baseline,ws_p01_randN,12,0.6,0.6,1.5,500,1500,500,1.7688136100769043,100.0
baseline,conn_shuf,12,0.6,0.6,1.5,500,1500,500,1.1761653423309326,100.0
baseline,local_sign,12,0.6,0.6,1.5,500,1500,500,0.8593809008598328,100.0
baseline,conn_shuf_only,12,0.6,0.6,1.5,500,1500,500,1.7441589832305908,100.0
baseline,cel_sample,12,0.6,0.6,1.5,500,1500,500,1.8035857677459717,100.0
baseline,local_sign+flat,12,0.6,0.6,1.5,500,1500,500,2.198850631713867,100.0
baseline,local_sign+sample,12,0.6,0.6,1.5,500,1500,500,1.282578468322754,100.0
baseline,local_sign+binary,12,0.6,0.6,1.5,500,1500,500,0.8148795366287231,100.0
baseline,global_sign_pres,12,0.6,0.6,1.5,500,1500,500,1.320495367050171,100.0
baseline,binary+shuffle,12,0.6,0.6,1.5,500,1500,500,1.709406852722168,100.0
baseline,real,12,0.6,0.8,0.1,500,1500,500,4.801097393035889,100.0
baseline,shuffle_weights,12,0.6,0.8,0.1,500,1500,500,5.227249622344971,100.0
baseline,cel_randN,12,0.6,0.8,0.1,500,1500,500,9.209028244018555,100.0
baseline,er_randN,12,0.6,0.8,0.1,500,1500,500,10.004400253295898,100.0
baseline,ws_p01_randN,12,0.6,0.8,0.1,500,1500,500,10.698856353759766,100.0
