mode,normalization,shuffle_id,rho_target,leak,input_scale,neuron_bias,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,seed,src,raw_rho,ref_rho,post_rho,scale_factor
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.6,0.1,0.0,,,2.4538142681121826,2.325941801071167,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.6,0.1,0.1,,,2.555797815322876,2.403681516647339,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.6,0.5,0.0,,,3.1105644702911377,3.1135547161102295,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.6,0.5,0.1,,,3.478679895401001,3.3285818099975586,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.6,1.0,0.0,,,3.7262625694274902,3.9696590900421143,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.6,1.0,0.1,,,4.241260051727295,4.252801895141602,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.6,1.5,0.0,,,4.0033721923828125,4.4009881019592285,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.6,1.5,0.1,,,4.563951015472412,4.72784948348999,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.8,0.1,0.0,,,2.8392865657806396,2.5710670948028564,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.8,0.1,0.1,,,2.963763475418091,2.634188413619995,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.8,0.5,0.0,,,3.6864311695098877,3.488844156265259,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.8,0.5,0.1,,,4.119510650634766,3.602736234664917,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.8,1.0,0.0,,,4.417895793914795,4.210390090942383,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.8,1.0,0.1,,,5.010489463806152,4.332315444946289,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.8,1.5,0.0,,,4.706928253173828,4.472151756286621,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,0.8,1.5,0.1,,,5.347224235534668,4.5860490798950195,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,1.0,0.1,0.0,,,3.5423059463500977,3.5477168560028076,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,1.0,0.1,0.1,,,3.7101564407348633,3.599916696548462,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,1.0,0.5,0.0,,,4.718525409698486,4.822598457336426,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,1.0,0.5,0.1,,,5.257613658905029,4.866015911102295,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,1.0,1.0,0.0,,,5.579100131988525,4.923986434936523,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,1.0,1.0,0.1,,,6.2848734855651855,4.86832332611084,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,1.0,1.5,0.0,,,5.849940299987793,4.492481231689453,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.6,1.0,1.5,0.1,,,6.595001697540283,4.407583713531494,0.0011877405922859907,0.2999104857444763,0.6822620218662453,11012346,chunk_11,60.028968811035156,72.19146728515625,0.5999994277954102,0.00999517419479146
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.6,0.1,0.0,,,3.3574743270874023,2.6180641651153564,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.6,0.1,0.1,,,3.539560079574585,2.7400829792022705,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.6,0.5,0.0,,,4.562029838562012,4.038758754730225,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.6,0.5,0.1,,,5.12269926071167,4.2714691162109375,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.6,1.0,0.0,,,5.4535136222839355,5.387232780456543,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.6,1.0,0.1,,,6.178935527801514,5.6876044273376465,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.6,1.5,0.0,,,5.750619888305664,5.960866451263428,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.6,1.5,0.1,,,6.506100177764893,6.283952236175537,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.8,0.1,0.0,,,4.22213077545166,3.2719264030456543,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.8,0.1,0.1,,,4.463505744934082,3.391266107559204,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.8,0.5,0.0,,,5.883468151092529,5.213334560394287,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.8,0.5,0.1,,,6.563627243041992,5.348354339599609,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.8,1.0,0.0,,,6.877429962158203,6.207009315490723,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.8,1.0,0.1,,,7.7188544273376465,6.344577312469482,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.8,1.5,0.0,,,7.114356994628906,6.265926837921143,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,0.8,1.5,0.1,,,7.979874610900879,6.3748087882995605,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,1.0,0.1,0.0,,,5.776248931884766,4.7809343338012695,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,1.0,0.1,0.1,,,6.1318159103393555,4.890146255493164,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
sign_test_og_cel0.24250832408435072,spectral_radius,110,0.8,1.0,0.5,0.0,,,8.220193862915039,7.78755521774292,0.001583654317073524,0.2999105751514435,0.6822619984822159,11012346,chunk_11,60.028968811035156,72.19146728515625,0.7999995946884155,0.013326898926388614
