model,seed,rho_target,leak,input_scale,order,ipc_contrib
real,0,0.95,0.8,1.0,1,3.2121506929397583
real,0,0.95,0.8,1.0,2,0.0017778873443603516
real,0,0.95,0.8,1.0,3,1.7552255392074585
real,0,0.95,0.8,1.0,4,0.0
real,0,0.95,0.8,1.0,5,0.02546977996826172
real,0,0.95,0.8,1.0,6,0.0
real,0,0.95,0.8,1.0,7,0.0
real,0,0.95,0.8,1.0,8,0.003681480884552002
real,0,0.95,0.8,1.0,9,0.0
real,0,0.95,0.8,1.0,10,0.0
shuffle_weights,0,0.95,0.8,1.0,1,4.016032516956329
shuffle_weights,0,0.95,0.8,1.0,2,0.029048681259155273
shuffle_weights,0,0.95,0.8,1.0,3,2.2797317504882812
shuffle_weights,0,0.95,0.8,1.0,4,0.0
shuffle_weights,0,0.95,0.8,1.0,5,0.5326481461524963
shuffle_weights,0,0.95,0.8,1.0,6,0.0
shuffle_weights,0,0.95,0.8,1.0,7,0.0
shuffle_weights,0,0.95,0.8,1.0,8,0.0
shuffle_weights,0,0.95,0.8,1.0,9,0.0
shuffle_weights,0,0.95,0.8,1.0,10,0.0
cel_randN,0,0.95,0.8,1.0,1,5.692465245723724
cel_randN,0,0.95,0.8,1.0,2,0.005370140075683594
cel_randN,0,0.95,0.8,1.0,3,3.388388693332672
cel_randN,0,0.95,0.8,1.0,4,0.0
cel_randN,0,0.95,0.8,1.0,5,1.2558687329292297
cel_randN,0,0.95,0.8,1.0,6,0.0
cel_randN,0,0.95,0.8,1.0,7,0.039707303047180176
cel_randN,0,0.95,0.8,1.0,8,0.0
cel_randN,0,0.95,0.8,1.0,9,0.0
cel_randN,0,0.95,0.8,1.0,10,0.0
er_randN,0,0.95,0.8,1.0,1,8.426266193389893
er_randN,0,0.95,0.8,1.0,2,2.9206275939941406e-06
er_randN,0,0.95,0.8,1.0,3,3.7092567682266235
er_randN,0,0.95,0.8,1.0,4,0.0
er_randN,0,0.95,0.8,1.0,5,0.9297521114349365
er_randN,0,0.95,0.8,1.0,6,0.0
er_randN,0,0.95,0.8,1.0,7,0.0
er_randN,0,0.95,0.8,1.0,8,0.0
er_randN,0,0.95,0.8,1.0,9,0.0
er_randN,0,0.95,0.8,1.0,10,0.0
ws_p01_randN,0,0.95,0.8,1.0,1,8.592800438404083
ws_p01_randN,0,0.95,0.8,1.0,2,0.0
ws_p01_randN,0,0.95,0.8,1.0,3,3.641517758369446
ws_p01_randN,0,0.95,0.8,1.0,4,0.0
ws_p01_randN,0,0.95,0.8,1.0,5,0.7368220686912537
ws_p01_randN,0,0.95,0.8,1.0,6,0.0
