mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,src,wt_mean,cosine_similarity,kl_to_gaussian,seed
real,0,0.6,0.6,0.1,5.396448612213135,6.162173896727381,1.8417290449142456,1.907198190689087,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,0.6,0.5,5.223719120025635,7.983497889514524,2.197149515151977,2.923447847366333,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,0.6,1.0,3.832233667373657,6.192361843238814,2.5383028984069824,4.091316223144531,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,0.6,1.5,3.3055593967437744,4.907433219546135,2.7230587005615234,4.896563053131104,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,0.8,0.1,6.084405422210693,7.097706598071552,2.045737028121948,2.122642993927002,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,0.8,0.5,5.805027008056641,8.660777916530606,2.472071886062622,3.3434174060821533,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,0.8,1.0,4.72298002243042,7.959952824851825,2.8655030727386475,4.754915237426758,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,0.8,1.5,3.3243861198425293,5.997374856825445,3.0666275024414062,5.721900463104248,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,1.0,0.1,7.044918060302734,8.363056627641697,2.397990226745605,2.4926233291625977,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,1.0,0.5,6.594686031341553,10.010835933406383,2.942366600036621,4.050779342651367,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,1.0,1.0,4.480566501617432,7.106183713058044,3.40079927444458,5.815201282501221,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,1.0,1.5,4.048477649688721,7.347840059181408,3.609187841415405,6.996954441070557,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.8,0.6,0.1,6.412993431091309,7.301894173013309,2.2694594860076904,2.3591654300689697,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,0.6,0.5,6.240556240081787,9.281819283248751,2.759981632232666,3.7655725479125977,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,0.6,1.0,3.982056617736816,6.602991449060643,3.185222625732422,5.342595100402832,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,0.6,1.5,4.02715539932251,7.015505101147681,3.388838291168213,6.393218040466309,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,0.8,0.1,7.137616157531738,8.271566050180198,2.661970615386963,2.77655291557312,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,0.8,0.5,6.16417407989502,9.263106240782967,3.2973737716674805,4.596464157104492,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,0.8,1.0,4.849302291870117,6.865607086247678,3.7900078296661377,6.58103084564209,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,0.8,1.5,3.638806343078613,5.9512529393495015,3.993617296218872,7.867250442504883,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,1.0,0.1,8.146178245544434,9.80133060291888,3.4196887016296387,3.577955484390259,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,1.0,0.5,7.162005424499512,9.991778183493125,4.307886123657227,6.1431565284729,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,1.0,1.0,5.907548904418945,9.164408377752125,4.84157133102417,8.669024467468262,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,1.0,1.5,5.029404163360596,7.832770632908073,4.988401889801025,10.210716247558594,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.95,0.6,0.1,7.062410831451416,8.033034271432939,2.6844170093536377,2.79995346069336,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,0.6,0.5,6.621561050415039,9.892274398525842,3.321463823318481,4.616329193115234,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,0.6,1.0,5.528766632080078,8.431650085808371,3.8100392818450928,6.564545631408691,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,0.6,1.5,3.8710529804229736,6.152392053862059,4.010741710662842,7.810042381286621,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,0.8,0.1,7.934956550598144,9.21347386025991,3.321427345275879,3.484739065170288,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,0.8,0.5,6.751974105834961,8.832160312718997,4.197521209716797,5.983004093170166,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
