config,model_a,model_b,tost_bound,tost_pval,tost_significant,n_model_a,n_model_b
baseline,real,shuffle_weights,0.2094202518463135,0.794473787229501,0.0,48,48
baseline,real,cel_randN,0.2094202518463135,0.9999999832086355,0.0,48,48
baseline,real,er_randN,0.2094202518463135,0.9999999999599909,0.0,48,48
baseline,real,ws_p01_randN,0.2094202518463135,0.9999999999975306,0.0,48,48
baseline,real,conn_shuf,0.2094202518463135,0.8625898056530897,0.0,48,48
baseline,real,local_sign,0.2094202518463135,0.4668379236722219,0.0,48,48
baseline,real,conn_shuf_only,0.2094202518463135,0.7667155054515383,0.0,48,48
baseline,real,cel_sample,0.2094202518463135,0.6731140493626993,0.0,48,48
baseline,real,local_sign+flat,0.2094202518463135,0.4958711774946266,0.0,48,48
baseline,real,local_sign+sample,0.2094202518463135,0.6207384496506618,0.0,48,48
baseline,real,local_sign+binary,0.2094202518463135,0.2736015680756795,0.0,48,48
baseline,real,global_sign_pres,0.2094202518463135,0.2781172031667496,0.0,48,48
baseline,real,binary+shuffle,0.2094202518463135,0.35017630961891577,0.0,48,48
baseline,shuffle_weights,cel_randN,0.2094202518463135,0.999999348660383,0.0,48,48
baseline,shuffle_weights,er_randN,0.2094202518463135,0.9999999991301176,0.0,48,48
baseline,shuffle_weights,ws_p01_randN,0.2094202518463135,0.9999999999397198,0.0,48,48
baseline,shuffle_weights,conn_shuf,0.2094202518463135,0.3952599320649056,0.0,48,48
baseline,shuffle_weights,local_sign,0.2094202518463135,0.6264588752216802,0.0,48,48
baseline,shuffle_weights,conn_shuf_only,0.2094202518463135,0.3306695587800337,0.0,48,48
baseline,shuffle_weights,cel_sample,0.2094202518463135,0.429287598868663,0.0,48,48
baseline,shuffle_weights,local_sign+flat,0.2094202518463135,0.603949886969979,0.0,48,48
baseline,shuffle_weights,local_sign+sample,0.2094202518463135,0.48482580579764956,0.0,48,48
baseline,shuffle_weights,local_sign+binary,0.2094202518463135,0.8100961267194915,0.0,48,48
baseline,shuffle_weights,global_sign_pres,0.2094202518463135,0.8172688312548755,0.0,48,48
baseline,shuffle_weights,binary+shuffle,0.2094202518463135,0.869955193677357,0.0,48,48
