config,model,seed,rho_target,leak,input_scale,washout,t_train,t_test,score,capture_pct_vs_baseline
baseline,real,7,0.6,0.6,0.1,500,1500,500,3.829634428024292,100.0
baseline,shuffle_weights,7,0.6,0.6,0.1,500,1500,500,4.738835334777832,100.0
baseline,cel_randN,7,0.6,0.6,0.1,500,1500,500,7.364524841308594,100.0
baseline,er_randN,7,0.6,0.6,0.1,500,1500,500,9.035564422607422,100.0
baseline,ws_p01_randN,7,0.6,0.6,0.1,500,1500,500,8.884519577026367,100.0
baseline,conn_shuf,7,0.6,0.6,0.1,500,1500,500,4.604160785675049,100.0
baseline,local_sign,7,0.6,0.6,0.1,500,1500,500,4.738674163818359,100.0
baseline,conn_shuf_only,7,0.6,0.6,0.1,500,1500,500,4.689234733581543,100.0
baseline,cel_sample,7,0.6,0.6,0.1,500,1500,500,4.849856376647949,100.0
baseline,local_sign+flat,7,0.6,0.6,0.1,500,1500,500,4.39452600479126,100.0
baseline,local_sign+sample,7,0.6,0.6,0.1,500,1500,500,5.091885566711426,100.0
baseline,local_sign+binary,7,0.6,0.6,0.1,500,1500,500,4.862835884094238,100.0
baseline,global_sign_pres,7,0.6,0.6,0.1,500,1500,500,4.237992286682129,100.0
baseline,binary+shuffle,7,0.6,0.6,0.1,500,1500,500,4.349427700042725,100.0
baseline,real,7,0.6,0.6,0.5,500,1500,500,4.537668228149414,100.0
baseline,shuffle_weights,7,0.6,0.6,0.5,500,1500,500,3.6669487953186035,100.0
baseline,cel_randN,7,0.6,0.6,0.5,500,1500,500,5.249128341674805,100.0
baseline,er_randN,7,0.6,0.6,0.5,500,1500,500,6.487217903137207,100.0
baseline,ws_p01_randN,7,0.6,0.6,0.5,500,1500,500,5.191439628601074,100.0
baseline,conn_shuf,7,0.6,0.6,0.5,500,1500,500,1.4695188999176025,100.0
baseline,local_sign,7,0.6,0.6,0.5,500,1500,500,2.5359106063842773,100.0
baseline,conn_shuf_only,7,0.6,0.6,0.5,500,1500,500,3.501932144165039,100.0
baseline,cel_sample,7,0.6,0.6,0.5,500,1500,500,3.5707345008850098,100.0
baseline,local_sign+flat,7,0.6,0.6,0.5,500,1500,500,4.129606246948242,100.0
baseline,local_sign+sample,7,0.6,0.6,0.5,500,1500,500,3.76198673248291,100.0
baseline,local_sign+binary,7,0.6,0.6,0.5,500,1500,500,3.5307822227478027,100.0
baseline,global_sign_pres,7,0.6,0.6,0.5,500,1500,500,2.734158754348755,100.0
baseline,binary+shuffle,7,0.6,0.6,0.5,500,1500,500,3.3500795364379883,100.0
baseline,real,7,0.6,0.6,1.0,500,1500,500,2.2079825401306152,100.0
baseline,shuffle_weights,7,0.6,0.6,1.0,500,1500,500,2.2838363647460938,100.0
baseline,cel_randN,7,0.6,0.6,1.0,500,1500,500,1.5666029453277588,100.0
baseline,er_randN,7,0.6,0.6,1.0,500,1500,500,2.2436981201171875,100.0
baseline,ws_p01_randN,7,0.6,0.6,1.0,500,1500,500,2.291747570037842,100.0
baseline,conn_shuf,7,0.6,0.6,1.0,500,1500,500,2.938081741333008,100.0
baseline,local_sign,7,0.6,0.6,1.0,500,1500,500,2.5082125663757324,100.0
baseline,conn_shuf_only,7,0.6,0.6,1.0,500,1500,500,2.626890182495117,100.0
baseline,cel_sample,7,0.6,0.6,1.0,500,1500,500,2.8813271522521973,100.0
baseline,local_sign+flat,7,0.6,0.6,1.0,500,1500,500,2.4397826194763184,100.0
baseline,local_sign+sample,7,0.6,0.6,1.0,500,1500,500,2.4682083129882812,100.0
baseline,local_sign+binary,7,0.6,0.6,1.0,500,1500,500,1.1792490482330322,100.0
baseline,global_sign_pres,7,0.6,0.6,1.0,500,1500,500,1.3653080463409424,100.0
baseline,binary+shuffle,7,0.6,0.6,1.0,500,1500,500,2.6485490798950195,100.0
baseline,real,7,0.6,0.6,1.5,500,1500,500,1.9975532293319702,100.0
baseline,shuffle_weights,7,0.6,0.6,1.5,500,1500,500,1.3859107494354248,100.0
baseline,cel_randN,7,0.6,0.6,1.5,500,1500,500,1.0957711935043335,100.0
baseline,er_randN,7,0.6,0.6,1.5,500,1500,500,1.6090830564498901,100.0
baseline,ws_p01_randN,7,0.6,0.6,1.5,500,1500,500,1.2340728044509888,100.0
baseline,conn_shuf,7,0.6,0.6,1.5,500,1500,500,0.922572672367096,100.0
baseline,local_sign,7,0.6,0.6,1.5,500,1500,500,2.2062158584594727,100.0
baseline,conn_shuf_only,7,0.6,0.6,1.5,500,1500,500,0.23387426137924194,100.0
baseline,cel_sample,7,0.6,0.6,1.5,500,1500,500,2.045147180557251,100.0
baseline,local_sign+flat,7,0.6,0.6,1.5,500,1500,500,1.032348394393921,100.0
baseline,local_sign+sample,7,0.6,0.6,1.5,500,1500,500,1.3754792213439941,100.0
baseline,local_sign+binary,7,0.6,0.6,1.5,500,1500,500,1.6640186309814453,100.0
baseline,global_sign_pres,7,0.6,0.6,1.5,500,1500,500,2.208679437637329,100.0
baseline,binary+shuffle,7,0.6,0.6,1.5,500,1500,500,1.788938045501709,100.0
baseline,real,7,0.6,0.8,0.1,500,1500,500,4.683069705963135,100.0
baseline,shuffle_weights,7,0.6,0.8,0.1,500,1500,500,5.656303405761719,100.0
baseline,cel_randN,7,0.6,0.8,0.1,500,1500,500,8.871745109558105,100.0
baseline,er_randN,7,0.6,0.8,0.1,500,1500,500,11.046743392944336,100.0
baseline,ws_p01_randN,7,0.6,0.8,0.1,500,1500,500,11.1129150390625,100.0
baseline,conn_shuf,7,0.6,0.8,0.1,500,1500,500,5.489932060241699,100.0
baseline,local_sign,7,0.6,0.8,0.1,500,1500,500,4.7669267654418945,100.0
baseline,conn_shuf_only,7,0.6,0.8,0.1,500,1500,500,5.045843124389648,100.0
baseline,cel_sample,7,0.6,0.8,0.1,500,1500,500,5.379143238067627,100.0
baseline,local_sign+flat,7,0.6,0.8,0.1,500,1500,500,4.928389549255371,100.0
baseline,local_sign+sample,7,0.6,0.8,0.1,500,1500,500,5.2091169357299805,100.0
baseline,local_sign+binary,7,0.6,0.8,0.1,500,1500,500,4.742988586425781,100.0
baseline,global_sign_pres,7,0.6,0.8,0.1,500,1500,500,4.826136589050293,100.0
baseline,binary+shuffle,7,0.6,0.8,0.1,500,1500,500,4.488134384155273,100.0
