normalization,sign_frac,raw_rho,raw_rho_std,raw_rho_n,raw_rho_sem,ref_rho,ref_rho_std,ref_rho_n,ref_rho_sem,post_rho,post_rho_std,post_rho_n,post_rho_sem,scale_factor,scale_factor_std,scale_factor_n,scale_factor_sem
original_radius,0.0,12.126330947875976,0.05760589484472948,100,0.005760589484472948,12.126330947875976,0.05760589484472948,100,0.005760589484472948,1.0000000470876693,5.414221959367241e-07,100,5.4142219593672406e-08,0.08246701625693767,0.00039158082652443574,100,3.915808265244357e-05
original_radius,0.1,9.703684663772583,0.07342370081243943,100,0.007342370081243943,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.8002155178785324,0.004622581263495725,100,0.0004622581263495725,0.08246701625693767,0.00039158082652443574,100,3.915808265244357e-05
original_radius,0.2,7.270956645011902,0.08396559993760278,100,0.008396559993760277,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.5996016728878021,0.006395143705535129,100,0.0006395143705535129,0.08246701625693767,0.00039158082652443574,100,3.915808265244357e-05
original_radius,0.3,4.8236519241333005,0.19328728929001826,100,0.019328728929001827,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.397785527408123,0.01587428122473057,100,0.0015874281224730572,0.08246701625693767,0.00039158082652443574,100,3.915808265244357e-05
original_radius,0.4,3.6066673374176026,0.06344086899182036,100,0.006344086899182036,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.29742801100015637,0.00525200877131024,100,0.000525200877131024,0.08246701625693767,0.00039158082652443574,100,3.915808265244357e-05
original_radius,0.5,3.608803403377533,0.0725248657309118,100,0.007252486573091179,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.29760437846183774,0.006001780852248564,100,0.0006001780852248564,0.08246701625693767,0.00039158082652443574,100,3.915808265244357e-05
original_radius,0.6,3.6176054668426514,0.0745535785826719,100,0.007455357858267191,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.2983311620354652,0.006217019627768792,100,0.0006217019627768792,0.08246701625693767,0.00039158082652443574,100,3.915808265244357e-05
original_radius,0.7,4.844522857666016,0.23791752261315374,100,0.023791752261315375,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.3995006147027016,0.019448785410437378,100,0.0019448785410437377,0.08246701625693767,0.00039158082652443574,100,3.915808265244357e-05
original_radius,0.8,7.276794452667236,0.11255989242467858,100,0.011255989242467858,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.6000777727365494,0.008534831444226697,100,0.0008534831444226697,0.08246701625693767,0.00039158082652443574,100,3.915808265244357e-05
original_radius,0.9,9.691528739929199,0.07597733470546655,100,0.007597733470546655,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.7992141073942185,0.005074548810837851,100,0.0005074548810837851,0.08246701625693767,0.00039158082652443574,100,3.915808265244357e-05
original_radius,1.0,12.126331663131714,0.057605593481274905,100,0.0057605593481274905,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.9999999916553497,4.897585505125369e-07,100,4.897585505125369e-08,0.08246701625693767,0.00039158082652443574,100,3.915808265244357e-05
spectral_radius,0.0,12.126330947875976,0.05760589484472948,100,0.005760589484472948,12.126330947875976,0.05760589484472948,100,0.005760589484472948,1.0000000470876693,5.414221959367241e-07,100,5.4142219593672406e-08,0.08246701625693767,0.00039158082652443574,100,3.915808265244357e-05
spectral_radius,0.1,9.703684663772583,0.07342370081243943,100,0.007342370081243943,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.9999999165534973,5.318396623380003e-07,100,5.3183966233800023e-08,0.1030594767735264,0.0007795770036095915,100,7.795770036095915e-05
spectral_radius,0.2,7.270956645011902,0.08396559993760278,100,0.008396559993760277,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.9999999284744263,6.348791346016917e-07,100,6.348791346016917e-08,0.13755167956015993,0.0015917527946146311,100,0.00015917527946146312
spectral_radius,0.3,4.8236519241333005,0.19328728929001826,100,0.019328728929001827,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.9999998754262924,1.1205293716874414e-06,100,1.1205293716874414e-07,0.20764951716235508,0.0085280669232392,100,0.00085280669232392
spectral_radius,0.4,3.6066673374176026,0.06344086899182036,100,0.006344086899182036,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.9999997055530548,2.3262990271651367e-06,100,2.3262990271651367e-07,0.27734807586769217,0.00481401903512049,100,0.000481401903512049
spectral_radius,0.5,3.608803403377533,0.0725248657309118,100,0.007252486573091179,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.999999669790268,2.4353899367566545e-06,100,2.4353899367566545e-07,0.2772103409963204,0.0055397135746254106,100,0.000553971357462541
spectral_radius,0.6,3.6176054668426514,0.0745535785826719,100,0.007455357858267191,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.9999995583295822,2.509352684876658e-06,100,2.509352684876658e-07,0.2765408654491213,0.005635405431248253,100,0.0005635405431248252
spectral_radius,0.7,4.844522857666016,0.23791752261315374,100,0.023791752261315375,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.999999720454216,8.934350683635312e-07,100,8.934350683635312e-08,0.20693144422819096,0.010587216096177287,100,0.0010587216096177286
spectral_radius,0.8,7.276794452667236,0.11255989242467858,100,0.011255989242467858,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.9999998235702514,6.143056243640953e-07,100,6.143056243640952e-08,0.13745580707720445,0.0021331397097595567,100,0.00021331397097595567
spectral_radius,0.9,9.691528739929199,0.07597733470546655,100,0.007597733470546655,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.9999998193979264,6.245906187337987e-07,100,6.245906187337987e-08,0.10318918777534575,0.0008107562542458692,100,8.107562542458692e-05
spectral_radius,1.0,12.126331663131714,0.057605593481274905,100,0.0057605593481274905,12.126330947875976,0.05760589484472948,100,0.005760589484472948,0.9999999225139617,5.202769200279666e-07,100,5.202769200279667e-08,0.08246701137324979,0.0003915787331260503,100,3.915787331260503e-05
