mode,shuffle_id,rho_target,leak,input_scale,neuron_bias,MC,IPC,KR,GR,src,normalization,wt_mean,cosine_similarity,kl_to_gaussian,seed,raw_rho,ref_rho,post_rho,raw_fro,ref_fro,post_fro,scale_factor
sign_test_er0.0__norm_spectral_radius,0,1.0,0.6,0.1,0.1,3.830190658569336,6.320996772530183,2.393183469772339,2.8233933448791504,matched_er_4to1_chunk_0,spectral_radius,0.0033870064653456,0.0427303165197372,0.0,12346,12.063014030456545,12.063014030456545,1.000000238418579,60.0333251953125,60.0333251953125,4.976643562316895,0.0828980217941563
sign_test_er0.0__norm_spectral_radius,0,1.0,0.6,0.5,0.1,4.389188289642334,10.33239211481223,3.1968514919281006,4.961374282836914,matched_er_4to1_chunk_0,spectral_radius,0.0033870064653456,0.0427303165197372,0.0,12346,12.063014030456545,12.063014030456545,1.000000238418579,60.0333251953125,60.0333251953125,4.976643562316895,0.0828980217941563
sign_test_er0.0__norm_spectral_radius,0,1.0,0.6,1.0,0.1,2.622708320617676,5.403169754712053,3.624583005905152,6.880366802215576,matched_er_4to1_chunk_0,spectral_radius,0.0033870064653456,0.0427303165197372,0.0,12346,12.063014030456545,12.063014030456545,1.000000238418579,60.0333251953125,60.0333251953125,4.976643562316895,0.0828980217941563
sign_test_er0.0__norm_spectral_radius,0,1.0,0.6,1.5,0.1,2.2530863285064697,5.805776703123627,3.868294715881348,8.276063919067383,matched_er_4to1_chunk_0,spectral_radius,0.0033870064653456,0.0427303165197372,0.0,12346,12.063014030456545,12.063014030456545,1.000000238418579,60.0333251953125,60.0333251953125,4.976643562316895,0.0828980217941563
sign_test_er0.0__norm_spectral_radius,0,1.0,0.8,0.1,0.1,4.192939758300781,5.381617062622581,2.5872461795806885,3.052498340606689,matched_er_4to1_chunk_0,spectral_radius,0.0033870064653456,0.0427303165197372,0.0,12346,12.063014030456545,12.063014030456545,1.000000238418579,60.0333251953125,60.0333251953125,4.976643562316895,0.0828980217941563
sign_test_er0.0__norm_spectral_radius,0,1.0,0.8,0.5,0.1,4.78740930557251,11.583371432456332,3.558368444442749,5.6680908203125,matched_er_4to1_chunk_0,spectral_radius,0.0033870064653456,0.0427303165197372,0.0,12346,12.063014030456545,12.063014030456545,1.000000238418579,60.0333251953125,60.0333251953125,4.976643562316895,0.0828980217941563
sign_test_er0.0__norm_spectral_radius,0,1.0,0.8,1.0,0.1,2.8123507499694824,8.735720230022487,4.132692813873291,8.187494277954102,matched_er_4to1_chunk_0,spectral_radius,0.0033870064653456,0.0427303165197372,0.0,12346,12.063014030456545,12.063014030456545,1.000000238418579,60.0333251953125,60.0333251953125,4.976643562316895,0.0828980217941563
sign_test_er0.0__norm_spectral_radius,0,1.0,0.8,1.5,0.1,2.8300814628601074,5.692069217491294,4.448118209838867,9.99948501586914,matched_er_4to1_chunk_0,spectral_radius,0.0033870064653456,0.0427303165197372,0.0,12346,12.063014030456545,12.063014030456545,1.000000238418579,60.0333251953125,60.0333251953125,4.976643562316895,0.0828980217941563
sign_test_er0.0__norm_spectral_radius,0,1.0,1.0,0.1,0.1,5.597501277923584,7.923519143244151,2.8807194232940674,3.398696184158325,matched_er_4to1_chunk_0,spectral_radius,0.0033870064653456,0.0427303165197372,0.0,12346,12.063014030456545,12.063014030456545,1.000000238418579,60.0333251953125,60.0333251953125,4.976643562316895,0.0828980217941563
sign_test_er0.0__norm_spectral_radius,0,1.0,1.0,0.5,0.1,4.354290008544922,9.641781973328207,4.113071918487549,6.755630493164063,matched_er_4to1_chunk_0,spectral_radius,0.0033870064653456,0.0427303165197372,0.0,12346,12.063014030456545,12.063014030456545,1.000000238418579,60.0333251953125,60.0333251953125,4.976643562316895,0.0828980217941563
sign_test_er0.0__norm_spectral_radius,0,1.0,1.0,1.0,0.1,3.5438578128814697,8.33820970378153,4.908447742462158,10.18386173248291,matched_er_4to1_chunk_0,spectral_radius,0.0033870064653456,0.0427303165197372,0.0,12346,12.063014030456545,12.063014030456545,1.000000238418579,60.0333251953125,60.0333251953125,4.976643562316895,0.0828980217941563
sign_test_er0.0__norm_spectral_radius,0,1.0,1.0,1.5,0.1,4.11137056350708,10.021102293829196,5.3256120681762695,12.590941429138184,matched_er_4to1_chunk_0,spectral_radius,0.0033870064653456,0.0427303165197372,0.0,12346,12.063014030456545,12.063014030456545,1.000000238418579,60.0333251953125,60.0333251953125,4.976643562316895,0.0828980217941563
sign_test_er0.1__norm_spectral_radius,0,1.0,0.6,0.1,0.1,4.196249485015869,6.984267743319833,2.604790449142456,3.1807079315185547,matched_er_4to1_chunk_0,spectral_radius,0.0033711635041981,0.0349611826241016,0.0,12346,9.69845485687256,12.063014030456545,1.0000005960464478,60.0333251953125,60.0333251953125,6.189988613128662,0.1031092080911606
sign_test_er0.1__norm_spectral_radius,0,1.0,0.6,0.5,0.1,4.313161849975586,10.94478199734182,3.806093215942383,6.334559440612793,matched_er_4to1_chunk_0,spectral_radius,0.0033711635041981,0.0349611826241016,0.0,12346,9.69845485687256,12.063014030456545,1.0000005960464478,60.0333251953125,60.0333251953125,6.189988613128662,0.1031092080911606
sign_test_er0.1__norm_spectral_radius,0,1.0,0.6,1.0,0.1,2.831394672393799,5.858731140236159,4.240387916564941,8.614385604858398,matched_er_4to1_chunk_0,spectral_radius,0.0033711635041981,0.0349611826241016,0.0,12346,9.69845485687256,12.063014030456545,1.0000005960464478,60.0333251953125,60.0333251953125,6.189988613128662,0.1031092080911606
sign_test_er0.1__norm_spectral_radius,0,1.0,0.6,1.5,0.1,2.2597172260284424,6.093856961193231,4.517760753631592,10.299551963806152,matched_er_4to1_chunk_0,spectral_radius,0.0033711635041981,0.0349611826241016,0.0,12346,9.69845485687256,12.063014030456545,1.0000005960464478,60.0333251953125,60.0333251953125,6.189988613128662,0.1031092080911606
sign_test_er0.1__norm_spectral_radius,0,1.0,0.8,0.1,0.1,4.722099304199219,7.132831683839799,2.8881776332855225,3.525678396224976,matched_er_4to1_chunk_0,spectral_radius,0.0033711635041981,0.0349611826241016,0.0,12346,9.69845485687256,12.063014030456545,1.0000005960464478,60.0333251953125,60.0333251953125,6.189988613128662,0.1031092080911606
sign_test_er0.1__norm_spectral_radius,0,1.0,0.8,0.5,0.1,4.590424060821533,11.046623118779394,4.381660461425781,7.512721538543701,matched_er_4to1_chunk_0,spectral_radius,0.0033711635041981,0.0349611826241016,0.0,12346,9.69845485687256,12.063014030456545,1.0000005960464478,60.0333251953125,60.0333251953125,6.189988613128662,0.1031092080911606
sign_test_er0.1__norm_spectral_radius,0,1.0,0.8,1.0,0.1,3.999654054641724,9.672482391449435,5.00665807723999,10.655266761779783,matched_er_4to1_chunk_0,spectral_radius,0.0033711635041981,0.0349611826241016,0.0,12346,9.69845485687256,12.063014030456545,1.0000005960464478,60.0333251953125,60.0333251953125,6.189988613128662,0.1031092080911606
sign_test_er0.1__norm_spectral_radius,0,1.0,0.8,1.5,0.1,3.330174446105957,7.353851208475149,5.378790378570557,12.928903579711914,matched_er_4to1_chunk_0,spectral_radius,0.0033711635041981,0.0349611826241016,0.0,12346,9.69845485687256,12.063014030456545,1.0000005960464478,60.0333251953125,60.0333251953125,6.189988613128662,0.1031092080911606
sign_test_er0.1__norm_spectral_radius,0,1.0,1.0,0.1,0.1,5.282443523406982,8.950361647411142,3.338027238845825,4.077938079833984,matched_er_4to1_chunk_0,spectral_radius,0.0033711635041981,0.0349611826241016,0.0,12346,9.69845485687256,12.063014030456545,1.0000005960464478,60.0333251953125,60.0333251953125,6.189988613128662,0.1031092080911606
sign_test_er0.1__norm_spectral_radius,0,1.0,1.0,0.5,0.1,6.080138206481934,13.149427885032424,5.322200775146484,9.452259063720703,matched_er_4to1_chunk_0,spectral_radius,0.0033711635041981,0.0349611826241016,0.0,12346,9.69845485687256,12.063014030456545,1.0000005960464478,60.0333251953125,60.0333251953125,6.189988613128662,0.1031092080911606
sign_test_er0.1__norm_spectral_radius,0,1.0,1.0,1.0,0.1,3.879329919815064,8.988928447690355,6.264310836791992,13.990682601928713,matched_er_4to1_chunk_0,spectral_radius,0.0033711635041981,0.0349611826241016,0.0,12346,9.69845485687256,12.063014030456545,1.0000005960464478,60.0333251953125,60.0333251953125,6.189988613128662,0.1031092080911606
sign_test_er0.1__norm_spectral_radius,0,1.0,1.0,1.5,0.1,4.239997386932373,8.123161377086802,6.776765823364258,17.138282775878906,matched_er_4to1_chunk_0,spectral_radius,0.0033711635041981,0.0349611826241016,0.0,12346,9.69845485687256,12.063014030456545,1.0000005960464478,60.0333251953125,60.0333251953125,6.189988613128662,0.1031092080911606
sign_test_er0.2__norm_spectral_radius,0,1.0,0.6,0.1,0.1,5.285589218139648,8.372023954783998,3.2837531566619877,3.99564790725708,matched_er_4to1_chunk_0,spectral_radius,0.003378064604476,0.0244173388928174,0.0,12346,7.262337207794189,12.063014030456545,0.9999994039535522,60.0333251953125,60.0333251953125,8.266390800476074,0.1376967182034408
sign_test_er0.2__norm_spectral_radius,0,1.0,0.6,0.5,0.1,4.250822067260742,8.18429743008187,5.162464618682861,8.960198402404785,matched_er_4to1_chunk_0,spectral_radius,0.003378064604476,0.0244173388928174,0.0,12346,7.262337207794189,12.063014030456545,0.9999994039535522,60.0333251953125,60.0333251953125,8.266390800476074,0.1376967182034408
sign_test_er0.2__norm_spectral_radius,0,1.0,0.6,1.0,0.1,1.9557691812515257,5.156662194966615,5.986990928649902,12.939059257507324,matched_er_4to1_chunk_0,spectral_radius,0.003378064604476,0.0244173388928174,0.0,12346,7.262337207794189,12.063014030456545,0.9999994039535522,60.0333251953125,60.0333251953125,8.266390800476074,0.1376967182034408
sign_test_er0.2__norm_spectral_radius,0,1.0,0.6,1.5,0.1,1.8029406070709229,2.8740541691310195,6.4497504234313965,15.769781112670898,matched_er_4to1_chunk_0,spectral_radius,0.003378064604476,0.0244173388928174,0.0,12346,7.262337207794189,12.063014030456545,0.9999994039535522,60.0333251953125,60.0333251953125,8.266390800476074,0.1376967182034408
sign_test_er0.2__norm_spectral_radius,0,1.0,0.8,0.1,0.1,6.690673351287842,10.085656760890878,3.789278268814087,4.638034343719482,matched_er_4to1_chunk_0,spectral_radius,0.003378064604476,0.0244173388928174,0.0,12346,7.262337207794189,12.063014030456545,0.9999994039535522,60.0333251953125,60.0333251953125,8.266390800476074,0.1376967182034408
sign_test_er0.2__norm_spectral_radius,0,1.0,0.8,0.5,0.1,6.868657112121582,18.032138689982283,6.302405834197998,11.353992462158203,matched_er_4to1_chunk_0,spectral_radius,0.003378064604476,0.0244173388928174,0.0,12346,7.262337207794189,12.063014030456545,0.9999994039535522,60.0333251953125,60.0333251953125,8.266390800476074,0.1376967182034408
