mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR
shuffle,0,0.6,0.6,0.1,5.224998474121094,5.801445007324219,2.1423935890197754,2.2274982929229736
shuffle,0,0.6,0.6,0.5,3.2860898971557617,4.239307880401611,2.5856573581695557,3.6464240550994873
shuffle,0,0.6,0.6,1.0,0.5992048978805542,0.6736644506454468,3.2494680881500244,5.583490371704102
shuffle,0,0.6,0.6,1.5,1.327867031097412,1.8585410118103027,3.698765516281128,7.460246562957764
shuffle,0,0.6,0.8,0.1,5.834366798400879,6.91829776763916,2.3314085006713867,2.4405620098114014
shuffle,0,0.6,0.8,0.5,3.8230185508728027,4.813134670257568,3.26481032371521,4.690733432769775
shuffle,0,0.6,0.8,1.0,3.5749073028564453,4.548519611358643,3.6346259117126465,6.4441986083984375
shuffle,0,0.6,0.8,1.5,1.9480202198028564,2.980045795440674,4.363849639892578,9.364226341247559
shuffle,0,0.6,1.0,0.1,6.452184677124023,8.297395706176758,2.690967082977295,2.8409640789031982
shuffle,0,0.6,1.0,0.5,5.071781635284424,6.551514148712158,3.7127463817596436,5.7934041023254395
shuffle,0,0.6,1.0,1.0,3.9092583656311035,5.928356647491455,4.608752727508545,8.967756271362305
shuffle,0,0.6,1.0,1.5,1.995483636856079,3.8226494789123535,5.036984920501709,11.461542129516602
shuffle,0,0.8,0.6,0.1,5.195874214172363,5.791131496429443,2.9138739109039307,3.046975612640381
shuffle,0,0.8,0.6,0.5,2.244699478149414,2.5954370498657227,3.935366153717041,5.797224521636963
shuffle,0,0.8,0.6,1.0,1.546433448791504,1.8615849018096924,4.572767734527588,8.791520118713379
shuffle,0,0.8,0.6,1.5,1.0801715850830078,1.0770001411437988,4.687391757965088,9.951131820678711
shuffle,0,0.8,0.8,0.1,5.372593402862549,6.102311134338379,3.3982625007629395,3.577266216278076
shuffle,0,0.8,0.8,0.5,3.313175916671753,4.082409381866455,4.63919734954834,7.366752624511719
shuffle,0,0.8,0.8,1.0,1.9823567867279053,3.471050262451172,5.363298416137695,10.740355491638184
shuffle,0,0.8,0.8,1.5,2.5361104011535645,3.549328565597534,5.963937759399414,13.917844772338867
shuffle,0,0.8,1.0,0.1,9.37894344329834,10.300515174865723,3.5649712085723877,3.7931621074676514
shuffle,0,0.8,1.0,0.5,5.605791091918945,7.971920967102051,5.014053821563721,8.042097091674805
shuffle,0,0.8,1.0,1.0,3.527461290359497,3.691706418991089,7.086899757385254,15.172850608825684
shuffle,0,0.8,1.0,1.5,3.316391944885254,3.31423282623291,7.797203063964844,18.94107437133789
shuffle,0,0.95,0.6,0.1,3.0950722694396973,3.200251817703247,4.2758402824401855,4.541362285614014
shuffle,0,0.95,0.6,0.5,1.3623011112213135,1.265556812286377,5.519497394561768,8.388667106628418
shuffle,0,0.95,0.6,1.0,0.5663755536079407,0.5646587014198303,5.836164951324463,11.657629013061523
shuffle,0,0.95,0.6,1.5,0.8046529293060303,0.7527529001235962,6.485573768615723,14.708053588867188
shuffle,0,0.95,0.8,0.1,4.370208740234375,5.298992156982422,4.881967067718506,5.293486595153809
shuffle,0,0.95,0.8,0.5,3.2202930450439453,4.091506004333496,7.402003765106201,12.53252124786377
shuffle,0,0.95,0.8,1.0,3.1745612621307373,4.136560916900635,7.610541820526123,16.583587646484375
shuffle,0,0.95,0.8,1.5,2.833591938018799,3.502310276031494,7.893702507019043,19.33972930908203
shuffle,0,0.95,1.0,0.1,7.3138017654418945,8.161505699157715,5.300675868988037,5.802704334259033
shuffle,0,0.95,1.0,0.5,5.047958850860596,6.8818559646606445,7.768552303314209,13.028402328491211
shuffle,0,0.95,1.0,1.0,3.6061720848083496,4.575742721557617,10.855280876159668,24.831077575683594
shuffle,0,0.95,1.0,1.5,3.9547061920166016,4.872790813446045,12.045415878295898,30.90935516357422
shuffle,0,1.05,0.6,0.1,1.5512824058532715,1.692010521888733,4.946237564086914,5.88705587387085
shuffle,0,1.05,0.6,0.5,2.345755100250244,3.345959424972534,6.492559432983398,10.48328971862793
shuffle,0,1.05,0.6,1.0,0.22894585132598877,0.22944039106369019,7.179217338562012,15.137126922607422
shuffle,0,1.05,0.6,1.5,2.3315351009368896,2.439831018447876,8.387030601501465,19.819034576416016
shuffle,0,1.05,0.8,0.1,4.558697700500488,5.783245086669922,5.4607954025268555,6.457935333251953
shuffle,0,1.05,0.8,0.5,3.7824079990386963,5.877852916717529,6.719521999359131,11.116728782653809
shuffle,0,1.05,0.8,1.0,2.964564800262451,3.9492290019989014,9.413625717163086,20.662601470947266
shuffle,0,1.05,0.8,1.5,3.1395740509033203,4.957856178283691,11.55817985534668,29.440258026123047
shuffle,0,1.05,1.0,0.1,6.7794036865234375,7.397049903869629,7.098834991455078,8.864693641662598
shuffle,0,1.05,1.0,0.5,4.720455169677734,5.4737420082092285,11.953832626342773,21.76256561279297
shuffle,0,1.05,1.0,1.0,6.161709785461426,8.945845603942871,14.03464126586914,33.118141174316406
shuffle,0,1.05,1.0,1.5,4.889638900756836,6.628116607666016,13.350116729736328,36.07676315307617
shuffle,1,0.6,0.6,0.1,3.493333578109741,3.773681402206421,2.2232859134674072,2.3319954872131348
shuffle,1,0.6,0.6,0.5,3.0437934398651123,4.821361064910889,2.539870023727417,3.5480425357818604
shuffle,1,0.6,0.6,1.0,0.5904484391212463,1.265526294708252,3.0235159397125244,5.239823818206787
shuffle,1,0.6,0.6,1.5,1.1802101135253906,2.271596908569336,3.599062204360962,7.265908718109131
shuffle,1,0.6,0.8,0.1,5.644626617431641,6.46566104888916,2.3455262184143066,2.447652578353882
shuffle,1,0.6,0.8,0.5,3.201125144958496,4.866998672485352,2.93330979347229,4.133875370025635
shuffle,1,0.6,0.8,1.0,2.6105289459228516,3.717132329940796,3.50638747215271,6.221373081207275
shuffle,1,0.6,0.8,1.5,2.3465394973754883,2.761319160461426,4.111111164093018,8.880502700805664
shuffle,1,0.6,1.0,0.1,5.793735980987549,7.363411903381348,2.512887477874756,2.645415782928467
shuffle,1,0.6,1.0,0.5,3.984882354736328,6.4185309410095215,3.497054100036621,5.214848041534424
shuffle,1,0.6,1.0,1.0,3.828503131866455,5.75968074798584,4.8804802894592285,9.402779579162598
shuffle,1,0.6,1.0,1.5,3.7063443660736084,5.210707187652588,4.5546135902404785,9.947016716003418
shuffle,1,0.8,0.6,0.1,3.2611052989959717,3.841341972351074,2.7918331623077393,2.937093734741211
shuffle,1,0.8,0.6,0.5,1.3560805320739746,1.6133983135223389,3.433992862701416,5.028073787689209
shuffle,1,0.8,0.6,1.0,1.7120795249938965,2.4757766723632812,4.67918586730957,8.955986976623535
shuffle,1,0.8,0.6,1.5,2.555227279663086,2.5619711875915527,4.499451160430908,9.647961616516113
shuffle,1,0.8,0.8,0.1,5.889151096343994,5.873099327087402,3.064866542816162,3.2598938941955566
shuffle,1,0.8,0.8,0.5,3.774996519088745,3.787355899810791,3.970187187194824,6.0481276512146
shuffle,1,0.8,0.8,1.0,3.2925214767456055,4.26826810836792,4.826516628265381,9.285078048706055
shuffle,1,0.8,0.8,1.5,2.5721094608306885,3.5480852127075195,5.631208419799805,13.116398811340332
shuffle,1,0.8,1.0,0.1,6.675996780395508,6.678030967712402,3.980351686477661,4.29270601272583
shuffle,1,0.8,1.0,0.5,4.488225936889648,5.945690631866455,4.985066890716553,8.048465728759766
shuffle,1,0.8,1.0,1.0,4.545356750488281,5.516136169433594,7.089592456817627,15.24336051940918
shuffle,1,0.8,1.0,1.5,3.9019463062286377,4.8421149253845215,7.012836933135986,17.56595230102539
shuffle,1,0.95,0.6,0.1,3.096951961517334,3.7448742389678955,4.169637203216553,4.41668701171875
shuffle,1,0.95,0.6,0.5,2.0869297981262207,2.465683698654175,4.938357353210449,7.565134048461914
shuffle,1,0.95,0.6,1.0,2.05941104888916,2.1110663414001465,5.396255970001221,10.623746871948242
shuffle,1,0.95,0.6,1.5,0.20898735523223877,0.8333849310874939,6.872771739959717,15.929742813110352
shuffle,1,0.95,0.8,0.1,6.061225891113281,6.982194900512695,4.487763404846191,4.779646396636963
shuffle,1,0.95,0.8,0.5,4.603885173797607,5.483231067657471,5.532431125640869,8.817427635192871
shuffle,1,0.95,0.8,1.0,2.8137776851654053,4.786223411560059,7.513787269592285,15.978443145751953
shuffle,1,0.95,0.8,1.5,3.4240119457244873,5.153341293334961,7.71925163269043,19.010974884033203
shuffle,1,0.95,1.0,0.1,7.7173638343811035,8.37739086151123,5.071900844573975,5.465737819671631
