config,model,washout,t_train,t_test,mean_score,std_score,cv_score,mean_capture_pct,std_capture_pct,n_runs
baseline,real,500,1500,500,3.9007355074087777,1.6196499598995369,0.4152165551402523,100.0,0.0,48
baseline,shuffle_weights,500,1500,500,4.422202245642741,1.909935497056827,0.4318969126612682,100.0,0.0,48
baseline,cel_randN,500,1500,500,7.622233668963115,4.57517435683251,0.60024063227845,100.0,0.0,48
baseline,er_randN,500,1500,500,10.357832421859106,5.797510246120229,0.5597223444053023,100.0,0.0,48
baseline,ws_p01_randN,500,1500,500,10.406553546587626,5.815390720025753,0.5588200448872582,100.0,0.0,48
baseline,conn_shuf,500,1500,500,4.1114302178223925,2.025623748870092,0.4926810480910845,100.0,0.0,48
baseline,local_sign,500,1500,500,3.7604791248838105,1.5683020632983393,0.4170484694145978,100.0,0.0,48
baseline,conn_shuf_only,500,1500,500,3.9674244423707328,1.9405683559909745,0.489125472754155,100.0,0.0,48
baseline,cel_sample,500,1500,500,4.103083374599616,1.9371828142383314,0.4721285524516947,nan,nan,48
baseline,local_sign+flat,500,1500,500,3.642774681250254,1.5311127411986,0.4203149728363379,100.0,0.0,48
baseline,local_sign+sample,500,1500,500,3.9241545970241227,1.8385665998211898,0.46852552680148335,100.0,0.0,48
baseline,local_sign+binary,500,1500,500,3.436371204753717,1.5748443600940463,0.45828703194680465,100.0,0.0,48
baseline,global_sign_pres,500,1500,500,3.6147356082995734,1.443016871968098,0.3992039884341403,100.0,0.0,48
baseline,binary+shuffle,500,1500,500,3.6264283632238707,1.6795699450151473,0.46314714556280956,100.0,0.0,48
washout_x0.25,real,125,1500,500,3.740661056091388,1.6453514568829883,0.4398557988042397,99.12357181880093,32.33266804569657,48
washout_x0.25,shuffle_weights,125,1500,500,4.333098163207372,1.8692920425425816,0.43139849874966285,121.48117737577853,158.7752278094133,48
washout_x0.25,cel_randN,125,1500,500,7.405179879317681,4.831809188798098,0.6524904549980094,94.34881034582274,17.84949418561602,48
washout_x0.25,er_randN,125,1500,500,10.272827241569757,5.84807462848515,0.5692760611042383,97.82000775072082,13.653113506449316,48
washout_x0.25,ws_p01_randN,125,1500,500,10.267460736135641,5.763152943209687,0.5613026522640263,98.42857803494208,14.430653047557227,48
washout_x0.25,conn_shuf,125,1500,500,4.194601268817981,1.901765240839939,0.45338403318030934,113.45608752838648,57.774010302886666,48
washout_x0.25,local_sign,125,1500,500,3.865627910941839,1.522701619246574,0.39390796381009574,106.97445032237347,27.807324675204548,48
washout_x0.25,conn_shuf_only,125,1500,500,4.108128137886524,1.8704106146628077,0.4552951008059507,110.87810828148922,35.57762655119531,48
washout_x0.25,cel_sample,125,1500,500,4.113422719140847,1.8978414560346435,0.4613776860820756,nan,nan,48
washout_x0.25,local_sign+flat,125,1500,500,3.625317558646202,1.5423856286422337,0.42544842036354047,104.50679746757605,37.12381253142468,48
washout_x0.25,local_sign+sample,125,1500,500,3.8689499956866107,1.8330206482583418,0.4737772910743038,115.62744368386934,117.04705200535999,48
washout_x0.25,local_sign+binary,125,1500,500,3.6728669442236423,1.4835077057044697,0.4039100049724367,121.28874111522788,66.45856041377556,48
washout_x0.25,global_sign_pres,125,1500,500,3.535139544556538,1.5154759458419538,0.4286891441599545,98.97531558190707,24.785102641136614,48
washout_x0.25,binary+shuffle,125,1500,500,3.5615509562194347,1.5498993359127924,0.4351753926772401,102.13181238889247,26.230065721316926,48
t_train_x0.25,real,500,375,500,3.7429499526818595,1.548749401088407,0.41377774767699294,98.1892098716824,26.871632245063243,48
t_train_x0.25,shuffle_weights,500,375,500,4.320137054969867,1.9917918646732353,0.46104830456290424,106.65625352474963,67.59496335034503,48
t_train_x0.25,cel_randN,500,375,500,6.460342009862264,4.339778155639854,0.6717567195381935,82.24670950691564,22.166562167361015,48
t_train_x0.25,er_randN,500,375,500,7.393917518357436,5.442349068959483,0.7360575845547848,68.87507940317802,25.204769070434004,48
t_train_x0.25,ws_p01_randN,500,375,500,7.588328219950199,5.670585047670225,0.7472772504438981,70.7591847941975,27.459936770144804,48
t_train_x0.25,conn_shuf,500,375,500,4.247652421394984,1.9254443300518562,0.45329611254291735,114.15452212617583,54.447497635418806,48
t_train_x0.25,local_sign,500,375,500,3.773051094263792,1.5800308642743164,0.41876741788004235,103.24313953800197,30.214027911302473,48
t_train_x0.25,conn_shuf_only,500,375,500,4.164227806031704,1.9052828387106244,0.45753568907803377,111.21894733114931,33.01320880430566,48
t_train_x0.25,cel_sample,500,375,500,4.21196220566829,1.8458986539279285,0.438251476103891,nan,nan,48
t_train_x0.25,local_sign+flat,500,375,500,3.6223443063596883,1.5262628867564458,0.42134671849851824,104.5053662705393,37.794237595481995,48
t_train_x0.25,local_sign+sample,500,375,500,3.9943462386727333,1.8330243032871296,0.4589047102477072,110.46399196169807,57.41811961069169,48
