mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR
shuffle,0,0.6,0.6,0.1,4.875704765319824,5.748775005340576,2.162893056869507,2.248014450073242
shuffle,0,0.6,0.6,0.5,1.876866102218628,3.7126405239105225,2.7616310119628906,3.8552558422088623
shuffle,0,0.6,0.6,1.0,1.284278392791748,2.2588424682617188,3.0085723400115967,5.206140518188477
shuffle,0,0.6,0.6,1.5,0.9056601524353027,1.365490436553955,3.6845905780792236,7.527423858642578
shuffle,0,0.6,0.8,0.1,3.7116105556488037,4.615558624267578,2.3410606384277344,2.4484400749206543
shuffle,0,0.6,0.8,0.5,1.9842889308929443,2.988239288330078,2.95918869972229,4.240787982940674
shuffle,0,0.6,0.8,1.0,2.5897624492645264,3.4665775299072266,3.923929452896118,7.462335109710693
shuffle,0,0.6,0.8,1.5,1.8243799209594727,2.7633886337280273,4.240218639373779,8.919084548950195
shuffle,0,0.6,1.0,0.1,6.6527791023254395,7.378200054168701,2.6497108936309814,2.781412363052368
shuffle,0,0.6,1.0,0.5,6.371287822723389,7.747389793395996,3.6238460540771484,5.515133380889893
shuffle,0,0.6,1.0,1.0,3.68084716796875,5.610728740692139,4.476252555847168,8.677380561828613
shuffle,0,0.6,1.0,1.5,3.812408924102783,5.119411468505859,5.014426231384277,11.311903953552246
shuffle,0,0.8,0.6,0.1,3.8513364791870117,4.000289440155029,2.6927168369293213,2.82405424118042
shuffle,0,0.8,0.6,0.5,3.3072526454925537,4.18601655960083,3.886423349380493,5.7513041496276855
shuffle,0,0.8,0.6,1.0,1.2617073059082031,2.1076860427856445,4.2505412101745605,8.065052032470703
shuffle,0,0.8,0.6,1.5,2.1346521377563477,2.1467952728271484,5.056922435760498,10.936805725097656
shuffle,0,0.8,0.8,0.1,5.379105091094971,6.135970115661621,3.4402518272399902,3.5935511589050293
shuffle,0,0.8,0.8,0.5,3.1047568321228027,4.978158950805664,4.146125316619873,6.400899887084961
shuffle,0,0.8,0.8,1.0,2.9665772914886475,3.861551284790039,5.580463409423828,11.5889892578125
shuffle,0,0.8,0.8,1.5,2.711289882659912,3.934762954711914,6.146596908569336,14.469895362854004
shuffle,0,0.8,1.0,0.1,8.893110275268555,9.43405532836914,3.6554622650146484,3.9189603328704834
shuffle,0,0.8,1.0,0.5,4.9357171058654785,6.653228759765625,5.114377975463867,8.303596496582031
shuffle,0,0.8,1.0,1.0,3.6346940994262695,4.769979476928711,6.858781337738037,15.137833595275879
shuffle,0,0.8,1.0,1.5,4.584159851074219,5.4595947265625,8.242290496826172,20.850692749023438
shuffle,0,0.95,0.6,0.1,5.457406997680664,6.01367712020874,3.4600636959075928,3.620929479598999
shuffle,0,0.95,0.6,0.5,2.865147590637207,2.827690362930298,4.598926067352295,6.958090305328369
shuffle,0,0.95,0.6,1.0,1.9675352573394775,2.0330698490142822,5.84066104888916,11.88354206085205
shuffle,0,0.95,0.6,1.5,0.3099181652069092,0.31040632724761963,6.52219295501709,15.704286575317383
shuffle,0,0.95,0.8,0.1,5.140084266662598,5.777120590209961,4.487103462219238,4.817422389984131
shuffle,0,0.95,0.8,0.5,4.064826488494873,4.743900775909424,5.356354713439941,9.029099464416504
shuffle,0,0.95,0.8,1.0,3.6179239749908447,4.319432735443115,6.7598066329956055,14.321542739868164
shuffle,0,0.95,0.8,1.5,3.087738037109375,4.3043365478515625,8.104374885559082,20.356670379638672
shuffle,0,0.95,1.0,0.1,9.338151931762695,11.175777435302734,5.54763650894165,6.090453147888184
shuffle,0,0.95,1.0,0.5,3.992072582244873,7.292898654937744,9.226847648620605,17.349618911743164
shuffle,0,0.95,1.0,1.0,4.2503862380981445,5.714710235595703,10.294983863830566,23.370107650756836
shuffle,0,0.95,1.0,1.5,3.210388660430908,5.378653526306152,11.568678855895996,31.070098876953125
shuffle,0,1.05,0.6,0.1,2.1099345684051514,3.2460951805114746,4.422070026397705,5.316380977630615
shuffle,0,1.05,0.6,0.5,0.6132633090019226,0.7309728264808655,6.861907005310059,10.737157821655273
shuffle,0,1.05,0.6,1.0,1.651228666305542,1.6540937423706055,7.856775760650635,16.55247688293457
