model,neuron_bias,capacity_threshold,order,parity,mean_ipc_contrib,std_ipc_contrib,median_ipc_contrib,ratio_to_order3
binary_base,0.0,0.0,1,odd,3.565847799594832,0.44919501148924257,3.49838779207964,1.9868436682969306
binary_base,0.0,0.0,2,even,0.11274469867697148,0.02299727347961645,0.11198874057191688,0.06281986873523843
binary_base,0.0,0.0,3,odd,1.794729930941865,0.42951540480323375,1.928554900602009,1.0
binary_base,0.0,0.0,4,even,0.10697783150937559,0.022450158443220628,0.10991661794382956,0.059606645916488496
binary_base,0.0,0.0,5,odd,0.7018882382933949,0.27481742669130294,0.768949717707244,0.39108292907615777
binary_base,0.0,0.0,6,even,0.10379069425669181,0.01670553108751481,0.10121766493591622,0.05783081480243826
binary_base,0.0,0.0,7,odd,0.27807219710627873,0.11840159936197192,0.24384144147327103,0.1549381844656415
binary_base,0.0,0.0,8,even,0.10430844360623255,0.021476286977197837,0.10683521243630878,0.05811929795559381
binary_base,0.0,0.0,9,odd,0.14836196687881142,0.05496556871738667,0.13818652513285912,0.08266534386092944
binary_base,0.0,0.0,10,even,0.10410428376575473,0.022364658358553405,0.09934786830072895,0.05800554276771957
cel_randN,0.0,0.0,1,odd,7.717588752711562,0.5948840346065305,7.847027667074514,1.9856116326513629
cel_randN,0.0,0.0,2,even,0.1128442556027394,0.03432309732866368,0.11094627126237633,0.029033014557034834
cel_randN,0.0,0.0,3,odd,3.8867564159091677,0.4575800751087339,4.049487630470139,1.0
cel_randN,0.0,0.0,4,even,0.11117193527876772,0.032837708524532,0.10754377524269287,0.028602753397079815
cel_randN,0.0,0.0,5,odd,1.2570966835453046,0.27811286358499704,1.2397010617431192,0.3234307862462875
cel_randN,0.0,0.0,6,even,0.12133137948649095,0.032027312941481624,0.11243384550191599,0.031216615219276562
cel_randN,0.0,0.0,7,odd,0.29365421373431405,0.11377521569654186,0.2864932016277635,0.07555251276677295
cel_randN,0.0,0.0,8,even,0.09601114239808226,0.025725744935418675,0.08848435869633124,0.02470212488878696
cel_randN,0.0,0.0,9,odd,0.13847714151804796,0.04033444342902456,0.13291589659257586,0.0356279444091832
