model,seed,rho_target,leak,input_scale,neuron_bias,capacity_threshold,order,parity,ipc_contrib
ws_p01_randN,0,0.95,0.8,1.0,0.0,0.0,5,odd,1.0582603398027501
ws_p01_randN,0,0.95,0.8,1.0,0.0,0.0,6,even,0.11443129766257698
ws_p01_randN,0,0.95,0.8,1.0,0.0,0.0,7,odd,0.23950829494413028
ws_p01_randN,0,0.95,0.8,1.0,0.0,0.0,8,even,0.09725470534340275
ws_p01_randN,0,0.95,0.8,1.0,0.0,0.0,9,odd,0.1652577224358538
ws_p01_randN,0,0.95,0.8,1.0,0.0,0.0,10,even,0.12123511870504977
local_sign,0,0.95,0.8,1.0,0.0,0.0,1,odd,6.884433810446126
local_sign,0,0.95,0.8,1.0,0.0,0.0,2,even,0.10280751880709715
local_sign,0,0.95,0.8,1.0,0.0,0.0,3,odd,3.3484843781786537
local_sign,0,0.95,0.8,1.0,0.0,0.0,4,even,0.12606510444641117
local_sign,0,0.95,0.8,1.0,0.0,0.0,5,odd,1.409792820512763
local_sign,0,0.95,0.8,1.0,0.0,0.0,6,even,0.08215788714937844
local_sign,0,0.95,0.8,1.0,0.0,0.0,7,odd,0.4127176176743617
local_sign,0,0.95,0.8,1.0,0.0,0.0,8,even,0.09953786045889501
local_sign,0,0.95,0.8,1.0,0.0,0.0,9,odd,0.15480657290754607
local_sign,0,0.95,0.8,1.0,0.0,0.0,10,even,0.106433171639575
local_sign+flat,0,0.95,0.8,1.0,0.0,0.0,1,odd,4.914024175928262
local_sign+flat,0,0.95,0.8,1.0,0.0,0.0,2,even,0.06797130783099448
local_sign+flat,0,0.95,0.8,1.0,0.0,0.0,3,odd,2.7522680264924038
local_sign+flat,0,0.95,0.8,1.0,0.0,0.0,4,even,0.11042734428713175
local_sign+flat,0,0.95,0.8,1.0,0.0,0.0,5,odd,0.932228210890141
local_sign+flat,0,0.95,0.8,1.0,0.0,0.0,6,even,0.15616186375279995
local_sign+flat,0,0.95,0.8,1.0,0.0,0.0,7,odd,0.29702511476398286
local_sign+flat,0,0.95,0.8,1.0,0.0,0.0,8,even,0.07820935390742534
local_sign+flat,0,0.95,0.8,1.0,0.0,0.0,9,odd,0.15546870629998466
local_sign+flat,0,0.95,0.8,1.0,0.0,0.0,10,even,0.11234682530061946
local_sign+binary,0,0.95,0.8,1.0,0.0,0.0,1,odd,4.780492016408061
local_sign+binary,0,0.95,0.8,1.0,0.0,0.0,2,even,0.12589361866869098
local_sign+binary,0,0.95,0.8,1.0,0.0,0.0,3,odd,2.3674909994613245
local_sign+binary,0,0.95,0.8,1.0,0.0,0.0,4,even,0.11738429551269292
local_sign+binary,0,0.95,0.8,1.0,0.0,0.0,5,odd,1.080052188455511
local_sign+binary,0,0.95,0.8,1.0,0.0,0.0,6,even,0.1278491475288206
local_sign+binary,0,0.95,0.8,1.0,0.0,0.0,7,odd,0.3687461029077852
local_sign+binary,0,0.95,0.8,1.0,0.0,0.0,8,even,0.10709553912440128
local_sign+binary,0,0.95,0.8,1.0,0.0,0.0,9,odd,0.095883831893957
local_sign+binary,0,0.95,0.8,1.0,0.0,0.0,10,even,0.11360400108019451
global_sign_pres,0,0.95,0.8,1.0,0.0,0.0,1,odd,4.420078157309035
global_sign_pres,0,0.95,0.8,1.0,0.0,0.0,2,even,0.08732001344941409
global_sign_pres,0,0.95,0.8,1.0,0.0,0.0,3,odd,2.4762573121777223
global_sign_pres,0,0.95,0.8,1.0,0.0,0.0,4,even,0.14579000368439665
global_sign_pres,0,0.95,0.8,1.0,0.0,0.0,5,odd,1.308403296567576
global_sign_pres,0,0.95,0.8,1.0,0.0,0.0,6,even,0.10197900290972939
global_sign_pres,0,0.95,0.8,1.0,0.0,0.0,7,odd,0.29319341049108516
global_sign_pres,0,0.95,0.8,1.0,0.0,0.0,8,even,0.1394132796555141
global_sign_pres,0,0.95,0.8,1.0,0.0,0.0,9,odd,0.20655107449465504
global_sign_pres,0,0.95,0.8,1.0,0.0,0.0,10,even,0.13041900009443452
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.0,0.0,1,odd,5.306855680225908
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.0,0.0,2,even,0.13024722376803766
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.0,0.0,3,odd,2.022934929987514
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.0,0.0,4,even,0.11272423804939535
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.0,0.0,5,odd,0.7699712309204187
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.0,0.0,6,even,0.12302872976897561
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.0,0.0,7,odd,0.24072484989884657
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.0,0.0,8,even,0.1473972215383128
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.0,0.0,9,odd,0.25438038630532844
global_sign_pres_real_weight,0,0.95,0.8,1.0,0.0,0.0,10,even,0.14202526818849037
binary_base,0,0.95,0.8,1.0,0.0,0.0,1,odd,2.2868165268058336
binary_base,0,0.95,0.8,1.0,0.0,0.0,2,even,0.11955486922508385
binary_base,0,0.95,0.8,1.0,0.0,0.0,3,odd,0.582530953585561
binary_base,0,0.95,0.8,1.0,0.0,0.0,4,even,0.11025377940050518
binary_base,0,0.95,0.8,1.0,0.0,0.0,5,odd,0.2007185176886992
binary_base,0,0.95,0.8,1.0,0.0,0.0,6,even,0.10012565317356348
binary_base,0,0.95,0.8,1.0,0.0,0.0,7,odd,0.19416227134077602
binary_base,0,0.95,0.8,1.0,0.0,0.0,8,even,0.12457164533385567
binary_base,0,0.95,0.8,1.0,0.0,0.0,9,odd,0.1616681679857237
binary_base,0,0.95,0.8,1.0,0.0,0.0,10,even,0.12564684015353578
real,1,0.95,0.8,1.0,0.0,0.0,1,odd,4.488813445994992
real,1,0.95,0.8,1.0,0.0,0.0,2,even,0.10852217131903785
real,1,0.95,0.8,1.0,0.0,0.0,3,odd,2.635303709324944
real,1,0.95,0.8,1.0,0.0,0.0,4,even,0.11218457212697786
real,1,0.95,0.8,1.0,0.0,0.0,5,odd,1.0118163364383161
real,1,0.95,0.8,1.0,0.0,0.0,6,even,0.15245739070488185
real,1,0.95,0.8,1.0,0.0,0.0,7,odd,0.3219261432851397
real,1,0.95,0.8,1.0,0.0,0.0,8,even,0.11013497723203969
real,1,0.95,0.8,1.0,0.0,0.0,9,odd,0.17865505067763365
real,1,0.95,0.8,1.0,0.0,0.0,10,even,0.07276739318785985
cel_randN,1,0.95,0.8,1.0,0.0,0.0,1,odd,7.764905154616372
cel_randN,1,0.95,0.8,1.0,0.0,0.0,2,even,0.09920052839424898
cel_randN,1,0.95,0.8,1.0,0.0,0.0,3,odd,4.095479233975311
cel_randN,1,0.95,0.8,1.0,0.0,0.0,4,even,0.08120390312751624
cel_randN,1,0.95,0.8,1.0,0.0,0.0,5,odd,1.2022132353758934
cel_randN,1,0.95,0.8,1.0,0.0,0.0,6,even,0.1606282221548696
cel_randN,1,0.95,0.8,1.0,0.0,0.0,7,odd,0.230392259181329
cel_randN,1,0.95,0.8,1.0,0.0,0.0,8,even,0.12079099022412265
cel_randN,1,0.95,0.8,1.0,0.0,0.0,9,odd,0.1351684016872241
cel_randN,1,0.95,0.8,1.0,0.0,0.0,10,even,0.08426247229357386
er_randN,1,0.95,0.8,1.0,0.0,0.0,1,odd,8.774965358059944
er_randN,1,0.95,0.8,1.0,0.0,0.0,2,even,0.11100225845137857
er_randN,1,0.95,0.8,1.0,0.0,0.0,3,odd,4.153280234630529
er_randN,1,0.95,0.8,1.0,0.0,0.0,4,even,0.0963704039284039
er_randN,1,0.95,0.8,1.0,0.0,0.0,5,odd,1.1248748304960827
er_randN,1,0.95,0.8,1.0,0.0,0.0,6,even,0.10906457334567676
er_randN,1,0.95,0.8,1.0,0.0,0.0,7,odd,0.1516958231911758
er_randN,1,0.95,0.8,1.0,0.0,0.0,8,even,0.11272476648781549
er_randN,1,0.95,0.8,1.0,0.0,0.0,9,odd,0.1269487737803523
er_randN,1,0.95,0.8,1.0,0.0,0.0,10,even,0.07664649998969253
ws_p01_randN,1,0.95,0.8,1.0,0.0,0.0,1,odd,8.624425679220622
ws_p01_randN,1,0.95,0.8,1.0,0.0,0.0,2,even,0.09157961313428586
ws_p01_randN,1,0.95,0.8,1.0,0.0,0.0,3,odd,4.552536589111931
ws_p01_randN,1,0.95,0.8,1.0,0.0,0.0,4,even,0.08133164861828845
ws_p01_randN,1,0.95,0.8,1.0,0.0,0.0,5,odd,1.4906300535603805
ws_p01_randN,1,0.95,0.8,1.0,0.0,0.0,6,even,0.09421888655028887
ws_p01_randN,1,0.95,0.8,1.0,0.0,0.0,7,odd,0.21803775139119352
ws_p01_randN,1,0.95,0.8,1.0,0.0,0.0,8,even,0.08693776279638854
ws_p01_randN,1,0.95,0.8,1.0,0.0,0.0,9,odd,0.10482874930130492
ws_p01_randN,1,0.95,0.8,1.0,0.0,0.0,10,even,0.08771304827371296
local_sign,1,0.95,0.8,1.0,0.0,0.0,1,odd,5.596760260797851
local_sign,1,0.95,0.8,1.0,0.0,0.0,2,even,0.08573809995816362
local_sign,1,0.95,0.8,1.0,0.0,0.0,3,odd,2.195587185560271
local_sign,1,0.95,0.8,1.0,0.0,0.0,4,even,0.07216983100261132
local_sign,1,0.95,0.8,1.0,0.0,0.0,5,odd,1.233158734469356
local_sign,1,0.95,0.8,1.0,0.0,0.0,6,even,0.10384781577670071
local_sign,1,0.95,0.8,1.0,0.0,0.0,7,odd,0.07403334633647773
local_sign,1,0.95,0.8,1.0,0.0,0.0,8,even,0.0957791465086757
local_sign,1,0.95,0.8,1.0,0.0,0.0,9,odd,0.10323626290627885
local_sign,1,0.95,0.8,1.0,0.0,0.0,10,even,0.12266062053583937
local_sign+flat,1,0.95,0.8,1.0,0.0,0.0,1,odd,3.608905987772987
local_sign+flat,1,0.95,0.8,1.0,0.0,0.0,2,even,0.1209444189960891
local_sign+flat,1,0.95,0.8,1.0,0.0,0.0,3,odd,2.266216924799437
local_sign+flat,1,0.95,0.8,1.0,0.0,0.0,4,even,0.07560949992262067
local_sign+flat,1,0.95,0.8,1.0,0.0,0.0,5,odd,0.29928041199434574
local_sign+flat,1,0.95,0.8,1.0,0.0,0.0,6,even,0.09071742969126717
local_sign+flat,1,0.95,0.8,1.0,0.0,0.0,7,odd,0.11768781897751524
local_sign+flat,1,0.95,0.8,1.0,0.0,0.0,8,even,0.10731918514829886
local_sign+flat,1,0.95,0.8,1.0,0.0,0.0,9,odd,0.1457912319186967
local_sign+flat,1,0.95,0.8,1.0,0.0,0.0,10,even,0.10901174374339462
local_sign+binary,1,0.95,0.8,1.0,0.0,0.0,1,odd,4.785107845610909
local_sign+binary,1,0.95,0.8,1.0,0.0,0.0,2,even,0.08187193834726259
local_sign+binary,1,0.95,0.8,1.0,0.0,0.0,3,odd,2.420916643462988
local_sign+binary,1,0.95,0.8,1.0,0.0,0.0,4,even,0.11041292033928585
local_sign+binary,1,0.95,0.8,1.0,0.0,0.0,5,odd,0.39788221035905735
local_sign+binary,1,0.95,0.8,1.0,0.0,0.0,6,even,0.1030947255789556
local_sign+binary,1,0.95,0.8,1.0,0.0,0.0,7,odd,0.2875897498993787
local_sign+binary,1,0.95,0.8,1.0,0.0,0.0,8,even,0.12385747890534482
local_sign+binary,1,0.95,0.8,1.0,0.0,0.0,9,odd,0.11830271977578377
local_sign+binary,1,0.95,0.8,1.0,0.0,0.0,10,even,0.11527690125785739
global_sign_pres,1,0.95,0.8,1.0,0.0,0.0,1,odd,4.137548375505389
global_sign_pres,1,0.95,0.8,1.0,0.0,0.0,2,even,0.11018108852817932
global_sign_pres,1,0.95,0.8,1.0,0.0,0.0,3,odd,2.9474547285004746
global_sign_pres,1,0.95,0.8,1.0,0.0,0.0,4,even,0.1147197926624699
global_sign_pres,1,0.95,0.8,1.0,0.0,0.0,5,odd,0.4841435904966147
global_sign_pres,1,0.95,0.8,1.0,0.0,0.0,6,even,0.10743413503625732
global_sign_pres,1,0.95,0.8,1.0,0.0,0.0,7,odd,0.18937599459246712
global_sign_pres,1,0.95,0.8,1.0,0.0,0.0,8,even,0.09914391642946185
global_sign_pres,1,0.95,0.8,1.0,0.0,0.0,9,odd,0.10811412266686204
global_sign_pres,1,0.95,0.8,1.0,0.0,0.0,10,even,0.09650131958937891
global_sign_pres_real_weight,1,0.95,0.8,1.0,0.0,0.0,1,odd,4.685301504103336
global_sign_pres_real_weight,1,0.95,0.8,1.0,0.0,0.0,2,even,0.07975698913742235
global_sign_pres_real_weight,1,0.95,0.8,1.0,0.0,0.0,3,odd,2.6348603518734564
global_sign_pres_real_weight,1,0.95,0.8,1.0,0.0,0.0,4,even,0.10833598854321735
global_sign_pres_real_weight,1,0.95,0.8,1.0,0.0,0.0,5,odd,0.44961658691602224
global_sign_pres_real_weight,1,0.95,0.8,1.0,0.0,0.0,6,even,0.10478073111380581
global_sign_pres_real_weight,1,0.95,0.8,1.0,0.0,0.0,7,odd,0.3263713763186775
global_sign_pres_real_weight,1,0.95,0.8,1.0,0.0,0.0,8,even,0.08580784390505869
global_sign_pres_real_weight,1,0.95,0.8,1.0,0.0,0.0,9,odd,0.09983127653958945
global_sign_pres_real_weight,1,0.95,0.8,1.0,0.0,0.0,10,even,0.08774547873169769
binary_base,1,0.95,0.8,1.0,0.0,0.0,1,odd,3.3950604963254136
binary_base,1,0.95,0.8,1.0,0.0,0.0,2,even,0.10511372761914117
binary_base,1,0.95,0.8,1.0,0.0,0.0,3,odd,2.3419442253733536
binary_base,1,0.95,0.8,1.0,0.0,0.0,4,even,0.12076549552807592
binary_base,1,0.95,0.8,1.0,0.0,0.0,5,odd,0.8561734332797641
binary_base,1,0.95,0.8,1.0,0.0,0.0,6,even,0.14306177099115303
binary_base,1,0.95,0.8,1.0,0.0,0.0,7,odd,0.21926019893862758
binary_base,1,0.95,0.8,1.0,0.0,0.0,8,even,0.13406031446868383
binary_base,1,0.95,0.8,1.0,0.0,0.0,9,odd,0.14466535817666681
binary_base,1,0.95,0.8,1.0,0.0,0.0,10,even,0.09853300674882348
real,2,0.95,0.8,1.0,0.0,0.0,1,odd,4.180792998357646
real,2,0.95,0.8,1.0,0.0,0.0,2,even,0.1200159392846798
real,2,0.95,0.8,1.0,0.0,0.0,3,odd,1.885322241699896
real,2,0.95,0.8,1.0,0.0,0.0,4,even,0.15673272400008642
real,2,0.95,0.8,1.0,0.0,0.0,5,odd,0.7807831107079437
real,2,0.95,0.8,1.0,0.0,0.0,6,even,0.09946460908849986
real,2,0.95,0.8,1.0,0.0,0.0,7,odd,0.11947339611239727
real,2,0.95,0.8,1.0,0.0,0.0,8,even,0.07243060246696587
real,2,0.95,0.8,1.0,0.0,0.0,9,odd,0.15322785192214639
real,2,0.95,0.8,1.0,0.0,0.0,10,even,0.10160420009962978
cel_randN,2,0.95,0.8,1.0,0.0,0.0,1,odd,7.839788565987703
cel_randN,2,0.95,0.8,1.0,0.0,0.0,2,even,0.14124640931663635
cel_randN,2,0.95,0.8,1.0,0.0,0.0,3,odd,3.78409674621939
cel_randN,2,0.95,0.8,1.0,0.0,0.0,4,even,0.0965177672264872
cel_randN,2,0.95,0.8,1.0,0.0,0.0,5,odd,0.8348953600946007
cel_randN,2,0.95,0.8,1.0,0.0,0.0,6,even,0.21414570083612716
cel_randN,2,0.95,0.8,1.0,0.0,0.0,7,odd,0.14899587395214553
cel_randN,2,0.95,0.8,1.0,0.0,0.0,8,even,0.08755180325533729
cel_randN,2,0.95,0.8,1.0,0.0,0.0,9,odd,0.09609154653207952
cel_randN,2,0.95,0.8,1.0,0.0,0.0,10,even,0.12479402293371322
er_randN,2,0.95,0.8,1.0,0.0,0.0,1,odd,8.17886644410396
er_randN,2,0.95,0.8,1.0,0.0,0.0,2,even,0.20522140000031186
er_randN,2,0.95,0.8,1.0,0.0,0.0,3,odd,4.164591686329709
er_randN,2,0.95,0.8,1.0,0.0,0.0,4,even,0.09998986716018265
er_randN,2,0.95,0.8,1.0,0.0,0.0,5,odd,0.9484915899871282
er_randN,2,0.95,0.8,1.0,0.0,0.0,6,even,0.17296442958468106
er_randN,2,0.95,0.8,1.0,0.0,0.0,7,odd,0.12708040535171605
er_randN,2,0.95,0.8,1.0,0.0,0.0,8,even,0.08383149138339974
er_randN,2,0.95,0.8,1.0,0.0,0.0,9,odd,0.08825607865321672
er_randN,2,0.95,0.8,1.0,0.0,0.0,10,even,0.12400062102915399
ws_p01_randN,2,0.95,0.8,1.0,0.0,0.0,1,odd,9.045332503678765
ws_p01_randN,2,0.95,0.8,1.0,0.0,0.0,2,even,0.19077146866470684
ws_p01_randN,2,0.95,0.8,1.0,0.0,0.0,3,odd,3.967976491578014
ws_p01_randN,2,0.95,0.8,1.0,0.0,0.0,4,even,0.14653364418768433
ws_p01_randN,2,0.95,0.8,1.0,0.0,0.0,5,odd,1.004229799271343
ws_p01_randN,2,0.95,0.8,1.0,0.0,0.0,6,even,0.15134686347369097
ws_p01_randN,2,0.95,0.8,1.0,0.0,0.0,7,odd,0.13184999976044764
ws_p01_randN,2,0.95,0.8,1.0,0.0,0.0,8,even,0.12991909745323937
ws_p01_randN,2,0.95,0.8,1.0,0.0,0.0,9,odd,0.16345014192850726
ws_p01_randN,2,0.95,0.8,1.0,0.0,0.0,10,even,0.1258446725887552
local_sign,2,0.95,0.8,1.0,0.0,0.0,1,odd,4.890708469991068
local_sign,2,0.95,0.8,1.0,0.0,0.0,2,even,0.10767785220843962
local_sign,2,0.95,0.8,1.0,0.0,0.0,3,odd,2.3827847583624298
local_sign,2,0.95,0.8,1.0,0.0,0.0,4,even,0.09071573961931279
local_sign,2,0.95,0.8,1.0,0.0,0.0,5,odd,0.5895735833551043
local_sign,2,0.95,0.8,1.0,0.0,0.0,6,even,0.14488718731658423
local_sign,2,0.95,0.8,1.0,0.0,0.0,7,odd,0.12843111477013736
local_sign,2,0.95,0.8,1.0,0.0,0.0,8,even,0.09317649772128789
local_sign,2,0.95,0.8,1.0,0.0,0.0,9,odd,0.08141353508503357
local_sign,2,0.95,0.8,1.0,0.0,0.0,10,even,0.07577209621308612
local_sign+flat,2,0.95,0.8,1.0,0.0,0.0,1,odd,4.518084420713706
local_sign+flat,2,0.95,0.8,1.0,0.0,0.0,2,even,0.10913365828998675
local_sign+flat,2,0.95,0.8,1.0,0.0,0.0,3,odd,2.4283273431983616
local_sign+flat,2,0.95,0.8,1.0,0.0,0.0,4,even,0.1070911152975782
local_sign+flat,2,0.95,0.8,1.0,0.0,0.0,5,odd,0.9661360932490197
local_sign+flat,2,0.95,0.8,1.0,0.0,0.0,6,even,0.12450794387132191
local_sign+flat,2,0.95,0.8,1.0,0.0,0.0,7,odd,0.09129127170530893
local_sign+flat,2,0.95,0.8,1.0,0.0,0.0,8,even,0.10355426827391057
local_sign+flat,2,0.95,0.8,1.0,0.0,0.0,9,odd,0.10339456782094203
local_sign+flat,2,0.95,0.8,1.0,0.0,0.0,10,even,0.09523322299630266
local_sign+binary,2,0.95,0.8,1.0,0.0,0.0,1,odd,4.399638978949952
local_sign+binary,2,0.95,0.8,1.0,0.0,0.0,2,even,0.14108757286157925
local_sign+binary,2,0.95,0.8,1.0,0.0,0.0,3,odd,1.9119995872806044
local_sign+binary,2,0.95,0.8,1.0,0.0,0.0,4,even,0.07480264311834617
local_sign+binary,2,0.95,0.8,1.0,0.0,0.0,5,odd,0.3433521855095023
local_sign+binary,2,0.95,0.8,1.0,0.0,0.0,6,even,0.15987498270078504
local_sign+binary,2,0.95,0.8,1.0,0.0,0.0,7,odd,0.1372931081095885
local_sign+binary,2,0.95,0.8,1.0,0.0,0.0,8,even,0.10184651320469129
local_sign+binary,2,0.95,0.8,1.0,0.0,0.0,9,odd,0.14971346034872113
local_sign+binary,2,0.95,0.8,1.0,0.0,0.0,10,even,0.11648012364355509
global_sign_pres,2,0.95,0.8,1.0,0.0,0.0,1,odd,4.006523418593133
global_sign_pres,2,0.95,0.8,1.0,0.0,0.0,2,even,0.10836539193324768
global_sign_pres,2,0.95,0.8,1.0,0.0,0.0,3,odd,1.6713991726752404
global_sign_pres,2,0.95,0.8,1.0,0.0,0.0,4,even,0.12058684607694659
global_sign_pres,2,0.95,0.8,1.0,0.0,0.0,5,odd,0.2580679794734806
global_sign_pres,2,0.95,0.8,1.0,0.0,0.0,6,even,0.08112622873932196
global_sign_pres,2,0.95,0.8,1.0,0.0,0.0,7,odd,0.10190621175783576
global_sign_pres,2,0.95,0.8,1.0,0.0,0.0,8,even,0.10556717626371892
global_sign_pres,2,0.95,0.8,1.0,0.0,0.0,9,odd,0.13356452773564342
global_sign_pres,2,0.95,0.8,1.0,0.0,0.0,10,even,0.11863388795609353
global_sign_pres_real_weight,2,0.95,0.8,1.0,0.0,0.0,1,odd,4.266161059973115
global_sign_pres_real_weight,2,0.95,0.8,1.0,0.0,0.0,2,even,0.07445978893953153
global_sign_pres_real_weight,2,0.95,0.8,1.0,0.0,0.0,3,odd,2.012627191426765
global_sign_pres_real_weight,2,0.95,0.8,1.0,0.0,0.0,4,even,0.09187814772417369
global_sign_pres_real_weight,2,0.95,0.8,1.0,0.0,0.0,5,odd,0.38326893315462307
global_sign_pres_real_weight,2,0.95,0.8,1.0,0.0,0.0,6,even,0.1210072668342832
global_sign_pres_real_weight,2,0.95,0.8,1.0,0.0,0.0,7,odd,0.1093537799592923
global_sign_pres_real_weight,2,0.95,0.8,1.0,0.0,0.0,8,even,0.07024527812484394
global_sign_pres_real_weight,2,0.95,0.8,1.0,0.0,0.0,9,odd,0.1099071494384134
global_sign_pres_real_weight,2,0.95,0.8,1.0,0.0,0.0,10,even,0.14589448072479172
binary_base,2,0.95,0.8,1.0,0.0,0.0,1,odd,3.41964155207404
binary_base,2,0.95,0.8,1.0,0.0,0.0,2,even,0.11886375352469258
binary_base,2,0.95,0.8,1.0,0.0,0.0,3,odd,2.038304854472699
binary_base,2,0.95,0.8,1.0,0.0,0.0,4,even,0.10539838602086604
binary_base,2,0.95,0.8,1.0,0.0,0.0,5,odd,0.5281807348542316
binary_base,2,0.95,0.8,1.0,0.0,0.0,6,even,0.09711741031605925
binary_base,2,0.95,0.8,1.0,0.0,0.0,7,odd,0.28358598810510216
binary_base,2,0.95,0.8,1.0,0.0,0.0,8,even,0.11348712481785128
binary_base,2,0.95,0.8,1.0,0.0,0.0,9,odd,0.12080891053437881
binary_base,2,0.95,0.8,1.0,0.0,0.0,10,even,0.13910214809129684
real,3,0.95,0.8,1.0,0.0,0.0,1,odd,5.357191410243331
real,3,0.95,0.8,1.0,0.0,0.0,2,even,0.0820709581358301
real,3,0.95,0.8,1.0,0.0,0.0,3,odd,2.397062331383779
real,3,0.95,0.8,1.0,0.0,0.0,4,even,0.1228875611705007
real,3,0.95,0.8,1.0,0.0,0.0,5,odd,1.2487113826925054
real,3,0.95,0.8,1.0,0.0,0.0,6,even,0.13463120103551773
real,3,0.95,0.8,1.0,0.0,0.0,7,odd,0.3843981757872825
real,3,0.95,0.8,1.0,0.0,0.0,8,even,0.10741504229372367
real,3,0.95,0.8,1.0,0.0,0.0,9,odd,0.14000727276197722
real,3,0.95,0.8,1.0,0.0,0.0,10,even,0.11239733212812553
cel_randN,3,0.95,0.8,1.0,0.0,0.0,1,odd,7.699946539301237
cel_randN,3,0.95,0.8,1.0,0.0,0.0,2,even,0.06951996595212745
cel_randN,3,0.95,0.8,1.0,0.0,0.0,3,odd,4.2218493126429735
cel_randN,3,0.95,0.8,1.0,0.0,0.0,4,even,0.1262194097114957
cel_randN,3,0.95,0.8,1.0,0.0,0.0,5,odd,0.9785708671745965
cel_randN,3,0.95,0.8,1.0,0.0,0.0,6,even,0.12735908640573967
cel_randN,3,0.95,0.8,1.0,0.0,0.0,7,odd,0.14704101706473693
cel_randN,3,0.95,0.8,1.0,0.0,0.0,8,even,0.0775473842509129
cel_randN,3,0.95,0.8,1.0,0.0,0.0,9,odd,0.21549241889397308
cel_randN,3,0.95,0.8,1.0,0.0,0.0,10,even,0.12108430510187418
er_randN,3,0.95,0.8,1.0,0.0,0.0,1,odd,8.586346276754398
er_randN,3,0.95,0.8,1.0,0.0,0.0,2,even,0.07966731067119781
er_randN,3,0.95,0.8,1.0,0.0,0.0,3,odd,3.9554093936267236
er_randN,3,0.95,0.8,1.0,0.0,0.0,4,even,0.0676791528558418
er_randN,3,0.95,0.8,1.0,0.0,0.0,5,odd,1.1635215687778668
er_randN,3,0.95,0.8,1.0,0.0,0.0,6,even,0.0937656449740416
er_randN,3,0.95,0.8,1.0,0.0,0.0,7,odd,0.23819146222615473
er_randN,3,0.95,0.8,1.0,0.0,0.0,8,even,0.12908765246584153
er_randN,3,0.95,0.8,1.0,0.0,0.0,9,odd,0.1310969212727855
er_randN,3,0.95,0.8,1.0,0.0,0.0,10,even,0.08005115431291188
ws_p01_randN,3,0.95,0.8,1.0,0.0,0.0,1,odd,8.83943423188731
