model,seed,rho_target,leak,input_scale,d_max,mc_total,capture_pct_vs_ref
cel_randN,12,0.95,0.8,1.0,50,7.4155731201171875,98.96616662766758
cel_randN,12,0.95,0.8,1.0,80,7.493038654327393,100.0
er_randN,12,0.95,0.8,1.0,30,8.912641525268555,98.62635602794292
er_randN,12,0.95,0.8,1.0,50,8.946846008300781,99.00485924853402
er_randN,12,0.95,0.8,1.0,80,9.036774635314941,100.0
ws_p01_randN,12,0.95,0.8,1.0,30,8.748467445373535,99.00276661520522
ws_p01_randN,12,0.95,0.8,1.0,50,8.789088249206543,99.46245535345709
ws_p01_randN,12,0.95,0.8,1.0,80,8.836588859558105,100.0
local_sign,12,0.95,0.8,1.0,30,4.8023481369018555,98.04185057770806
local_sign,12,0.95,0.8,1.0,50,4.850945949554443,99.03399428546562
local_sign,12,0.95,0.8,1.0,80,4.898263454437256,100.0
local_sign+flat,12,0.95,0.8,1.0,30,4.434749126434326,98.10336274321484
local_sign+flat,12,0.95,0.8,1.0,50,4.4549994468688965,98.55133048042399
local_sign+flat,12,0.95,0.8,1.0,80,4.520486354827881,100.0
local_sign+binary,12,0.95,0.8,1.0,30,3.1248223781585693,95.222691013458
local_sign+binary,12,0.95,0.8,1.0,50,3.1960110664367676,97.39202342574153
local_sign+binary,12,0.95,0.8,1.0,80,3.2815942764282227,100.0
global_sign_pres,12,0.95,0.8,1.0,30,4.093499183654785,97.44846084331776
global_sign_pres,12,0.95,0.8,1.0,50,4.124350070953369,98.1828866604529
global_sign_pres,12,0.95,0.8,1.0,80,4.200681209564209,100.0
global_sign_pres_real_weight,12,0.95,0.8,1.0,30,3.416741132736206,96.63427239455622
global_sign_pres_real_weight,12,0.95,0.8,1.0,50,3.477893590927124,98.36382200713851
global_sign_pres_real_weight,12,0.95,0.8,1.0,80,3.5357446670532227,100.0
binary_base,12,0.95,0.8,1.0,30,3.5496652126312256,96.58433008018153
binary_base,12,0.95,0.8,1.0,50,3.5906596183776855,97.69976406589029
binary_base,12,0.95,0.8,1.0,80,3.6751978397369385,100.0
real,13,0.95,0.8,1.0,30,4.9206976890563965,97.85624626796533
real,13,0.95,0.8,1.0,50,4.9639081954956055,98.7155589562621
real,13,0.95,0.8,1.0,80,5.028496265411377,100.0
cel_randN,13,0.95,0.8,1.0,30,8.299910545349121,98.72247385633148
cel_randN,13,0.95,0.8,1.0,50,8.351778984069824,99.3394179254989
cel_randN,13,0.95,0.8,1.0,80,8.407316207885742,100.0
er_randN,13,0.95,0.8,1.0,30,8.715723037719727,98.89516489095894
er_randN,13,0.95,0.8,1.0,50,8.745026588439941,99.22766507113039
er_randN,13,0.95,0.8,1.0,80,8.813093185424805,100.0
ws_p01_randN,13,0.95,0.8,1.0,30,8.760467529296875,99.11307653747463
ws_p01_randN,13,0.95,0.8,1.0,50,8.787392616271973,99.41769820261025
ws_p01_randN,13,0.95,0.8,1.0,80,8.838861465454102,100.0
local_sign,13,0.95,0.8,1.0,30,6.548475742340088,98.18279789984176
local_sign,13,0.95,0.8,1.0,50,6.577922821044922,98.62430470096253
local_sign,13,0.95,0.8,1.0,80,6.669677257537842,100.0
local_sign+flat,13,0.95,0.8,1.0,30,4.687106609344482,98.15720111063234
local_sign+flat,13,0.95,0.8,1.0,50,4.731960296630859,99.09652525460312
local_sign+flat,13,0.95,0.8,1.0,80,4.775102138519287,100.0
local_sign+binary,13,0.95,0.8,1.0,30,5.1111345291137695,98.39183331772844
local_sign+binary,13,0.95,0.8,1.0,50,5.149678707122803,99.1338275494262
local_sign+binary,13,0.95,0.8,1.0,80,5.194673538208008,100.0
global_sign_pres,13,0.95,0.8,1.0,30,4.069030284881592,97.51235020262091
global_sign_pres,13,0.95,0.8,1.0,50,4.100964069366455,98.2776279611947
global_sign_pres,13,0.95,0.8,1.0,80,4.172835826873779,100.0
global_sign_pres_real_weight,13,0.95,0.8,1.0,30,4.504837989807129,98.6028360762932
global_sign_pres_real_weight,13,0.95,0.8,1.0,50,4.536876678466797,99.30410559434392
global_sign_pres_real_weight,13,0.95,0.8,1.0,80,4.56866979598999,100.0
binary_base,13,0.95,0.8,1.0,30,3.395266532897949,97.07487300691287
binary_base,13,0.95,0.8,1.0,50,3.440779447555542,98.376143575144
binary_base,13,0.95,0.8,1.0,80,3.497575044631958,100.0
real,14,0.95,0.8,1.0,30,5.104381084442139,97.70520175869423
real,14,0.95,0.8,1.0,50,5.1537933349609375,98.651023363003
real,14,0.95,0.8,1.0,80,5.224267482757568,100.0
cel_randN,14,0.95,0.8,1.0,30,6.348026275634766,98.01199354801804
cel_randN,14,0.95,0.8,1.0,50,6.397207736968994,98.77134344067274
cel_randN,14,0.95,0.8,1.0,80,6.476785182952881,100.0
er_randN,14,0.95,0.8,1.0,30,9.566251754760742,98.53475003109006
er_randN,14,0.95,0.8,1.0,50,9.626070022583008,99.15089292783395
er_randN,14,0.95,0.8,1.0,80,9.708505630493164,100.0
ws_p01_randN,14,0.95,0.8,1.0,30,9.389281272888184,98.73011533885652
ws_p01_randN,14,0.95,0.8,1.0,50,9.443705558776855,99.30239727043941
ws_p01_randN,14,0.95,0.8,1.0,80,9.510047912597656,100.0
local_sign,14,0.95,0.8,1.0,30,3.745818614959717,97.39472808505764
local_sign,14,0.95,0.8,1.0,50,3.777602434158325,98.221136607881
local_sign,14,0.95,0.8,1.0,80,3.846017837524414,100.0
local_sign+flat,14,0.95,0.8,1.0,30,4.749606132507324,97.62409535726583
local_sign+flat,14,0.95,0.8,1.0,50,4.792304515838623,98.50172413945188
local_sign+flat,14,0.95,0.8,1.0,80,4.865198612213135,100.0
local_sign+binary,14,0.95,0.8,1.0,30,4.526127338409424,97.19173368581293
local_sign+binary,14,0.95,0.8,1.0,50,4.578892230987549,98.32477988711929
local_sign+binary,14,0.95,0.8,1.0,80,4.656905651092529,100.0
global_sign_pres,14,0.95,0.8,1.0,30,4.310330867767334,97.29278345744163
global_sign_pres,14,0.95,0.8,1.0,50,4.355926036834717,98.3219575619057
global_sign_pres,14,0.95,0.8,1.0,80,4.430267810821533,100.0
global_sign_pres_real_weight,14,0.95,0.8,1.0,30,5.796132564544678,98.18371725051011
global_sign_pres_real_weight,14,0.95,0.8,1.0,50,5.846345901489258,99.03430719507577
global_sign_pres_real_weight,14,0.95,0.8,1.0,80,5.903354167938232,100.0
binary_base,14,0.95,0.8,1.0,30,3.792984962463379,96.77985539595777
binary_base,14,0.95,0.8,1.0,50,3.838521718978882,97.94174787757446
binary_base,14,0.95,0.8,1.0,80,3.9191884994506836,100.0
real,15,0.95,0.8,1.0,30,3.9272654056549072,98.14403236865606
real,15,0.95,0.8,1.0,50,3.9527738094329834,98.781498225296
real,15,0.95,0.8,1.0,80,4.001532554626465,100.0
cel_randN,15,0.95,0.8,1.0,30,8.250303268432617,98.34632632663585
cel_randN,15,0.95,0.8,1.0,50,8.305832862854004,99.00825734129889
cel_randN,15,0.95,0.8,1.0,80,8.389030456542969,100.0
er_randN,15,0.95,0.8,1.0,30,8.504292488098145,98.71126485930259
er_randN,15,0.95,0.8,1.0,50,8.531999588012695,99.03286749490996
er_randN,15,0.95,0.8,1.0,80,8.615321159362793,100.0
ws_p01_randN,15,0.95,0.8,1.0,30,8.85765552520752,98.96302154189213
ws_p01_randN,15,0.95,0.8,1.0,50,8.880339622497559,99.21646183457273
ws_p01_randN,15,0.95,0.8,1.0,80,8.950469970703125,100.0
local_sign,15,0.95,0.8,1.0,30,5.507057189941406,98.83004709539867
local_sign,15,0.95,0.8,1.0,50,5.527981281280518,99.20555235367887
local_sign,15,0.95,0.8,1.0,80,5.572249889373779,100.0
local_sign+flat,15,0.95,0.8,1.0,30,4.5876383781433105,96.89653324835771
local_sign+flat,15,0.95,0.8,1.0,50,4.655830383300781,98.33683179640657
local_sign+flat,15,0.95,0.8,1.0,80,4.734574317932129,100.0
local_sign+binary,15,0.95,0.8,1.0,30,4.458351135253906,98.15448562652556
local_sign+binary,15,0.95,0.8,1.0,50,4.495751857757568,98.97789512659364
local_sign+binary,15,0.95,0.8,1.0,80,4.542177677154541,100.0
global_sign_pres,15,0.95,0.8,1.0,30,3.73581600189209,96.53712306811289
global_sign_pres,15,0.95,0.8,1.0,50,3.7727572917938232,97.49172196905776
global_sign_pres,15,0.95,0.8,1.0,80,3.8698232173919678,100.0
global_sign_pres_real_weight,15,0.95,0.8,1.0,30,3.4800243377685547,97.35497814824193
global_sign_pres_real_weight,15,0.95,0.8,1.0,50,3.5325560569763184,98.8245725760903
global_sign_pres_real_weight,15,0.95,0.8,1.0,80,3.5745725631713867,100.0
binary_base,15,0.95,0.8,1.0,30,4.1714653968811035,97.71982164188391
binary_base,15,0.95,0.8,1.0,50,4.2113189697265625,98.65342258537055
binary_base,15,0.95,0.8,1.0,80,4.268801689147949,100.0
real,16,0.95,0.8,1.0,30,3.761775493621826,97.28978958610297
real,16,0.95,0.8,1.0,50,3.8094050884246826,98.52162100833911
real,16,0.95,0.8,1.0,80,3.866567611694336,100.0
cel_randN,16,0.95,0.8,1.0,30,8.118370056152344,98.57991974159262
cel_randN,16,0.95,0.8,1.0,50,8.171635627746582,99.22671407794721
cel_randN,16,0.95,0.8,1.0,80,8.235318183898926,100.0
er_randN,16,0.95,0.8,1.0,30,8.351373672485352,99.07763401652801
er_randN,16,0.95,0.8,1.0,50,8.376923561096191,99.38074852346091
er_randN,16,0.95,0.8,1.0,80,8.429121017456055,100.0
ws_p01_randN,16,0.95,0.8,1.0,30,8.940505027770996,98.87240851179439
ws_p01_randN,16,0.95,0.8,1.0,50,8.977396011352539,99.28038327247585
ws_p01_randN,16,0.95,0.8,1.0,80,9.04246711730957,100.0
local_sign,16,0.95,0.8,1.0,30,4.465324401855469,97.5872325042338
local_sign,16,0.95,0.8,1.0,50,4.508459568023682,98.5299280647662
local_sign,16,0.95,0.8,1.0,80,4.57572603225708,100.0
local_sign+flat,16,0.95,0.8,1.0,30,4.018017768859863,96.85042791037674
local_sign+flat,16,0.95,0.8,1.0,50,4.06589937210083,98.00456759558735
local_sign+flat,16,0.95,0.8,1.0,80,4.148683547973633,100.0
local_sign+binary,16,0.95,0.8,1.0,30,4.804830551147461,97.03129193347208
local_sign+binary,16,0.95,0.8,1.0,50,4.866074562072754,98.26808591403186
local_sign+binary,16,0.95,0.8,1.0,80,4.951836109161377,100.0
global_sign_pres,16,0.95,0.8,1.0,30,4.056185722351074,97.37167255224043
global_sign_pres,16,0.95,0.8,1.0,50,4.105051517486572,98.54473131449568
global_sign_pres,16,0.95,0.8,1.0,80,4.16567325592041,100.0
global_sign_pres_real_weight,16,0.95,0.8,1.0,30,3.3652286529541016,95.80695350847316
global_sign_pres_real_weight,16,0.95,0.8,1.0,50,3.4393563270568848,97.91734402242004
global_sign_pres_real_weight,16,0.95,0.8,1.0,80,3.512509822845459,100.0
binary_base,16,0.95,0.8,1.0,30,3.808941602706909,96.49345045528568
binary_base,16,0.95,0.8,1.0,50,3.867410182952881,97.9746585281913
binary_base,16,0.95,0.8,1.0,80,3.947357654571533,100.0
real,17,0.95,0.8,1.0,30,3.9597179889678955,97.32984159418712
real,17,0.95,0.8,1.0,50,3.994337558746338,98.18079038700077
real,17,0.95,0.8,1.0,80,4.068349361419678,100.0
cel_randN,17,0.95,0.8,1.0,30,6.975961685180664,98.4826710805186
cel_randN,17,0.95,0.8,1.0,50,7.014636039733887,99.02865368630147
cel_randN,17,0.95,0.8,1.0,80,7.083440780639648,100.0
er_randN,17,0.95,0.8,1.0,30,9.528376579284668,98.78603999384221
er_randN,17,0.95,0.8,1.0,50,9.578575134277344,99.30647665163768
er_randN,17,0.95,0.8,1.0,80,9.645468711853027,100.0
ws_p01_randN,17,0.95,0.8,1.0,30,9.313522338867188,99.1083840396907
ws_p01_randN,17,0.95,0.8,1.0,50,9.355294227600098,99.55289302780228
ws_p01_randN,17,0.95,0.8,1.0,80,9.397310256958008,100.0
local_sign,17,0.95,0.8,1.0,30,6.902311325073242,98.22655126464208
local_sign,17,0.95,0.8,1.0,50,6.952584266662598,98.94198373960349
local_sign,17,0.95,0.8,1.0,80,7.026930332183838,100.0
local_sign+flat,17,0.95,0.8,1.0,30,5.892263889312744,98.20707520062079
local_sign+flat,17,0.95,0.8,1.0,50,5.944162845611572,99.07208138496995
local_sign+flat,17,0.95,0.8,1.0,80,5.999836444854736,100.0
local_sign+binary,17,0.95,0.8,1.0,30,4.472410678863525,98.51273920204821
local_sign+binary,17,0.95,0.8,1.0,50,4.504244804382324,99.21394200522091
local_sign+binary,17,0.95,0.8,1.0,80,4.539931297302246,100.0
global_sign_pres,17,0.95,0.8,1.0,30,3.5035340785980225,98.01813085891291
global_sign_pres,17,0.95,0.8,1.0,50,3.5394949913024902,99.0242068291181
global_sign_pres,17,0.95,0.8,1.0,80,3.574373483657837,100.0
global_sign_pres_real_weight,17,0.95,0.8,1.0,30,4.116367340087891,97.98740220866004
global_sign_pres_real_weight,17,0.95,0.8,1.0,50,4.138382911682129,98.51146833066268
global_sign_pres_real_weight,17,0.95,0.8,1.0,80,4.2009148597717285,100.0
binary_base,17,0.95,0.8,1.0,30,3.7587289810180664,97.12084572453949
binary_base,17,0.95,0.8,1.0,50,3.7998454570770264,98.18324393101443
binary_base,17,0.95,0.8,1.0,80,3.870156764984131,100.0
real,18,0.95,0.8,1.0,30,3.758877754211426,97.14480389208302
real,18,0.95,0.8,1.0,50,3.7754743099212646,97.57372689919863
real,18,0.95,0.8,1.0,80,3.8693554401397705,100.0
cel_randN,18,0.95,0.8,1.0,30,8.076915740966797,98.98240238307807
cel_randN,18,0.95,0.8,1.0,50,8.103157997131348,99.30400058249279
cel_randN,18,0.95,0.8,1.0,80,8.159951210021973,100.0
er_randN,18,0.95,0.8,1.0,30,9.22146224975586,99.36135585334058
er_randN,18,0.95,0.8,1.0,50,9.238862991333008,99.54884903274441
er_randN,18,0.95,0.8,1.0,80,9.280733108520508,100.0
ws_p01_randN,18,0.95,0.8,1.0,30,9.056497573852539,98.86899196881643
ws_p01_randN,18,0.95,0.8,1.0,50,9.098525047302246,99.32780222091273
ws_p01_randN,18,0.95,0.8,1.0,80,9.160099029541016,100.0
local_sign,18,0.95,0.8,1.0,30,4.375710487365723,97.77936661255512
local_sign,18,0.95,0.8,1.0,50,4.403591156005859,98.40238637774263
local_sign,18,0.95,0.8,1.0,80,4.475085735321045,100.0
local_sign+flat,18,0.95,0.8,1.0,30,5.245823383331299,98.29727080119687
local_sign+flat,18,0.95,0.8,1.0,50,5.287851810455322,99.08480773877005
local_sign+flat,18,0.95,0.8,1.0,80,5.336692810058594,100.0
local_sign+binary,18,0.95,0.8,1.0,30,4.696235179901123,97.56568213226079
local_sign+binary,18,0.95,0.8,1.0,50,4.7459397315979,98.59830897176171
local_sign+binary,18,0.95,0.8,1.0,80,4.813408851623535,100.0
global_sign_pres,18,0.95,0.8,1.0,30,2.764596462249756,95.12367574650034
global_sign_pres,18,0.95,0.8,1.0,50,2.801713705062866,96.40079832774144
global_sign_pres,18,0.95,0.8,1.0,80,2.906317949295044,100.0
global_sign_pres_real_weight,18,0.95,0.8,1.0,30,4.223989009857178,98.19056225916793
global_sign_pres_real_weight,18,0.95,0.8,1.0,50,4.262689113616943,99.0901822484226
global_sign_pres_real_weight,18,0.95,0.8,1.0,80,4.301827907562256,100.0
binary_base,18,0.95,0.8,1.0,30,3.379899740219116,96.80856643177565
binary_base,18,0.95,0.8,1.0,50,3.422943353652954,98.04144043125801
binary_base,18,0.95,0.8,1.0,80,3.4913229942321777,100.0
real,19,0.95,0.8,1.0,30,4.256279945373535,96.53661502042817
real,19,0.95,0.8,1.0,50,4.308298587799072,97.71644898862799
real,19,0.95,0.8,1.0,80,4.408979892730713,100.0
cel_randN,19,0.95,0.8,1.0,30,6.648425579071045,98.14128055644245
cel_randN,19,0.95,0.8,1.0,50,6.692877769470215,98.79746521812335
cel_randN,19,0.95,0.8,1.0,80,6.774341583251953,100.0
er_randN,19,0.95,0.8,1.0,30,9.334665298461914,98.55296454638791
er_randN,19,0.95,0.8,1.0,50,9.383623123168945,99.06984850616045
er_randN,19,0.95,0.8,1.0,80,9.471724510192871,100.0
ws_p01_randN,19,0.95,0.8,1.0,30,8.98037052154541,98.98527645939566
ws_p01_randN,19,0.95,0.8,1.0,50,9.030529975891113,99.53815425475499
ws_p01_randN,19,0.95,0.8,1.0,80,9.072430610656738,100.0
local_sign,19,0.95,0.8,1.0,30,4.882578372955322,98.24120619889521
local_sign,19,0.95,0.8,1.0,50,4.917509078979492,98.94403868432983
local_sign,19,0.95,0.8,1.0,80,4.969990253448486,100.0
local_sign+flat,19,0.95,0.8,1.0,30,3.3614187240600586,97.03488705013314
local_sign+flat,19,0.95,0.8,1.0,50,3.4101102352142334,98.44047667552763
local_sign+flat,19,0.95,0.8,1.0,80,3.4641342163085938,100.0
local_sign+binary,19,0.95,0.8,1.0,30,3.9847750663757324,97.78993512523081
local_sign+binary,19,0.95,0.8,1.0,50,4.026047229766846,98.80279083559485
local_sign+binary,19,0.95,0.8,1.0,80,4.074831485748291,100.0
global_sign_pres,19,0.95,0.8,1.0,30,3.924452304840088,97.38557760562179
global_sign_pres,19,0.95,0.8,1.0,50,3.9687864780426025,98.4857334311034
global_sign_pres,19,0.95,0.8,1.0,80,4.029808521270752,100.0
global_sign_pres_real_weight,19,0.95,0.8,1.0,30,4.199437618255615,97.73645537150158
global_sign_pres_real_weight,19,0.95,0.8,1.0,50,4.246885776519775,98.84074961854206
global_sign_pres_real_weight,19,0.95,0.8,1.0,80,4.296695232391357,100.0
binary_base,19,0.95,0.8,1.0,30,3.421111822128296,96.84440685632649
binary_base,19,0.95,0.8,1.0,50,3.4758570194244385,98.3941270747902
binary_base,19,0.95,0.8,1.0,80,3.532585859298706,100.0
