mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,wt_mean,cosine_similarity,seed,src
sign_test_og_cel0.06113256113256113,13,0.6,0.6,0.1,3.846233367919922,4.341358721256256,1.595344066619873,1.6483384370803833,0.0010185969294980168,0.5589233040809631,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.6,0.6,0.5,3.519803524017334,5.17725682258606,1.877823829650879,2.457357883453369,0.0010185969294980168,0.5589233040809631,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.6,0.6,1.0,1.5213502645492554,2.408001124858856,2.18869948387146,3.3927104473114014,0.0010185969294980168,0.5589233040809631,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.6,0.6,1.5,1.8181324005126953,3.728364646434784,2.3686532974243164,4.018017292022705,0.0010185969294980168,0.5589233040809631,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.6,0.8,0.1,4.4825263023376465,5.142260551452637,1.6862550973892212,1.743992567062378,0.0010185969294980168,0.5589233040809631,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.6,0.8,0.5,3.1257271766662598,5.966526925563812,2.008575677871704,2.6722400188446045,0.0010185969294980168,0.5589233040809631,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.6,0.8,1.0,2.3532161712646484,5.522851765155792,2.3630034923553467,3.773958444595337,0.0010185969294980168,0.5589233040809631,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.6,0.8,1.5,2.5187618732452393,4.384960412979126,2.5636823177337646,4.514740467071533,0.0010185969294980168,0.5589233040809631,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.6,1.0,0.1,5.285749435424805,6.176197707653046,1.8176952600479126,1.8828731775283813,0.0010185969294980168,0.5589233040809631,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.6,1.0,0.5,4.760502338409424,6.559775710105896,2.195369005203247,2.975489616394043,0.0010185969294980168,0.5589233040809631,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.6,1.0,1.0,3.064155340194702,6.8010671734809875,2.608100175857544,4.3075361251831055,0.0010185969294980168,0.5589233040809631,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.6,1.0,1.5,1.993499994277954,4.332348585128784,2.835905075073242,5.208747386932373,0.0010185969294980168,0.5589233040809631,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.8,0.6,0.1,4.65233039855957,5.29922080039978,1.8230125904083252,1.8987177610397339,0.0013581292005255818,0.5589234828948975,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.8,0.6,0.5,2.908320665359497,5.152092099189758,2.166356325149536,2.9137206077575684,0.0013581292005255818,0.5589234828948975,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.8,0.6,1.0,1.9097963571548462,5.038378000259399,2.544093608856201,4.122849941253662,0.0013581292005255818,0.5589234828948975,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.8,0.6,1.5,1.431847095489502,2.45234751701355,2.7553141117095947,4.926478385925293,0.0013581292005255818,0.5589234828948975,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.8,0.8,0.1,5.4092535972595215,6.253946840763092,1.9510866403579712,2.033289670944214,0.0013581292005255818,0.5589234828948975,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.8,0.8,0.5,3.048926830291748,6.114894330501556,2.3614819049835205,3.251136302947998,0.0013581292005255818,0.5589234828948975,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.8,0.8,1.0,2.2401840686798096,3.953475058078766,2.810344696044922,4.738731861114502,0.0013581292005255818,0.5589234828948975,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.8,0.8,1.5,2.1931235790252686,3.246520221233368,3.0542452335357666,5.730628967285156,0.0013581292005255818,0.5589234828948975,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.8,1.0,0.1,6.493530750274658,7.610930323600769,2.14505672454834,2.239363431930542,0.0013581292005255818,0.5589234828948975,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.8,1.0,0.5,3.0149405002593994,5.992164373397827,2.653167247772217,3.7513487339019775,0.0013581292005255818,0.5589234828948975,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.8,1.0,1.0,3.531426191329956,5.495598196983337,3.199960470199585,5.639519691467285,0.0013581292005255818,0.5589234828948975,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.8,1.0,1.5,3.914996385574341,5.548978388309479,3.487116575241089,6.902393341064453,0.0013581292005255818,0.5589234828948975,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.95,0.6,0.1,4.958637237548828,5.688052952289581,2.087308406829834,2.2192957401275635,0.0016127786366268992,0.5589233636856079,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.95,0.6,0.5,3.035675048828125,5.330667555332184,2.4444122314453125,3.35673189163208,0.0016127786366268992,0.5589233636856079,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.95,0.6,1.0,2.8253393173217773,3.8453216552734375,2.860650062561035,4.801997184753418,0.0016127786366268992,0.5589233636856079,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.95,0.6,1.5,2.2252755165100098,4.649580776691437,3.091503143310547,5.753958225250244,0.0016127786366268992,0.5589233636856079,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.95,0.8,0.1,6.085917949676514,7.0350282192230225,2.245220899581909,2.387352705001831,0.0016127786366268992,0.5589233636856079,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.95,0.8,0.5,4.29844331741333,7.316298007965088,2.7019801139831543,3.8257627487182617,0.0016127786366268992,0.5589233636856079,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.95,0.8,1.0,2.4716453552246094,4.757523000240326,3.2160775661468506,5.659364223480225,0.0016127786366268992,0.5589233636856079,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.95,0.8,1.5,2.6094160079956055,3.447176158428192,3.4904394149780273,6.867849826812744,0.0016127786366268992,0.5589233636856079,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.95,1.0,0.1,7.315887928009033,8.559892237186432,2.498377561569214,2.6587350368499756,0.0016127786366268992,0.5589233636856079,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.95,1.0,0.5,4.956179141998291,7.411312580108643,3.1032204627990723,4.5479607582092285,0.0016127786366268992,0.5589233636856079,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.95,1.0,1.0,2.961907148361206,5.9999436140060425,3.754133462905884,6.954329490661621,0.0016127786366268992,0.5589233636856079,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,0.95,1.0,1.5,3.4589807987213135,5.258804142475128,4.085509300231934,8.538337707519531,0.0016127786366268992,0.5589233636856079,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,1.05,0.6,0.1,4.660006046295166,5.410639464855194,2.279844284057617,2.637524366378784,0.001782544539310038,0.5589234232902527,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,1.05,0.6,0.5,3.986640453338623,5.728710472583771,2.7046306133270264,3.7534573078155518,0.001782544539310038,0.5589234232902527,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,1.05,0.6,1.0,2.0365183353424072,2.6292410492897034,3.1079726219177246,5.344356536865234,0.001782544539310038,0.5589234232902527,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,1.05,0.6,1.5,2.2665319442749023,4.060817062854767,3.3445403575897217,6.394923210144043,0.001782544539310038,0.5589234232902527,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,1.05,0.8,0.1,5.545609474182129,6.483322858810425,2.4803810119628906,2.872422933578491,0.001782544539310038,0.5589234232902527,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,1.05,0.8,0.5,4.125315189361572,6.864386200904846,3.016805648803711,4.349539279937744,0.001782544539310038,0.5589234232902527,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,1.05,0.8,1.0,3.7296226024627686,7.077118694782257,3.5353176593780518,6.406423091888428,0.001782544539310038,0.5589234232902527,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,1.05,0.8,1.5,1.97774338722229,3.8123849034309387,3.8235342502593994,7.763871669769287,0.001782544539310038,0.5589234232902527,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,1.05,1.0,0.1,6.847996234893799,7.979729235172272,2.7995946407318115,3.2477962970733643,0.001782544539310038,0.5589234232902527,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,1.05,1.0,0.5,6.120158672332764,9.400057911872864,3.5155692100524902,5.291746616363525,0.001782544539310038,0.5589234232902527,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,1.05,1.0,1.0,4.198862552642822,7.020540773868561,4.19905948638916,8.044360160827637,0.001782544539310038,0.5589234232902527,1351845,chunk_1
sign_test_og_cel0.06113256113256113,13,1.05,1.0,1.5,3.708066463470459,5.671160399913788,4.553213596343994,9.853495597839355,0.001782544539310038,0.5589234232902527,1351845,chunk_1
sign_test_og_cel0.0,13,0.6,0.6,0.1,3.780757188796997,4.210869133472443,1.5449893474578857,1.5976989269256592,0.0010227560997009277,0.641467809677124,1351845,chunk_1
sign_test_og_cel0.0,13,0.6,0.6,0.5,3.635167360305786,5.8540162444114685,1.789218783378601,2.3187215328216553,0.0010227560997009277,0.641467809677124,1351845,chunk_1
sign_test_og_cel0.0,13,0.6,0.6,1.0,2.4957072734832764,4.87177973985672,2.059325695037842,3.1464836597442627,0.0010227560997009277,0.641467809677124,1351845,chunk_1
sign_test_og_cel0.0,13,0.6,0.6,1.5,1.1070008277893066,2.849226951599121,2.221574544906616,3.7005698680877686,0.0010227560997009277,0.641467809677124,1351845,chunk_1
sign_test_og_cel0.0,13,0.6,0.8,0.1,4.457294464111328,5.028506338596344,1.624354362487793,1.6799577474594116,0.0010227560997009277,0.641467809677124,1351845,chunk_1
sign_test_og_cel0.0,13,0.6,0.8,0.5,3.138153076171875,4.4333614110946655,1.8983193635940552,2.4945225715637207,0.0010227560997009277,0.641467809677124,1351845,chunk_1
sign_test_og_cel0.0,13,0.6,0.8,1.0,2.4170937538146973,4.397514581680298,2.200286626815796,3.4491779804229736,0.0010227560997009277,0.641467809677124,1351845,chunk_1
sign_test_og_cel0.0,13,0.6,0.8,1.5,2.9208056926727295,5.715684711933136,2.378474235534668,4.092267990112305,0.0010227560997009277,0.641467809677124,1351845,chunk_1
sign_test_og_cel0.0,13,0.6,1.0,0.1,5.241241455078125,6.027916133403778,1.7385141849517822,1.799444556236267,0.0010227560997009277,0.641467809677124,1351845,chunk_1
sign_test_og_cel0.0,13,0.6,1.0,0.5,4.209461212158203,6.938986837863922,2.051736831665039,2.7378005981445312,0.0010227560997009277,0.641467809677124,1351845,chunk_1
sign_test_og_cel0.0,13,0.6,1.0,1.0,3.3029942512512207,6.110126793384552,2.394568681716919,3.8616442680358887,0.0010227560997009277,0.641467809677124,1351845,chunk_1
sign_test_og_cel0.0,13,0.6,1.0,1.5,2.1235084533691406,3.5661662817001343,2.5929291248321533,4.62213659286499,0.0010227560997009277,0.641467809677124,1351845,chunk_1
sign_test_og_cel0.0,13,0.8,0.6,0.1,4.554931163787842,5.117495536804199,1.7853580713272095,1.8686137199401855,0.0013636748772114515,0.641467809677124,1351845,chunk_1
sign_test_og_cel0.0,13,0.8,0.6,0.5,3.4123573303222656,6.243599951267242,2.0562026500701904,2.7246837615966797,0.0013636748772114515,0.641467809677124,1351845,chunk_1
sign_test_og_cel0.0,13,0.8,0.6,1.0,1.9188873767852783,3.026509940624237,2.3563742637634277,3.740692615509033,0.0013636748772114515,0.641467809677124,1351845,chunk_1
sign_test_og_cel0.0,13,0.8,0.6,1.5,2.6965363025665283,4.817813038825989,2.5375823974609375,4.4259867668151855,0.0013636748772114515,0.641467809677124,1351845,chunk_1
