metric,mode_a,mode_b,bound_ref,pval_v11,sig_v11,pval_frac025,sig_frac025,preserved_sig
KR,er+randN,local_sign,0.016923423084470788,1.0,False,1.0,False,False
KR,er+randN,local_sign+binary,0.016923423084470788,1.0,False,1.0,False,False
KR,er+randN,local_sign+flat,0.016923423084470788,1.0,False,1.0,False,False
KR,er+randN,local_sign+sample,0.016923423084470788,1.0,False,1.0,False,False
KR,er+randN,real,0.016923423084470788,1.0,False,1.0,False,False
KR,er+randN,shuffle,0.016923423084470788,1.0,False,1.0,False,False
KR,er+randN,ws_p0.1+randN,0.016923423084470788,1.571054498424573e-05,True,0.03631037114618781,True,True
KR,global_sign_pres,local_sign,0.016923423084470788,1.0,False,0.9999770647158513,False,False
KR,global_sign_pres,local_sign+binary,0.016923423084470788,2.5634023341315637e-15,True,0.0025279046926265296,True,True
KR,global_sign_pres,local_sign+flat,0.016923423084470788,0.6150548908607909,False,0.30276813880670084,False,False
KR,global_sign_pres,local_sign+sample,0.016923423084470788,1.0,False,1.0,False,False
KR,global_sign_pres,real,0.016923423084470788,2.555029011398463e-24,True,6.769491303298773e-09,True,True
KR,global_sign_pres,shuffle,0.016923423084470788,1.0,False,1.0,False,False
KR,global_sign_pres,ws_p0.1+randN,0.016923423084470788,1.0,False,1.0,False,False
KR,local_sign,local_sign+binary,0.016923423084470788,1.0,False,0.9999999999978454,False,False
KR,local_sign,local_sign+flat,0.016923423084470788,0.9079408865716652,False,0.20172534838653755,False,False
KR,local_sign,local_sign+sample,0.016923423084470788,1.0,False,0.9999999999999948,False,False
KR,local_sign,real,0.016923423084470788,1.0,False,0.9999982039348422,False,False
KR,local_sign,shuffle,0.016923423084470788,1.0,False,1.0,False,False
KR,local_sign,ws_p0.1+randN,0.016923423084470788,1.0,False,1.0,False,False
KR,local_sign+binary,local_sign+flat,0.016923423084470788,0.9999993525774978,False,0.988467781134291,False,False
KR,local_sign+binary,local_sign+sample,0.016923423084470788,1.0,False,1.0,False,False
KR,local_sign+binary,real,0.016923423084470788,5.127426371462574e-29,True,0.0006843172073179814,True,True
KR,local_sign+binary,shuffle,0.016923423084470788,1.0,False,1.0,False,False
KR,local_sign+binary,ws_p0.1+randN,0.016923423084470788,1.0,False,1.0,False,False
KR,local_sign+flat,local_sign+sample,0.016923423084470788,1.0,False,1.0,False,False
KR,local_sign+flat,real,0.016923423084470788,0.9988312600514937,False,0.26546143409548983,False,False
KR,local_sign+flat,shuffle,0.016923423084470788,1.0,False,1.0,False,False
KR,local_sign+flat,ws_p0.1+randN,0.016923423084470788,1.0,False,1.0,False,False
KR,local_sign+sample,real,0.016923423084470788,1.0,False,1.0,False,False
KR,local_sign+sample,shuffle,0.016923423084470788,1.482345828955325e-06,True,0.0007153690869268826,True,True
KR,local_sign+sample,ws_p0.1+randN,0.016923423084470788,1.0,False,1.0,False,False
KR,real,shuffle,0.016923423084470788,1.0,False,1.0,False,False
KR,real,ws_p0.1+randN,0.016923423084470788,1.0,False,1.0,False,False
KR,shuffle,ws_p0.1+randN,0.016923423084470788,1.0,False,1.0,False,False
MC,cel+randN,celW+connShuf,0.02124514592876728,1.0,False,1.0,False,False
