model,seed,rho_target,leak,input_scale,order,ipc_contrib
er,26,0.95,0.8,1.0,1,5.346452713012695
er,26,0.95,0.8,1.0,2,7.700920104980469e-05
er,26,0.95,0.8,1.0,3,1.41978257894516
er,26,0.95,0.8,1.0,4,8.940696716308594e-07
er,26,0.95,0.8,1.0,5,0.0
er,26,0.95,0.8,1.0,6,0.0
er,26,0.95,0.8,1.0,7,0.0
er,26,0.95,0.8,1.0,8,0.0004107356071472168
er,26,0.95,0.8,1.0,9,0.0
er,26,0.95,0.8,1.0,10,0.0
cel,27,0.95,0.8,1.0,1,2.476545572280884
cel,27,0.95,0.8,1.0,2,0.01874786615371704
cel,27,0.95,0.8,1.0,3,0.917912483215332
cel,27,0.95,0.8,1.0,4,0.0
cel,27,0.95,0.8,1.0,5,0.0
cel,27,0.95,0.8,1.0,6,0.016314327716827393
cel,27,0.95,0.8,1.0,7,0.0
cel,27,0.95,0.8,1.0,8,0.003776729106903076
cel,27,0.95,0.8,1.0,9,0.0
cel,27,0.95,0.8,1.0,10,0.0010103583335876465
er,27,0.95,0.8,1.0,1,5.4686824679374695
er,27,0.95,0.8,1.0,2,6.574392318725586e-05
er,27,0.95,0.8,1.0,3,2.1112558841705322
er,27,0.95,0.8,1.0,4,0.0
er,27,0.95,0.8,1.0,5,6.54458999633789e-05
er,27,0.95,0.8,1.0,6,0.0
er,27,0.95,0.8,1.0,7,4.231929779052734e-06
er,27,0.95,0.8,1.0,8,0.0
er,27,0.95,0.8,1.0,9,4.4286251068115234e-05
er,27,0.95,0.8,1.0,10,0.0
cel,28,0.95,0.8,1.0,1,2.789996564388275
cel,28,0.95,0.8,1.0,2,0.0009558200836181641
cel,28,0.95,0.8,1.0,3,1.2584282755851746
cel,28,0.95,0.8,1.0,4,7.87973403930664e-05
cel,28,0.95,0.8,1.0,5,0.0
cel,28,0.95,0.8,1.0,6,0.0015378594398498535
cel,28,0.95,0.8,1.0,7,0.0
cel,28,0.95,0.8,1.0,8,0.0
cel,28,0.95,0.8,1.0,9,0.000922083854675293
cel,28,0.95,0.8,1.0,10,0.0003674626350402832
er,28,0.95,0.8,1.0,1,5.390352368354797
er,28,0.95,0.8,1.0,2,8.624792098999023e-05
er,28,0.95,0.8,1.0,3,2.175083339214325
er,28,0.95,0.8,1.0,4,1.7881393432617188e-06
er,28,0.95,0.8,1.0,5,0.0
er,28,0.95,0.8,1.0,6,0.0
er,28,0.95,0.8,1.0,7,0.0001552104949951172
er,28,0.95,0.8,1.0,8,3.0338764190673828e-05
er,28,0.95,0.8,1.0,9,0.0
er,28,0.95,0.8,1.0,10,0.0
cel,29,0.95,0.8,1.0,1,3.008809804916382
cel,29,0.95,0.8,1.0,2,0.002587556838989258
cel,29,0.95,0.8,1.0,3,1.9595027565956116
cel,29,0.95,0.8,1.0,4,0.0
cel,29,0.95,0.8,1.0,5,0.32185834646224976
cel,29,0.95,0.8,1.0,6,0.0018849968910217285
cel,29,0.95,0.8,1.0,7,0.0
cel,29,0.95,0.8,1.0,8,0.002829909324645996
cel,29,0.95,0.8,1.0,9,0.0
cel,29,0.95,0.8,1.0,10,0.005099773406982422
er,29,0.95,0.8,1.0,1,5.323379576206207
er,29,0.95,0.8,1.0,2,7.998943328857422e-05
er,29,0.95,0.8,1.0,3,1.6771351099014282
er,29,0.95,0.8,1.0,4,0.0
er,29,0.95,0.8,1.0,5,0.0
er,29,0.95,0.8,1.0,6,0.0
er,29,0.95,0.8,1.0,7,0.0001499652862548828
er,29,0.95,0.8,1.0,8,0.0
er,29,0.95,0.8,1.0,9,0.0
er,29,0.95,0.8,1.0,10,0.0
cel,30,0.95,0.8,1.0,1,1.7834576964378357
cel,30,0.95,0.8,1.0,2,0.003144979476928711
cel,30,0.95,0.8,1.0,3,0.7122219800949097
cel,30,0.95,0.8,1.0,4,0.0
cel,30,0.95,0.8,1.0,5,0.00020432472229003906
cel,30,0.95,0.8,1.0,6,0.0
cel,30,0.95,0.8,1.0,7,0.0
cel,30,0.95,0.8,1.0,8,0.031353890895843506
cel,30,0.95,0.8,1.0,9,0.0
cel,30,0.95,0.8,1.0,10,0.002075374126434326
er,30,0.95,0.8,1.0,1,5.122255027294159
er,30,0.95,0.8,1.0,2,4.470348358154297e-05
er,30,0.95,0.8,1.0,3,2.086826741695404
er,30,0.95,0.8,1.0,4,0.0
er,30,0.95,0.8,1.0,5,0.0
er,30,0.95,0.8,1.0,6,0.0
er,30,0.95,0.8,1.0,7,3.719329833984375e-05
er,30,0.95,0.8,1.0,8,7.897615432739258e-05
er,30,0.95,0.8,1.0,9,0.0
er,30,0.95,0.8,1.0,10,0.0
cel,31,0.95,0.8,1.0,1,1.1193824410438538
cel,31,0.95,0.8,1.0,2,0.0
cel,31,0.95,0.8,1.0,3,0.0
cel,31,0.95,0.8,1.0,4,2.5033950805664062e-05
cel,31,0.95,0.8,1.0,5,0.13278383016586304
cel,31,0.95,0.8,1.0,6,0.0
cel,31,0.95,0.8,1.0,7,0.26168501377105713
cel,31,0.95,0.8,1.0,8,0.0
cel,31,0.95,0.8,1.0,9,0.10480177402496338
cel,31,0.95,0.8,1.0,10,0.0
er,31,0.95,0.8,1.0,1,5.348998188972473
er,31,0.95,0.8,1.0,2,0.0
er,31,0.95,0.8,1.0,3,2.0322954058647156
er,31,0.95,0.8,1.0,4,0.0
er,31,0.95,0.8,1.0,5,0.03160834312438965
er,31,0.95,0.8,1.0,6,6.788969039916992e-05
er,31,0.95,0.8,1.0,7,0.00022798776626586914
er,31,0.95,0.8,1.0,8,0.0
er,31,0.95,0.8,1.0,9,0.0001786351203918457
er,31,0.95,0.8,1.0,10,0.0
cel,32,0.95,0.8,1.0,1,2.0408292412757874
cel,32,0.95,0.8,1.0,2,0.004922330379486084
cel,32,0.95,0.8,1.0,3,0.876384973526001
cel,32,0.95,0.8,1.0,4,9.298324584960938e-06
cel,32,0.95,0.8,1.0,5,0.1992231011390686
cel,32,0.95,0.8,1.0,6,0.0005906224250793457
cel,32,0.95,0.8,1.0,7,0.0
cel,32,0.95,0.8,1.0,8,0.0003438591957092285
cel,32,0.95,0.8,1.0,9,0.0
cel,32,0.95,0.8,1.0,10,0.0017832517623901367
er,32,0.95,0.8,1.0,1,5.224175691604614
er,32,0.95,0.8,1.0,2,0.0001271367073059082
er,32,0.95,0.8,1.0,3,1.9525101780891418
er,32,0.95,0.8,1.0,4,0.0
er,32,0.95,0.8,1.0,5,0.0
er,32,0.95,0.8,1.0,6,8.463859558105469e-06
er,32,0.95,0.8,1.0,7,0.0
er,32,0.95,0.8,1.0,8,0.00026291608810424805
er,32,0.95,0.8,1.0,9,0.0
er,32,0.95,0.8,1.0,10,0.00020265579223632812
cel,33,0.95,0.8,1.0,1,3.311570405960083
cel,33,0.95,0.8,1.0,2,0.0039174556732177734
cel,33,0.95,0.8,1.0,3,0.9113060832023621
cel,33,0.95,0.8,1.0,4,3.886222839355469e-05
cel,33,0.95,0.8,1.0,5,0.3630008101463318
cel,33,0.95,0.8,1.0,6,0.0069664716720581055
cel,33,0.95,0.8,1.0,7,0.0
cel,33,0.95,0.8,1.0,8,0.005585432052612305
cel,33,0.95,0.8,1.0,9,0.0
cel,33,0.95,0.8,1.0,10,0.0008512139320373535
er,33,0.95,0.8,1.0,1,4.908553421497345
er,33,0.95,0.8,1.0,2,0.0001214742660522461
er,33,0.95,0.8,1.0,3,1.2790676355361938
er,33,0.95,0.8,1.0,4,1.0132789611816406e-06
er,33,0.95,0.8,1.0,5,0.0
er,33,0.95,0.8,1.0,6,0.00012832880020141602
er,33,0.95,0.8,1.0,7,0.0
er,33,0.95,0.8,1.0,8,0.00045108795166015625
er,33,0.95,0.8,1.0,9,0.0
er,33,0.95,0.8,1.0,10,0.00021666288375854492
cel,34,0.95,0.8,1.0,1,1.6554607152938843
cel,34,0.95,0.8,1.0,2,0.008793950080871582
cel,34,0.95,0.8,1.0,3,0.7121054530143738
cel,34,0.95,0.8,1.0,4,0.0
cel,34,0.95,0.8,1.0,5,9.137392044067383e-05
cel,34,0.95,0.8,1.0,6,0.0
cel,34,0.95,0.8,1.0,7,0.0
cel,34,0.95,0.8,1.0,8,0.000624239444732666
cel,34,0.95,0.8,1.0,9,0.0
cel,34,0.95,0.8,1.0,10,0.0007679462432861328
er,34,0.95,0.8,1.0,1,5.293058693408966
er,34,0.95,0.8,1.0,2,0.0
er,34,0.95,0.8,1.0,3,1.8513993620872498
er,34,0.95,0.8,1.0,4,1.430511474609375e-06
er,34,0.95,0.8,1.0,5,0.00010448694229125977
er,34,0.95,0.8,1.0,6,3.0040740966796875e-05
er,34,0.95,0.8,1.0,7,0.0
er,34,0.95,0.8,1.0,8,0.0
er,34,0.95,0.8,1.0,9,2.759695053100586e-05
er,34,0.95,0.8,1.0,10,0.00010693073272705078
cel,35,0.95,0.8,1.0,1,2.5055575370788574
cel,35,0.95,0.8,1.0,2,0.001342475414276123
cel,35,0.95,0.8,1.0,3,0.8860064148902893
cel,35,0.95,0.8,1.0,4,0.0
cel,35,0.95,0.8,1.0,5,0.4199107885360718
cel,35,0.95,0.8,1.0,6,0.03070610761642456
cel,35,0.95,0.8,1.0,7,0.024434447288513184
cel,35,0.95,0.8,1.0,8,0.0
cel,35,0.95,0.8,1.0,9,0.0023400187492370605
cel,35,0.95,0.8,1.0,10,0.0
er,35,0.95,0.8,1.0,1,4.7607181668281555
er,35,0.95,0.8,1.0,2,2.7418136596679688e-06
er,35,0.95,0.8,1.0,3,1.4199148416519165
er,35,0.95,0.8,1.0,4,0.0
er,35,0.95,0.8,1.0,5,0.0
er,35,0.95,0.8,1.0,6,0.0
er,35,0.95,0.8,1.0,7,0.0
er,35,0.95,0.8,1.0,8,0.0002224445343017578
er,35,0.95,0.8,1.0,9,0.0
er,35,0.95,0.8,1.0,10,4.303455352783203e-05
cel,36,0.95,0.8,1.0,1,4.025264024734497
cel,36,0.95,0.8,1.0,2,0.036019206047058105
cel,36,0.95,0.8,1.0,3,1.9741573333740234
cel,36,0.95,0.8,1.0,4,7.039308547973633e-05
cel,36,0.95,0.8,1.0,5,0.14662355184555054
cel,36,0.95,0.8,1.0,6,2.294778823852539e-05
cel,36,0.95,0.8,1.0,7,0.0014934539794921875
cel,36,0.95,0.8,1.0,8,0.0
cel,36,0.95,0.8,1.0,9,0.0004850029945373535
cel,36,0.95,0.8,1.0,10,0.0
er,36,0.95,0.8,1.0,1,5.706337809562683
er,36,0.95,0.8,1.0,2,0.00030106306076049805
er,36,0.95,0.8,1.0,3,1.8410640954971313
er,36,0.95,0.8,1.0,4,5.364418029785156e-07
er,36,0.95,0.8,1.0,5,0.0
er,36,0.95,0.8,1.0,6,0.00022524595260620117
er,36,0.95,0.8,1.0,7,0.0
er,36,0.95,0.8,1.0,8,0.00019121170043945312
er,36,0.95,0.8,1.0,9,0.0
er,36,0.95,0.8,1.0,10,0.0
cel,37,0.95,0.8,1.0,1,2.1840092539787292
cel,37,0.95,0.8,1.0,2,0.0019828081130981445
cel,37,0.95,0.8,1.0,3,1.2178120017051697
cel,37,0.95,0.8,1.0,4,0.00022041797637939453
cel,37,0.95,0.8,1.0,5,0.005556762218475342
cel,37,0.95,0.8,1.0,6,0.0
cel,37,0.95,0.8,1.0,7,0.0016536116600036621
cel,37,0.95,0.8,1.0,8,0.0
cel,37,0.95,0.8,1.0,9,0.004379689693450928
cel,37,0.95,0.8,1.0,10,0.0
er,37,0.95,0.8,1.0,1,5.501072585582733
er,37,0.95,0.8,1.0,2,0.0
er,37,0.95,0.8,1.0,3,1.5272168517112732
er,37,0.95,0.8,1.0,4,3.4570693969726562e-06
er,37,0.95,0.8,1.0,5,6.145238876342773e-05
er,37,0.95,0.8,1.0,6,0.0
er,37,0.95,0.8,1.0,7,0.0
er,37,0.95,0.8,1.0,8,0.00013148784637451172
er,37,0.95,0.8,1.0,9,1.4603137969970703e-05
er,37,0.95,0.8,1.0,10,0.0
cel,38,0.95,0.8,1.0,1,2.8563618063926697
cel,38,0.95,0.8,1.0,2,0.0
cel,38,0.95,0.8,1.0,3,1.44221431016922
cel,38,0.95,0.8,1.0,4,4.708766937255859e-06
cel,38,0.95,0.8,1.0,5,0.0
cel,38,0.95,0.8,1.0,6,0.0
cel,38,0.95,0.8,1.0,7,0.0023754239082336426
cel,38,0.95,0.8,1.0,8,0.0
cel,38,0.95,0.8,1.0,9,0.0010902881622314453
cel,38,0.95,0.8,1.0,10,0.0
er,38,0.95,0.8,1.0,1,5.310677886009216
er,38,0.95,0.8,1.0,2,2.205371856689453e-05
er,38,0.95,0.8,1.0,3,1.8157650232315063
er,38,0.95,0.8,1.0,4,1.0728836059570312e-06
er,38,0.95,0.8,1.0,5,0.0
er,38,0.95,0.8,1.0,6,0.0
er,38,0.95,0.8,1.0,7,8.696317672729492e-05
er,38,0.95,0.8,1.0,8,9.733438491821289e-05
er,38,0.95,0.8,1.0,9,0.0
er,38,0.95,0.8,1.0,10,0.0
cel,39,0.95,0.8,1.0,1,3.8504669070243835
cel,39,0.95,0.8,1.0,2,0.0004933476448059082
cel,39,0.95,0.8,1.0,3,1.7688204050064087
cel,39,0.95,0.8,1.0,4,0.0
cel,39,0.95,0.8,1.0,5,1.248798668384552
cel,39,0.95,0.8,1.0,6,0.0010352730751037598
cel,39,0.95,0.8,1.0,7,0.10858255624771118
cel,39,0.95,0.8,1.0,8,0.0
cel,39,0.95,0.8,1.0,9,0.0002974867820739746
cel,39,0.95,0.8,1.0,10,0.0036217570304870605
er,39,0.95,0.8,1.0,1,5.516350507736206
er,39,0.95,0.8,1.0,2,0.0
er,39,0.95,0.8,1.0,3,1.3549363613128662
er,39,0.95,0.8,1.0,4,1.4901161193847656e-06
er,39,0.95,0.8,1.0,5,5.4895877838134766e-05
er,39,0.95,0.8,1.0,6,8.243322372436523e-05
er,39,0.95,0.8,1.0,7,6.103515625e-05
er,39,0.95,0.8,1.0,8,0.0
er,39,0.95,0.8,1.0,9,0.0001558065414428711
er,39,0.95,0.8,1.0,10,0.0
