metric,baseline_mode,baseline_label,control_mode,control_label,baseline_mean_cv,control_mean_cv,delta_cv,pct_delta_cv,ci95_low,ci95_high,comparison_type,n
MC,real,C. elegans,binary_base,Binary wt.,0.37189038709771566,0.28425138784060205,-0.0876389992571136,-23.565814631849065,-0.0916208234454182,-0.08365717506880903,paired,200
MC,real,C. elegans,cel+randN,CE Gaussian wt.,0.37189038709771566,0.4933196058042395,0.12142921870652384,32.65188424314336,0.11663055168280517,0.12622788573024257,paired,200
MC,real,C. elegans,er+randN,ER Gaussian wt.,0.37189038709771566,0.5002245026310446,0.1283341155333289,34.508586396885974,0.12415910132386695,0.1325091297427907,paired,200
MC,real,C. elegans,local_sign,Sign-pres. Gaussian,0.37189038709771566,0.42485068358456296,0.0529602964868473,14.240835021350463,0.04813348610833805,0.0577871068653566,paired,200
MC,real,C. elegans,global_sign_pres,Sign-pres. pm1 + wt. shuf.,0.37189038709771566,0.3588308157632477,-0.013059571334467945,-3.5116721990010706,-0.01697547761331186,-0.009143665055624021,paired,200
MC,real,C. elegans,local_sign+binary,Sign-pres. pm1 wt.,0.37189038709771566,0.3994552054712084,0.027564818373492728,7.412081443839515,0.022812771565843108,0.032316865181142254,paired,200
MC,real,C. elegans,global_sign_pres_real_weight,Sign-pres. real wt.,0.37189038709771566,0.39029870223640345,0.018408315138687792,4.949930349732577,0.012618015447827216,0.02419861482954841,paired,200
MC,real,C. elegans,local_sign+flat,Sign-pres. uniform,0.37189038709771566,0.41177432161509164,0.039883934517375985,10.724647880424058,0.03514361062683526,0.04462425840791668,paired,200
MC,real,C. elegans,ws_p0.1+randN,WS Gaussian wt.,0.37189038709771566,0.49734185491854627,0.1254514678208306,33.73345269821878,0.12143029766124502,0.12947263798041614,paired,200
IPC,real,C. elegans,binary_base,Binary wt.,0.2804862854387102,0.23314637281500084,-0.047339912623709346,-16.877799408147432,-0.05065121054087417,-0.04402861470654455,paired,200
IPC,real,C. elegans,cel+randN,CE Gaussian wt.,0.2804862854387102,0.34516566323053655,0.06467937779182636,23.059729173802914,0.06037758773780767,0.06898116784584495,paired,200
IPC,real,C. elegans,er+randN,ER Gaussian wt.,0.2804862854387102,0.33808165743844343,0.05759537199973325,20.534113427203046,0.05385296267291977,0.06133778132654675,paired,200
IPC,real,C. elegans,local_sign,Sign-pres. Gaussian,0.2804862854387102,0.348737182083118,0.06825089664440781,24.33306018426398,0.06408518287731126,0.07241661041150453,paired,200
