model,order,mean_ipc_contrib,std_ipc_contrib,median_ipc_contrib,ratio_to_order3
real,1,2.6356856882572175,0.7409921168974081,2.822344034910202,2.1408457942474395
real,2,0.0019737362861633303,0.005523512068158992,3.859400749206543e-05,0.0016031748573102095
real,3,1.2311422407627106,0.3955997874925406,1.2259494066238403,1.0
real,4,2.8002262115478516e-05,5.215084065965832e-05,4.380941390991211e-06,2.2744944644357834e-05
real,5,0.34596004486083987,0.3128747243730948,0.2524404227733612,0.28100737137125
real,6,0.0009042441844940186,0.0013787841793581979,0.0,0.0007344758018649625
real,7,0.011480623483657837,0.02782967499170564,0.0005669593811035156,0.00932518039227167
real,8,0.0007062256336212158,0.0009052705406143931,0.00021567940711975098,0.0005736344755612469
real,9,0.007946860790252686,0.015266548209257847,0.00209808349609375,0.006454868111201748
real,10,0.0008680999279022216,0.0011025121316844864,0.0007005929946899414,0.000705117491025587
shuffle_weights,1,2.669948881864548,0.5394438399092109,2.510825455188751,2.086773624917491
shuffle_weights,2,0.0013536274433135985,0.003406899341672212,0.00010609626770019531,0.0010579655909736692
shuffle_weights,3,1.2794626355171204,0.561561601850574,1.3287774324417114,1.0
shuffle_weights,4,7.2658061981201175e-06,9.43643184325636e-06,1.2814998626708984e-06,5.678795141355181e-06
shuffle_weights,5,0.2147963047027588,0.22593939249760253,0.1286485195159912,0.16788009179802627
shuffle_weights,6,0.0009684145450592041,0.001138882564670242,0.0003580749034881592,0.0007568916185409354
shuffle_weights,7,0.00807812213897705,0.02197177072680732,9.176135063171387e-05,0.006313683506444966
shuffle_weights,8,0.0050644993782043455,0.010176737304064699,0.0013388395309448242,0.0039583018977005354
shuffle_weights,9,0.000621330738067627,0.0012038829756561356,0.0001011192798614502,0.0004856185095366257
shuffle_weights,10,0.002841544151306152,0.004585909161985877,0.00015756487846374512,0.0022208887328371927
cel_randN,1,6.614356380701065,0.898741467477383,6.845754116773605,2.064521933016095
cel_randN,2,0.0016943275928497314,0.0018603339717672305,0.0009537041187286377,0.0005288460850641191
cel_randN,3,3.203819864988327,0.32639287365796915,3.127985805273056,1.0
cel_randN,4,5.751848220825195e-06,1.3987351010789006e-05,0.0,1.795309494045525e-06
cel_randN,5,0.9449032962322235,0.3751519005797453,1.0937492847442627,0.2949302195664069
cel_randN,6,0.0014361441135406494,0.004308432340621948,0.0,0.0004482599440858021
cel_randN,7,0.023668384552001952,0.0485903898528359,0.0006159543991088867,0.007387551594473988
cel_randN,8,0.0023770213127136232,0.00493158730675372,0.000646740198135376,0.0007419335084003807
cel_randN,9,0.0032576382160186767,0.00643093204359504,0.0,0.0010167981825752698
cel_randN,10,0.00282251238822937,0.007799407107579759,0.0,0.0008809834844568123
er_randN,1,8.436311256885528,0.22275339030035007,8.442345023155212,2.209283021654008
er_randN,2,6.139278411865235e-07,1.8417835235595704e-06,0.0,1.6077410075962643e-07
er_randN,3,3.8185742497444153,0.28023257555533976,3.8309792280197144,1.0
er_randN,4,5.125999450683594e-07,6.828309770402759e-07,0.0,1.3423856956629e-07
er_randN,5,0.8220354318618774,0.14785293762305962,0.8873916268348694,0.21527286837931667
er_randN,6,2.1398067474365234e-06,4.157093891248126e-06,0.0,5.603679822592804e-07
er_randN,7,5.120038986206055e-05,0.00014415839454500439,9.834766387939453e-07,1.3408247820632921e-05
er_randN,8,7.081031799316406e-06,6.662978205313272e-06,4.76837158203125e-06,1.8543653563343316e-06
er_randN,9,1.722574234008789e-06,3.079830307645645e-06,0.0,4.511040302867187e-07
er_randN,10,1.0466575622558593e-05,1.1009195717503516e-05,7.18235969543457e-06,2.7409642809116888e-06
ws_p01_randN,1,8.58289024233818,0.2964634907546196,8.608980536460876,2.2178001131461995
ws_p01_randN,2,2.765655517578125e-06,2.604961657118221e-06,2.5033950805664062e-06,7.14639351852788e-07
ws_p01_randN,3,3.870001715421677,0.28718008641075715,3.711342990398407,1.0
ws_p01_randN,4,1.9073486328125e-07,3.7108379402812436e-07,0.0,4.928547254157159e-08
ws_p01_randN,5,0.6843112409114838,0.1681563407457317,0.6007814407348633,0.17682453167515483
ws_p01_randN,6,1.5497207641601562e-06,2.799134642568418e-06,0.0,4.004444644002692e-07
ws_p01_randN,7,0.006172364950180054,0.015252602757389917,6.67572021484375e-06,0.0015949256367467815
ws_p01_randN,8,3.361701965332031e-06,4.40269780249368e-06,0.0,8.686564535451993e-07
ws_p01_randN,9,6.288290023803711e-06,6.340726871045439e-06,4.172325134277344e-06,1.6248804228549383e-06
