model,seed,rho_target,leak,input_scale,order,ipc_contrib
er_randN,3,0.95,0.8,1.0,9,2.086162567138672e-06
er_randN,3,0.95,0.8,1.0,10,3.546476364135742e-05
ws_p01_randN,3,0.95,0.8,1.0,1,8.901753962039948
ws_p01_randN,3,0.95,0.8,1.0,2,0.0
ws_p01_randN,3,0.95,0.8,1.0,3,4.092533826828003
ws_p01_randN,3,0.95,0.8,1.0,4,0.0
ws_p01_randN,3,0.95,0.8,1.0,5,0.7716209888458252
ws_p01_randN,3,0.95,0.8,1.0,6,6.973743438720703e-06
ws_p01_randN,3,0.95,0.8,1.0,7,2.7418136596679688e-06
ws_p01_randN,3,0.95,0.8,1.0,8,0.0
ws_p01_randN,3,0.95,0.8,1.0,9,1.3530254364013672e-05
ws_p01_randN,3,0.95,0.8,1.0,10,2.1457672119140625e-06
conn_shuf,3,0.95,0.8,1.0,1,2.0508680939674377
conn_shuf,3,0.95,0.8,1.0,2,0.0013006329536437988
conn_shuf,3,0.95,0.8,1.0,3,0.9677847623825073
conn_shuf,3,0.95,0.8,1.0,4,1.5854835510253906e-05
conn_shuf,3,0.95,0.8,1.0,5,0.0
conn_shuf,3,0.95,0.8,1.0,6,0.0
conn_shuf,3,0.95,0.8,1.0,7,0.0018215179443359375
conn_shuf,3,0.95,0.8,1.0,8,0.0006909370422363281
conn_shuf,3,0.95,0.8,1.0,9,0.0
conn_shuf,3,0.95,0.8,1.0,10,0.0
local_sign,3,0.95,0.8,1.0,1,2.294785439968109
local_sign,3,0.95,0.8,1.0,2,0.0
local_sign,3,0.95,0.8,1.0,3,1.8873525857925415
local_sign,3,0.95,0.8,1.0,4,1.919269561767578e-05
local_sign,3,0.95,0.8,1.0,5,0.0
local_sign,3,0.95,0.8,1.0,6,0.003611743450164795
local_sign,3,0.95,0.8,1.0,7,0.0
local_sign,3,0.95,0.8,1.0,8,0.00029081106185913086
local_sign,3,0.95,0.8,1.0,9,0.00031870603561401367
local_sign,3,0.95,0.8,1.0,10,0.0015788078308105469
conn_shuf_only,3,0.95,0.8,1.0,1,3.0348215103149414
conn_shuf_only,3,0.95,0.8,1.0,2,0.016989707946777344
conn_shuf_only,3,0.95,0.8,1.0,3,0.19080543518066406
conn_shuf_only,3,0.95,0.8,1.0,4,0.0
conn_shuf_only,3,0.95,0.8,1.0,5,0.0
conn_shuf_only,3,0.95,0.8,1.0,6,0.0
conn_shuf_only,3,0.95,0.8,1.0,7,0.017048180103302002
conn_shuf_only,3,0.95,0.8,1.0,8,0.007613539695739746
conn_shuf_only,3,0.95,0.8,1.0,9,0.0
conn_shuf_only,3,0.95,0.8,1.0,10,0.0
cel_sample,3,0.95,0.8,1.0,1,2.3239395022392273
cel_sample,3,0.95,0.8,1.0,2,0.0028702616691589355
cel_sample,3,0.95,0.8,1.0,3,0.8184252381324768
cel_sample,3,0.95,0.8,1.0,4,0.0
cel_sample,3,0.95,0.8,1.0,5,0.0
cel_sample,3,0.95,0.8,1.0,6,0.004731357097625732
cel_sample,3,0.95,0.8,1.0,7,0.002848505973815918
cel_sample,3,0.95,0.8,1.0,8,0.0
cel_sample,3,0.95,0.8,1.0,9,0.0011832118034362793
cel_sample,3,0.95,0.8,1.0,10,0.0
local_sign+flat,3,0.95,0.8,1.0,1,2.6098689436912537
local_sign+flat,3,0.95,0.8,1.0,2,0.0064293742179870605
local_sign+flat,3,0.95,0.8,1.0,3,1.2137564420700073
local_sign+flat,3,0.95,0.8,1.0,4,7.510185241699219e-06
local_sign+flat,3,0.95,0.8,1.0,5,0.0
local_sign+flat,3,0.95,0.8,1.0,6,0.015315532684326172
local_sign+flat,3,0.95,0.8,1.0,7,0.0
local_sign+flat,3,0.95,0.8,1.0,8,0.00930929183959961
local_sign+flat,3,0.95,0.8,1.0,9,0.0
local_sign+flat,3,0.95,0.8,1.0,10,0.007713794708251953
local_sign+sample,3,0.95,0.8,1.0,1,3.0860660076141357
local_sign+sample,3,0.95,0.8,1.0,2,0.0030170679092407227
local_sign+sample,3,0.95,0.8,1.0,3,1.874741554260254
local_sign+sample,3,0.95,0.8,1.0,4,0.0
local_sign+sample,3,0.95,0.8,1.0,5,0.5390665531158447
local_sign+sample,3,0.95,0.8,1.0,6,0.0
local_sign+sample,3,0.95,0.8,1.0,7,0.012648284435272217
local_sign+sample,3,0.95,0.8,1.0,8,0.007785379886627197
local_sign+sample,3,0.95,0.8,1.0,9,0.0
local_sign+sample,3,0.95,0.8,1.0,10,0.003770172595977783
local_sign+binary,3,0.95,0.8,1.0,1,2.905273199081421
local_sign+binary,3,0.95,0.8,1.0,2,0.004627823829650879
local_sign+binary,3,0.95,0.8,1.0,3,0.41966962814331055
local_sign+binary,3,0.95,0.8,1.0,4,3.2186508178710938e-06
local_sign+binary,3,0.95,0.8,1.0,5,0.0009085536003112793
local_sign+binary,3,0.95,0.8,1.0,6,0.0
local_sign+binary,3,0.95,0.8,1.0,7,0.0009862184524536133
local_sign+binary,3,0.95,0.8,1.0,8,0.0015947818756103516
local_sign+binary,3,0.95,0.8,1.0,9,0.0
local_sign+binary,3,0.95,0.8,1.0,10,0.0
global_sign_pres,3,0.95,0.8,1.0,1,2.6199206709861755
global_sign_pres,3,0.95,0.8,1.0,2,0.014884889125823975
global_sign_pres,3,0.95,0.8,1.0,3,0.5082301497459412
global_sign_pres,3,0.95,0.8,1.0,4,5.370378494262695e-05
global_sign_pres,3,0.95,0.8,1.0,5,0.0
global_sign_pres,3,0.95,0.8,1.0,6,0.015100717544555664
global_sign_pres,3,0.95,0.8,1.0,7,0.0
global_sign_pres,3,0.95,0.8,1.0,8,0.017758607864379883
global_sign_pres,3,0.95,0.8,1.0,9,0.0
global_sign_pres,3,0.95,0.8,1.0,10,0.02403789758682251
binary+shuffle,3,0.95,0.8,1.0,1,2.332362115383148
binary+shuffle,3,0.95,0.8,1.0,2,0.0
binary+shuffle,3,0.95,0.8,1.0,3,1.9292701482772827
binary+shuffle,3,0.95,0.8,1.0,4,6.324052810668945e-05
binary+shuffle,3,0.95,0.8,1.0,5,1.0329067707061768
binary+shuffle,3,0.95,0.8,1.0,6,0.0
binary+shuffle,3,0.95,0.8,1.0,7,0.028070509433746338
binary+shuffle,3,0.95,0.8,1.0,8,0.0
binary+shuffle,3,0.95,0.8,1.0,9,0.0010344982147216797
binary+shuffle,3,0.95,0.8,1.0,10,0.0
real,4,0.95,0.8,1.0,1,2.651754856109619
real,4,0.95,0.8,1.0,2,0.0
real,4,0.95,0.8,1.0,3,2.009535491466522
real,4,0.95,0.8,1.0,4,0.0
real,4,0.95,0.8,1.0,5,0.35660219192504883
real,4,0.95,0.8,1.0,6,0.004260838031768799
real,4,0.95,0.8,1.0,7,0.0021883249282836914
real,4,0.95,0.8,1.0,8,0.0
real,4,0.95,0.8,1.0,9,0.006432592868804932
real,4,0.95,0.8,1.0,10,0.0
shuffle_weights,4,0.95,0.8,1.0,1,2.83739697933197
shuffle_weights,4,0.95,0.8,1.0,2,0.0
shuffle_weights,4,0.95,0.8,1.0,3,1.1204514503479004
shuffle_weights,4,0.95,0.8,1.0,4,2.562999725341797e-06
shuffle_weights,4,0.95,0.8,1.0,5,0.6112912893295288
shuffle_weights,4,0.95,0.8,1.0,6,0.0
shuffle_weights,4,0.95,0.8,1.0,7,0.00033420324325561523
shuffle_weights,4,0.95,0.8,1.0,8,0.00017631053924560547
shuffle_weights,4,0.95,0.8,1.0,9,0.0003802776336669922
shuffle_weights,4,0.95,0.8,1.0,10,0.0
cel_randN,4,0.95,0.8,1.0,1,7.292307019233704
cel_randN,4,0.95,0.8,1.0,2,0.0025145411491394043
cel_randN,4,0.95,0.8,1.0,3,3.0905702710151672
cel_randN,4,0.95,0.8,1.0,4,0.0
cel_randN,4,0.95,0.8,1.0,5,0.6961303353309631
cel_randN,4,0.95,0.8,1.0,6,0.0
cel_randN,4,0.95,0.8,1.0,7,0.06968528032302856
cel_randN,4,0.95,0.8,1.0,8,0.0
cel_randN,4,0.95,0.8,1.0,9,0.012415170669555664
cel_randN,4,0.95,0.8,1.0,10,0.0
er_randN,4,0.95,0.8,1.0,1,8.164959013462067
er_randN,4,0.95,0.8,1.0,2,0.0
er_randN,4,0.95,0.8,1.0,3,3.7233614921569824
er_randN,4,0.95,0.8,1.0,4,0.0
er_randN,4,0.95,0.8,1.0,5,1.0710387229919434
er_randN,4,0.95,0.8,1.0,6,0.0
er_randN,4,0.95,0.8,1.0,7,5.245208740234375e-06
er_randN,4,0.95,0.8,1.0,8,2.205371856689453e-06
er_randN,4,0.95,0.8,1.0,9,0.0
er_randN,4,0.95,0.8,1.0,10,4.589557647705078e-06
ws_p01_randN,4,0.95,0.8,1.0,1,8.41281008720398
ws_p01_randN,4,0.95,0.8,1.0,2,5.543231964111328e-06
ws_p01_randN,4,0.95,0.8,1.0,3,3.555996358394623
ws_p01_randN,4,0.95,0.8,1.0,4,0.0
ws_p01_randN,4,0.95,0.8,1.0,5,0.532067060470581
ws_p01_randN,4,0.95,0.8,1.0,6,0.0
ws_p01_randN,4,0.95,0.8,1.0,7,6.9141387939453125e-06
ws_p01_randN,4,0.95,0.8,1.0,8,0.0
ws_p01_randN,4,0.95,0.8,1.0,9,6.854534149169922e-06
ws_p01_randN,4,0.95,0.8,1.0,10,0.0
conn_shuf,4,0.95,0.8,1.0,1,2.6888803839683533
conn_shuf,4,0.95,0.8,1.0,2,0.000647127628326416
conn_shuf,4,0.95,0.8,1.0,3,1.6677380204200745
conn_shuf,4,0.95,0.8,1.0,4,0.0
conn_shuf,4,0.95,0.8,1.0,5,9.042024612426758e-05
conn_shuf,4,0.95,0.8,1.0,6,0.0
conn_shuf,4,0.95,0.8,1.0,7,0.00027239322662353516
conn_shuf,4,0.95,0.8,1.0,8,0.0005068778991699219
conn_shuf,4,0.95,0.8,1.0,9,0.0
conn_shuf,4,0.95,0.8,1.0,10,0.0
local_sign,4,0.95,0.8,1.0,1,2.3516436219215393
local_sign,4,0.95,0.8,1.0,2,0.005542159080505371
local_sign,4,0.95,0.8,1.0,3,0.19663655757904053
local_sign,4,0.95,0.8,1.0,4,0.0
local_sign,4,0.95,0.8,1.0,5,0.672488272190094
local_sign,4,0.95,0.8,1.0,6,0.0
local_sign,4,0.95,0.8,1.0,7,0.06927347183227539
local_sign,4,0.95,0.8,1.0,8,0.0
local_sign,4,0.95,0.8,1.0,9,0.050703585147857666
local_sign,4,0.95,0.8,1.0,10,0.0
conn_shuf_only,4,0.95,0.8,1.0,1,4.077310800552368
conn_shuf_only,4,0.95,0.8,1.0,2,0.002203524112701416
conn_shuf_only,4,0.95,0.8,1.0,3,2.122816801071167
conn_shuf_only,4,0.95,0.8,1.0,4,0.0
conn_shuf_only,4,0.95,0.8,1.0,5,0.492803156375885
conn_shuf_only,4,0.95,0.8,1.0,6,0.010238468647003174
conn_shuf_only,4,0.95,0.8,1.0,7,0.0
conn_shuf_only,4,0.95,0.8,1.0,8,7.355213165283203e-05
conn_shuf_only,4,0.95,0.8,1.0,9,0.0
conn_shuf_only,4,0.95,0.8,1.0,10,0.006687939167022705
cel_sample,4,0.95,0.8,1.0,1,3.559825122356415
cel_sample,4,0.95,0.8,1.0,2,0.00218355655670166
cel_sample,4,0.95,0.8,1.0,3,1.9082443118095398
cel_sample,4,0.95,0.8,1.0,4,2.5153160095214844e-05
cel_sample,4,0.95,0.8,1.0,5,0.9202379584312439
cel_sample,4,0.95,0.8,1.0,6,0.0
cel_sample,4,0.95,0.8,1.0,7,0.0
cel_sample,4,0.95,0.8,1.0,8,0.0031076669692993164
cel_sample,4,0.95,0.8,1.0,9,0.0
cel_sample,4,0.95,0.8,1.0,10,0.0034593939781188965
local_sign+flat,4,0.95,0.8,1.0,1,2.08372700214386
local_sign+flat,4,0.95,0.8,1.0,2,0.003560006618499756
local_sign+flat,4,0.95,0.8,1.0,3,0.7222437858581543
local_sign+flat,4,0.95,0.8,1.0,4,4.07099723815918e-05
local_sign+flat,4,0.95,0.8,1.0,5,0.0
local_sign+flat,4,0.95,0.8,1.0,6,0.008031964302062988
local_sign+flat,4,0.95,0.8,1.0,7,0.08233243227005005
local_sign+flat,4,0.95,0.8,1.0,8,0.0
local_sign+flat,4,0.95,0.8,1.0,9,0.025975584983825684
local_sign+flat,4,0.95,0.8,1.0,10,0.0
local_sign+sample,4,0.95,0.8,1.0,1,2.677482485771179
local_sign+sample,4,0.95,0.8,1.0,2,0.005996882915496826
local_sign+sample,4,0.95,0.8,1.0,3,1.6523871421813965
local_sign+sample,4,0.95,0.8,1.0,4,4.172325134277344e-07
local_sign+sample,4,0.95,0.8,1.0,5,0.5123590230941772
local_sign+sample,4,0.95,0.8,1.0,6,0.01026684045791626
local_sign+sample,4,0.95,0.8,1.0,7,0.0
local_sign+sample,4,0.95,0.8,1.0,8,0.0031831860542297363
local_sign+sample,4,0.95,0.8,1.0,9,0.0
local_sign+sample,4,0.95,0.8,1.0,10,0.007232666015625
local_sign+binary,4,0.95,0.8,1.0,1,2.4316660165786743
local_sign+binary,4,0.95,0.8,1.0,2,0.0034677982330322266
local_sign+binary,4,0.95,0.8,1.0,3,1.1716641783714294
local_sign+binary,4,0.95,0.8,1.0,4,1.1861324310302734e-05
local_sign+binary,4,0.95,0.8,1.0,5,0.4115610718727112
local_sign+binary,4,0.95,0.8,1.0,6,0.0
local_sign+binary,4,0.95,0.8,1.0,7,0.0017868876457214355
local_sign+binary,4,0.95,0.8,1.0,8,0.0035712122917175293
local_sign+binary,4,0.95,0.8,1.0,9,0.0
local_sign+binary,4,0.95,0.8,1.0,10,0.0
global_sign_pres,4,0.95,0.8,1.0,1,2.1588631868362427
global_sign_pres,4,0.95,0.8,1.0,2,0.05550593137741089
global_sign_pres,4,0.95,0.8,1.0,3,0.7062796354293823
global_sign_pres,4,0.95,0.8,1.0,4,0.0
global_sign_pres,4,0.95,0.8,1.0,5,0.0
global_sign_pres,4,0.95,0.8,1.0,6,0.0
global_sign_pres,4,0.95,0.8,1.0,7,0.06826084852218628
global_sign_pres,4,0.95,0.8,1.0,8,0.06718695163726807
global_sign_pres,4,0.95,0.8,1.0,9,0.0
global_sign_pres,4,0.95,0.8,1.0,10,0.0
binary+shuffle,4,0.95,0.8,1.0,1,2.4485100507736206
binary+shuffle,4,0.95,0.8,1.0,2,0.0
binary+shuffle,4,0.95,0.8,1.0,3,1.1584925055503845
binary+shuffle,4,0.95,0.8,1.0,4,0.0
binary+shuffle,4,0.95,0.8,1.0,5,0.00378572940826416
binary+shuffle,4,0.95,0.8,1.0,6,0.0
binary+shuffle,4,0.95,0.8,1.0,7,0.002322971820831299
binary+shuffle,4,0.95,0.8,1.0,8,0.0
binary+shuffle,4,0.95,0.8,1.0,9,0.002121865749359131
binary+shuffle,4,0.95,0.8,1.0,10,0.0
real,5,0.95,0.8,1.0,1,3.6715469360351562
real,5,0.95,0.8,1.0,2,0.0
real,5,0.95,0.8,1.0,3,1.039719045162201
real,5,0.95,0.8,1.0,4,0.0
real,5,0.95,0.8,1.0,5,0.14827865362167358
real,5,0.95,0.8,1.0,6,0.0
real,5,0.95,0.8,1.0,7,0.001673877239227295
real,5,0.95,0.8,1.0,8,0.0
real,5,0.95,0.8,1.0,9,0.004084944725036621
real,5,0.95,0.8,1.0,10,0.0
shuffle_weights,5,0.95,0.8,1.0,1,1.9818181991577148
shuffle_weights,5,0.95,0.8,1.0,2,0.0010769367218017578
shuffle_weights,5,0.95,0.8,1.0,3,1.0735517144203186
shuffle_weights,5,0.95,0.8,1.0,4,1.1861324310302734e-05
shuffle_weights,5,0.95,0.8,1.0,5,0.326820969581604
shuffle_weights,5,0.95,0.8,1.0,6,0.0010509490966796875
shuffle_weights,5,0.95,0.8,1.0,7,0.00018352270126342773
shuffle_weights,5,0.95,0.8,1.0,8,0.0021973252296447754
shuffle_weights,5,0.95,0.8,1.0,9,0.0
shuffle_weights,5,0.95,0.8,1.0,10,0.0
cel_randN,5,0.95,0.8,1.0,1,7.147921025753021
cel_randN,5,0.95,0.8,1.0,2,0.0011230707168579102
cel_randN,5,0.95,0.8,1.0,3,3.4762917160987854
cel_randN,5,0.95,0.8,1.0,4,0.0
cel_randN,5,0.95,0.8,1.0,5,1.2329434752464294
cel_randN,5,0.95,0.8,1.0,6,0.0
cel_randN,5,0.95,0.8,1.0,7,0.0006835460662841797
cel_randN,5,0.95,0.8,1.0,8,0.0019533634185791016
cel_randN,5,0.95,0.8,1.0,9,0.0
cel_randN,5,0.95,0.8,1.0,10,0.0
er_randN,5,0.95,0.8,1.0,1,8.243397116661072
er_randN,5,0.95,0.8,1.0,2,0.0
er_randN,5,0.95,0.8,1.0,3,3.7369755506515503
er_randN,5,0.95,0.8,1.0,4,0.0
er_randN,5,0.95,0.8,1.0,5,0.7038330435752869
er_randN,5,0.95,0.8,1.0,6,0.0
er_randN,5,0.95,0.8,1.0,7,1.9669532775878906e-06
er_randN,5,0.95,0.8,1.0,8,1.7762184143066406e-05
er_randN,5,0.95,0.8,1.0,9,0.0
er_randN,5,0.95,0.8,1.0,10,0.0
ws_p01_randN,5,0.95,0.8,1.0,1,7.905560374259949
ws_p01_randN,5,0.95,0.8,1.0,2,0.0
ws_p01_randN,5,0.95,0.8,1.0,3,3.6970462799072266
ws_p01_randN,5,0.95,0.8,1.0,4,1.7881393432617188e-07
ws_p01_randN,5,0.95,0.8,1.0,5,0.5605921149253845
ws_p01_randN,5,0.95,0.8,1.0,6,0.0
ws_p01_randN,5,0.95,0.8,1.0,7,9.238719940185547e-06
ws_p01_randN,5,0.95,0.8,1.0,8,0.0
ws_p01_randN,5,0.95,0.8,1.0,9,1.2218952178955078e-05
ws_p01_randN,5,0.95,0.8,1.0,10,0.0
conn_shuf,5,0.95,0.8,1.0,1,4.102882266044617
conn_shuf,5,0.95,0.8,1.0,2,0.003063380718231201
conn_shuf,5,0.95,0.8,1.0,3,1.6920560598373413
conn_shuf,5,0.95,0.8,1.0,4,0.0
conn_shuf,5,0.95,0.8,1.0,5,0.0
conn_shuf,5,0.95,0.8,1.0,6,0.0
conn_shuf,5,0.95,0.8,1.0,7,0.012728512287139893
conn_shuf,5,0.95,0.8,1.0,8,0.0035317540168762207
conn_shuf,5,0.95,0.8,1.0,9,0.0
conn_shuf,5,0.95,0.8,1.0,10,0.0
local_sign,5,0.95,0.8,1.0,1,4.078985393047333
local_sign,5,0.95,0.8,1.0,2,0.0003383159637451172
local_sign,5,0.95,0.8,1.0,3,1.0972464680671692
local_sign,5,0.95,0.8,1.0,4,1.8298625946044922e-05
local_sign,5,0.95,0.8,1.0,5,0.4465864896774292
local_sign,5,0.95,0.8,1.0,6,0.0
local_sign,5,0.95,0.8,1.0,7,0.0
local_sign,5,0.95,0.8,1.0,8,0.0042670369148254395
local_sign,5,0.95,0.8,1.0,9,0.0
local_sign,5,0.95,0.8,1.0,10,0.0010545849800109863
conn_shuf_only,5,0.95,0.8,1.0,1,3.7040351033210754
conn_shuf_only,5,0.95,0.8,1.0,2,0.009218990802764893
conn_shuf_only,5,0.95,0.8,1.0,3,1.4875175952911377
conn_shuf_only,5,0.95,0.8,1.0,4,0.0
conn_shuf_only,5,0.95,0.8,1.0,5,0.5817469358444214
conn_shuf_only,5,0.95,0.8,1.0,6,0.030022501945495605
conn_shuf_only,5,0.95,0.8,1.0,7,0.0013791918754577637
conn_shuf_only,5,0.95,0.8,1.0,8,0.0
conn_shuf_only,5,0.95,0.8,1.0,9,0.0022101998329162598
conn_shuf_only,5,0.95,0.8,1.0,10,0.0
cel_sample,5,0.95,0.8,1.0,1,3.336708962917328
cel_sample,5,0.95,0.8,1.0,2,0.0002646446228027344
cel_sample,5,0.95,0.8,1.0,3,1.3909894824028015
cel_sample,5,0.95,0.8,1.0,4,0.0
cel_sample,5,0.95,0.8,1.0,5,0.6524131894111633
cel_sample,5,0.95,0.8,1.0,6,0.0003706812858581543
cel_sample,5,0.95,0.8,1.0,7,0.000254213809967041
cel_sample,5,0.95,0.8,1.0,8,0.0
cel_sample,5,0.95,0.8,1.0,9,0.00022590160369873047
cel_sample,5,0.95,0.8,1.0,10,0.0
local_sign+flat,5,0.95,0.8,1.0,1,1.8122535943984985
local_sign+flat,5,0.95,0.8,1.0,2,0.0
local_sign+flat,5,0.95,0.8,1.0,3,1.1320908069610596
local_sign+flat,5,0.95,0.8,1.0,4,0.0
local_sign+flat,5,0.95,0.8,1.0,5,0.0
local_sign+flat,5,0.95,0.8,1.0,6,0.0002568364143371582
local_sign+flat,5,0.95,0.8,1.0,7,8.893013000488281e-05
local_sign+flat,5,0.95,0.8,1.0,8,0.0
local_sign+flat,5,0.95,0.8,1.0,9,0.0004661083221435547
local_sign+flat,5,0.95,0.8,1.0,10,0.0
local_sign+sample,5,0.95,0.8,1.0,1,2.9212558269500732
local_sign+sample,5,0.95,0.8,1.0,2,0.0
local_sign+sample,5,0.95,0.8,1.0,3,1.9601356387138367
local_sign+sample,5,0.95,0.8,1.0,4,0.0
local_sign+sample,5,0.95,0.8,1.0,5,0.0
local_sign+sample,5,0.95,0.8,1.0,6,0.004991412162780762
local_sign+sample,5,0.95,0.8,1.0,7,0.0
local_sign+sample,5,0.95,0.8,1.0,8,0.012435615062713623
local_sign+sample,5,0.95,0.8,1.0,9,0.0
local_sign+sample,5,0.95,0.8,1.0,10,0.018643319606781006
local_sign+binary,5,0.95,0.8,1.0,1,1.464081346988678
local_sign+binary,5,0.95,0.8,1.0,2,0.0
local_sign+binary,5,0.95,0.8,1.0,3,0.9317193031311035
local_sign+binary,5,0.95,0.8,1.0,4,5.7220458984375e-06
local_sign+binary,5,0.95,0.8,1.0,5,0.2681426405906677
local_sign+binary,5,0.95,0.8,1.0,6,0.0
local_sign+binary,5,0.95,0.8,1.0,7,0.1326143741607666
local_sign+binary,5,0.95,0.8,1.0,8,0.0
local_sign+binary,5,0.95,0.8,1.0,9,0.001117408275604248
local_sign+binary,5,0.95,0.8,1.0,10,0.007418513298034668
global_sign_pres,5,0.95,0.8,1.0,1,1.9081867337226868
global_sign_pres,5,0.95,0.8,1.0,2,0.0001373887062072754
global_sign_pres,5,0.95,0.8,1.0,3,0.9930909872055054
global_sign_pres,5,0.95,0.8,1.0,4,0.0
global_sign_pres,5,0.95,0.8,1.0,5,0.3177591562271118
global_sign_pres,5,0.95,0.8,1.0,6,0.00030606985092163086
global_sign_pres,5,0.95,0.8,1.0,7,0.00012373924255371094
global_sign_pres,5,0.95,0.8,1.0,8,0.00045925378799438477
global_sign_pres,5,0.95,0.8,1.0,9,0.00015878677368164062
global_sign_pres,5,0.95,0.8,1.0,10,0.0
binary+shuffle,5,0.95,0.8,1.0,1,2.8908055424690247
binary+shuffle,5,0.95,0.8,1.0,2,0.0003629922866821289
binary+shuffle,5,0.95,0.8,1.0,3,1.4909961223602295
binary+shuffle,5,0.95,0.8,1.0,4,1.531839370727539e-05
binary+shuffle,5,0.95,0.8,1.0,5,0.0005869865417480469
binary+shuffle,5,0.95,0.8,1.0,6,0.0
binary+shuffle,5,0.95,0.8,1.0,7,0.0003364682197570801
binary+shuffle,5,0.95,0.8,1.0,8,0.0008124113082885742
binary+shuffle,5,0.95,0.8,1.0,9,0.004344940185546875
binary+shuffle,5,0.95,0.8,1.0,10,0.0008066892623901367
real,6,0.95,0.8,1.0,1,3.399281859397888
real,6,0.95,0.8,1.0,2,0.00010907649993896484
real,6,0.95,0.8,1.0,3,1.480700969696045
real,6,0.95,0.8,1.0,4,0.0
real,6,0.95,0.8,1.0,5,0.08882290124893188
real,6,0.95,0.8,1.0,6,0.0
real,6,0.95,0.8,1.0,7,0.0
real,6,0.95,0.8,1.0,8,0.00043135881423950195
real,6,0.95,0.8,1.0,9,6.67572021484375e-05
real,6,0.95,0.8,1.0,10,0.0
shuffle_weights,6,0.95,0.8,1.0,1,3.731809973716736
shuffle_weights,6,0.95,0.8,1.0,2,0.00021219253540039062
shuffle_weights,6,0.95,0.8,1.0,3,1.9829325675964355
shuffle_weights,6,0.95,0.8,1.0,4,2.9087066650390625e-05
shuffle_weights,6,0.95,0.8,1.0,5,0.000583350658416748
shuffle_weights,6,0.95,0.8,1.0,6,0.0026192665100097656
shuffle_weights,6,0.95,0.8,1.0,7,0.0
shuffle_weights,6,0.95,0.8,1.0,8,0.0
shuffle_weights,6,0.95,0.8,1.0,9,0.0003146529197692871
shuffle_weights,6,0.95,0.8,1.0,10,0.0028879642486572266
cel_randN,6,0.95,0.8,1.0,1,5.558200299739838
cel_randN,6,0.95,0.8,1.0,2,0.005637407302856445
cel_randN,6,0.95,0.8,1.0,3,2.6864864230155945
cel_randN,6,0.95,0.8,1.0,4,0.0
cel_randN,6,0.95,0.8,1.0,5,0.0
cel_randN,6,0.95,0.8,1.0,6,0.014361441135406494
cel_randN,6,0.95,0.8,1.0,7,0.007295489311218262
cel_randN,6,0.95,0.8,1.0,8,0.0
cel_randN,6,0.95,0.8,1.0,9,0.019092321395874023
cel_randN,6,0.95,0.8,1.0,10,0.0
er_randN,6,0.95,0.8,1.0,1,8.383465111255646
er_randN,6,0.95,0.8,1.0,2,0.0
er_randN,6,0.95,0.8,1.0,3,3.925056755542755
er_randN,6,0.95,0.8,1.0,4,7.152557373046875e-07
er_randN,6,0.95,0.8,1.0,5,0.913037896156311
er_randN,6,0.95,0.8,1.0,6,1.1026859283447266e-05
er_randN,6,0.95,0.8,1.0,7,0.0
er_randN,6,0.95,0.8,1.0,8,7.331371307373047e-06
er_randN,6,0.95,0.8,1.0,9,0.0
er_randN,6,0.95,0.8,1.0,10,2.4020671844482422e-05
ws_p01_randN,6,0.95,0.8,1.0,1,8.74349844455719
ws_p01_randN,6,0.95,0.8,1.0,2,7.212162017822266e-06
ws_p01_randN,6,0.95,0.8,1.0,3,3.7016279101371765
ws_p01_randN,6,0.95,0.8,1.0,4,0.0
ws_p01_randN,6,0.95,0.8,1.0,5,0.6177348494529724
ws_p01_randN,6,0.95,0.8,1.0,6,1.3113021850585938e-06
ws_p01_randN,6,0.95,0.8,1.0,7,1.7285346984863281e-06
ws_p01_randN,6,0.95,0.8,1.0,8,0.0
ws_p01_randN,6,0.95,0.8,1.0,9,1.3530254364013672e-05
ws_p01_randN,6,0.95,0.8,1.0,10,0.0
conn_shuf,6,0.95,0.8,1.0,1,2.864412784576416
conn_shuf,6,0.95,0.8,1.0,2,0.0006228089332580566
conn_shuf,6,0.95,0.8,1.0,3,1.2312098741531372
conn_shuf,6,0.95,0.8,1.0,4,5.501508712768555e-05
conn_shuf,6,0.95,0.8,1.0,5,0.09958118200302124
conn_shuf,6,0.95,0.8,1.0,6,0.0015400052070617676
conn_shuf,6,0.95,0.8,1.0,7,0.06128668785095215
conn_shuf,6,0.95,0.8,1.0,8,0.001239478588104248
conn_shuf,6,0.95,0.8,1.0,9,0.0
conn_shuf,6,0.95,0.8,1.0,10,0.0
local_sign,6,0.95,0.8,1.0,1,3.302636206150055
local_sign,6,0.95,0.8,1.0,2,0.0
local_sign,6,0.95,0.8,1.0,3,1.5641812086105347
local_sign,6,0.95,0.8,1.0,4,0.0
local_sign,6,0.95,0.8,1.0,5,0.2693517208099365
local_sign,6,0.95,0.8,1.0,6,0.0007429718971252441
local_sign,6,0.95,0.8,1.0,7,0.0030478835105895996
local_sign,6,0.95,0.8,1.0,8,0.0
local_sign,6,0.95,0.8,1.0,9,0.00010859966278076172
local_sign,6,0.95,0.8,1.0,10,0.0
conn_shuf_only,6,0.95,0.8,1.0,1,1.9867472648620605
conn_shuf_only,6,0.95,0.8,1.0,2,0.0
conn_shuf_only,6,0.95,0.8,1.0,3,1.6469616293907166
conn_shuf_only,6,0.95,0.8,1.0,4,1.0728836059570312e-06
conn_shuf_only,6,0.95,0.8,1.0,5,0.02426779270172119
