config,model_a,model_b,tost_bound,tost_pval,tost_significant,n_model_a,n_model_b
baseline,real,shuffle_weights,0.20288907289505007,0.5203162420616502,0.0,48,48
baseline,real,cel_randN,0.20288907289505007,0.999999949689329,0.0,48,48
baseline,real,er_randN,0.20288907289505007,0.9999999996369395,0.0,48,48
baseline,real,ws_p01_randN,0.20288907289505007,0.9999999997861387,0.0,48,48
baseline,real,conn_shuf,0.20288907289505007,0.40248260943437664,0.0,48,48
baseline,real,local_sign,0.20288907289505007,0.8460872350457066,0.0,48,48
baseline,real,conn_shuf_only,0.20288907289505007,0.35897059120988184,0.0,48,48
baseline,real,cel_sample,0.20288907289505007,0.6236594057846765,0.0,48,48
baseline,real,local_sign+flat,0.20288907289505007,0.9215732592386123,0.0,48,48
baseline,real,local_sign+sample,0.20288907289505007,0.39097164157934455,0.0,48,48
baseline,real,local_sign+binary,0.20288907289505007,0.9673612279149696,0.0,48,48
baseline,real,global_sign_pres,0.20288907289505007,0.978514301353359,0.0,48,48
baseline,real,binary+shuffle,0.20288907289505007,0.9822731063043209,0.0,48,48
baseline,shuffle_weights,cel_randN,0.20288907289505007,0.999999973303768,0.0,48,48
baseline,shuffle_weights,er_randN,0.20288907289505007,0.9999999997944105,0.0,48,48
baseline,shuffle_weights,ws_p01_randN,0.20288907289505007,0.9999999998781168,0.0,48,48
baseline,shuffle_weights,conn_shuf,0.20288907289505007,0.6481927178935558,0.0,48,48
baseline,shuffle_weights,local_sign,0.20288907289505007,0.6094511945305487,0.0,48,48
baseline,shuffle_weights,conn_shuf_only,0.20288907289505007,0.5940648704310573,0.0,48,48
baseline,shuffle_weights,cel_sample,0.20288907289505007,0.38391094344644805,0.0,48,48
baseline,shuffle_weights,local_sign+flat,0.20288907289505007,0.7308569847431792,0.0,48,48
baseline,shuffle_weights,local_sign+sample,0.20288907289505007,0.6158847040526825,0.0,48,48
baseline,shuffle_weights,local_sign+binary,0.20288907289505007,0.823458315914132,0.0,48,48
baseline,shuffle_weights,global_sign_pres,0.20288907289505007,0.8738938796568547,0.0,48,48
baseline,shuffle_weights,binary+shuffle,0.20288907289505007,0.8747727715847584,0.0,48,48
baseline,cel_randN,er_randN,0.20288907289505007,0.8737583662210194,0.0,48,48
baseline,cel_randN,ws_p01_randN,0.20288907289505007,0.9097581008672371,0.0,48,48
baseline,cel_randN,conn_shuf,0.20288907289505007,0.999999864014575,0.0,48,48
baseline,cel_randN,local_sign,0.20288907289505007,0.9999999969366762,0.0,48,48
baseline,cel_randN,conn_shuf_only,0.20288907289505007,0.9999998528675674,0.0,48,48
baseline,cel_randN,cel_sample,0.20288907289505007,0.9999999844560123,0.0,48,48
baseline,cel_randN,local_sign+flat,0.20288907289505007,0.9999999985700271,0.0,48,48
baseline,cel_randN,local_sign+sample,0.20288907289505007,0.9999997982078547,0.0,48,48
baseline,cel_randN,local_sign+binary,0.20288907289505007,0.999999999403565,0.0,48,48
baseline,cel_randN,global_sign_pres,0.20288907289505007,0.9999999995407066,0.0,48,48
baseline,cel_randN,binary+shuffle,0.20288907289505007,0.9999999996232608,0.0,48,48
baseline,er_randN,ws_p01_randN,0.20288907289505007,0.5147187095183541,0.0,48,48
baseline,er_randN,conn_shuf,0.20288907289505007,0.9999999990449623,0.0,48,48
baseline,er_randN,local_sign,0.20288907289505007,0.9999999999735629,0.0,48,48
baseline,er_randN,conn_shuf_only,0.20288907289505007,0.9999999989459417,0.0,48,48
