config,model,washout,t_train,t_test,mean_score,std_score,cv_score,mean_capture_pct,std_capture_pct,n_runs
baseline,real,500,1500,500,4.159591620167096,1.4487298725811666,0.34828656389181045,100.0,0.0,48
baseline,shuffle_weights,500,1500,500,3.9391424084703126,1.8587757972820318,0.47187321618155215,100.0,0.0,48
baseline,cel_randN,500,1500,500,8.892123157779375,5.182241971494206,0.5827901705297979,100.0,0.0,48
baseline,er_randN,500,1500,500,10.409882009029388,5.868232195927599,0.5637174552831219,100.0,0.0,48
baseline,ws_p01_randN,500,1500,500,10.65813871473074,6.018447032854611,0.5646808691405417,100.0,0.0,48
baseline,conn_shuf,500,1500,500,4.281990135709445,1.6932572214371266,0.39543697387723803,100.0,0.0,48
baseline,local_sign,500,1500,500,3.637395277619362,1.5681435002375503,0.43111715404873024,100.0,0.0,48
baseline,conn_shuf_only,500,1500,500,4.235182615617911,1.92446021963684,0.45439840363437606,100.0,0.0,48
baseline,cel_sample,500,1500,500,3.8489986285567284,1.8330594234677247,0.47624319995018366,100.0,0.0,48
baseline,local_sign+flat,500,1500,500,3.5201229229569435,1.5164304038922898,0.4307890483035947,100.0,0.0,48
baseline,local_sign+sample,500,1500,500,4.261088008681933,2.0425691508821058,0.4793538989855143,100.0,0.0,48
baseline,local_sign+binary,500,1500,500,3.427735368410746,1.2966996388823135,0.37829630922865626,100.0,0.0,48
baseline,global_sign_pres,500,1500,500,3.3370648411413035,1.47909813192743,0.4432332610659031,100.0,0.0,48
baseline,binary+shuffle,500,1500,500,3.35609258338809,1.274572366040761,0.37977866652118303,100.0,0.0,48
washout_x0.25,real,125,1500,500,4.195587123433749,1.3574392836010103,0.3235397677763049,104.66216136972658,23.368291243404357,48
washout_x0.25,shuffle_weights,125,1500,500,4.066290215899547,1.8815738321620303,0.46272492425772116,106.10398437997826,28.28583492254358,48
washout_x0.25,cel_randN,125,1500,500,8.840174831449986,5.103693228723998,0.5773294449524906,101.1888554570166,21.483048023465916,48
washout_x0.25,er_randN,125,1500,500,10.402685105800629,5.885737061365539,0.565790178353433,100.37873692928308,7.420079750697017,48
washout_x0.25,ws_p01_randN,125,1500,500,10.667058624327183,5.996898595846566,0.562188585161621,100.33014293707411,11.026262236110329,48
washout_x0.25,conn_shuf,125,1500,500,4.188451297581196,1.841715414375683,0.4397127442879095,97.05271009000712,16.787668301643603,48
washout_x0.25,local_sign,125,1500,500,3.4695060985783734,1.601985080885348,0.46173289089814823,98.7848772874524,33.20059872908214,48
washout_x0.25,conn_shuf_only,125,1500,500,4.286788719395797,1.910885339646267,0.44576149297966744,106.50566966702426,33.067176675037956,48
washout_x0.25,cel_sample,125,1500,500,3.8005013776322207,1.9239736266113245,0.5062420547812021,102.18578397268494,37.43083630958889,48
washout_x0.25,local_sign+flat,125,1500,500,3.3763913263877234,1.6019120758288112,0.4744450275385104,102.91871051029746,47.54677698085999,48
washout_x0.25,local_sign+sample,125,1500,500,4.111772994200389,2.0780990443411596,0.5054021822878587,98.27111124842052,19.850615660219145,48
washout_x0.25,local_sign+binary,125,1500,500,3.3880691851178804,1.3474825569890168,0.3977140026856134,99.72286356152112,23.5973355429743,48
washout_x0.25,global_sign_pres,125,1500,500,3.2149546469251313,1.4947304057986786,0.4649304795724813,106.24385436255447,57.04219900871805,48
washout_x0.25,binary+shuffle,125,1500,500,3.1769015453755856,1.3781876572844074,0.43381503568801116,96.89100579435505,27.50901679958587,48
t_train_x0.25,real,500,375,500,3.887442616124948,1.272877678573668,0.32743317503744623,97.70884039813932,26.44169397411087,48
t_train_x0.25,shuffle_weights,500,375,500,4.185837261378765,1.862577498949972,0.4449713122235576,110.25816177409742,31.84601412855564,48
t_train_x0.25,cel_randN,500,375,500,7.29271873831749,4.869269787380446,0.6676892338924674,81.39521085478293,29.63716455526076,48
t_train_x0.25,er_randN,500,375,500,7.657811926056941,5.720670384966215,0.7470372007310222,70.53813763237535,25.48351437270807,48
t_train_x0.25,ws_p01_randN,500,375,500,7.749419373770555,5.860664485480245,0.7562714318077591,67.58725317680235,24.907800144858086,48
t_train_x0.25,conn_shuf,500,375,500,4.271637327969074,1.792747487033338,0.41968625831015705,99.99161747512282,25.165644562249728,48
t_train_x0.25,local_sign,500,375,500,3.655054415265719,1.5301229018890656,0.41863204429962697,106.62260272298114,36.559790659520594,48
t_train_x0.25,conn_shuf_only,500,375,500,4.04999643812577,1.9244064701377135,0.47516250928563225,97.77197884604927,26.884714427867355,48
t_train_x0.25,cel_sample,500,375,500,3.9228753857314587,1.7343885214485815,0.44212174767442625,109.10876242032123,45.21063341319925,48
t_train_x0.25,local_sign+flat,500,375,500,3.51664736866951,1.4302856660289502,0.40671853503755917,108.68269406240229,47.39568790126436,48
t_train_x0.25,local_sign+sample,500,375,500,4.109224484612544,2.2803489530772927,0.5549341394261417,94.41239423752074,38.764049450063524,48
t_train_x0.25,local_sign+binary,500,375,500,3.240917630493641,1.4056919570511557,0.43373270083295745,95.68930502866908,32.7240426086818,48
t_train_x0.25,global_sign_pres,500,375,500,3.250527799129486,1.5083687706294442,0.4640381082215005,101.05226559117769,42.065211557798385,48
t_train_x0.25,binary+shuffle,500,375,500,3.173989155640205,1.310561322302609,0.41290667927259,95.1332706683695,27.462825477676375,48
t_test_x0.25,real,500,1500,125,4.058553591370583,1.4469260490345943,0.35651273697878266,101.00633182655777,28.444424843046985,48
t_test_x0.25,shuffle_weights,500,1500,125,4.079590712984403,1.8297849742074985,0.44852170301881317,110.53847831428492,36.99257350576432,48
t_test_x0.25,cel_randN,500,1500,125,8.881822307904562,5.180471666206336,0.5832667538952978,100.43301483226276,18.526729265413312,48
t_test_x0.25,er_randN,500,1500,125,10.449612647294998,5.854139323533283,0.5602254859704004,102.09111112289327,12.402349462126814,48
t_test_x0.25,ws_p01_randN,500,1500,125,10.695562240978083,6.1389762362398255,0.5739741490839505,101.16758616971708,14.439041999362777,48
t_test_x0.25,conn_shuf,500,1500,125,4.164065379649401,1.8907423731023343,0.4540616442630226,96.90693388162958,23.141523962058262,48
t_test_x0.25,local_sign,500,1500,125,3.7110523084799447,1.6178514427758566,0.4359549012766495,114.91657179612515,94.84807743055785,48
t_test_x0.25,conn_shuf_only,500,1500,125,4.164562436441581,1.9418942275043243,0.46629009821343437,102.63478441426798,29.790782397516104,48
t_test_x0.25,cel_sample,500,1500,125,3.8922676853835583,1.8116303452400504,0.465443410288346,103.78951612743852,25.869956763015267,48
t_test_x0.25,local_sign+flat,500,1500,125,3.453545535604159,1.4685156968530526,0.4252197290330942,110.78510794073583,60.017792104783396,48
t_test_x0.25,local_sign+sample,500,1500,125,4.264594208449125,2.144702702765238,0.5029089751414325,102.69559006124132,32.51268476081392,48
t_test_x0.25,local_sign+binary,500,1500,125,3.381610229611397,1.3387228247766767,0.3958832431526321,100.3806332957293,22.034743983004372,48
t_test_x0.25,global_sign_pres,500,1500,125,3.432551031311353,1.4031349776217477,0.4087732315768956,111.7243503555133,42.42585795624497,48
t_test_x0.25,binary+shuffle,500,1500,125,3.1690796377758184,1.300166764322736,0.4102663589846681,96.10012757684918,24.379489933657283,48
washout_x0.75,real,375,1500,500,3.953378642598788,1.4151655294455747,0.3579635692358836,97.48054655214862,22.95519240754643,48
washout_x0.75,shuffle_weights,375,1500,500,4.1569103101889295,1.8708247355943357,0.4500517442026089,110.34486025677928,28.425294454603762,48
washout_x0.75,cel_randN,375,1500,500,8.713812852899233,5.297184523386149,0.6079066205356575,98.04100338971868,25.918104496209804,48
washout_x0.75,er_randN,375,1500,500,10.30981053163608,5.9330120652495575,0.5754724635378957,98.0943149372756,11.538223171157933,48
washout_x0.75,ws_p01_randN,375,1500,500,10.556681245565414,6.0771843135202905,0.5756718586225341,97.94846952931071,6.857897231375171,48
washout_x0.75,conn_shuf,375,1500,500,4.188073646277189,1.8451207531863543,0.4405654983709506,96.90901217850195,22.165788506135748,48
washout_x0.75,local_sign,375,1500,500,3.546675762782494,1.7136740189576243,0.4831775255410395,104.57740947845177,59.25811821806954,48
washout_x0.75,conn_shuf_only,375,1500,500,4.304998971521854,1.8830545680274986,0.4374111539826507,106.71333552697153,29.492901963971253,48
washout_x0.75,cel_sample,375,1500,500,3.8751823926965394,1.8106896634700347,0.46725275870436367,108.01924022890928,49.48937695112678,48
washout_x0.75,local_sign+flat,375,1500,500,3.4467060019572577,1.3816329759622268,0.4008560565298137,116.0656387363627,83.65697131764082,48
washout_x0.75,local_sign+sample,375,1500,500,4.2129767288764315,2.060702965899678,0.48913229256057433,101.35976126968369,26.927741130441635,48
washout_x0.75,local_sign+binary,375,1500,500,3.170508712530136,1.5492075303917319,0.488630586085168,91.02810863765274,28.424952722942766,48
washout_x0.75,global_sign_pres,375,1500,500,3.4352443541089692,1.4737775749278337,0.4290168101622864,111.28778622469542,45.99803574965936,48
washout_x0.75,binary+shuffle,375,1500,500,3.3165321288009486,1.3753380939986732,0.41469162383658553,99.15658488722552,21.20113846222498,48
t_train_x0.75,real,500,1125,500,4.1064731776714325,1.3980793180667408,0.3404574333198297,101.19548748023374,20.95472046868174,48
t_train_x0.75,shuffle_weights,500,1125,500,4.133509437243144,1.8196955000579622,0.4402301549531754,109.36031262659912,29.872658267171516,48
t_train_x0.75,cel_randN,500,1125,500,8.760855581611395,4.996974368953209,0.5703751559883732,101.17385026485977,27.555197244782406,48
t_train_x0.75,er_randN,500,1125,500,9.962959180275599,5.931161077534604,0.5953212263758902,95.04533276683317,9.010620350859776,48
t_train_x0.75,ws_p01_randN,500,1125,500,10.33669118831555,5.981531380605559,0.5786698346340265,96.64125630159708,7.860908341659126,48
t_train_x0.75,conn_shuf,500,1125,500,4.186385417977969,1.8471429664992982,0.4412262087878835,97.68575879047096,22.686840536031045,48
t_train_x0.75,local_sign,500,1125,500,3.5313434613247714,1.5413754595745834,0.43648415297342436,102.68726178608169,43.39195545786876,48
t_train_x0.75,conn_shuf_only,500,1125,500,4.15247921893994,1.8923813962564369,0.4557232671087348,102.09896958497923,32.29309911007755,48
t_train_x0.75,cel_sample,500,1125,500,4.051518579324086,1.7838337409677005,0.44028768621994,111.54760086368158,38.52160872982586,48
t_train_x0.75,local_sign+flat,500,1125,500,3.4824295341968536,1.3876705560127136,0.39847771286856765,113.35153254871496,68.22350968667487,48
t_train_x0.75,local_sign+sample,500,1125,500,4.322249573965867,2.1273525894456684,0.49218643047808147,102.01491575677301,26.094674858883728,48
t_train_x0.75,local_sign+binary,500,1125,500,3.489783744017283,1.3790304856074578,0.39516216097103474,102.4551003543125,21.894367138115967,48
t_train_x0.75,global_sign_pres,500,1125,500,3.322998646646738,1.5082107878848217,0.4538704189382587,102.8554681029314,27.25564494616179,48
t_train_x0.75,binary+shuffle,500,1125,500,3.326706019540628,1.3051141933325596,0.3923142549015431,102.34534956451773,27.010319891314907,48
t_test_x0.75,real,500,1500,375,3.9822651793559394,1.5299503331587003,0.3841909727885431,97.83488509792566,26.63113069698718,48
t_test_x0.75,shuffle_weights,500,1500,375,4.00745436300834,1.9108027951465512,0.4768121161365237,104.3893922987234,31.993527131927614,48
t_test_x0.75,cel_randN,500,1500,375,8.777935137351355,5.211304170761564,0.5936822372481119,101.30804205255492,29.47132754981952,48
t_test_x0.75,er_randN,500,1500,375,10.432585751016935,5.805024274296717,0.5564319731310008,101.62713711127519,9.16947006769856,48
t_test_x0.75,ws_p01_randN,500,1500,375,10.545472264289856,6.102266758434968,0.5786622548047545,98.11036972133809,8.398578473141207,48
t_test_x0.75,conn_shuf,500,1500,375,4.179257106035948,1.7999545111985413,0.43068767140431086,98.79031214519387,24.50363712802257,48
t_test_x0.75,local_sign,500,1500,375,3.6016965520878634,1.601060587179312,0.4445295610067969,105.70464942063215,53.30640803023874,48
t_test_x0.75,conn_shuf_only,500,1500,375,4.163307922581832,1.9406889145581403,0.46614109516901703,104.52390458654129,36.85275564004259,48
t_test_x0.75,cel_sample,500,1500,375,4.022016286849976,1.61460862238216,0.4014425868092926,115.24294317430882,44.33439288960664,48
t_test_x0.75,local_sign+flat,500,1500,375,3.400738631685575,1.4850022708461292,0.43667050946226005,103.4183397070422,41.29973405826167,48
t_test_x0.75,local_sign+sample,500,1500,375,4.175402236481507,2.116033738076683,0.5067856024955825,99.32615486135809,30.038184196239914,48
t_test_x0.75,local_sign+binary,500,1500,375,3.475875395039717,1.3508828112022289,0.3886453505007745,103.69440867400999,28.723926678243057,48
t_test_x0.75,global_sign_pres,500,1500,375,3.3482908134659133,1.3137617422718513,0.3923678722852446,108.5689553073128,34.45022567363592,48
t_test_x0.75,binary+shuffle,500,1500,375,3.2563810447851815,1.3508776808189582,0.4148401744882634,98.25105040017525,20.22009147043455,48
washout_x1.25,real,625,1500,500,4.0862564742565155,1.3895462090596051,0.34005359619832226,102.6382471970644,29.894448702601895,48
