mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,wt_mag_cv,seed,src
weight_test_cel_to_shuffled_cel0.0,52,0.6,0.6,0.1,3.0268757343292236,3.134783414123703,1.6144180297851562,1.6416497230529785,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.6,0.6,0.5,3.734387159347534,5.567362680583525,1.7543699741363525,2.0584847927093506,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.6,0.6,1.0,4.104139804840088,7.2741650190260145,2.002324104309082,2.6973135471343994,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.6,0.6,1.5,4.1974687576293945,7.619614199274643,2.203261375427246,3.1122050285339355,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.6,0.8,0.1,3.4809935092926025,3.612692412045533,1.7769396305084229,1.807827115058899,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.6,0.8,0.5,4.3225836753845215,6.506183685789438,1.9373096227645874,2.2693629264831543,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.6,0.8,1.0,4.610831260681152,8.096467930766494,2.2128102779388428,2.9557693004608154,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.6,0.8,1.5,4.699583530426025,8.371905395707927,2.431757926940918,3.405116081237793,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.6,1.0,0.1,4.247321128845215,4.425681564449178,2.0270333290100098,2.059973955154419,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.6,1.0,0.5,5.038074493408203,7.702535238654264,2.2138102054595947,2.579857587814331,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.6,1.0,1.0,5.329899311065674,9.344638798919169,2.5203354358673096,3.329401969909668,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.6,1.0,1.5,5.439335346221924,9.730304376237328,2.7570269107818604,3.8248813152313232,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.8,0.6,0.1,3.650496006011963,3.764399298493821,1.8448290824890137,1.8781366348266602,0.0012374025536701083,0.5628095865249634,0.8963917027065043,1.1959292888641357,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.8,0.6,0.5,4.600398540496826,6.914539877387028,2.0234146118164062,2.432384490966797,0.0012374025536701083,0.5628095865249634,0.8963917027065043,1.1959292888641357,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.8,0.6,1.0,4.951791286468506,8.395919726060924,2.3925466537475586,3.2927253246307373,0.0012374025536701083,0.5628095865249634,0.8963917027065043,1.1959292888641357,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.8,0.6,1.5,5.067439556121826,8.862510187581279,2.676569938659668,3.8014988899230957,0.0012374025536701083,0.5628095865249634,0.8963917027065043,1.1959292888641357,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.8,0.8,0.1,4.280459880828857,4.417895812946938,2.0850095748901367,2.124828338623047,0.0012374025536701083,0.5628095865249634,0.8963917027065043,1.1959292888641357,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.8,0.8,0.5,5.208130836486816,7.888418334832295,2.2957568168640137,2.748255729675293,0.0012374025536701083,0.5628095865249634,0.8963917027065043,1.1959292888641357,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.8,0.8,1.0,5.64329719543457,9.623608775498383,2.700531482696533,3.6692442893981934,0.0012374025536701083,0.5628095865249634,0.8963917027065043,1.1959292888641357,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.8,0.8,1.5,5.750168323516846,9.967415462089889,3.0043532848358154,4.220706462860107,0.0012374025536701083,0.5628095865249634,0.8963917027065043,1.1959292888641357,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.8,1.0,0.1,5.3343048095703125,5.553705206435552,2.4794528484344482,2.523531675338745,0.0012374025536701083,0.5628095865249634,0.8963917027065043,1.1959292888641357,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.8,1.0,0.5,6.142340183258057,9.330544114257723,2.7307653427124023,3.2328598499298096,0.0012374025536701083,0.5628095865249634,0.8963917027065043,1.1959292888641357,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.8,1.0,1.0,6.424916744232178,10.908722585143693,3.1691200733184814,4.226675510406494,0.0012374025536701083,0.5628095865249634,0.8963917027065043,1.1959292888641357,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.8,1.0,1.5,6.440117835998535,11.174136505543402,3.4874720573425293,4.835114479064941,0.0012374025536701083,0.5628095865249634,0.8963917027065043,1.1959292888641357,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.95,0.6,0.1,4.557389259338379,4.672780496018952,2.075382947921753,2.116424322128296,0.0014694154961034656,0.5628095865249634,0.8920824145035202,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.95,0.6,0.5,5.255391597747803,7.492412926131067,2.3102238178253174,2.886467933654785,0.0014694154961034656,0.5628095865249634,0.8920824145035202,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.95,0.6,1.0,5.552351474761963,9.286224564484415,2.884411096572876,4.0006422996521,0.0014694154961034656,0.5628095865249634,0.8920824145035202,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
weight_test_cel_to_shuffled_cel0.0,52,0.95,0.6,1.5,5.608140468597412,9.691002997662508,3.2593626976013184,4.55626916885376,0.0014694154961034656,0.5628095865249634,0.8920824145035202,1.1959291696548462,5212346,cel_to_shuffled_cel_chunk_4
