EI_bal,frac_replace,seed_id,rho_target,leak,input_scale,MC,IPC,KR,GR
8,1,0,0.8,0.2,0.5,5.391363620758057,7.12283456325531,3.0402495861053467,3.84055495262146
8,1,0,0.8,0.2,1.0,3.7262282371520996,6.8540486097335815,3.2403204441070557,4.733165740966797
8,1,0,0.8,0.2,2.0,3.381944179534912,4.974484920501709,3.6527438163757324,6.385797023773193
8,1,0,0.8,0.5,0.5,5.631291389465332,7.613010585308075,5.20086669921875,7.234217166900635
8,1,0,0.8,0.5,1.0,5.979310035705566,8.060342371463776,5.467316627502441,8.123229026794434
8,1,0,0.8,0.5,2.0,4.008349895477295,5.951806843280792,6.27911901473999,11.440564155578613
8,1,0,0.8,0.8,0.5,7.550596714019775,11.204932987689972,5.319005966186523,8.203354835510254
8,1,0,0.8,0.8,1.0,5.3619303703308105,8.044899821281433,5.405618190765381,9.019145965576172
8,1,0,0.8,0.8,2.0,3.865206480026245,5.834829330444336,7.846094608306885,14.874788284301758
8,1,0,1.0,0.2,0.5,5.431118011474609,6.854985356330872,5.606833457946777,7.832365036010742
8,1,0,1.0,0.2,1.0,5.689782619476318,7.752435326576233,4.590415000915527,6.935705184936523
8,1,0,1.0,0.2,2.0,3.9621379375457764,5.616607844829559,4.560754299163818,7.553981304168701
8,1,0,1.0,0.5,0.5,7.796337604522705,10.105385720729828,5.632847309112549,7.733367919921875
8,1,0,1.0,0.5,1.0,5.46354341506958,7.041916787624359,8.827478408813477,14.84987735748291
8,1,0,1.0,0.5,2.0,4.369973659515381,5.545399308204651,8.374089241027832,15.62584400177002
8,1,0,1.0,0.8,0.5,6.936428070068359,9.207825005054474,6.142817974090576,9.11823558807373
8,1,0,1.0,0.8,1.0,6.061506748199463,8.024479866027832,9.195958137512207,15.98022174835205
8,1,0,1.0,0.8,2.0,4.4722089767456055,5.935513973236084,11.095500946044922,21.305021286010742
8,1,0,1.2,0.2,0.5,3.7705612182617188,8.672130525112152,7.385383605957031,10.13759994506836
8,1,0,1.2,0.2,1.0,4.737294673919678,7.087787389755249,6.689780235290527,10.307707786560059
8,1,0,1.2,0.2,2.0,2.5495548248291016,4.564799249172211,7.172962665557861,13.776517868041992
8,1,0,1.2,0.5,0.5,5.852146148681641,6.2909809947013855,7.828588485717773,11.158738136291504
8,1,0,1.2,0.5,1.0,4.548229694366455,6.026218593120575,8.93207836151123,14.723605155944824
8,1,0,1.2,0.5,2.0,4.46596622467041,5.745275914669037,12.540053367614746,22.230392456054688
8,1,0,1.2,0.8,0.5,7.208241939544678,7.414077281951904,14.217506408691406,20.739341735839844
8,1,0,1.2,0.8,1.0,6.24244499206543,8.240679562091827,12.896120071411133,20.95701789855957
8,1,0,1.2,0.8,2.0,4.196451187133789,6.166713118553162,13.293863296508789,24.632789611816406
8,1,1,0.8,0.2,0.5,5.776073455810547,7.788826107978821,3.9327244758605957,5.107285976409912
8,1,1,0.8,0.2,1.0,5.701860427856445,6.747484385967255,4.288520336151123,6.269715785980225
8,1,1,0.8,0.2,2.0,3.617816686630249,4.611416816711426,3.5771684646606445,6.114901065826416
8,1,1,0.8,0.5,0.5,8.72433090209961,10.454315960407257,6.270209312438965,8.444735527038574
8,1,1,0.8,0.5,1.0,5.492851734161377,8.217546224594116,6.095094680786133,10.45483684539795
8,1,1,0.8,0.5,2.0,4.149507999420166,5.858493506908417,5.0612874031066895,9.42424488067627
8,1,1,0.8,0.8,0.5,7.110252380371094,9.978140890598297,5.058407306671143,7.039568901062012
8,1,1,0.8,0.8,1.0,5.040811538696289,7.269530355930328,7.0323004722595215,12.639726638793945
8,1,1,0.8,0.8,2.0,4.190826416015625,6.573004066944122,8.926904678344727,17.39508819580078
8,1,1,1.0,0.2,0.5,5.912045955657959,7.245387673377991,6.264256954193115,8.66898250579834
8,1,1,1.0,0.2,1.0,4.930703639984131,7.157953143119812,5.907660007476807,8.529118537902832
8,1,1,1.0,0.2,2.0,4.082583427429199,6.122662007808685,4.571756362915039,7.93671989440918
8,1,1,1.0,0.5,0.5,7.060534954071045,8.161204099655151,8.205438613891602,11.005735397338867
8,1,1,1.0,0.5,1.0,5.520070552825928,7.452674865722656,4.826282501220703,8.206756591796875
8,1,1,1.0,0.5,2.0,3.617910861968994,5.277046620845795,7.499969959259033,14.192487716674805
8,1,1,1.0,0.8,0.5,8.143428802490234,11.361082017421722,7.602279186248779,10.873839378356934
8,1,1,1.0,0.8,1.0,6.147414684295654,8.178759098052979,9.35579776763916,15.605999946594238
8,1,1,1.0,0.8,2.0,3.7452001571655273,5.24126535654068,9.347227096557617,18.187389373779297
8,1,1,1.2,0.2,0.5,4.135909080505371,5.572071969509125,6.54694938659668,9.795056343078613
8,1,1,1.2,0.2,1.0,3.7634427547454834,5.228360712528229,5.9709296226501465,11.304612159729004
8,1,1,1.2,0.2,2.0,3.4147982597351074,4.956311225891113,7.191620826721191,12.482019424438477
8,1,1,1.2,0.5,0.5,5.954403400421143,6.694995284080505,10.199092864990234,14.179388999938965
8,1,1,1.2,0.5,1.0,4.8718156814575195,6.587056636810303,7.405782699584961,11.992109298706055
8,1,1,1.2,0.5,2.0,4.18076753616333,5.547229588031769,10.623017311096191,19.188034057617188
8,1,1,1.2,0.8,0.5,7.203268527984619,7.571383535861969,10.934500694274902,17.617103576660156
8,1,1,1.2,0.8,1.0,6.4456634521484375,7.445027947425842,14.199162483215332,23.182403564453125
8,1,1,1.2,0.8,2.0,4.811295032501221,5.937427997589111,13.938097953796387,25.413076400756836
8,1,2,0.8,0.2,0.5,6.095006465911865,8.266393542289734,4.576217174530029,5.626503944396973
8,1,2,0.8,0.2,1.0,4.463140964508057,7.156798422336578,3.510932445526123,5.278603553771973
