config,model,seed,rho_target,leak,input_scale,washout,t_train,t_test,score,capture_pct_vs_baseline
baseline,real,2,0.6,0.6,0.1,500,1500,500,3.8411221504211426,100.0
baseline,shuffle_weights,2,0.6,0.6,0.1,500,1500,500,4.436431407928467,100.0
baseline,cel_randN,2,0.6,0.6,0.1,500,1500,500,7.924666881561279,100.0
baseline,er_randN,2,0.6,0.6,0.1,500,1500,500,8.554040908813477,100.0
baseline,ws_p01_randN,2,0.6,0.6,0.1,500,1500,500,8.396739959716797,100.0
baseline,conn_shuf,2,0.6,0.6,0.1,500,1500,500,4.441061973571777,100.0
baseline,local_sign,2,0.6,0.6,0.1,500,1500,500,3.7418885231018066,100.0
baseline,conn_shuf_only,2,0.6,0.6,0.1,500,1500,500,4.9746809005737305,100.0
baseline,cel_sample,2,0.6,0.6,0.1,500,1500,500,5.04990291595459,100.0
baseline,local_sign+flat,2,0.6,0.6,0.1,500,1500,500,4.209458827972412,100.0
baseline,local_sign+sample,2,0.6,0.6,0.1,500,1500,500,4.562777996063232,100.0
baseline,local_sign+binary,2,0.6,0.6,0.1,500,1500,500,4.282596111297607,100.0
baseline,global_sign_pres,2,0.6,0.6,0.1,500,1500,500,3.4968137741088867,100.0
baseline,binary+shuffle,2,0.6,0.6,0.1,500,1500,500,3.6281991004943848,100.0
baseline,real,2,0.6,0.6,0.5,500,1500,500,3.6008687019348145,100.0
baseline,shuffle_weights,2,0.6,0.6,0.5,500,1500,500,2.5149340629577637,100.0
baseline,cel_randN,2,0.6,0.6,0.5,500,1500,500,4.489981174468994,100.0
baseline,er_randN,2,0.6,0.6,0.5,500,1500,500,5.970236778259277,100.0
baseline,ws_p01_randN,2,0.6,0.6,0.5,500,1500,500,4.90426778793335,100.0
baseline,conn_shuf,2,0.6,0.6,0.5,500,1500,500,2.2685470581054688,100.0
baseline,local_sign,2,0.6,0.6,0.5,500,1500,500,3.5590686798095703,100.0
baseline,conn_shuf_only,2,0.6,0.6,0.5,500,1500,500,3.076474189758301,100.0
baseline,cel_sample,2,0.6,0.6,0.5,500,1500,500,4.034035682678223,100.0
baseline,local_sign+flat,2,0.6,0.6,0.5,500,1500,500,4.415170669555664,100.0
baseline,local_sign+sample,2,0.6,0.6,0.5,500,1500,500,4.003607273101807,100.0
baseline,local_sign+binary,2,0.6,0.6,0.5,500,1500,500,2.5282363891601562,100.0
baseline,global_sign_pres,2,0.6,0.6,0.5,500,1500,500,2.7554714679718018,100.0
baseline,binary+shuffle,2,0.6,0.6,0.5,500,1500,500,3.5974338054656982,100.0
baseline,real,2,0.6,0.6,1.0,500,1500,500,2.098187208175659,100.0
baseline,shuffle_weights,2,0.6,0.6,1.0,500,1500,500,2.397494316101074,100.0
baseline,cel_randN,2,0.6,0.6,1.0,500,1500,500,2.1584792137145996,100.0
baseline,er_randN,2,0.6,0.6,1.0,500,1500,500,1.0998585224151611,100.0
baseline,ws_p01_randN,2,0.6,0.6,1.0,500,1500,500,2.121844530105591,100.0
baseline,conn_shuf,2,0.6,0.6,1.0,500,1500,500,2.186753273010254,100.0
baseline,local_sign,2,0.6,0.6,1.0,500,1500,500,2.2150673866271973,100.0
baseline,conn_shuf_only,2,0.6,0.6,1.0,500,1500,500,1.7526695728302002,100.0
baseline,cel_sample,2,0.6,0.6,1.0,500,1500,500,2.4259374141693115,100.0
baseline,local_sign+flat,2,0.6,0.6,1.0,500,1500,500,2.390005588531494,100.0
baseline,local_sign+sample,2,0.6,0.6,1.0,500,1500,500,2.1350879669189453,100.0
baseline,local_sign+binary,2,0.6,0.6,1.0,500,1500,500,2.0756514072418213,100.0
baseline,global_sign_pres,2,0.6,0.6,1.0,500,1500,500,2.2433371543884277,100.0
baseline,binary+shuffle,2,0.6,0.6,1.0,500,1500,500,2.029109477996826,100.0
baseline,real,2,0.6,0.6,1.5,500,1500,500,2.065713405609131,100.0
baseline,shuffle_weights,2,0.6,0.6,1.5,500,1500,500,1.1747844219207764,100.0
baseline,cel_randN,2,0.6,0.6,1.5,500,1500,500,0.8806106448173523,100.0
baseline,er_randN,2,0.6,0.6,1.5,500,1500,500,2.0278658866882324,100.0
baseline,ws_p01_randN,2,0.6,0.6,1.5,500,1500,500,1.5464160442352295,100.0
baseline,conn_shuf,2,0.6,0.6,1.5,500,1500,500,2.0916788578033447,100.0
baseline,local_sign,2,0.6,0.6,1.5,500,1500,500,1.4760578870773315,100.0
baseline,conn_shuf_only,2,0.6,0.6,1.5,500,1500,500,2.295285224914551,100.0
baseline,cel_sample,2,0.6,0.6,1.5,500,1500,500,1.7272758483886719,100.0
baseline,local_sign+flat,2,0.6,0.6,1.5,500,1500,500,1.2362507581710815,100.0
baseline,local_sign+sample,2,0.6,0.6,1.5,500,1500,500,0.7918383479118347,100.0
baseline,local_sign+binary,2,0.6,0.6,1.5,500,1500,500,2.161327600479126,100.0
baseline,global_sign_pres,2,0.6,0.6,1.5,500,1500,500,1.6195931434631348,100.0
baseline,binary+shuffle,2,0.6,0.6,1.5,500,1500,500,1.868844985961914,100.0
baseline,real,2,0.6,0.8,0.1,500,1500,500,4.5248918533325195,100.0
baseline,shuffle_weights,2,0.6,0.8,0.1,500,1500,500,4.956874370574951,100.0
baseline,cel_randN,2,0.6,0.8,0.1,500,1500,500,9.233688354492188,100.0
baseline,er_randN,2,0.6,0.8,0.1,500,1500,500,11.044981002807617,100.0
baseline,ws_p01_randN,2,0.6,0.8,0.1,500,1500,500,10.666851043701172,100.0
baseline,conn_shuf,2,0.6,0.8,0.1,500,1500,500,5.168867588043213,100.0
baseline,local_sign,2,0.6,0.8,0.1,500,1500,500,4.912555694580078,100.0
baseline,conn_shuf_only,2,0.6,0.8,0.1,500,1500,500,5.692504405975342,100.0
baseline,cel_sample,2,0.6,0.8,0.1,500,1500,500,5.962461948394775,100.0
baseline,local_sign+flat,2,0.6,0.8,0.1,500,1500,500,4.914656639099121,100.0
baseline,local_sign+sample,2,0.6,0.8,0.1,500,1500,500,5.771247863769531,100.0
baseline,local_sign+binary,2,0.6,0.8,0.1,500,1500,500,4.524343967437744,100.0
baseline,global_sign_pres,2,0.6,0.8,0.1,500,1500,500,4.451714038848877,100.0
baseline,binary+shuffle,2,0.6,0.8,0.1,500,1500,500,4.657659530639648,100.0
baseline,real,2,0.6,0.8,0.5,500,1500,500,2.696843385696411,100.0
baseline,shuffle_weights,2,0.6,0.8,0.5,500,1500,500,2.863060235977173,100.0
baseline,cel_randN,2,0.6,0.8,0.5,500,1500,500,6.241982936859131,100.0
baseline,er_randN,2,0.6,0.8,0.5,500,1500,500,6.104999542236328,100.0
baseline,ws_p01_randN,2,0.6,0.8,0.5,500,1500,500,6.613484859466553,100.0
baseline,conn_shuf,2,0.6,0.8,0.5,500,1500,500,4.488171100616455,100.0
baseline,local_sign,2,0.6,0.8,0.5,500,1500,500,2.8729567527770996,100.0
baseline,conn_shuf_only,2,0.6,0.8,0.5,500,1500,500,3.9020304679870605,100.0
baseline,cel_sample,2,0.6,0.8,0.5,500,1500,500,3.7204699516296387,100.0
baseline,local_sign+flat,2,0.6,0.8,0.5,500,1500,500,3.283334970474243,100.0
baseline,local_sign+sample,2,0.6,0.8,0.5,500,1500,500,4.049123764038086,100.0
baseline,local_sign+binary,2,0.6,0.8,0.5,500,1500,500,2.7936530113220215,100.0
baseline,global_sign_pres,2,0.6,0.8,0.5,500,1500,500,3.947645664215088,100.0
baseline,binary+shuffle,2,0.6,0.8,0.5,500,1500,500,3.7552578449249268,100.0
baseline,real,2,0.6,0.8,1.0,500,1500,500,2.362903594970703,100.0
baseline,shuffle_weights,2,0.6,0.8,1.0,500,1500,500,1.8525160551071167,100.0
baseline,cel_randN,2,0.6,0.8,1.0,500,1500,500,2.2794432640075684,100.0
baseline,er_randN,2,0.6,0.8,1.0,500,1500,500,3.5572845935821533,100.0
baseline,ws_p01_randN,2,0.6,0.8,1.0,500,1500,500,4.712093353271484,100.0
baseline,conn_shuf,2,0.6,0.8,1.0,500,1500,500,2.5160791873931885,100.0
baseline,local_sign,2,0.6,0.8,1.0,500,1500,500,1.7949262857437134,100.0
baseline,conn_shuf_only,2,0.6,0.8,1.0,500,1500,500,1.9680622816085815,100.0
baseline,cel_sample,2,0.6,0.8,1.0,500,1500,500,2.9605023860931396,100.0
baseline,local_sign+flat,2,0.6,0.8,1.0,500,1500,500,2.5585436820983887,100.0
baseline,local_sign+sample,2,0.6,0.8,1.0,500,1500,500,3.0488948822021484,100.0
baseline,local_sign+binary,2,0.6,0.8,1.0,500,1500,500,2.186328649520874,100.0
baseline,global_sign_pres,2,0.6,0.8,1.0,500,1500,500,2.737330198287964,100.0
baseline,binary+shuffle,2,0.6,0.8,1.0,500,1500,500,2.4326188564300537,100.0
baseline,real,2,0.6,0.8,1.5,500,1500,500,2.5663211345672607,100.0
baseline,shuffle_weights,2,0.6,0.8,1.5,500,1500,500,2.1928677558898926,100.0
baseline,cel_randN,2,0.6,0.8,1.5,500,1500,500,2.415541172027588,100.0
baseline,er_randN,2,0.6,0.8,1.5,500,1500,500,3.8814964294433594,100.0
baseline,ws_p01_randN,2,0.6,0.8,1.5,500,1500,500,4.1802568435668945,100.0
baseline,conn_shuf,2,0.6,0.8,1.5,500,1500,500,1.8447307348251343,100.0
baseline,local_sign,2,0.6,0.8,1.5,500,1500,500,3.0144104957580566,100.0
baseline,conn_shuf_only,2,0.6,0.8,1.5,500,1500,500,2.9610447883605957,100.0
baseline,cel_sample,2,0.6,0.8,1.5,500,1500,500,3.0272552967071533,100.0
baseline,local_sign+flat,2,0.6,0.8,1.5,500,1500,500,3.0476906299591064,100.0
baseline,local_sign+sample,2,0.6,0.8,1.5,500,1500,500,2.866607189178467,100.0
baseline,local_sign+binary,2,0.6,0.8,1.5,500,1500,500,2.4540507793426514,100.0
baseline,global_sign_pres,2,0.6,0.8,1.5,500,1500,500,1.7933896780014038,100.0
baseline,binary+shuffle,2,0.6,0.8,1.5,500,1500,500,1.9631469249725342,100.0
baseline,real,2,0.6,1.0,0.1,500,1500,500,5.1318359375,100.0
baseline,shuffle_weights,2,0.6,1.0,0.1,500,1500,500,5.840024471282959,100.0
baseline,cel_randN,2,0.6,1.0,0.1,500,1500,500,12.049169540405273,100.0
baseline,er_randN,2,0.6,1.0,0.1,500,1500,500,14.961051940917969,100.0
baseline,ws_p01_randN,2,0.6,1.0,0.1,500,1500,500,14.591691017150879,100.0
baseline,conn_shuf,2,0.6,1.0,0.1,500,1500,500,6.110456466674805,100.0
baseline,local_sign,2,0.6,1.0,0.1,500,1500,500,5.452078819274902,100.0
baseline,conn_shuf_only,2,0.6,1.0,0.1,500,1500,500,6.539620399475098,100.0
baseline,cel_sample,2,0.6,1.0,0.1,500,1500,500,6.447324752807617,100.0
baseline,local_sign+flat,2,0.6,1.0,0.1,500,1500,500,5.301918029785156,100.0
baseline,local_sign+sample,2,0.6,1.0,0.1,500,1500,500,6.484035968780518,100.0
baseline,local_sign+binary,2,0.6,1.0,0.1,500,1500,500,5.002670764923096,100.0
baseline,global_sign_pres,2,0.6,1.0,0.1,500,1500,500,5.061410903930664,100.0
baseline,binary+shuffle,2,0.6,1.0,0.1,500,1500,500,5.037252902984619,100.0
baseline,real,2,0.6,1.0,0.5,500,1500,500,4.34745454788208,100.0
baseline,shuffle_weights,2,0.6,1.0,0.5,500,1500,500,4.227814674377441,100.0
baseline,cel_randN,2,0.6,1.0,0.5,500,1500,500,7.137014389038086,100.0
baseline,er_randN,2,0.6,1.0,0.5,500,1500,500,9.629949569702148,100.0
baseline,ws_p01_randN,2,0.6,1.0,0.5,500,1500,500,10.917572021484375,100.0
baseline,conn_shuf,2,0.6,1.0,0.5,500,1500,500,5.324603080749512,100.0
baseline,local_sign,2,0.6,1.0,0.5,500,1500,500,3.532822370529175,100.0
baseline,conn_shuf_only,2,0.6,1.0,0.5,500,1500,500,4.7499003410339355,100.0
baseline,cel_sample,2,0.6,1.0,0.5,500,1500,500,4.448162078857422,100.0
baseline,local_sign+flat,2,0.6,1.0,0.5,500,1500,500,4.120245456695557,100.0
baseline,local_sign+sample,2,0.6,1.0,0.5,500,1500,500,5.388350486755371,100.0
baseline,local_sign+binary,2,0.6,1.0,0.5,500,1500,500,4.108963966369629,100.0
baseline,global_sign_pres,2,0.6,1.0,0.5,500,1500,500,4.027226448059082,100.0
baseline,binary+shuffle,2,0.6,1.0,0.5,500,1500,500,3.906991481781006,100.0
baseline,real,2,0.6,1.0,1.0,500,1500,500,3.444531202316284,100.0
baseline,shuffle_weights,2,0.6,1.0,1.0,500,1500,500,3.7250800132751465,100.0
baseline,cel_randN,2,0.6,1.0,1.0,500,1500,500,5.373398303985596,100.0
baseline,er_randN,2,0.6,1.0,1.0,500,1500,500,8.524246215820312,100.0
baseline,ws_p01_randN,2,0.6,1.0,1.0,500,1500,500,8.73750114440918,100.0
baseline,conn_shuf,2,0.6,1.0,1.0,500,1500,500,3.4063220024108887,100.0
baseline,local_sign,2,0.6,1.0,1.0,500,1500,500,3.7463607788085938,100.0
baseline,conn_shuf_only,2,0.6,1.0,1.0,500,1500,500,2.9843807220458984,100.0
baseline,cel_sample,2,0.6,1.0,1.0,500,1500,500,3.941739797592163,100.0
baseline,local_sign+flat,2,0.6,1.0,1.0,500,1500,500,4.246344566345215,100.0
baseline,local_sign+sample,2,0.6,1.0,1.0,500,1500,500,3.5096514225006104,100.0
baseline,local_sign+binary,2,0.6,1.0,1.0,500,1500,500,2.9322824478149414,100.0
baseline,global_sign_pres,2,0.6,1.0,1.0,500,1500,500,2.9772396087646484,100.0
baseline,binary+shuffle,2,0.6,1.0,1.0,500,1500,500,3.8439321517944336,100.0
baseline,real,2,0.6,1.0,1.5,500,1500,500,2.61826229095459,100.0
baseline,shuffle_weights,2,0.6,1.0,1.5,500,1500,500,2.3904941082000732,100.0
baseline,cel_randN,2,0.6,1.0,1.5,500,1500,500,4.572932720184326,100.0
baseline,er_randN,2,0.6,1.0,1.5,500,1500,500,7.06766414642334,100.0
