mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR
shuffle,0,0.6,0.6,0.1,4.492032051086426,5.604807376861572,2.1692047119140625,2.266639471054077
shuffle,0,0.6,0.6,0.5,1.8069417476654053,3.0607011318206787,2.5783004760742188,3.4766244888305664
shuffle,0,0.6,0.6,1.0,0.7038005590438843,0.8728167414665222,3.5248308181762695,6.116795539855957
shuffle,0,0.6,0.6,1.5,2.0599265098571777,2.983044147491455,3.5052340030670166,6.88592529296875
shuffle,0,0.6,0.8,0.1,5.84425687789917,6.830091953277588,2.431033134460449,2.5584092140197754
shuffle,0,0.6,0.8,0.5,3.478116989135742,5.088614463806152,3.067805051803589,4.471713542938232
shuffle,0,0.6,0.8,1.0,2.4200356006622314,3.776062250137329,3.8695383071899414,7.262733459472656
shuffle,0,0.6,0.8,1.5,1.7510080337524414,2.852963447570801,4.124833106994629,8.703253746032715
shuffle,0,0.6,1.0,0.1,5.745100498199463,7.332216262817383,2.7701711654663086,2.9051904678344727
shuffle,0,0.6,1.0,0.5,4.645646095275879,6.48916482925415,3.7236878871917725,5.671623706817627
shuffle,0,0.6,1.0,1.0,3.520155429840088,5.603660583496094,4.970198631286621,10.269296646118164
shuffle,0,0.6,1.0,1.5,4.391185760498047,5.62549352645874,5.377001762390137,11.913365364074707
shuffle,0,0.8,0.6,0.1,3.7219676971435547,3.757819414138794,2.9816696643829346,3.132012128829956
shuffle,0,0.8,0.6,0.5,2.990006446838379,4.022583484649658,3.7964844703674316,5.523730278015137
shuffle,0,0.8,0.6,1.0,1.1738643646240234,2.00469970703125,4.349154949188232,8.062095642089844
shuffle,0,0.8,0.6,1.5,1.0288567543029785,2.0767741203308105,4.864158630371094,10.756305694580078
shuffle,0,0.8,0.8,0.1,5.857639312744141,6.390639305114746,3.3273675441741943,3.5106983184814453
shuffle,0,0.8,0.8,0.5,4.397225856781006,5.957845687866211,4.396228313446045,6.988903999328613
shuffle,0,0.8,0.8,1.0,2.7004215717315674,4.329190254211426,5.577162265777588,11.275357246398926
shuffle,0,0.8,0.8,1.5,2.2629096508026123,2.230997323989868,5.791702747344971,13.390076637268066
shuffle,0,0.8,1.0,0.1,5.825477123260498,6.730999946594238,3.823255777359009,4.08871603012085
shuffle,0,0.8,1.0,0.5,5.514838218688965,7.229011535644531,5.513368129730225,9.002768516540527
shuffle,0,0.8,1.0,1.0,4.5304436683654785,6.692907333374023,6.826644420623779,14.572331428527832
shuffle,0,0.8,1.0,1.5,3.3780343532562256,4.82874059677124,7.628811836242676,19.193546295166016
shuffle,0,0.95,0.6,0.1,4.374936103820801,4.662055492401123,3.713165283203125,3.9460713863372803
shuffle,0,0.95,0.6,0.5,3.001601219177246,4.25753116607666,4.721019268035889,7.122018337249756
shuffle,0,0.95,0.6,1.0,2.081717014312744,3.454874038696289,6.103089809417725,12.101391792297363
shuffle,0,0.95,0.6,1.5,0.9925302863121033,1.1218047142028809,6.452733516693115,15.532578468322754
