mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,src
weight_test1.0,0,0.6,0.6,0.1,4.152903079986572,4.309922277927399,1.682678461074829,1.7309483289718628,manual
weight_test1.0,0,0.6,0.6,0.5,3.489809036254883,5.075326681137085,1.7262003421783447,2.2436063289642334,manual
weight_test1.0,0,0.6,0.6,1.0,2.4121899604797363,3.1173691153526306,2.020022392272949,3.1044373512268066,manual
weight_test1.0,0,0.6,0.6,1.5,1.75667405128479,2.7799205780029297,2.1385281085968018,3.677077531814575,manual
weight_test1.0,0,0.6,0.8,0.1,4.685822010040283,4.967135727405548,1.6157727241516113,1.6753634214401245,manual
weight_test1.0,0,0.6,0.8,0.5,3.709920644760132,5.274415135383606,1.8055098056793213,2.3195602893829346,manual
weight_test1.0,0,0.6,0.8,1.0,3.4891855716705322,5.333789706230164,2.1959714889526367,3.4125397205352783,manual
weight_test1.0,0,0.6,0.8,1.5,1.310897707939148,1.3284697532653809,2.2679824829101562,4.051959991455078,manual
weight_test1.0,0,0.6,1.0,0.1,5.413816928863525,5.891665518283844,1.6188043355941772,1.6753745079040527,manual
weight_test1.0,0,0.6,1.0,0.5,4.217158317565918,6.048791289329529,2.3511955738067627,3.1601619720458984,manual
weight_test1.0,0,0.6,1.0,1.0,2.017936944961548,3.4947439432144165,2.1920723915100098,3.5272858142852783,manual
weight_test1.0,0,0.6,1.0,1.5,3.565744400024414,4.703274488449097,2.7811224460601807,5.2533979415893555,manual
weight_test1.0,0,0.8,0.6,0.1,5.869674205780029,6.457687139511108,1.9618762731552124,2.0740227699279785,manual
weight_test1.0,0,0.8,0.6,0.5,3.5129947662353516,5.506904423236847,2.0689282417297363,2.8088464736938477,manual
weight_test1.0,0,0.8,0.6,1.0,2.2644433975219727,2.9258626103401184,2.532986640930176,3.9514474868774414,manual
weight_test1.0,0,0.8,0.6,1.5,1.416672945022583,2.3039990067481995,2.6426312923431396,4.73198938369751,manual
weight_test1.0,0,0.8,0.8,0.1,5.42739200592041,5.998191237449646,1.9507595300674438,2.013756036758423,manual
weight_test1.0,0,0.8,0.8,0.5,4.308212757110596,4.756256520748138,2.317570924758911,3.0210072994232178,manual
weight_test1.0,0,0.8,0.8,1.0,3.239581823348999,4.2991984486579895,2.4793612957000732,3.95373797416687,manual
weight_test1.0,0,0.8,0.8,1.5,2.062870740890503,2.8771851658821106,2.687659502029419,4.804236888885498,manual
weight_test1.0,0,0.8,1.0,0.1,6.2930216789245605,6.975053429603577,2.271913766860962,2.358398914337158,manual
weight_test1.0,0,0.8,1.0,0.5,4.302205562591553,6.218226373195648,2.3521203994750977,3.225010871887207,manual
weight_test1.0,0,0.8,1.0,1.0,3.952984094619751,6.085828900337219,3.0233616828918457,5.158613204956055,manual
weight_test1.0,0,0.8,1.0,1.5,1.9860897064208984,1.9877020120620728,3.1807632446289062,6.33791971206665,manual
weight_test1.0,0,0.95,0.6,0.1,5.654954433441162,5.97892427444458,2.2974252700805664,2.3656771183013916,manual
