config,model,seed,rho_target,leak,input_scale,washout,t_train,t_test,score,capture_pct_vs_baseline
baseline,real,18,0.6,0.6,0.1,500,1500,500,4.448173522949219,100.0
baseline,shuffle_weights,18,0.6,0.6,0.1,500,1500,500,4.928086280822754,100.0
baseline,cel_randN,18,0.6,0.6,0.1,500,1500,500,7.626308441162109,100.0
baseline,er_randN,18,0.6,0.6,0.1,500,1500,500,9.307913780212402,100.0
baseline,ws_p01_randN,18,0.6,0.6,0.1,500,1500,500,8.290450096130371,100.0
baseline,conn_shuf,18,0.6,0.6,0.1,500,1500,500,4.4058837890625,100.0
baseline,local_sign,18,0.6,0.6,0.1,500,1500,500,4.4387006759643555,100.0
baseline,conn_shuf_only,18,0.6,0.6,0.1,500,1500,500,5.5386176109313965,100.0
baseline,cel_sample,18,0.6,0.6,0.1,500,1500,500,5.149023056030273,100.0
baseline,local_sign+flat,18,0.6,0.6,0.1,500,1500,500,3.984720468521118,100.0
baseline,local_sign+sample,18,0.6,0.6,0.1,500,1500,500,4.257867813110352,100.0
baseline,local_sign+binary,18,0.6,0.6,0.1,500,1500,500,3.8448922634124756,100.0
baseline,global_sign_pres,18,0.6,0.6,0.1,500,1500,500,3.929788112640381,100.0
baseline,binary+shuffle,18,0.6,0.6,0.1,500,1500,500,4.2521772384643555,100.0
baseline,real,18,0.6,0.6,0.5,500,1500,500,3.6827402114868164,100.0
baseline,shuffle_weights,18,0.6,0.6,0.5,500,1500,500,4.516842365264893,100.0
baseline,cel_randN,18,0.6,0.6,0.5,500,1500,500,5.642849445343018,100.0
baseline,er_randN,18,0.6,0.6,0.5,500,1500,500,5.223088264465332,100.0
baseline,ws_p01_randN,18,0.6,0.6,0.5,500,1500,500,4.421045303344727,100.0
baseline,conn_shuf,18,0.6,0.6,0.5,500,1500,500,2.3186542987823486,100.0
baseline,local_sign,18,0.6,0.6,0.5,500,1500,500,3.4167442321777344,100.0
baseline,conn_shuf_only,18,0.6,0.6,0.5,500,1500,500,4.683716773986816,100.0
baseline,cel_sample,18,0.6,0.6,0.5,500,1500,500,3.847081422805786,100.0
baseline,local_sign+flat,18,0.6,0.6,0.5,500,1500,500,3.499476909637451,100.0
baseline,local_sign+sample,18,0.6,0.6,0.5,500,1500,500,4.594334602355957,100.0
baseline,local_sign+binary,18,0.6,0.6,0.5,500,1500,500,3.0724480152130127,100.0
baseline,global_sign_pres,18,0.6,0.6,0.5,500,1500,500,3.272106885910034,100.0
baseline,binary+shuffle,18,0.6,0.6,0.5,500,1500,500,4.34440803527832,100.0
baseline,real,18,0.6,0.6,1.0,500,1500,500,2.586951971054077,100.0
baseline,shuffle_weights,18,0.6,0.6,1.0,500,1500,500,2.9889020919799805,100.0
baseline,cel_randN,18,0.6,0.6,1.0,500,1500,500,1.9089007377624512,100.0
baseline,er_randN,18,0.6,0.6,1.0,500,1500,500,2.095770835876465,100.0
baseline,ws_p01_randN,18,0.6,0.6,1.0,500,1500,500,1.723073959350586,100.0
baseline,conn_shuf,18,0.6,0.6,1.0,500,1500,500,3.0112264156341553,100.0
baseline,local_sign,18,0.6,0.6,1.0,500,1500,500,2.0374999046325684,100.0
baseline,conn_shuf_only,18,0.6,0.6,1.0,500,1500,500,2.6835756301879883,100.0
baseline,cel_sample,18,0.6,0.6,1.0,500,1500,500,2.9530344009399414,100.0
baseline,local_sign+flat,18,0.6,0.6,1.0,500,1500,500,2.661214828491211,100.0
