config,model,washout,t_train,t_test,mean_score,std_score,cv_score,mean_capture_pct,std_capture_pct,n_runs
baseline,real,500,1500,500,3.6419373527169228,1.5637660570134995,0.4293775278278507,100.0,0.0,48
baseline,shuffle_weights,500,1500,500,4.249643714477618,1.786339743980283,0.42035047265129766,100.0,0.0,48
baseline,cel_randN,500,1500,500,8.458968428273996,4.943717156984667,0.5844349933332715,100.0,0.0,48
baseline,er_randN,500,1500,500,10.185916677117348,5.75845690988442,0.5653351674101937,100.0,0.0,48
baseline,ws_p01_randN,500,1500,500,9.873955627282461,5.459645116127465,0.5529339326826694,100.0,0.0,48
baseline,conn_shuf,500,1500,500,3.882459342479706,1.8975789319954657,0.4887569359022553,100.0,0.0,48
baseline,local_sign,500,1500,500,3.858889194826285,1.5924271727290944,0.41266465356509946,100.0,0.0,48
baseline,conn_shuf_only,500,1500,500,4.679585228363673,2.0805947503574345,0.4446109321284791,100.0,0.0,48
baseline,cel_sample,500,1500,500,4.025084309279919,1.781245932799758,0.44253630382177517,100.0,0.0,48
baseline,local_sign+flat,500,1500,500,3.696882002055645,1.3997800768536772,0.3786380187615758,100.0,0.0,48
baseline,local_sign+sample,500,1500,500,3.9599816476305327,1.7570877383309793,0.4437110811819894,100.0,0.0,48
baseline,local_sign+binary,500,1500,500,3.311251907298962,1.4268429538417031,0.430907401124187,100.0,0.0,48
baseline,global_sign_pres,500,1500,500,3.502532921731472,1.333597613736032,0.3807523422440152,100.0,0.0,48
baseline,binary+shuffle,500,1500,500,3.5924687534570694,1.3298475350682248,0.3701765071132488,100.0,0.0,48
washout_x0.25,real,125,1500,500,3.4547466536362967,1.6436943146102867,0.475778538747614,101.80294213085826,53.705213007612336,48
washout_x0.25,shuffle_weights,125,1500,500,4.109717325617869,1.8618549692563626,0.4530372338872345,97.93018812440016,26.061367986963518,48
washout_x0.25,cel_randN,125,1500,500,8.484103620052338,4.84724828271422,0.5713329892927825,104.53596765247983,19.918165142843574,48
washout_x0.25,er_randN,125,1500,500,10.143973127007484,5.794236380157193,0.5711998945196848,99.36571614041036,7.709059948354545,48
