mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,wt_mean,cosine_similarity,seed,src
binary_base,38,0.6,0.6,0.1,3.6850051879882812,4.013408541679382,1.4938219785690308,1.5438315868377686,0.0013699823757633567,1.000000238418579,3812346,chunk_14
binary_base,38,0.6,0.6,0.5,3.469214916229248,5.700289845466614,1.7351033687591553,2.2348008155822754,0.0013699823757633567,1.000000238418579,3812346,chunk_14
binary_base,38,0.6,0.6,1.0,2.2374792098999023,3.6280484199523926,1.9772464036941528,2.985943555831909,0.0013699823757633567,1.000000238418579,3812346,chunk_14
binary_base,38,0.6,0.6,1.5,2.6514365673065186,3.7830779552459717,2.117283344268799,3.4773073196411133,0.0013699823757633567,1.000000238418579,3812346,chunk_14
binary_base,38,0.6,0.8,0.1,4.200041770935059,4.616826355457306,1.5573409795761108,1.610451340675354,0.0013699823757633567,1.000000238418579,3812346,chunk_14
binary_base,38,0.6,0.8,0.5,3.4675965309143066,4.735865652561188,1.827469825744629,2.382779836654663,0.0013699823757633567,1.000000238418579,3812346,chunk_14
binary_base,38,0.6,0.8,1.0,2.6601996421813965,5.165285706520081,2.1009953022003174,3.2431249618530273,0.0013699823757633567,1.000000238418579,3812346,chunk_14
binary_base,38,0.6,0.8,1.5,2.2847533226013184,2.4853833317756653,2.2577033042907715,3.809203863143921,0.0013699823757633567,1.000000238418579,3812346,chunk_14
binary_base,38,0.6,1.0,0.1,4.838168621063232,5.479255020618439,1.6470319032669067,1.7039130926132202,0.0013699823757633567,1.000000238418579,3812346,chunk_14
binary_base,38,0.6,1.0,0.5,4.281836032867432,6.249906480312347,1.9559919834136963,2.583362340927124,0.0013699823757633567,1.000000238418579,3812346,chunk_14
binary_base,38,0.6,1.0,1.0,3.8374547958374023,7.2515416741371155,2.272047281265259,3.588843822479248,0.0013699823757633567,1.000000238418579,3812346,chunk_14
