mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,wt_mean,cosine_similaritysrc
weight_test0.0,38,1.05,0.8,1.5,1.9364802837371826,2.439036190509796,4.122774600982666,8.053632736206055,0.0023974692448973656,1.0000003576278687,chunk_14
weight_test0.0,38,1.05,1.0,0.1,6.1670732498168945,8.668649017810822,2.9137492179870605,3.2383809089660645,0.0023974692448973656,1.0000003576278687,chunk_14
weight_test0.0,38,1.05,1.0,0.5,3.7194957733154297,5.050870835781097,4.393094539642334,6.648891448974609,0.0023974692448973656,1.0000003576278687,chunk_14
weight_test0.0,38,1.05,1.0,1.0,4.0932817459106445,5.124672830104828,3.50942325592041,6.512803554534912,0.0023974692448973656,1.0000003576278687,chunk_14
weight_test0.0,38,1.05,1.0,1.5,3.8463058471679688,3.844398319721222,4.104532241821289,8.649351119995117,0.0023974692448973656,1.0000003576278687,chunk_14
weight_test1.0,38,0.6,0.6,0.1,4.053561687469482,4.259907126426697,1.4842543601989746,1.5258848667144775,0.0013827753718942404,0.9488645792007446,chunk_14
weight_test1.0,38,0.6,0.6,0.5,3.8164138793945312,5.124551236629486,1.7694963216781616,2.2179737091064453,0.0013547299895435572,0.9478043913841248,chunk_14
weight_test1.0,38,0.6,0.6,1.0,3.135119915008545,5.2155022621154785,2.382092237472534,3.779823064804077,0.00135202263481915,0.948102593421936,chunk_14
weight_test1.0,38,0.6,0.6,1.5,2.5803215503692627,3.3535770177841187,2.295109987258911,3.9357099533081055,0.0013640354154631495,0.9471891522407532,chunk_14
weight_test1.0,38,0.6,0.8,0.1,4.526002407073975,4.8267017006874084,1.6412855386734009,1.692489743232727,0.0013645966537296772,0.9476391673088074,chunk_14
weight_test1.0,38,0.6,0.8,0.5,3.3922500610351562,4.852416515350342,1.7853853702545166,2.2833504676818848,0.0013692181091755629,0.946514904499054,chunk_14
weight_test1.0,38,0.6,0.8,1.0,2.294271945953369,3.8702898621559143,2.205028772354126,3.383732318878174,0.0013552717864513397,0.9476603865623474,chunk_14
weight_test1.0,38,0.6,0.8,1.5,3.17080020904541,4.4804723262786865,2.4772541522979736,4.400879859924316,0.0013652956113219261,0.9497044682502747,chunk_14
weight_test1.0,38,0.6,1.0,0.1,5.3544392585754395,5.720449268817902,1.9240124225616455,1.9785640239715576,0.0013648950261995196,0.9493145942687988,chunk_14
weight_test1.0,38,0.6,1.0,0.5,3.6673262119293213,5.45585834980011,1.872737169265747,2.4773526191711426,0.0013479187618941069,0.9482240080833435,chunk_14
weight_test1.0,38,0.6,1.0,1.0,3.8931736946105957,6.658331990242004,2.254389762878418,3.6919193267822266,0.0013888884568586946,0.9479907155036926,chunk_14
weight_test1.0,38,0.6,1.0,1.5,3.4266910552978516,4.061775624752045,2.508268117904663,4.411681175231934,0.001353091443888843,0.9450456500053406,chunk_14
weight_test1.0,38,0.8,0.6,0.1,5.273804664611816,5.602527916431427,1.9210501909255981,1.9667061567306519,0.0018144448986276984,0.9486463665962219,chunk_14
weight_test1.0,38,0.8,0.6,0.5,3.678880214691162,5.09435373544693,1.9557445049285889,2.572521924972534,0.0018074355321004987,0.9473419189453125,chunk_14
weight_test1.0,38,0.8,0.6,1.0,4.013667106628418,5.433326363563538,2.3576292991638184,3.7644906044006348,0.0018355895299464464,0.949670135974884,chunk_14
weight_test1.0,38,0.8,0.6,1.5,2.2794253826141357,3.3157127499580383,2.5702784061431885,4.47258996963501,0.0017809862038120627,0.9497366547584534,chunk_14
weight_test1.0,38,0.8,0.8,0.1,5.457409858703613,5.9613882303237915,1.7759830951690674,1.8368052244186401,0.001822850201278925,0.9488610029220581,chunk_14
weight_test1.0,38,0.8,0.8,0.5,3.994656801223755,4.925442218780518,2.271446943283081,2.9628825187683105,0.001829841872677207,0.9475254416465759,chunk_14
weight_test1.0,38,0.8,0.8,1.0,3.9545764923095703,4.890477955341339,2.5078022480010986,4.119643688201904,0.0017928521847352386,0.9480022192001343,chunk_14
weight_test1.0,38,0.8,0.8,1.5,1.183403730392456,2.0616233348846436,2.892883062362671,5.528606414794922,0.0018394577782601118,0.9462790489196777,chunk_14
weight_test1.0,38,0.8,1.0,0.1,6.243447780609131,7.389658629894257,2.0873219966888428,2.153959035873413,0.0017826678231358528,0.9477416276931763,chunk_14
weight_test1.0,38,0.8,1.0,0.5,4.100987911224365,6.4543246030807495,2.9582152366638184,4.118616580963135,0.001820900128223002,0.9478428959846497,chunk_14
weight_test1.0,38,0.8,1.0,1.0,4.134076118469238,5.685092985630035,2.6215431690216064,4.372221946716309,0.0018389120232313871,0.9499610066413879,chunk_14
weight_test1.0,38,0.8,1.0,1.5,3.5127224922180176,4.596429646015167,3.168146848678589,6.2139058113098145,0.00183123501483351,0.9492499828338623,chunk_14
weight_test1.0,38,0.95,0.6,0.1,5.416192054748535,5.714613974094391,2.6207239627838135,2.644806385040283,0.002161790383979678,0.9483912587165833,chunk_14
weight_test1.0,38,0.95,0.6,0.5,3.854961395263672,6.299595952033997,2.6323108673095703,3.67769193649292,0.002188111422583461,0.947054922580719,chunk_14
weight_test1.0,38,0.95,0.6,1.0,2.462493658065796,3.347943902015686,2.586043357849121,4.230152606964111,0.0021987413056194782,0.9474892616271973,chunk_14
weight_test1.0,38,0.95,0.6,1.5,2.1168477535247803,3.606744647026062,2.7939071655273438,5.202289581298828,0.002141898265108466,0.9486305117607117,chunk_14
weight_test1.0,38,0.95,0.8,0.1,6.593213081359863,7.217819690704346,3.0456619262695312,3.1907877922058105,0.002152710920199752,0.9499960541725159,chunk_14
weight_test1.0,38,0.95,0.8,0.5,3.517763614654541,5.140909671783447,3.3798890113830566,4.801100254058838,0.002176237991079688,0.9473549127578735,chunk_14
weight_test1.0,38,0.95,0.8,1.0,3.0165114402770996,5.155538499355316,2.7510972023010254,4.8270263671875,0.002175913192331791,0.947548508644104,chunk_14
weight_test1.0,38,0.95,0.8,1.5,2.3278684616088867,3.9647438526153564,3.0554659366607666,5.7754740715026855,0.002159315627068281,0.9460030794143677,chunk_14
weight_test1.0,38,0.95,1.0,0.1,6.814635753631592,7.506411254405975,2.709568977355957,2.8113317489624023,0.0021106365602463484,0.9488914012908936,chunk_14
weight_test1.0,38,0.95,1.0,0.5,5.150024890899658,7.497585594654083,3.361314296722412,4.858457565307617,0.002168856794014573,0.9466087222099304,chunk_14
weight_test1.0,38,0.95,1.0,1.0,4.030270099639893,6.14479798078537,4.10637903213501,7.489616394042969,0.0021500454749912024,0.9501895904541016,chunk_14
weight_test1.0,38,0.95,1.0,1.5,3.628312587738037,4.594753682613373,3.6138017177581787,7.3805084228515625,0.002177988411858678,0.9497641921043396,chunk_14
weight_test1.0,38,1.05,0.6,0.1,3.0637223720550537,5.036083161830902,2.1352341175079346,2.488508462905884,0.002429676940664649,0.9484502673149109,chunk_14
weight_test1.0,38,1.05,0.6,0.5,3.2664663791656494,5.225376069545746,2.9434266090393066,4.150026798248291,0.002388875000178814,0.9475453495979309,chunk_14
weight_test1.0,38,1.05,0.6,1.0,1.735436201095581,2.402902662754059,3.1749305725097656,5.290696144104004,0.0024265071842819452,0.9475518465042114,chunk_14
weight_test1.0,38,1.05,0.6,1.5,1.6683136224746704,3.0488303899765015,3.1848864555358887,6.089367389678955,0.0024018839467316866,0.9490931630134583,chunk_14
weight_test1.0,38,1.05,0.8,0.1,4.537075042724609,6.911503791809082,2.1975224018096924,2.471383571624756,0.002406467217952013,0.9448115229606628,chunk_14
weight_test1.0,38,1.05,0.8,0.5,3.122467517852783,4.793872058391571,2.634890556335449,4.064639091491699,0.002381493104621768,0.9463803172111511,chunk_14
weight_test1.0,38,1.05,0.8,1.0,1.4124538898468018,1.8313321471214294,3.596529245376587,6.322630405426025,0.002392703201621771,0.9474211931228638,chunk_14
weight_test1.0,38,1.05,0.8,1.5,1.5060033798217773,2.3670865893363953,4.485159397125244,9.034406661987305,0.0024391955230385065,0.946964681148529,chunk_14
weight_test1.0,38,1.05,1.0,0.1,6.041236877441406,7.887254059314728,2.991340160369873,3.3340868949890137,0.0023823168594390154,0.9462289214134216,chunk_14
weight_test1.0,38,1.05,1.0,0.5,4.141411781311035,5.9638307094573975,4.521594047546387,6.92353630065918,0.0023809599224478006,0.949722170829773,chunk_14
weight_test1.0,38,1.05,1.0,1.0,3.7275171279907227,5.152142822742462,3.4921746253967285,6.571356773376465,0.0023892917670309544,0.9481076598167419,chunk_14
weight_test1.0,38,1.05,1.0,1.5,2.848987579345703,3.9111364483833313,4.41444206237793,9.513810157775879,0.002390054753050208,0.9478148818016052,chunk_14
weight_test5.0,38,0.6,0.6,0.1,4.158817291259766,4.395686149597168,1.5434980392456055,1.5869908332824707,0.001393451471813023,0.8579787015914917,chunk_14
weight_test5.0,38,0.6,0.6,0.5,2.6105077266693115,3.5033247470855713,1.818138837814331,2.2908763885498047,0.0013431227998808026,0.8538759350776672,chunk_14
weight_test5.0,38,0.6,0.6,1.0,2.609915256500244,3.9445505142211914,2.4543440341949463,3.9366395473480225,0.0013393915724009275,0.8573728799819946,chunk_14
weight_test5.0,38,0.6,0.6,1.5,1.8660423755645752,2.291311502456665,2.346924304962158,4.062547206878662,0.0013591115130111575,0.8546742796897888,chunk_14
weight_test5.0,38,0.6,0.8,0.1,4.694517135620117,5.069155633449554,1.7244479656219482,1.7794857025146484,0.0013625816209241748,0.8541807532310486,chunk_14
weight_test5.0,38,0.6,0.8,0.5,4.112819671630859,6.533923029899597,1.8511195182800293,2.386288642883301,0.0013683836441487074,0.8543901443481445,chunk_14
weight_test5.0,38,0.6,0.8,1.0,3.041172981262207,4.670661628246307,2.2761149406433105,3.531170129776001,0.0013430401450023055,0.8560794591903687,chunk_14
weight_test5.0,38,0.6,0.8,1.5,3.5762383937835693,4.005914986133575,2.6064257621765137,4.70380973815918,0.0013603158295154572,0.8601620197296143,chunk_14
weight_test5.0,38,0.6,1.0,0.1,5.465984344482422,5.941189348697662,1.9964627027511597,2.0553476810455322,0.0013550936710089445,0.8586054444313049,chunk_14
weight_test5.0,38,0.6,1.0,0.5,4.3738789558410645,5.852047681808472,2.001675605773926,2.6732430458068848,0.0013338134158402681,0.856028139591217,chunk_14
weight_test5.0,38,0.6,1.0,1.0,3.567167282104492,5.975859045982361,2.3691864013671875,3.93526291847229,0.0014016745844855905,0.8584831357002258,chunk_14
weight_test5.0,38,0.6,1.0,1.5,2.993250846862793,4.741931974887848,2.687992572784424,4.8245062828063965,0.0013351768720895052,0.8507670760154724,chunk_14
weight_test5.0,38,0.8,0.6,0.1,5.379660129547119,5.7794395089149475,1.9459279775619507,1.9949015378952026,0.0018094362458214164,0.8564861416816711,chunk_14
weight_test5.0,38,0.8,0.6,0.5,4.260247230529785,5.849462509155273,2.034041404724121,2.691087245941162,0.0017917408840730786,0.8556737899780273,chunk_14
weight_test5.0,38,0.8,0.6,1.0,3.3834853172302246,4.856611251831055,2.436842918395996,3.937135934829712,0.001843601930886507,0.8600162863731384,chunk_14
weight_test5.0,38,0.8,0.6,1.5,0.24106359481811523,0.24374812841415405,2.7230982780456543,4.811138153076172,0.0017451803432777524,0.8601227402687073,chunk_14
weight_test5.0,38,0.8,0.8,0.1,5.724889755249023,6.289266347885132,1.9128812551498413,1.979299545288086,0.001827236614190042,0.8583483099937439,chunk_14
weight_test5.0,38,0.8,0.8,0.5,4.5471086502075195,6.615413010120392,2.2923190593719482,3.0281128883361816,0.0018305201083421707,0.8543933629989624,chunk_14
weight_test5.0,38,0.8,0.8,1.0,3.013611316680908,4.0031779408454895,2.607591390609741,4.336129188537598,0.0017640324076637626,0.856296181678772,chunk_14
weight_test5.0,38,0.8,0.8,1.5,1.0657985210418701,2.3325177431106567,3.105510950088501,6.062857151031494,0.0018496335251256824,0.8520799875259399,chunk_14
weight_test5.0,38,0.8,1.0,0.1,6.491109848022461,7.704800128936768,2.1821038722991943,2.256171703338623,0.0017489016754552722,0.8542773723602295,chunk_14
weight_test5.0,38,0.8,1.0,0.5,5.434839725494385,6.8530882596969604,3.1621322631835938,4.470234394073486,0.0018196485470980406,0.8574067950248718,chunk_14
weight_test5.0,38,0.8,1.0,1.0,2.337472677230835,3.9301005005836487,2.83878493309021,4.865270137786865,0.001849939813837409,0.860194206237793,chunk_14
weight_test5.0,38,0.8,1.0,1.5,2.658261299133301,4.642096996307373,3.412815809249878,6.843704700469971,0.0018300008960068226,0.8580139875411987,chunk_14
weight_test5.0,38,0.95,0.6,0.1,5.5179009437561035,5.86606752872467,2.7649805545806885,2.816707134246826,0.0021577116567641497,0.8568435907363892,chunk_14
weight_test5.0,38,0.95,0.6,0.5,4.4565839767456055,7.02389270067215,2.8093185424804688,3.9537482261657715,0.002207784680649638,0.8545944094657898,chunk_14
weight_test5.0,38,0.95,0.6,1.0,2.108825206756592,2.7207648754119873,2.741215705871582,4.511295795440674,0.0022175731137394905,0.8542774319648743,chunk_14
weight_test5.0,38,0.95,0.6,1.5,0.9105694890022278,1.8478685021400452,2.9310781955718994,5.535378456115723,0.0021204291842877865,0.8585762977600098,chunk_14
weight_test5.0,38,0.95,0.8,0.1,6.820876121520996,7.51235169172287,3.133103847503662,3.2960190773010254,0.0021396027877926826,0.8580045700073242,chunk_14
weight_test5.0,38,0.95,0.8,0.5,4.116934299468994,5.860443949699402,3.5501620769500732,5.1113762855529785,0.002182155381888151,0.8519765138626099,chunk_14
weight_test5.0,38,0.95,0.8,1.0,2.013437509536743,3.5960658192634583,3.0607314109802246,5.476635932922363,0.002182606142014265,0.8541385531425476,chunk_14
weight_test5.0,38,0.95,0.8,1.5,3.109740972518921,4.835923910140991,3.2362477779388428,6.246429920196533,0.0021519483998417854,0.8533542156219482,chunk_14
weight_test5.0,38,0.95,1.0,0.1,7.145912170410156,7.876948118209839,2.797375440597534,2.9081571102142334,0.002062471117824316,0.8578742742538452,chunk_14
weight_test5.0,38,0.95,1.0,0.5,5.132055282592773,7.734809875488281,3.6784868240356445,5.417128086090088,0.0021641182247549295,0.851524293422699,chunk_14
weight_test5.0,38,0.95,1.0,1.0,4.468284606933594,5.43400514125824,4.289076805114746,7.995320796966553,0.0021374993957579136,0.8606674075126648,chunk_14
weight_test5.0,38,0.95,1.0,1.5,2.8527581691741943,4.640969693660736,4.0079874992370605,8.431355476379395,0.002180342795327306,0.8605967164039612,chunk_14
weight_test5.0,38,1.05,0.6,0.1,3.321195125579834,4.152327597141266,2.3083925247192383,2.696610450744629,0.002459508366882801,0.8560405373573303,chunk_14
weight_test5.0,38,1.05,0.6,0.5,3.136411190032959,4.948613464832306,2.929088592529297,4.284091949462891,0.002384364837780595,0.8567371964454651,chunk_14
weight_test5.0,38,1.05,0.6,1.0,2.8525545597076416,4.225060343742371,3.4562363624572754,5.864839553833008,0.002450200729072094,0.8527169227600098,chunk_14
weight_test5.0,38,1.05,0.6,1.5,1.3658373355865479,1.5750461220741272,3.4755470752716064,6.786623477935791,0.0024074867833405733,0.8579503297805786,chunk_14
weight_test5.0,38,1.05,0.8,0.1,5.022269248962402,6.928885996341705,2.4196386337280273,2.6875088214874268,0.0024109329096972942,0.8490942120552063,chunk_14
weight_test5.0,38,1.05,0.8,0.5,4.543686389923096,6.845901012420654,2.968048334121704,4.460282802581787,0.0023657907731831074,0.8526466488838196,chunk_14
weight_test5.0,38,1.05,0.8,1.0,3.1251184940338135,4.072268307209015,3.9855499267578125,7.177000045776367,0.0023867145646363497,0.8544186949729919,chunk_14
weight_test5.0,38,1.05,0.8,1.5,1.6394861936569214,2.5010896921157837,5.022458076477051,10.49860954284668,0.002475232817232609,0.852566659450531,chunk_14
weight_test5.0,38,1.05,1.0,0.1,5.04119348526001,6.860045433044434,3.169079542160034,3.5487191677093506,0.0023696578573435545,0.8528993129730225,chunk_14
weight_test5.0,38,1.05,1.0,0.5,3.945000171661377,5.714125394821167,4.845778942108154,7.561761856079102,0.0023676350247114897,0.859033465385437,chunk_14
weight_test5.0,38,1.05,1.0,1.0,4.59483003616333,6.097819983959198,3.8228061199188232,7.39309549331665,0.002371668117120862,0.8558709025382996,chunk_14
weight_test5.0,38,1.05,1.0,1.5,3.019484043121338,4.477000534534454,4.931711673736572,11.001664161682129,0.002387113170698285,0.8562934398651123,chunk_14
weight_test10.0,38,0.6,0.6,0.1,4.19372034072876,4.440209150314331,1.561379075050354,1.6053885221481323,0.0013961315853521228,0.832612931728363,chunk_14
weight_test10.0,38,0.6,0.6,0.5,3.6303625106811523,5.177345395088196,1.8346400260925293,2.3154475688934326,0.0013402984477579594,0.8275435566902161,chunk_14
weight_test10.0,38,0.6,0.6,1.0,2.9085006713867188,4.332771062850952,2.47741961479187,3.985968828201294,0.0013364395126700401,0.8322696685791016,chunk_14
weight_test10.0,38,0.6,0.6,1.5,2.4430086612701416,4.153407096862793,2.3671481609344482,4.111710548400879,0.0013578302459791303,0.8290817141532898,chunk_14
weight_test10.0,38,0.6,0.8,0.1,4.754411697387695,5.152131199836731,1.7489796876907349,1.8052345514297485,0.0013624423881992698,0.8280858993530273,chunk_14
weight_test10.0,38,0.6,0.8,0.5,4.0747294425964355,5.65705269575119,1.872427225112915,2.4200472831726074,0.0013681204291060567,0.829125702381134,chunk_14
weight_test10.0,38,0.6,0.8,1.0,3.3325767517089844,4.497581839561462,2.300811767578125,3.5823206901550293,0.001339904498308897,0.830744206905365,chunk_14
weight_test10.0,38,0.6,0.8,1.5,3.023529529571533,3.969034492969513,2.6461875438690186,4.799559116363525,0.0013589401496574283,0.8351248502731323,chunk_14
weight_test10.0,38,0.6,1.0,0.1,5.508984565734863,6.004565715789795,2.0188915729522705,2.079195261001587,0.0013517598854377866,0.8331923484802246,chunk_14
weight_test10.0,38,0.6,1.0,0.5,2.747363567352295,4.490231513977051,2.0412416458129883,2.73476243019104,0.0013306955806910992,0.8302950263023376,chunk_14
weight_test10.0,38,0.6,1.0,1.0,3.24029803276062,3.6932177543640137,2.410153388977051,4.021878242492676,0.0014045456191524863,0.8339018225669861,chunk_14
weight_test10.0,38,0.6,1.0,1.5,3.2837371826171875,5.640338897705078,2.7410736083984375,4.949430465698242,0.00133012724108994,0.8250055909156799,chunk_14
weight_test10.0,38,0.8,0.6,0.1,5.422832489013672,5.843450427055359,1.9573107957839966,2.0074751377105713,0.0018089383374899626,0.8306548595428467,chunk_14
weight_test10.0,38,0.8,0.6,0.5,3.63266921043396,5.614683568477631,2.0595815181732178,2.7303102016448975,0.0017878686776384711,0.8303850293159485,chunk_14
weight_test10.0,38,0.8,0.6,1.0,1.8520407676696777,2.0164811611175537,2.466066360473633,4.0006585121154785,0.0018457449041306973,0.8349425792694092,chunk_14
weight_test10.0,38,0.8,0.6,1.5,2.2589492797851562,2.9276031255722046,2.770390510559082,4.9185662269592285,0.0017362654907628894,0.835047721862793,chunk_14
weight_test10.0,38,0.8,0.8,0.1,5.788956165313721,6.3773046135902405,1.955621361732483,2.02423357963562,0.0018293506000190973,0.8331363201141357,chunk_14
weight_test10.0,38,0.8,0.8,0.5,3.525829792022705,5.753769218921661,2.307499647140503,3.061866521835327,0.0018305076519027352,0.8284622430801392,chunk_14
weight_test10.0,38,0.8,0.8,1.0,3.8680367469787598,5.966075420379639,2.640535593032837,4.408776760101318,0.0017565558664500713,0.8308218121528625,chunk_14
weight_test10.0,38,0.8,0.8,1.5,3.1945910453796387,4.339318215847015,3.173940658569336,6.237398624420166,0.0018520359881222248,0.826039731502533,chunk_14
weight_test10.0,38,0.8,1.0,0.1,6.586550235748291,7.824953496456146,2.212616443634033,2.289146661758423,0.0017406638944521546,0.8281528949737549,chunk_14
weight_test10.0,38,0.8,1.0,0.5,5.770157337188721,8.270388305187225,3.227193832397461,4.585007190704346,0.0018197476165369153,0.832488477230072,chunk_14
weight_test10.0,38,0.8,1.0,1.0,4.363474369049072,7.079534888267517,2.923231601715088,5.047650337219238,0.0018528855871409178,0.8349958062171936,chunk_14
weight_test10.0,38,0.8,1.0,1.5,1.7534573078155518,2.69720858335495,3.492640495300293,7.054765701293945,0.0018288694554939866,0.832400918006897,chunk_14
weight_test10.0,38,0.95,0.6,0.1,5.573351860046387,5.929342150688171,2.8071234226226807,2.867725133895874,0.002156781032681465,0.8313317894935608,chunk_14
weight_test10.0,38,0.95,0.6,0.5,3.4826231002807617,5.3542274832725525,2.8621857166290283,4.038890838623047,0.002213288564234972,0.8290585279464722,chunk_14
weight_test10.0,38,0.95,0.6,1.0,2.2814383506774902,3.2489330768585205,2.8031246662139893,4.624017238616943,0.002221509115770459,0.8283230662345886,chunk_14
weight_test10.0,38,0.95,0.6,1.5,2.347219705581665,3.161387085914612,2.9780397415161133,5.650546550750732,0.002115083858370781,0.8336113691329956,chunk_14
weight_test10.0,38,0.95,0.8,0.1,6.898621559143066,7.612945079803467,3.1622633934020996,3.3311355113983154,0.0021364870481193066,0.8318707346916199,chunk_14
