mode,shuffle_id,rho_target,leak,input_scale,neuron_bias,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,seed,src
real,90,0.6,0.6,0.1,0.0,4.973897933959961,5.983355132656413,2.0558700561523438,2.1520016193389893,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,0.6,0.1,0.1,4.925586700439453,5.930210473926763,2.143061399459839,2.3178906440734863,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,0.6,0.5,0.0,4.247416973114014,7.321849167483503,2.496771812438965,3.5360045433044434,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,0.6,0.5,0.1,4.003744125366211,6.763179056365222,2.799375534057617,4.185422420501709,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,0.6,1.0,0.0,3.3429999351501465,6.183237045756282,2.871931314468384,5.007920742034912,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,0.6,1.0,0.1,2.991060256958008,5.8470956008480925,3.2798798084259033,6.014806747436523,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,0.6,1.5,0.0,3.1561660766601562,5.0900031337369,3.085488796234131,6.0404791831970215,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,0.6,1.5,0.1,2.5302517414093018,3.2585673008383083,3.528914451599121,7.257176399230957,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,0.8,0.1,0.0,5.589268684387207,6.810713967480623,2.3097546100616455,2.425794839859009,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,0.8,0.1,0.1,5.494397163391113,6.699979417734454,2.4133424758911133,2.619757652282715,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,0.8,0.5,0.0,4.7729811668396,7.441405486476015,2.8209404945373535,4.078720569610596,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,0.8,0.5,0.1,4.268415927886963,4.9937612557873905,3.168078899383545,4.820350170135498,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,0.8,1.0,0.0,2.7021613121032715,5.17623743562126,3.243147134780884,5.822620391845703,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,0.8,1.0,0.1,3.44205379486084,6.167127172186838,3.706178665161133,6.962360858917236,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,0.8,1.5,0.0,2.846961259841919,5.30322448961013,3.477517604827881,7.034276485443115,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,0.8,1.5,0.1,2.9862096309661865,4.806949879942067,3.97843861579895,8.405994415283203,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,1.0,0.1,0.0,6.359494686126709,8.00886146992815,2.72076416015625,2.8736512660980225,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,1.0,0.1,0.1,6.220820903778076,7.709454960850792,2.8502981662750244,3.1105663776397705,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,1.0,0.5,0.0,4.949679374694824,8.200865534963455,3.328444719314575,4.912091255187988,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,1.0,0.5,0.1,4.272764682769775,7.237018291591049,3.738966464996338,5.773334503173828,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,1.0,1.0,0.0,3.868534564971924,7.259552110985972,3.7988197803497314,7.0062737464904785,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,1.0,1.0,0.1,3.7863268852233887,6.639815747361126,4.3381757736206055,8.301802635192871,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,1.0,1.5,0.0,3.2592461109161377,6.234742584156993,4.044869899749756,8.422966957092285,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.6,1.0,1.5,0.1,2.55676531791687,5.019970046520527,4.623207092285156,9.971109390258789,0.0006156653980724514,0.3294062614440918,0.657565065114348,9012346,chunk_9
real,90,0.8,0.6,0.1,0.0,5.8711628913879395,7.045766945737498,2.5452120304107666,2.6706719398498535,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,0.6,0.1,0.1,5.778682708740234,6.889070361761526,2.670940399169922,2.901031494140625,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,0.6,0.5,0.0,5.022564888000488,8.341872905453783,3.111116647720337,4.515897274017334,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,0.6,0.5,0.1,3.7131845951080322,6.346349117072009,3.5126521587371826,5.35507345199585,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,0.6,1.0,0.0,3.49975848197937,6.408642694105652,3.5627388954162598,6.466947078704834,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,0.6,1.0,0.1,2.760960102081299,5.135600974710908,4.07882833480835,7.710578918457031,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,0.6,1.5,0.0,3.105591058731079,5.774944430193017,3.812258243560791,7.823572635650635,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,0.6,1.5,0.1,2.084398031234741,4.134722100492694,4.359796047210693,9.297490119934082,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,0.8,0.1,0.0,6.55615234375,7.943814569941994,3.0045151710510254,3.1744744777679443,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,0.8,0.1,0.1,6.3681488037109375,7.620694987277233,3.1680049896240234,3.467698335647583,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,0.8,0.5,0.0,5.597706317901611,8.820736411172902,3.6769144535064697,5.476215839385986,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,0.8,0.5,0.1,4.941046714782715,8.1339289203992,4.153600692749023,6.465471267700195,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,0.8,1.0,0.0,3.6226940155029297,5.90007026013793,4.173155784606934,7.809269905090332,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,0.8,1.0,0.1,3.6998047828674316,5.629820249572077,4.772333145141602,9.239117622375488,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,0.8,1.5,0.0,3.2470285892486572,5.145931941397066,4.43344783782959,9.404253005981445,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,0.8,1.5,0.1,3.1437594890594482,4.1387311921105265,5.0627055168151855,11.080572128295898,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,1.0,0.1,0.0,7.280517578125,8.9218488245549,3.792523145675659,4.060860633850098,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,1.0,0.1,0.1,7.048466205596924,8.599178219037853,4.022004127502441,4.4539642333984375,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,1.0,0.5,0.0,4.978638172149658,7.964258958039181,4.593324661254883,7.034146785736084,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,1.0,0.5,0.1,5.461879730224609,9.121664050487198,5.176443576812744,8.214862823486328,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,1.0,1.0,0.0,4.487340450286865,8.187847430671667,5.102306365966797,9.826520919799805,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,1.0,1.0,0.1,4.208369255065918,6.542989184575646,5.818329811096191,11.464073181152344,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,1.0,1.5,0.0,3.2016518115997314,6.127868228586408,5.344860076904297,11.65994930267334,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.8,1.0,1.5,0.1,3.406078815460205,6.383198427174193,6.086665630340576,13.551359176635742,0.0008208871586248279,0.3294062614440918,0.6575650763509905,9012346,chunk_9
real,90,0.95,0.6,0.1,0.0,6.481472969055176,7.752496007038626,2.9962100982666016,3.152169704437256,0.0009748035809025168,0.32940611243247986,0.6575650906683985,9012346,chunk_9
real,90,0.95,0.6,0.1,0.1,6.319330215454102,7.44030555589859,3.167562484741211,3.454749345779419,0.0009748035809025168,0.32940611243247986,0.6575650906683985,9012346,chunk_9
