mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,src
shuffle,0,0.6,0.6,0.1,5.479355335235596,6.292701900005341,2.010328769683838,2.075701951980591,chunk_0
shuffle,0,0.6,0.6,0.5,4.87097692489624,6.563032686710358,2.229123592376709,2.9807376861572266,chunk_0
shuffle,0,0.6,0.6,1.0,2.549882411956787,4.088963687419891,2.4841628074646,3.949039697647095,chunk_0
shuffle,0,0.6,0.6,1.5,2.847983837127685,4.350260496139526,2.7730886936187744,5.043246269226074,chunk_0
shuffle,0,0.6,0.8,0.1,5.859611034393311,6.337721347808838,1.9258819818496704,1.981587648391724,chunk_0
shuffle,0,0.6,0.8,0.5,4.360929489135742,6.526206612586975,2.243609666824341,2.965176582336426,chunk_0
shuffle,0,0.6,0.8,1.0,2.2098617553710938,3.374288558959961,2.794485092163086,4.838213920593262,chunk_0
shuffle,0,0.6,0.8,1.5,2.8005433082580566,4.171272873878479,2.944706439971924,5.528449535369873,chunk_0
shuffle,0,0.6,1.0,0.1,6.2884063720703125,7.15067446231842,2.0804789066314697,2.1655542850494385,chunk_0
shuffle,0,0.6,1.0,0.5,4.259495258331299,6.248849928379059,2.7012977600097656,3.7796456813812256,chunk_0
shuffle,0,0.6,1.0,1.0,5.064743995666504,7.462067484855652,3.293586492538452,5.745920181274414,chunk_0
shuffle,0,0.6,1.0,1.5,3.149622678756714,4.955300867557526,3.3034846782684326,6.843799591064453,chunk_0
shuffle,0,0.8,0.6,0.1,5.950778961181641,6.250073134899139,2.441145896911621,2.518634557723999,chunk_0
shuffle,0,0.8,0.6,0.5,5.174991130828857,7.754186570644379,2.682210922241211,3.869518756866455,chunk_0
shuffle,0,0.8,0.6,1.0,3.0219545364379883,4.983180284500122,3.0849616527557373,5.247265815734863,chunk_0
shuffle,0,0.8,0.6,1.5,2.619393348693848,3.734038770198822,3.5609776973724365,6.786814212799072,chunk_0
shuffle,0,0.8,0.8,0.1,7.021048545837402,7.991076707839966,2.1381266117095947,2.2239933013916016,chunk_0
shuffle,0,0.8,0.8,0.5,6.391157150268555,9.564125537872314,3.19221830368042,4.522121906280518,chunk_0
shuffle,0,0.8,0.8,1.0,3.930519342422485,4.751126885414124,3.345292568206787,5.933304309844971,chunk_0
shuffle,0,0.8,0.8,1.5,3.31373929977417,4.537367820739746,3.742341756820679,8.062356948852539,chunk_0
shuffle,0,0.8,1.0,0.1,8.536455154418945,9.770016491413116,2.992269515991211,3.134474277496338,chunk_0
shuffle,0,0.8,1.0,0.5,6.892948627471924,9.41125476360321,3.595612049102783,5.326575756072998,chunk_0
shuffle,0,0.8,1.0,1.0,4.606639385223389,6.561622262001038,4.404679298400879,8.239181518554688,chunk_0
shuffle,0,0.8,1.0,1.5,3.770144462585449,4.733391642570496,4.5306596755981445,9.696208000183104,chunk_0
