config,model,washout,t_train,t_test,mean_score,std_score,cv_score,mean_capture_pct,std_capture_pct,n_runs
baseline,real,500,1500,500,4.009208371241887,1.4532997393879572,0.362490448192341,100.0,0.0,48
baseline,shuffle_weights,500,1500,500,4.035179408888022,1.8401151779505738,0.4560181819666987,100.0,0.0,48
baseline,cel_randN,500,1500,500,9.084385248521963,5.132599450578445,0.5649913901893937,100.0,0.0,48
baseline,er_randN,500,1500,500,10.455796708663305,5.80561250614315,0.5552530015558569,nan,nan,48
baseline,ws_p01_randN,500,1500,500,11.061824987332026,5.945439427714827,0.5374736478405262,100.0,0.0,48
baseline,conn_shuf,500,1500,500,4.341020219027996,1.8626417212395896,0.42907925493529636,100.0,0.0,48
baseline,local_sign,500,1500,500,3.7350380743543306,1.538044707231993,0.4117882272185062,100.0,0.0,48
baseline,conn_shuf_only,500,1500,500,3.9583047069609165,1.8622566073440154,0.4704682295097508,100.0,0.0,48
baseline,cel_sample,500,1500,500,4.150845114141703,1.7243881766193325,0.41543062417444493,100.0,0.0,48
baseline,local_sign+flat,500,1500,500,3.7637603729963303,1.4125576574707022,0.37530488593410766,100.0,0.0,48
baseline,local_sign+sample,500,1500,500,3.9165972769260406,1.759308252022301,0.44919304376453584,100.0,0.0,48
baseline,local_sign+binary,500,1500,500,3.6340763941407204,1.1986858848889492,0.3298460887673164,100.0,0.0,48
baseline,global_sign_pres,500,1500,500,3.508552983403206,1.345388456474856,0.3834596378732362,100.0,0.0,48
baseline,binary+shuffle,500,1500,500,3.6324880545337996,1.443115491781517,0.39728017549302835,100.0,0.0,48
washout_x0.25,real,125,1500,500,3.983425058424473,1.6132642317759747,0.40499424693935476,99.96201143301037,23.442995447830693,48
washout_x0.25,shuffle_weights,125,1500,500,4.135567267735799,1.9520728208396112,0.4720205704472462,104.8762179525183,26.192281473843842,48
washout_x0.25,cel_randN,125,1500,500,9.233724844952425,5.0293294429423865,0.5446696243815027,104.35467956952077,25.891816518612796,48
washout_x0.25,er_randN,125,1500,500,10.460896601279577,5.874239892534221,0.5615426780736638,nan,nan,48
washout_x0.25,ws_p01_randN,125,1500,500,11.1326381812493,5.959224151493771,0.5352930773885107,101.74810845499398,11.10533532755344,48
washout_x0.25,conn_shuf,125,1500,500,4.4760377158721285,1.759871103899259,0.39317611146544124,108.06517292721192,30.549953081818984,48
washout_x0.25,local_sign,125,1500,500,3.6452850637336573,1.583198472963162,0.43431403725161133,100.69392163725706,29.966012611137863,48
washout_x0.25,conn_shuf_only,125,1500,500,4.068125579506159,1.7275855221000551,0.4246637642660411,286.08290047495615,1227.3300859136775,48
washout_x0.25,cel_sample,125,1500,500,4.22000240534544,1.6671726109520997,0.39506437457009663,108.37086510237454,35.842223429367955,48
washout_x0.25,local_sign+flat,125,1500,500,3.649205580353737,1.4942523475446994,0.4094733263561034,98.69025144637835,23.422726212566044,48
washout_x0.25,local_sign+sample,125,1500,500,3.961901042610407,1.756008895067696,0.4432238150781024,117.47335260062766,89.95455084054217,48
washout_x0.25,local_sign+binary,125,1500,500,3.678479219476382,1.3378351995003197,0.36369247171953734,102.69911145301994,23.54367694037294,48
washout_x0.25,global_sign_pres,125,1500,500,3.500408533960581,1.3868688225820953,0.3962019887469836,102.69723274754129,28.920491702703725,48
washout_x0.25,binary+shuffle,125,1500,500,3.647342771291733,1.4299985893504406,0.39206586247006237,105.06451275334098,33.361731041047605,48
t_train_x0.25,real,500,375,500,3.856098381181558,1.4801485418607343,0.3838461562817279,97.90573445577479,27.092295561748998,48
t_train_x0.25,shuffle_weights,500,375,500,4.05172731479009,1.8257489336012709,0.45061002178915355,105.11214945724093,35.904117260175724,48
t_train_x0.25,cel_randN,500,375,500,7.204144850373268,4.927561148349225,0.6839897379484137,78.29840309833934,24.63876917125009,48
t_train_x0.25,er_randN,500,375,500,7.838922542830308,5.668342460755353,0.723102241383897,nan,nan,48
t_train_x0.25,ws_p01_randN,500,375,500,8.093232583254576,5.652037462129698,0.6983658759324588,71.06018213162425,22.127192700451452,48
t_train_x0.25,conn_shuf,500,375,500,4.244719862937927,1.9416168183979579,0.4574193070668492,98.93187522751094,29.73245242617775,48
