config,model,seed,rho_target,leak,input_scale,washout,t_train,t_test,score,capture_pct_vs_baseline
baseline,real,17,0.6,0.6,0.1,500,1500,500,3.586440324783325,100.0
baseline,shuffle_weights,17,0.6,0.6,0.1,500,1500,500,4.60524320602417,100.0
baseline,cel_randN,17,0.6,0.6,0.1,500,1500,500,7.8036699295043945,100.0
baseline,er_randN,17,0.6,0.6,0.1,500,1500,500,8.965351104736328,100.0
baseline,ws_p01_randN,17,0.6,0.6,0.1,500,1500,500,7.974771022796631,100.0
baseline,conn_shuf,17,0.6,0.6,0.1,500,1500,500,4.927211284637451,100.0
baseline,local_sign,17,0.6,0.6,0.1,500,1500,500,4.176947116851807,100.0
baseline,conn_shuf_only,17,0.6,0.6,0.1,500,1500,500,4.576327323913574,100.0
baseline,cel_sample,17,0.6,0.6,0.1,500,1500,500,5.013500213623047,100.0
baseline,local_sign+flat,17,0.6,0.6,0.1,500,1500,500,3.969381809234619,100.0
baseline,local_sign+sample,17,0.6,0.6,0.1,500,1500,500,4.52036190032959,100.0
baseline,local_sign+binary,17,0.6,0.6,0.1,500,1500,500,3.9713120460510254,100.0
baseline,global_sign_pres,17,0.6,0.6,0.1,500,1500,500,4.0956244468688965,100.0
baseline,binary+shuffle,17,0.6,0.6,0.1,500,1500,500,3.992344379425049,100.0
baseline,real,17,0.6,0.6,0.5,500,1500,500,2.6388251781463623,100.0
baseline,shuffle_weights,17,0.6,0.6,0.5,500,1500,500,4.778402328491211,100.0
baseline,cel_randN,17,0.6,0.6,0.5,500,1500,500,4.382493495941162,100.0
baseline,er_randN,17,0.6,0.6,0.5,500,1500,500,6.653438568115234,100.0
baseline,ws_p01_randN,17,0.6,0.6,0.5,500,1500,500,5.943069934844971,100.0
baseline,conn_shuf,17,0.6,0.6,0.5,500,1500,500,3.4272890090942383,100.0
baseline,local_sign,17,0.6,0.6,0.5,500,1500,500,3.062413215637207,100.0
baseline,conn_shuf_only,17,0.6,0.6,0.5,500,1500,500,3.970393657684326,100.0
baseline,cel_sample,17,0.6,0.6,0.5,500,1500,500,3.4325904846191406,100.0
baseline,local_sign+flat,17,0.6,0.6,0.5,500,1500,500,4.033177852630615,100.0
