EI_bal,frac_replace,seed_id,rho_target,leak,input_scale,MC,IPC,KR,GR
242,1,0,0.8,0.2,0.5,1.223915696144104,1.6412780284881592,31.310192108154297,21.358381271362305
242,1,0,0.8,0.2,1.0,1.2733839750289917,1.4091609716415405,50.23768615722656,38.400062561035156
242,1,0,0.8,0.2,2.0,0.0,0.025125741958618164,69.1442642211914,59.49176025390625
242,1,0,0.8,0.5,0.5,1.2463710308074951,1.2445365190505981,76.80912017822266,73.03758239746094
242,1,0,0.8,0.5,1.0,1.2453320026397705,1.5349012613296509,99.16938781738281,98.69937896728516
242,1,0,0.8,0.5,2.0,2.8526248931884766,3.852338194847107,142.5662078857422,147.22352600097656
242,1,0,0.8,0.8,0.5,0.976804256439209,1.0809621214866638,38.61405944824219,62.692169189453125
242,1,0,0.8,0.8,1.0,2.0663743019104004,2.3554973006248474,178.77867126464844,184.6955108642578
242,1,0,0.8,0.8,2.0,2.7900216579437256,3.3558122515678406,193.200439453125,202.44471740722656
242,1,0,1.0,0.2,0.5,0.9015042185783386,1.1649439334869385,35.29796600341797,22.80415916442871
242,1,0,1.0,0.2,1.0,1.1476192474365234,1.464927613735199,39.99113082885742,26.242576599121094
242,1,0,1.0,0.2,2.0,0.0,0.0,61.183658599853516,58.08601379394531
242,1,0,1.0,0.5,0.5,0.0,0.0,80.40864562988281,79.05870056152344
242,1,0,1.0,0.5,1.0,0.648952841758728,0.6558300256729126,120.39237976074219,123.94129943847656
242,1,0,1.0,0.5,2.0,0.0,0.0,122.1449203491211,146.6717071533203
242,1,0,1.0,0.8,0.5,0.0,0.0,42.470359802246094,72.40484619140625
242,1,0,1.0,0.8,1.0,0.5171579718589783,0.5268768072128296,62.260345458984375,92.3526840209961
242,1,0,1.0,0.8,2.0,1.9090394973754883,1.9098701477050781,187.4367218017578,195.61973571777344
242,1,0,1.2,0.2,0.5,1.4899580478668213,1.6402814388275146,52.226871490478516,60.97951889038086
242,1,0,1.2,0.2,1.0,0.0,0.0,38.20058822631836,21.371936798095703
242,1,0,1.2,0.2,2.0,0.0,0.0,56.933937072753906,44.4151725769043
242,1,0,1.2,0.5,0.5,2.8349080085754395,3.106564164161682,88.52680969238281,94.26496887207031
242,1,0,1.2,0.5,1.0,0.0,0.0,103.588134765625,109.58056640625
242,1,0,1.2,0.5,2.0,0.4391644597053528,0.541760265827179,130.5758056640625,125.61563110351562
242,1,0,1.2,0.8,0.5,0.5607550144195557,0.5626513957977295,42.28466033935547,62.18406677246094
242,1,0,1.2,0.8,1.0,0.43334466218948364,0.4327735900878906,180.84225463867188,190.77093505859375
242,1,0,1.2,0.8,2.0,2.7303428649902344,3.205827236175537,188.82684326171875,190.16043090820312
242,1,1,0.8,0.2,0.5,0.0,0.0,36.336082458496094,35.05239486694336
242,1,1,0.8,0.2,1.0,1.3351877927780151,1.510128378868103,51.031307220458984,44.41701126098633
242,1,1,0.8,0.2,2.0,0.18436670303344727,0.5100299119949341,67.23934936523438,59.88296127319336
242,1,1,0.8,0.5,0.5,0.967915415763855,0.969894289970398,57.61027526855469,54.38596725463867
242,1,1,0.8,0.5,1.0,0.0,0.0,77.26992797851562,72.25375366210938
242,1,1,0.8,0.5,2.0,2.4537129402160645,3.4484007358551025,104.36988067626953,110.01580047607422
242,1,1,0.8,0.8,0.5,2.5261549949645996,2.5955636501312256,36.95492935180664,39.10807418823242
242,1,1,0.8,0.8,1.0,2.177396297454834,2.3413814902305603,53.40180969238281,60.64109802246094
242,1,1,0.8,0.8,2.0,3.208160877227783,3.2895525693893433,163.3212890625,184.0643310546875
242,1,1,1.0,0.2,0.5,1.232832670211792,2.1287257075309753,32.16025924682617,28.458309173583984
242,1,1,1.0,0.2,1.0,0.2218499779701233,0.2240552306175232,54.0206298828125,52.026424407958984
242,1,1,1.0,0.2,2.0,0.6901138424873352,1.1569870710372925,57.85260772705078,57.07882308959961
242,1,1,1.0,0.5,0.5,2.8633880615234375,4.047103106975555,46.292152404785156,50.87200164794922
242,1,1,1.0,0.5,1.0,2.168830633163452,3.190342962741852,75.92034912109375,71.24337768554688
242,1,1,1.0,0.5,2.0,2.388947010040283,2.815284550189972,119.55514526367188,126.08706665039062
242,1,1,1.0,0.8,0.5,1.386500597000122,1.6411637663841248,23.5378360748291,22.24812889099121
242,1,1,1.0,0.8,1.0,2.2215166091918945,2.4727734327316284,156.27044677734375,163.16600036621094
242,1,1,1.0,0.8,2.0,2.7668116092681885,2.7768025994300842,163.47267150878906,188.47979736328125
242,1,1,1.2,0.2,0.5,1.4021806716918945,2.1296380758285522,26.667232513427734,17.560771942138672
242,1,1,1.2,0.2,1.0,0.43154191970825195,0.46956920623779297,44.469947814941406,40.88285446166992
242,1,1,1.2,0.2,2.0,0.5589560270309448,1.0644333958625793,69.6225357055664,53.8807373046875
242,1,1,1.2,0.5,0.5,1.5637755393981934,1.6011603474617004,77.31478118896484,98.7915267944336
242,1,1,1.2,0.5,1.0,0.0,0.053565382957458496,75.553466796875,68.79756164550781
242,1,1,1.2,0.5,2.0,1.9143813848495483,2.3871873021125793,85.1054458618164,83.33878326416016
242,1,1,1.2,0.8,0.5,1.52445387840271,2.5140627026557922,35.51061248779297,38.05108642578125
242,1,1,1.2,0.8,1.0,1.185204267501831,1.24354749917984,144.05508422851562,143.6727752685547
242,1,1,1.2,0.8,2.0,0.7065502405166626,0.7112923264503479,170.14564514160156,177.6217041015625
242,1,2,0.8,0.2,0.5,3.1475958824157715,3.702607572078705,24.882061004638672,13.629525184631348
242,1,2,0.8,0.2,1.0,1.7219897508621216,1.872285008430481,38.39445495605469,29.703201293945312
242,1,2,0.8,0.2,2.0,0.0,0.0,69.93499755859375,62.898983001708984
242,1,2,0.8,0.5,0.5,2.2522056102752686,2.763700783252716,39.40815734863281,38.13725662231445
242,1,2,0.8,0.5,1.0,2.097813606262207,3.196069061756134,59.34813690185547,41.173580169677734
242,1,2,0.8,0.5,2.0,0.23268145322799683,0.6490859389305115,118.4624252319336,129.1776885986328
242,1,2,0.8,0.8,0.5,2.3709540367126465,3.215870440006256,36.477291107177734,33.48125076293945
242,1,2,0.8,0.8,1.0,2.575287103652954,2.6273409724235535,146.6508026123047,154.44525146484375
242,1,2,0.8,0.8,2.0,3.10420560836792,3.3137065768241882,177.42184448242188,188.2931365966797
242,1,2,1.0,0.2,0.5,2.3176136016845703,3.313835918903351,17.37751579284668,10.335952758789062
242,1,2,1.0,0.2,1.0,1.4036877155303955,1.6009462475776672,26.16315460205078,23.14378547668457
242,1,2,1.0,0.2,2.0,0.0,0.0,51.930057525634766,62.22206115722656
242,1,2,1.0,0.5,0.5,0.2605189085006714,0.2637121081352234,49.768131256103516,43.172943115234375
242,1,2,1.0,0.5,1.0,1.0295934677124023,1.5268469452857971,56.6316032409668,95.54852294921875
242,1,2,1.0,0.5,2.0,2.267662763595581,2.3286068439483643,132.5428009033203,136.1814422607422
242,1,2,1.0,0.8,0.5,0.0,0.0,114.5782241821289,129.4945068359375
242,1,2,1.0,0.8,1.0,2.2819864749908447,3.0444642901420593,68.69587707519531,55.9354362487793
242,1,2,1.0,0.8,2.0,0.09980493783950806,0.10893362760543823,176.31761169433594,180.97976684570312
242,1,2,1.2,0.2,0.5,2.167310953140259,3.6132591366767883,12.456066131591797,15.575101852416992
242,1,2,1.2,0.2,1.0,0.9787946939468384,1.859812617301941,34.1024055480957,54.748260498046875
242,1,2,1.2,0.2,2.0,0.0,0.0,43.371334075927734,64.50537872314453
242,1,2,1.2,0.5,0.5,1.8882167339324951,2.2406157851219177,41.3255729675293,70.77108001708984
242,1,2,1.2,0.5,1.0,1.3170223236083984,1.3938788175582886,58.29128646850586,55.157798767089844
