config,tost_bound,baseline_tost_bound,bound_delta_vs_baseline,n_pairs_compared,n_pairs_same_significance,pct_pairs_same_significance,n_baseline_significant,n_baseline_significant_preserved,n_baseline_significant_lost,n_new_significant_vs_baseline
baseline,0.19492117762565614,0.19492117762565614,0.0,91,91,100.0,0,0,0,0
washout_x0.25,0.19110442996025087,0.19492117762565614,-0.003816747665405268,91,91,100.0,0,0,0,0
t_train_x0.25,0.194920551776886,0.19492117762565614,-6.258487701416016e-07,91,91,100.0,0,0,0,0
t_test_x0.25,0.19304678440093995,0.19492117762565614,-0.001874393224716192,91,91,100.0,0,0,0,0
washout_x0.75,0.19245991706848145,0.19492117762565614,-0.002461260557174688,91,91,100.0,0,0,0,0
t_train_x0.75,0.19786267280578615,0.19492117762565614,0.0029414951801300104,91,91,100.0,0,0,0,0
t_test_x0.75,0.196639621257782,0.19492117762565614,0.0017184436321258656,91,91,100.0,0,0,0,0
washout_x1.25,0.19578136801719667,0.19492117762565614,0.0008601903915405329,91,91,100.0,0,0,0,0
t_train_x1.25,0.18949144482612612,0.19492117762565614,-0.005429732799530018,91,91,100.0,0,0,0,0
t_test_x1.25,0.1929299056529999,0.19492117762565614,-0.00199127197265625,91,91,100.0,0,0,0,0
