mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,wt_mag_cv,seed,src
weight_test_cel_to_shuffled_cel0.0,214,0.6,0.6,0.1,2.923419952392578,3.0294111667717516,1.8089227676391602,1.8284450769424438,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,21412346,cel_to_shuffled_cel_chunk_17
weight_test_cel_to_shuffled_cel0.0,214,0.6,0.6,0.5,3.6224045753479004,4.958411856494706,1.9250059127807617,2.227243423461914,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,21412346,cel_to_shuffled_cel_chunk_17
weight_test_cel_to_shuffled_cel0.0,214,0.6,0.6,1.0,3.6217665672302246,6.535534863025362,2.1140129566192627,2.8292133808135986,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,21412346,cel_to_shuffled_cel_chunk_17
weight_test_cel_to_shuffled_cel0.0,214,0.6,0.6,1.5,3.5174853801727295,6.999338276901199,2.2772679328918457,3.27886962890625,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,21412346,cel_to_shuffled_cel_chunk_17
weight_test_cel_to_shuffled_cel0.0,214,0.6,0.8,0.1,3.564547061920166,3.6871845027532686,1.9334748983383179,1.9581935405731201,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,21412346,cel_to_shuffled_cel_chunk_17
weight_test_cel_to_shuffled_cel0.0,214,0.6,0.8,0.5,4.217083930969238,5.839567323097981,2.0613012313842773,2.3879854679107666,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,21412346,cel_to_shuffled_cel_chunk_17
weight_test_cel_to_shuffled_cel0.0,214,0.6,0.8,1.0,4.233182907104492,7.693501803645631,2.2641592025756836,3.047903060913086,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,21412346,cel_to_shuffled_cel_chunk_17
weight_test_cel_to_shuffled_cel0.0,214,0.6,0.8,1.5,4.049007892608643,8.214795936193127,2.4369165897369385,3.5416741371154785,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,21412346,cel_to_shuffled_cel_chunk_17
weight_test_cel_to_shuffled_cel0.0,214,0.6,1.0,0.1,4.358173847198486,4.4854426388423745,2.0879757404327393,2.115638256072998,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,21412346,cel_to_shuffled_cel_chunk_17
weight_test_cel_to_shuffled_cel0.0,214,0.6,1.0,0.5,5.278234481811523,7.592342715888265,2.232790946960449,2.5805087089538574,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,21412346,cel_to_shuffled_cel_chunk_17
weight_test_cel_to_shuffled_cel0.0,214,0.6,1.0,1.0,5.117082118988037,9.349093883732223,2.4553937911987305,3.312969923019409,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,21412346,cel_to_shuffled_cel_chunk_17
weight_test_cel_to_shuffled_cel0.0,214,0.6,1.0,1.5,4.7473626136779785,9.671449070308036,2.6410930156707764,3.8661084175109863,0.0009280519443564117,0.5628097057342529,0.8963917938895556,1.1959291696548462,21412346,cel_to_shuffled_cel_chunk_17
weight_test_cel_to_shuffled_cel0.0,214,0.8,0.6,0.1,3.5816187858581543,3.683514844679621,2.2837679386138916,2.3260157108306885,0.0012374025536701083,0.5628095865249634,0.8963917027065043,1.1959292888641357,21412346,cel_to_shuffled_cel_chunk_17
weight_test_cel_to_shuffled_cel0.0,214,0.8,0.6,0.5,4.355709075927734,6.000619753952378,2.403209686279297,2.7766096591949463,0.0012374025536701083,0.5628095865249634,0.8963917027065043,1.1959292888641357,21412346,cel_to_shuffled_cel_chunk_17
