model,d_max,mean_ipc_kset,std_ipc_kset,mean_capture_pct,std_capture_pct,n_runs
real,30,7.028048772681703,1.0822243675211847,92.3850192314075,1.328025477259497,20
real,50,7.255635668604102,1.0829412718502525,95.43912666040816,0.9201638851276107,20
real,80,7.59561006183055,1.086349496607003,100.0,5.503840364735051e-15,20
cel_randN,30,12.873642086304192,1.1354338226743692,95.7383698173376,0.42572030397850374,20
cel_randN,50,13.085458043047543,1.1497852514323201,97.31660685244914,0.3646292580418476,20
cel_randN,80,13.444785683721815,1.1635781371234373,100.0,5.503840364735051e-15,20
er_randN,30,14.441890795426875,0.6728214191471306,96.29450966664947,0.36252632157605097,20
er_randN,50,14.653841232320662,0.6831011872478625,97.70763824035555,0.34861733879654655,20
er_randN,80,14.9973122949167,0.6895569105553354,100.0,3.1776437161565094e-15,20
ws_p01_randN,30,14.555471251672662,0.4246731878597541,96.33493642847493,0.4674213634653815,20
ws_p01_randN,50,14.767745533228236,0.4295215737685222,97.73950929105015,0.3249336604675113,20
ws_p01_randN,80,15.10867871289798,0.41518962385737956,100.0,4.4938668397781774e-15,20
local_sign,30,9.13046398112029,1.2755368895326933,94.06405000368602,1.033331925529755,20
local_sign,50,9.342491845652805,1.2685938077196866,96.30087799628565,0.6060832105905964,20
local_sign,80,9.69517213694685,1.270601355812214,100.0,5.503840364735051e-15,20
local_sign+flat,30,8.23975710057191,1.6595193179147083,93.2870938223803,1.5032569778394007,20
local_sign+flat,50,8.460513760886446,1.6711763226584253,95.87393919979945,1.0438776782183499,20
local_sign+flat,80,8.808030129137421,1.6595070869022044,100.0,5.503840364735051e-15,20
local_sign+binary,30,6.9612544907474305,1.028010646298226,92.34036218382364,1.3692139366082545,20
local_sign+binary,50,7.187131517532937,1.0384319973294325,95.37922629727775,1.0391760051096843,20
local_sign+binary,80,7.527166823550621,1.0270860576935459,100.0,5.503840364735051e-15,20
global_sign_pres,30,6.772331908266343,0.8614626133635398,92.11006104771327,1.4513626571941594,20
global_sign_pres,50,6.984467204337259,0.8601845321349069,95.04644676078973,1.0819936818333669,20
global_sign_pres,80,7.340899484920875,0.8495783461044949,100.0,7.105427357601002e-15,20
global_sign_pres_real_weight,30,6.7360753639101505,1.311572848656253,91.93941111462536,1.805458739976209,20
global_sign_pres_real_weight,50,6.963010068904583,1.3075017560482163,95.17445293689221,0.9538340326825289,20
global_sign_pres_real_weight,80,7.304474876613398,1.3114005017389727,100.0,5.503840364735051e-15,20
binary_base,30,6.0586098524997745,0.9272138247807685,91.09810213778901,2.0165480724817906,20
binary_base,50,6.282188499016438,0.9349827566749734,94.53345495664442,1.5253572880172435,20
binary_base,80,6.632403043002934,0.9223540915523833,100.0,8.407255028117242e-15,20
