mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR
shuffle,0,0.6,0.6,0.1,4.450490474700928,4.754426002502441,2.322618007659912,2.4031660556793213
shuffle,0,0.6,0.6,0.5,3.2351155281066895,3.8966798782348633,2.969733238220215,4.29998254776001
shuffle,0,0.6,0.6,1.0,2.0632152557373047,2.949106216430664,3.4191410541534424,6.104977607727051
shuffle,0,0.6,0.6,1.5,1.6839817762374878,2.368119239807129,3.6028285026550293,7.267274379730225
shuffle,0,0.6,0.8,0.1,5.76516056060791,7.1313629150390625,2.6741526126861572,2.817868709564209
shuffle,0,0.6,0.8,0.5,3.852919816970825,5.5235595703125,3.261155605316162,4.787893772125244
shuffle,0,0.6,0.8,1.0,2.907867908477783,4.004029750823975,3.8661277294158936,7.108173847198486
shuffle,0,0.6,0.8,1.5,2.0523276329040527,3.2621753215789795,3.9934420585632324,8.168718338012695
shuffle,0,0.6,1.0,0.1,4.977182388305664,6.033524513244629,2.7962472438812256,2.9571328163146973
shuffle,0,0.6,1.0,0.5,5.828591823577881,9.150755882263184,3.7930634021759033,5.852829933166504
shuffle,0,0.6,1.0,1.0,4.886784076690674,6.802308082580566,4.767775535583496,9.285232543945312
shuffle,0,0.6,1.0,1.5,3.4485673904418945,4.1060075759887695,5.85225772857666,13.231913566589355
shuffle,0,0.8,0.6,0.1,4.676235675811768,4.666900157928467,2.8812153339385986,3.0160460472106934
shuffle,0,0.8,0.6,0.5,2.2690658569335938,3.100470781326294,4.193864345550537,6.356024265289307
shuffle,0,0.8,0.6,1.0,1.81669282913208,3.1816015243530273,4.407354831695557,8.473625183105469
shuffle,0,0.8,0.6,1.5,0.9559302926063538,1.4126790761947632,5.500666618347168,12.138144493103027
shuffle,0,0.8,0.8,0.1,5.693903923034668,7.302353382110596,3.0154571533203125,3.208676815032959
shuffle,0,0.8,0.8,0.5,3.527679920196533,5.463774681091309,4.774913787841797,7.6197662353515625
shuffle,0,0.8,0.8,1.0,2.2818007469177246,4.066795349121094,5.807281494140625,11.93685531616211
shuffle,0,0.8,0.8,1.5,2.7602484226226807,4.559800624847412,5.893546104431152,13.30862808227539
shuffle,0,0.8,1.0,0.1,9.342611312866211,10.19412612915039,4.054196834564209,4.339720249176025
shuffle,0,0.8,1.0,0.5,4.838442325592041,7.338830471038818,6.557363033294678,11.546793937683105
shuffle,0,0.8,1.0,1.0,5.436078071594238,7.515618324279785,6.9626054763793945,15.071206092834473
shuffle,0,0.8,1.0,1.5,3.609649181365967,4.595213890075684,8.791492462158203,21.885149002075195
shuffle,0,0.95,0.6,0.1,3.851724147796631,3.8202011585235596,3.7566113471984863,3.987920045852661
shuffle,0,0.95,0.6,0.5,2.744492530822754,2.9396185874938965,5.1511359214782715,8.20731258392334
shuffle,0,0.95,0.6,1.0,1.2117128372192383,1.9568116664886475,6.277649402618408,12.612104415893555
shuffle,0,0.95,0.6,1.5,1.609411597251892,1.8126823902130127,6.4019083976745605,14.814628601074219
shuffle,0,0.95,0.8,0.1,6.6764936447143555,6.663558483123779,5.242170333862305,5.663608074188232
shuffle,0,0.95,0.8,0.5,4.1418538093566895,4.561276912689209,6.903623580932617,11.263922691345215
shuffle,0,0.95,0.8,1.0,2.6735434532165527,2.648221731185913,7.679378986358643,16.39677619934082
shuffle,0,0.95,0.8,1.5,1.2583832740783691,2.1791722774505615,8.83827018737793,22.264192581176758
shuffle,0,0.95,1.0,0.1,9.983766555786133,10.813250541687012,5.680359840393066,6.248932361602783
shuffle,0,0.95,1.0,0.5,5.643879413604736,7.360769271850586,8.934910774230957,15.802958488464355
shuffle,0,0.95,1.0,1.0,4.289727210998535,5.393392562866211,10.324380874633789,23.166706085205078
shuffle,0,0.95,1.0,1.5,4.687153339385986,6.069881439208984,12.059799194335938,31.387529373168945
shuffle,0,1.05,0.6,0.1,2.3146767616271973,3.1144180297851562,5.264202117919922,6.278515338897705
shuffle,0,1.05,0.6,0.5,2.5480449199676514,3.0027921199798584,6.905564308166504,11.083425521850586
shuffle,0,1.05,0.6,1.0,1.7869532108306885,2.620849132537842,8.210868835449219,17.154836654663086
shuffle,0,1.05,0.6,1.5,1.8209633827209473,1.9153530597686768,7.99050760269165,19.004512786865234
shuffle,0,1.05,0.8,0.1,5.379189968109131,8.519828796386719,5.256026744842529,6.30967903137207
shuffle,0,1.05,0.8,0.5,4.837046146392822,6.063766002655029,10.258065223693848,17.85859489440918
shuffle,0,1.05,0.8,1.0,4.514531135559082,5.08415412902832,10.521027565002441,23.66403579711914
shuffle,0,1.05,0.8,1.5,2.777338981628418,3.8909595012664795,10.28734302520752,26.517791748046875
shuffle,0,1.05,1.0,0.1,7.491636276245117,10.971843719482422,7.751568794250488,9.330604553222656
shuffle,0,1.05,1.0,0.5,5.999682903289795,8.55998420715332,13.644376754760742,24.352479934692383
shuffle,0,1.05,1.0,1.0,8.240679740905762,11.099737167358398,14.9563627243042,35.01055908203125
shuffle,0,1.05,1.0,1.5,6.811733245849609,9.71088981628418,14.339590072631836,38.466854095458984
shuffle,1,0.6,0.6,0.1,1.7035932540893555,1.7751634120941162,2.1993279457092285,2.264937162399292
shuffle,1,0.6,0.6,0.5,2.650193929672241,3.213128089904785,3.0485806465148926,4.317252159118652
shuffle,1,0.6,0.6,1.0,2.085357427597046,3.254495143890381,3.1797902584075928,5.4248223304748535
shuffle,1,0.6,0.6,1.5,0.9545750617980957,2.008051633834839,3.5102837085723877,6.941717147827148
shuffle,1,0.6,0.8,0.1,4.893442153930664,5.0611491203308105,2.3500490188598633,2.4495537281036377
shuffle,1,0.6,0.8,0.5,3.5855116844177246,5.091477870941162,2.9577934741973877,4.394407749176025
