dataset,job,normalization,rho_target,sign_frac,triad_scope,n_edges_mean,n_edges_std,n_edges_min,n_edges_max,n_edges_count,negative_edge_fraction_mean,negative_edge_fraction_std,negative_edge_fraction_min,negative_edge_fraction_max,negative_edge_fraction_count,raw_rho_mean,raw_rho_std,raw_rho_min,raw_rho_max,raw_rho_count,ref_rho_mean,ref_rho_std,ref_rho_min,ref_rho_max,ref_rho_count,post_rho_mean,post_rho_std,post_rho_min,post_rho_max,post_rho_count,scale_factor_mean,scale_factor_std,scale_factor_min,scale_factor_max,scale_factor_count,active_state_count_mean,active_state_count_std,active_state_count_min,active_state_count_max,active_state_count_count,active_state_fraction_mean,active_state_fraction_std,active_state_fraction_min,active_state_fraction_max,active_state_fraction_count,active_neurons_per_step_mean_mean,active_neurons_per_step_mean_std,active_neurons_per_step_mean_min,active_neurons_per_step_mean_max,active_neurons_per_step_mean_count,neurons_active_at_least_once_mean,neurons_active_at_least_once_std,neurons_active_at_least_once_min,neurons_active_at_least_once_max,neurons_active_at_least_once_count,activation_onset_count_mean,activation_onset_count_std,activation_onset_count_min,activation_onset_count_max,activation_onset_count_count,activation_onset_rate_mean,activation_onset_rate_std,activation_onset_rate_min,activation_onset_rate_max,activation_onset_rate_count,triad_count_mean,triad_count_std,triad_count_min,triad_count_max,triad_count_count,triad_edge_count_mean_mean,triad_edge_count_mean_std,triad_edge_count_mean_min,triad_edge_count_mean_max,triad_edge_count_mean_count,triad_avg_abs_w_mean_mean,triad_avg_abs_w_mean_std,triad_avg_abs_w_mean_min,triad_avg_abs_w_mean_max,triad_avg_abs_w_mean_count,triad_avg_abs_w_std_mean,triad_avg_abs_w_std_std,triad_avg_abs_w_std_min,triad_avg_abs_w_std_max,triad_avg_abs_w_std_count,triad_avg_abs_w_min_mean,triad_avg_abs_w_min_std,triad_avg_abs_w_min_min,triad_avg_abs_w_min_max,triad_avg_abs_w_min_count,triad_avg_abs_w_max_mean,triad_avg_abs_w_max_std,triad_avg_abs_w_max_min,triad_avg_abs_w_max_max,triad_avg_abs_w_max_count,triad_cv_abs_w_mean_mean,triad_cv_abs_w_mean_std,triad_cv_abs_w_mean_min,triad_cv_abs_w_mean_max,triad_cv_abs_w_mean_count,triad_cv_abs_w_std_mean,triad_cv_abs_w_std_std,triad_cv_abs_w_std_min,triad_cv_abs_w_std_max,triad_cv_abs_w_std_count
new_cel_sign_matched,sign_test_og_cel,spectral_radius,0.6,0.2,closed,3604.0,,3604,3604,1,0.1997780244173141,,0.1997780244173141,0.1997780244173141,1,59.45190048217773,,59.45190048217773,59.45190048217773,1,78.2015380859375,,78.2015380859375,78.2015380859375,1,0.6000005602836609,,0.6000005602836609,0.6000005602836609,1,0.0100921920936718,,0.0100921920936718,0.0100921920936718,1,77069.0,,77069,77069,1,0.2594915824915825,,0.2594915824915825,0.2594915824915825,1,77.069,,77.069,77.069,1,191.0,,191,191,1,37096.0,,37096,37096,1,0.1249023569023569,,0.1249023569023569,0.1249023569023569,1,6527.0,,6527,6527,1,3.8929063888463302,,3.8929063888463302,3.8929063888463302,1,0.065707691938044,,0.065707691938044,0.065707691938044,1,0.0521541124024547,,0.0521541124024547,0.0521541124024547,1,0.0100921923294663,,0.0100921923294663,0.0100921923294663,1,0.4877893030643463,,0.4877893030643463,0.4877893030643463,1,0.7175819975500772,,0.7175819975500772,0.7175819975500772,1,0.3127051433847869,,0.3127051433847869,0.3127051433847869,1
new_cel_sign_matched,sign_test_og_cel,spectral_radius,0.6,0.4,closed,3604.0,,3604,3604,1,0.3998335183129856,,0.3998335183129856,0.3998335183129856,1,35.95142364501953,,35.95142364501953,35.95142364501953,1,78.2015380859375,,78.2015380859375,78.2015380859375,1,0.5999999046325684,,0.5999999046325684,0.5999999046325684,1,0.016689186106351,,0.016689186106351,0.016689186106351,1,85024.0,,85024,85024,1,0.2862760942760943,,0.2862760942760943,0.2862760942760943,1,85.024,,85.024,85.024,1,208.0,,208,208,1,40931.0,,40931,40931,1,0.1378148148148148,,0.1378148148148148,0.1378148148148148,1,6527.0,,6527,6527,1,3.8929063888463302,,3.8929063888463302,3.8929063888463302,1,0.1086590412556596,,0.1086590412556596,0.1086590412556596,1,0.0862458517790491,,0.0862458517790491,0.0862458517790491,1,0.0166891869157552,,0.0166891869157552,0.0166891869157552,1,0.8066440323988596,,0.8066440323988596,0.8066440323988596,1,0.7175819976196911,,0.7175819976196911,0.7175819976196911,1,0.3127051454255927,,0.3127051454255927,0.3127051454255927,1
new_cel_sign_matched,sign_test_og_cel,spectral_radius,0.6,0.6,closed,3604.0,,3604,3604,1,0.5998890122086571,,0.5998890122086571,0.5998890122086571,1,42.34860229492188,,42.34860229492188,42.34860229492188,1,78.2015380859375,,78.2015380859375,78.2015380859375,1,0.5999998450279236,,0.5999998450279236,0.5999998450279236,1,0.0141681181310663,,0.0141681181310663,0.0141681181310663,1,84068.0,,84068,84068,1,0.283057239057239,,0.283057239057239,0.283057239057239,1,84.068,,84.068,84.068,1,199.0,,199,199,1,40694.0,,40694,40694,1,0.137016835016835,,0.137016835016835,0.137016835016835,1,6527.0,,6527,6527,1,3.8929063888463302,,3.8929063888463302,3.8929063888463302,1,0.0922450056717309,,0.0922450056717309,0.0922450056717309,1,0.0732175528050733,,0.0732175528050733,0.0732175528050733,1,0.0141681181266903,,0.0141681181266903,0.0141681181266903,1,0.6847923696041107,,0.6847923696041107,0.6847923696041107,1,0.7175819969923607,,0.7175819969923607,0.7175819969923607,1,0.31270514326012,,0.31270514326012,0.31270514326012,1
new_cel_sign_matched,sign_test_og_cel,spectral_radius,0.6,0.8,closed,3604.0,,3604,3604,1,0.7999445061043285,,0.7999445061043285,0.7999445061043285,1,59.38615417480469,,59.38615417480469,59.38615417480469,1,78.2015380859375,,78.2015380859375,78.2015380859375,1,0.6000007390975952,,0.6000007390975952,0.6000007390975952,1,0.0101033651418794,,0.0101033651418794,0.0101033651418794,1,78493.0,,78493,78493,1,0.2642861952861953,,0.2642861952861953,0.2642861952861953,1,78.493,,78.493,78.493,1,195.0,,195,195,1,37961.0,,37961,37961,1,0.1278148148148148,,0.1278148148148148,0.1278148148148148,1,6527.0,,6527,6527,1,3.8929063888463302,,3.8929063888463302,3.8929063888463302,1,0.0657804371356373,,0.0657804371356373,0.0657804371356373,1,0.0522118524014474,,0.0522118524014474,0.0522118524014474,1,0.010103365406394,,0.010103365406394,0.010103365406394,1,0.4883293211460113,,0.4883293211460113,0.4883293211460113,1,0.7175819991904453,,0.7175819991904453,0.7175819991904453,1,0.3127051440156429,,0.3127051440156429,0.3127051440156429,1
new_cel_sign_matched,sign_test_og_cel,spectral_radius,0.6,1.0,closed,3604.0,,3604,3604,1,1.0,,1.0,1.0,1,106.50869750976562,,106.50869750976562,106.50869750976562,1,78.2015380859375,,78.2015380859375,78.2015380859375,1,0.6000009775161743,,0.6000009775161743,0.6000009775161743,1,0.0056333427600594,,0.0056333427600594,0.0056333427600594,1,74041.0,,74041,74041,1,0.2492962962962963,,0.2492962962962963,0.2492962962962963,1,74.041,,74.041,74.041,1,182.0,,182,182,1,35805.0,,35805,35805,1,0.1205555555555555,,0.1205555555555555,0.1205555555555555,1,6527.0,,6527,6527,1,3.8929063888463302,,3.8929063888463302,3.8929063888463302,1,0.0366772573751969,,0.0366772573751969,0.0366772573751969,1,0.0291118094703531,,0.0291118094703531,0.0291118094703531,1,0.0056333425454795,,0.0056333425454795,0.0056333425454795,1,0.272278219461441,,0.272278219461441,0.272278219461441,1,0.7175819989912474,,0.7175819989912474,0.7175819989912474,1,0.3127051452968112,,0.3127051452968112,0.3127051452968112,1
new_cel_sign_matched,sign_test_og_cel,spectral_radius,0.8,0.2,closed,3604.0,,3604,3604,1,0.1997780244173141,,0.1997780244173141,0.1997780244173141,1,59.45190048217773,,59.45190048217773,59.45190048217773,1,78.2015380859375,,78.2015380859375,78.2015380859375,1,0.8000004291534424,,0.8000004291534424,0.8000004291534424,1,0.0134562561248958,,0.0134562561248958,0.0134562561248958,1,80231.0,,80231,80231,1,0.2701380471380471,,0.2701380471380471,0.2701380471380471,1,80.231,,80.231,80.231,1,205.0,,205,205,1,38295.0,,38295,38295,1,0.1289393939393939,,0.1289393939393939,0.1289393939393939,1,6527.0,,6527,6527,1,3.8929063888463302,,3.8929063888463302,3.8929063888463302,1,0.0876102548493889,,0.0876102548493889,0.0876102548493889,1,0.0695388155092938,,0.0695388155092938,0.0695388155092938,1,0.0134562561288475,,0.0134562561288475,0.0134562561288475,1,0.6503857175509135,,0.6503857175509135,0.6503857175509135,1,0.7175820008066471,,0.7175820008066471,0.7175820008066471,1,0.3127051436278503,,0.3127051436278503,0.3127051436278503,1
new_cel_sign_matched,sign_test_og_cel,spectral_radius,0.8,0.4,closed,3604.0,,3604,3604,1,0.3998335183129856,,0.3998335183129856,0.3998335183129856,1,35.95142364501953,,35.95142364501953,35.95142364501953,1,78.2015380859375,,78.2015380859375,78.2015380859375,1,0.7999991178512573,,0.7999991178512573,0.7999991178512573,1,0.0222522481418013,,0.0222522481418013,0.0222522481418013,1,93218.0,,93218,93218,1,0.3138653198653198,,0.3138653198653198,0.3138653198653198,1,93.218,,93.218,93.218,1,226.0,,226,226,1,43470.0,,43470,43470,1,0.1463636363636363,,0.1463636363636363,0.1463636363636363,1,6527.0,,6527,6527,1,3.8929063888463302,,3.8929063888463302,3.8929063888463302,1,0.1448787189852188,,0.1448787189852188,0.1448787189852188,1,0.1149944668678307,,0.1149944668678307,0.1149944668678307,1,0.0222522486001253,,0.0222522486001253,0.0222522486001253,1,1.0755253632863362,,1.0755253632863362,1.0755253632863362,1,0.7175819976785157,,0.7175819976785157,0.7175819976785157,1,0.3127051436011223,,0.3127051436011223,0.3127051436011223,1
new_cel_sign_matched,sign_test_og_cel,spectral_radius,0.8,0.6,closed,3604.0,,3604,3604,1,0.5998890122086571,,0.5998890122086571,0.5998890122086571,1,42.34860229492188,,42.34860229492188,42.34860229492188,1,78.2015380859375,,78.2015380859375,78.2015380859375,1,0.7999997138977051,,0.7999997138977051,0.7999997138977051,1,0.0188908241747551,,0.0188908241747551,0.0188908241747551,1,90188.0,,90188,90188,1,0.3036632996632997,,0.3036632996632997,0.3036632996632997,1,90.188,,90.188,90.188,1,216.0,,216,216,1,41968.0,,41968,41968,1,0.1413063973063973,,0.1413063973063973,0.1413063973063973,1,6527.0,,6527,6527,1,3.8929063888463302,,3.8929063888463302,3.8929063888463302,1,0.1229933413560151,,0.1229933413560151,0.1229933413560151,1,0.0976234037190532,,0.0976234037190532,0.0976234037190532,1,0.0188908241689205,,0.0188908241689205,0.0188908241689205,1,0.913056492805481,,0.913056492805481,0.913056492805481,1,0.7175819989584081,,0.7175819989584081,0.7175819989584081,1,0.3127051438334344,,0.3127051438334344,0.3127051438334344,1
new_cel_sign_matched,sign_test_og_cel,spectral_radius,0.8,0.8,closed,3604.0,,3604,3604,1,0.7999445061043285,,0.7999445061043285,0.7999445061043285,1,59.38615417480469,,59.38615417480469,59.38615417480469,1,78.2015380859375,,78.2015380859375,78.2015380859375,1,0.800000011920929,,0.800000011920929,0.800000011920929,1,0.0134711535225059,,0.0134711535225059,0.0134711535225059,1,83882.0,,83882,83882,1,0.2824309764309764,,0.2824309764309764,0.2824309764309764,1,83.882,,83.882,83.882,1,204.0,,204,204,1,39973.0,,39973,39973,1,0.1345892255892256,,0.1345892255892256,0.1345892255892256,1,6527.0,,6527,6527,1,3.8929063888463302,,3.8929063888463302,3.8929063888463302,1,0.0877072475434552,,0.0877072475434552,0.0877072475434552,1,0.0696158018187629,,0.0696158018187629,0.0696158018187629,1,0.0134711535647511,,0.0134711535647511,0.0134711535647511,1,0.6511057714621226,,0.6511057714621226,0.6511057714621226,1,0.7175819985682033,,0.7175819985682033,0.7175819985682033,1,0.3127051442737305,,0.3127051442737305,0.3127051442737305,1
new_cel_sign_matched,sign_test_og_cel,spectral_radius,0.8,1.0,closed,3604.0,,3604,3604,1,1.0,,1.0,1.0,1,106.50869750976562,,106.50869750976562,106.50869750976562,1,78.2015380859375,,78.2015380859375,78.2015380859375,1,0.8000006675720215,,0.8000006675720215,0.8000006675720215,1,0.0075111236800792,,0.0075111236800792,0.0075111236800792,1,75688.0,,75688,75688,1,0.2548417508417508,,0.2548417508417508,0.2548417508417508,1,75.688,,75.688,75.688,1,188.0,,188,188,1,36826.0,,36826,36826,1,0.1239932659932659,,0.1239932659932659,0.1239932659932659,1,6527.0,,6527,6527,1,3.8929063888463302,,3.8929063888463302,3.8929063888463302,1,0.048903010162793,,0.048903010162793,0.048903010162793,1,0.0388157464852476,,0.0388157464852476,0.0388157464852476,1,0.0075111235491931,,0.0075111235491931,0.0075111235491931,1,0.3630376358826955,,0.3630376358826955,0.3630376358826955,1,0.7175819945321339,,0.7175819945321339,0.7175819945321339,1,0.3127051448164271,,0.3127051448164271,0.3127051448164271,1
