config,model,washout,t_train,t_test,mean_score,std_score,cv_score,mean_capture_pct,std_capture_pct,n_runs
baseline,real,500,1500,500,3.6233749029537043,1.79096548661554,0.49428103207194485,100.0,0.0,48
baseline,shuffle_weights,500,1500,500,3.7852646882335343,1.943382747430222,0.5134073591924,100.0,0.0,48
baseline,cel_randN,500,1500,500,7.911541998386383,5.088771082292308,0.6432085026320027,100.0,0.0,48
baseline,er_randN,500,1500,500,10.04008661955595,5.531456284441492,0.5509371078201052,100.0,0.0,48
baseline,ws_p01_randN,500,1500,500,10.742604799568653,6.121830158072838,0.5698645973012659,100.0,0.0,48
baseline,conn_shuf,500,1500,500,3.942227929830551,1.8175892689402318,0.46105636236470915,100.0,0.0,48
baseline,local_sign,500,1500,500,3.49342838053902,1.719343114104873,0.49216498144999504,100.0,0.0,48
baseline,conn_shuf_only,500,1500,500,4.154050782322884,1.902352946035892,0.4579512975939414,100.0,0.0,48
baseline,cel_sample,500,1500,500,4.141333745171626,2.0958209026247205,0.5060738958960346,100.0,0.0,48
baseline,local_sign+flat,500,1500,500,3.534460797905922,1.5651703637287733,0.44283143970817185,100.0,0.0,48
baseline,local_sign+sample,500,1500,500,3.847381735841433,1.8563552949136053,0.48249833844668266,100.0,0.0,48
baseline,local_sign+binary,500,1500,500,3.471052115162214,1.362476511165414,0.39252551271525377,100.0,0.0,48
baseline,global_sign_pres,500,1500,500,3.6430362363656363,1.5268187067337347,0.41910609932799314,100.0,0.0,48
baseline,binary+shuffle,500,1500,500,3.3193988762795925,1.6382880365487615,0.4935496147377646,100.0,0.0,48
washout_x0.25,real,125,1500,500,3.5664572343230247,1.762526404444061,0.49419530044599536,103.94298237441899,35.265438762588005,48
washout_x0.25,shuffle_weights,125,1500,500,3.91774865364035,1.9953263844208704,0.5093043379816682,109.86321682808375,43.13346653430351,48
washout_x0.25,cel_randN,125,1500,500,8.216430120170116,4.745792751020241,0.577597896119146,112.56579395788732,26.012561405303046,48
washout_x0.25,er_randN,125,1500,500,9.991271577775478,5.588871843651139,0.5593754308593704,99.70225001422256,8.184714053409143,48
washout_x0.25,ws_p01_randN,125,1500,500,10.733781312902769,6.104949593033153,0.5687603850932353,103.5311357091861,20.53294937154672,48
washout_x0.25,conn_shuf,125,1500,500,3.8830944200356803,1.8656779622647803,0.4804616526032445,101.10154341629637,28.497869504915645,48
washout_x0.25,local_sign,125,1500,500,3.599059318502744,1.6431186089830667,0.4565411302158325,111.83751704699286,43.30884624304248,48
washout_x0.25,conn_shuf_only,125,1500,500,3.8891835659742355,2.0808164093642403,0.5350265355353568,91.58289637778978,27.909708046184964,48
washout_x0.25,cel_sample,125,1500,500,4.0234477172295255,2.002545426748832,0.4977187644748989,108.18097071357191,54.43371238180544,48
washout_x0.25,local_sign+flat,125,1500,500,3.6029149095217385,1.4366245546663454,0.3987395180690091,113.06475805415737,52.34286726481416,48
washout_x0.25,local_sign+sample,125,1500,500,3.9980725000301995,1.8787426132443514,0.4699120921969675,107.1439733947251,23.885670233714407,48
washout_x0.25,local_sign+binary,125,1500,500,3.456836606065432,1.593481151108061,0.46096513451405496,98.5763506031304,28.19179074246754,48
washout_x0.25,global_sign_pres,125,1500,500,3.4501479702691236,1.6375860748731106,0.47464227302267653,96.37316137982573,31.823054492002136,48
washout_x0.25,binary+shuffle,125,1500,500,3.320221647620201,1.4995806708261836,0.4516507721407761,113.51293267522321,54.57874457282186,48
t_train_x0.25,real,500,375,500,3.66468562434117,1.5929049188065165,0.43466345604826223,109.86466405070765,43.96341945236216,48
t_train_x0.25,shuffle_weights,500,375,500,3.8313584526379905,1.7967204990326258,0.46895129266632224,109.55029329988643,50.40089250815997,48
t_train_x0.25,cel_randN,500,375,500,6.942727060367663,4.532099319659525,0.6527837376080747,92.46849322173249,27.964456033462415,48
t_train_x0.25,er_randN,500,375,500,7.543135487784942,5.255067013217348,0.6966687820637979,73.42357907294019,26.4264104526589,48
t_train_x0.25,ws_p01_randN,500,375,500,7.845036569982767,5.718737354235316,0.7289624851612231,78.956952166015,53.6069438934472,48
t_train_x0.25,conn_shuf,500,375,500,4.0348394985000295,1.8334884496467538,0.454414221514477,104.87909323632333,28.452746699275725,48
t_train_x0.25,local_sign,500,375,500,3.6509957214196525,1.699349314912139,0.465448180325822,108.39928606164945,34.31676745850034,48
t_train_x0.25,conn_shuf_only,500,375,500,4.216422225038211,1.8145522949874708,0.43035355525169844,103.32836480497929,24.29315231224484,48
t_train_x0.25,cel_sample,500,375,500,4.058070980012417,1.8417889198007722,0.4538582318723111,109.55557598048186,49.05292432022117,48
t_train_x0.25,local_sign+flat,500,375,500,3.666705936193466,1.553011996226614,0.42354419014000594,110.76998067742356,42.42006135621068,48
t_train_x0.25,local_sign+sample,500,375,500,3.8098107427358627,2.0038132777197335,0.5259613700077855,96.5407792314624,31.584922798282047,48
t_train_x0.25,local_sign+binary,500,375,500,3.4831380819280944,1.393233004852232,0.3999936184215259,102.04812058714644,27.951360322661177,48
t_train_x0.25,global_sign_pres,500,375,500,3.5965153823296228,1.49937784575623,0.41689738159412965,101.94710792162739,28.2180143230769,48
t_train_x0.25,binary+shuffle,500,375,500,3.51186711465319,1.386174627584149,0.3947115828501498,121.09074621017464,55.30820520607245,48
t_test_x0.25,real,500,1500,125,3.71988158300519,1.6951565860386966,0.4557017604493814,108.86678747995484,36.92494202129159,48
t_test_x0.25,shuffle_weights,500,1500,125,3.968973457813263,1.798499312113456,0.45313966727919447,117.86775766305402,58.897508096496324,48
t_test_x0.25,cel_randN,500,1500,125,8.017768606543541,4.8840930102065725,0.6091586387539942,106.20275802813399,22.038261473972415,48
t_test_x0.25,er_randN,500,1500,125,10.090880100925764,5.530901309660877,0.5481089116452248,100.97245731755322,9.148730456697889,48
t_test_x0.25,ws_p01_randN,500,1500,125,10.786856892208258,6.106782545427428,0.5661317848611286,105.20444975485105,25.6028038734838,48
t_test_x0.25,conn_shuf,500,1500,125,3.7967227610448995,1.826950081081534,0.48119133159428723,98.41186499060113,26.56722027989891,48
t_test_x0.25,local_sign,500,1500,125,3.521819901963075,1.6145438542150443,0.4584402096527116,108.33789959732614,34.48153922944441,48
t_test_x0.25,conn_shuf_only,500,1500,125,4.0781065200765925,2.080372106293678,0.5101318702814575,96.81339112083974,27.83352031818597,48
t_test_x0.25,cel_sample,500,1500,125,4.123829517513514,2.093592326072162,0.5076815899350042,107.97702283064989,45.30495950273359,48
t_test_x0.25,local_sign+flat,500,1500,125,3.4905411961177983,1.5248263294170754,0.43684524655173723,108.0417109912828,47.65160933738306,48
t_test_x0.25,local_sign+sample,500,1500,125,4.045639174679915,1.84196221037325,0.45529572234255994,110.29151039484812,30.26813827104253,48
t_test_x0.25,local_sign+binary,500,1500,125,3.4201384745538235,1.3852543342751158,0.4050287275154349,101.59229434465277,28.672823318571027,48
t_test_x0.25,global_sign_pres,500,1500,125,3.4848225439588227,1.4621461077188267,0.419575484626486,98.77938185155774,23.890279735712486,48
t_test_x0.25,binary+shuffle,500,1500,125,3.4468036331236362,1.3752730784162999,0.39899954415737066,121.92329187504303,65.4560925045821,48
washout_x0.75,real,375,1500,500,3.7680363034208617,1.652590805917842,0.4385814447747002,113.21274129825201,39.22518009624888,48
washout_x0.75,shuffle_weights,375,1500,500,3.889952560265859,1.889435537453352,0.48572199999380417,114.70970606522208,59.432250417517785,48
washout_x0.75,cel_randN,375,1500,500,8.074389599263668,4.899690015781971,0.6068186276556176,108.17541581344885,23.31929782553628,48
washout_x0.75,er_randN,375,1500,500,9.896185234189034,5.64659640999628,0.5705831364684438,96.19837719209691,16.47308473354638,48
washout_x0.75,ws_p01_randN,375,1500,500,10.725659194091955,6.062338875325894,0.5652183017958681,107.47396040432632,39.10733518456219,48
washout_x0.75,conn_shuf,375,1500,500,3.9578663979967437,1.762087150668229,0.44521137741286604,104.56426126087007,26.21822071156988,48
washout_x0.75,local_sign,375,1500,500,3.5793522521853447,1.6698217769494197,0.4665150729241369,109.9158052079108,34.02715952701263,48
washout_x0.75,conn_shuf_only,375,1500,500,4.143625871588786,1.9870099770645822,0.47953411785767835,100.15718157090821,26.929802829949846,48
washout_x0.75,cel_sample,375,1500,500,3.9193155417839685,2.159095537901718,0.5508858663926189,96.48823824448125,35.83914731112844,48
washout_x0.75,local_sign+flat,375,1500,500,3.607772011309862,1.5611111435443192,0.43270781486481225,109.70474411262255,40.83031443105791,48
washout_x0.75,local_sign+sample,375,1500,500,3.9253791868686676,1.8794124828599876,0.4787849513104548,105.83763984569255,29.985417804775818,48
washout_x0.75,local_sign+binary,375,1500,500,3.5952759720385075,1.4711622886679712,0.4091931468153272,104.37306141144616,24.698493266786436,48
washout_x0.75,global_sign_pres,375,1500,500,3.404752985884746,1.5012940493366687,0.4409406660514458,97.00889098006093,29.448464157459146,48
washout_x0.75,binary+shuffle,375,1500,500,3.467784429589907,1.5014607605091566,0.43297407638649443,118.34654558557888,51.02536936471798,48
t_train_x0.75,real,500,1125,500,3.713816380749146,1.6789533767283307,0.45208303389239035,111.28657994444279,40.90984377364968,48
t_train_x0.75,shuffle_weights,500,1125,500,4.0807765399416285,1.8232971825532953,0.44680152532424033,123.63758623606246,67.81292109698813,48
t_train_x0.75,cel_randN,500,1125,500,8.095114337901274,4.754823573537067,0.5873695385962633,108.73367717993726,20.09680177454433,48
t_train_x0.75,er_randN,500,1125,500,9.72753401597341,5.5853940002964775,0.5741839597913306,94.90467345883046,10.66464988422857,48
t_train_x0.75,ws_p01_randN,500,1125,500,10.376815239588419,6.106694070339995,0.5884940542298995,101.37188021125392,29.362133701459616,48
