EI_bal,MC_mean,MC_disp,IPC_mean,IPC_disp,KR_mean,KR_disp,GR_mean,GR_disp
193,0.27239680687586465,1.762087585641573,0.2702509919802348,1.756393867887472,89.95523749457465,0.568827690333053,98.44149873521593,0.5197601903632182
194,0.20718996657265557,1.7583066125083413,0.2016487545437283,1.807078944817772,77.58588400946724,0.5617237152369988,88.69677882724338,0.5773617140966897
195,0.024907534652286106,1.007869466430216,0.024263681305779352,1.1313708498280175,130.4596893734402,0.356999405958223,140.54561021592883,0.27982572601167954
196,0.4377807458241781,1.5557384342980405,0.42428837219874066,1.5545145641723028,71.60445433722602,0.5839673225051845,79.29204251236386,0.5715232684660254
197,0.26401324801974824,1.5290081037485395,0.2768944078021579,1.5473849912579067,72.08331336975098,0.5957803661866483,81.75364452997843,0.565815368968811
198,0.3646923369831509,1.2748997975445486,0.3477637622091505,1.4248713778560422,98.66994903352526,0.5076780134863681,107.48128202226427,0.4606854441398471
199,0.44775356981489395,1.1893095570908132,0.43884296549691093,1.3530528629158254,75.87855665418837,0.6397662380910839,84.962591542138,0.535571710570679
200,0.11421421104007297,1.261047063415227,0.08891707128948635,1.3616813961339207,112.55245702531603,0.5036258462633236,124.3656873703003,0.4259111418055679
201,0.11782538493474325,1.1940211294198555,0.11222312847773235,1.218914181939208,110.19397087097168,0.5785465992149929,119.0864702436659,0.4990801002535218
202,0.3513097604115804,1.2599906795231415,0.36341817643907337,1.2571733592555614,97.50903017255995,0.44152930653955175,103.6706981976827,0.46702660779497596
203,0.27917810413572525,1.6593742832196958,0.2814092742072211,1.102287116904459,75.81242249806722,0.6178241907350527,91.11426172256469,0.5076276261590296
204,0.13842989471223618,2.18190170247056,0.14067312346564398,2.175902257175991,84.55217263963488,0.6159171379729372,97.3045474794176,0.5202203610404429
205,0.4322559568617079,1.7464317401136527,0.43841809034347534,1.7699148797311886,78.31189556651645,0.6268617588033955,89.53292922443813,0.5820354580250096
206,0.7645956224865383,1.4902321626054464,0.754000378979577,1.49778776398449,62.82062108781603,0.761132114748159,76.74131875567966,0.5497276154154369
207,0.3767546017964681,1.5372868990790656,0.3870782216389974,1.6089482061464682,70.71022279527452,0.5119218825408063,82.56107663048638,0.5275756333214309
208,0.5165438095728556,1.5460135945257105,0.5017712884479099,1.4665820435874504,48.75681944953071,0.5589689743354425,53.43703032069736,0.5035870200753856
209,0.2828600804011027,1.505058435797246,0.27653897868262395,1.5608176548568138,66.62463105519613,0.7960573596612377,76.89000255796644,0.7174002540850976
