mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,src,wt_mean,cosine_similarity,kl_to_gaussian,seed
real,0,0.6,0.6,0.1,5.327795028686523,6.4234980448850365,1.840503215789795,1.9106756448745728,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,0.6,0.5,4.863795757293701,8.013863285515981,2.219444751739502,3.0226545333862305,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,0.6,1.0,3.34431266784668,6.481823732092039,2.6200220584869385,4.389130592346191,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,0.6,1.5,3.1876912117004395,6.01486036611272,2.8665897846221924,5.352306842803955,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,0.8,0.1,5.905848503112793,7.3001144190322975,2.03106951713562,2.111386775970459,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,0.8,0.5,5.087518215179443,8.371597541943359,2.483088731765747,3.4441170692443848,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,0.8,1.0,3.750364303588867,5.89631638380763,2.9555020332336426,5.116214275360107,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,0.8,1.5,3.906944274902344,6.767624938008083,3.236845731735229,6.29234504699707,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,1.0,0.1,6.310119152069092,8.288755954041562,2.34769058227539,2.444268226623535,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,1.0,0.5,6.055532455444336,9.705044749905724,2.917886972427368,4.140525341033936,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,1.0,1.0,4.761475563049316,8.307388386967702,3.4901890754699707,6.269468307495117,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.6,1.0,1.5,3.527848482131958,6.591657721765387,3.812572240829468,7.735379695892334,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,12346
real,0,0.8,0.6,0.1,5.997706413269043,7.317553008723715,2.2220771312713623,2.315364360809326,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,0.6,0.5,5.590528964996338,8.749323282183468,2.7323672771453857,3.8314049243927,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,0.6,1.0,4.277895927429199,7.123459122842929,3.2483930587768555,5.706979274749756,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,0.6,1.5,3.256322860717773,6.095169508132685,3.551730871200561,7.012726306915283,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,0.8,0.1,6.542908668518066,8.242036165521341,2.573209524154663,2.687868118286133,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,0.8,0.5,6.209829807281494,9.35634189286701,3.2206404209136963,4.626595973968506,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,0.8,1.0,4.642216205596924,8.849455340628538,3.8382277488708496,7.013280391693115,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,0.8,1.5,3.114002227783203,5.475030391244275,4.173887252807617,8.63751220703125,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,1.0,0.1,7.630610942840576,9.703400277064269,3.2367897033691406,3.3911375999450684,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,1.0,0.5,6.1511006355285645,9.866189790003318,4.110692977905273,6.08824634552002,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,1.0,1.0,4.736631870269775,8.012541777802554,4.836289882659912,9.199478149414062,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.8,1.0,1.5,3.824657201766968,6.271247727601647,5.178930282592773,11.213712692260742,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,12346
real,0,0.95,0.6,0.1,6.508538246154785,7.98302498760161,2.578678131103516,2.6947968006134038,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,0.6,0.5,5.758994102478027,9.362724626307156,3.219031810760498,4.607977867126465,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,0.6,1.0,4.237895965576172,7.708976675798112,3.8249599933624263,6.931824684143066,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,0.6,1.5,2.856554746627808,4.335359968789092,4.160643100738525,8.519091606140137,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,0.8,0.1,7.292863368988037,9.14601490696282,3.137527704238892,3.2947678565979004,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,0.8,0.5,6.47272253036499,10.763520130931056,3.986066102981568,5.879284381866455,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,0.8,1.0,4.785860538482666,7.780017913489701,4.696649551391602,8.887467384338379,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,0.8,1.5,3.2716801166534424,5.956138293310005,5.039792537689209,10.847488403320312,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,1.0,0.1,8.1007661819458,10.36037410172139,4.477059364318848,4.720316410064697,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,1.0,0.5,5.700615406036377,8.757188428381312,5.504013538360596,8.438935279846191,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,1.0,1.0,5.153184413909912,7.683893209458802,6.223276615142822,12.23892307281494,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,0.95,1.0,1.5,4.852258205413818,7.461902222416711,6.489766597747803,14.575121879577637,chunk_0,0.0009748035809025,0.3294061124324798,0.6575650906683985,12346
real,0,1.05,0.6,0.1,6.822947502136231,8.377562973473125,2.8612544536590576,2.9964308738708496,chunk_0,0.0010774143738672,0.3294060826301574,0.6587424543661793,12346
real,0,1.05,0.6,0.5,6.058908939361572,9.177413848373703,3.607283353805542,5.232888698577881,chunk_0,0.0010774143738672,0.3294060826301574,0.6587424543661793,12346
real,0,1.05,0.6,1.0,4.9659953117370605,8.504600483440163,4.271280765533447,7.883625507354736,chunk_0,0.0010774143738672,0.3294060826301574,0.6587424543661793,12346
real,0,1.05,0.6,1.5,4.277024269104004,7.683129419158376,4.619095802307129,9.662301063537598,chunk_0,0.0010774143738672,0.3294060826301574,0.6587424543661793,12346
real,0,1.05,0.8,0.1,7.708095550537109,9.638678894351358,3.641592979431152,3.8458404541015625,chunk_0,0.0010774143738672,0.3294060826301574,0.6587424543661793,12346
real,0,1.05,0.8,0.5,6.145938873291016,9.920907886280446,4.642289161682129,6.974989891052246,chunk_0,0.0010774143738672,0.3294060826301574,0.6587424543661793,12346
real,0,1.05,0.8,1.0,5.097125053405762,8.89184910658355,5.386280536651611,10.406611442565918,chunk_0,0.0010774143738672,0.3294060826301574,0.6587424543661793,12346
real,0,1.05,0.8,1.5,3.370757341384888,5.671433850912997,5.707247257232666,12.56321620941162,chunk_0,0.0010774143738672,0.3294060826301574,0.6587424543661793,12346
real,0,1.05,1.0,0.1,7.194552421569824,9.442949208916389,5.60812520980835,6.285461902618408,chunk_0,0.0010774143738672,0.3294060826301574,0.6587424543661793,12346
real,0,1.05,1.0,0.5,6.552682876586914,10.381696642517198,6.802272319793701,10.722780227661133,chunk_0,0.0010774143738672,0.3294060826301574,0.6587424543661793,12346
real,0,1.05,1.0,1.0,5.0583038330078125,7.304487990592563,7.370728969573975,14.766119956970217,chunk_0,0.0010774143738672,0.3294060826301574,0.6587424543661793,12346
real,0,1.05,1.0,1.5,3.987987279891968,6.351977886238956,7.521831512451172,17.206859588623047,chunk_0,0.0010774143738672,0.3294060826301574,0.6587424543661793,12346
real,1,0.6,0.6,0.1,4.886770725250244,5.74511043824964,2.142911195755005,2.2266104221343994,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,112346
real,1,0.6,0.6,0.5,4.469385623931885,7.034996019879511,2.598593473434448,3.536885499954224,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,112346
real,1,0.6,0.6,1.0,2.628339529037476,5.008325430935118,3.0033247470855717,5.059114933013916,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,112346
real,1,0.6,0.6,1.5,1.419114589691162,2.4030007458904663,3.205487012863159,6.096221446990967,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,112346
real,1,0.6,0.8,0.1,5.640732288360596,6.783899122172926,2.4369542598724365,2.5460093021392822,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,112346
real,1,0.6,0.8,0.5,4.06215238571167,6.4472278922192325,2.992792844772339,4.213827610015869,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,112346
real,1,0.6,0.8,1.0,2.847731590270996,4.770938166544397,3.449138641357422,6.096879959106445,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,112346
real,1,0.6,0.8,1.5,2.3142120838165283,3.854476081555882,3.662142515182495,7.325131416320801,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,112346
real,1,0.6,1.0,0.1,6.555614948272705,8.018584008539925,2.8928143978118896,3.045018196105957,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,112346
real,1,0.6,1.0,0.5,5.322427749633789,8.761406179836058,3.5976696014404297,5.2436299324035645,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,112346
real,1,0.6,1.0,1.0,4.564338207244873,7.942555686918588,4.118204116821289,7.608343124389648,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,112346
real,1,0.6,1.0,1.5,3.5266358852386475,6.3302227099071295,4.346335887908936,9.101759910583496,chunk_0,0.0006156653980724,0.3294062614440918,0.657565065114348,112346
real,1,0.8,0.6,0.1,5.821945667266846,6.892024700786294,2.6865768432617188,2.811522483825684,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,112346
real,1,0.8,0.6,0.5,4.639908313751221,8.18822340218281,3.321850538253784,4.6975579261779785,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,112346
real,1,0.8,0.6,1.0,3.1784744262695312,6.641943561086066,3.836482286453247,6.812412738800049,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,112346
real,1,0.8,0.6,1.5,2.8250572681427,5.769916202541936,4.076937675476074,8.208497047424316,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,112346
real,1,0.8,0.8,0.1,6.602921962738037,7.944788683878301,3.1977336406707764,3.3789021968841557,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,112346
real,1,0.8,0.8,0.5,4.669997692108154,7.193886155356267,4.003403663635254,5.906205177307129,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,112346
real,1,0.8,0.8,1.0,3.986677646636963,6.148726592035011,4.578888893127441,8.585082054138184,chunk_0,0.0008208871586248,0.3294062614440918,0.6575650763509905,112346
