run_index,shuffle_seed,unknown_sign_seed,edges,max_swaps,successful_swaps,successful_fraction,failed_swap_attempts,retained_edge_fraction,reached_max_swaps,hit_failed_attempt_limit,termination_reason,in_degree_preserved,out_degree_preserved,edge_count_preserved,diagonal_clear,weight_multiset_preserved
218,21812345,44812345,3604,1802,1802,1.0,436,0.04966703662597114,True,False,all_edge_pairs_swapped,True,True,True,True,True
219,21912345,44912345,3604,1802,1802,1.0,391,0.046337402885682576,True,False,all_edge_pairs_swapped,True,True,True,True,True
220,22012345,45012345,3604,1802,1802,1.0,413,0.046892341842397336,True,False,all_edge_pairs_swapped,True,True,True,True,True
221,22112345,45112345,3604,1802,1801,0.9994450610432852,20000,0.04855715871254162,False,True,retry_limit_reached,True,True,True,True,True
222,22212345,45212345,3604,1802,1802,1.0,497,0.050499445061043285,True,False,all_edge_pairs_swapped,True,True,True,True,True
223,22312345,45312345,3604,1802,1802,1.0,414,0.05244173140954495,True,False,all_edge_pairs_swapped,True,True,True,True,True
224,22412345,45412345,3604,1802,1801,0.9994450610432852,20000,0.042175360710321866,False,True,retry_limit_reached,True,True,True,True,True
225,22512345,45512345,3604,1802,1801,0.9994450610432852,20000,0.048834628190899,False,True,retry_limit_reached,True,True,True,True,True
226,22612345,45612345,3604,1802,1800,0.9988901220865705,20000,0.05077691453940067,False,True,retry_limit_reached,True,True,True,True,True
227,22712345,45712345,3604,1802,1801,0.9994450610432852,20000,0.05244173140954495,False,True,retry_limit_reached,True,True,True,True,True
228,22812345,45812345,3604,1802,1802,1.0,410,0.049944506104328525,True,False,all_edge_pairs_swapped,True,True,True,True,True
229,22912345,45912345,3604,1802,1802,1.0,451,0.051054384017758046,True,False,all_edge_pairs_swapped,True,True,True,True,True
230,23012345,46012345,3604,1802,1802,1.0,472,0.05715871254162042,True,False,all_edge_pairs_swapped,True,True,True,True,True
231,23112345,46112345,3604,1802,1801,0.9994450610432852,20000,0.050499445061043285,False,True,retry_limit_reached,True,True,True,True,True
232,23212345,46212345,3604,1802,1802,1.0,436,0.046892341842397336,True,False,all_edge_pairs_swapped,True,True,True,True,True
233,23312345,46312345,3604,1802,1801,0.9994450610432852,20000,0.049389567147613764,False,True,retry_limit_reached,True,True,True,True,True
234,23412345,46412345,3604,1802,1801,0.9994450610432852,20000,0.04827968923418424,False,True,retry_limit_reached,True,True,True,True,True
235,23512345,46512345,3604,1802,1802,1.0,448,0.04772475027746948,True,False,all_edge_pairs_swapped,True,True,True,True,True
236,23612345,46612345,3604,1802,1801,0.9994450610432852,20000,0.05216426193118757,False,True,retry_limit_reached,True,True,True,True,True
237,23712345,46712345,3604,1802,1801,0.9994450610432852,20000,0.054106548279689234,False,True,retry_limit_reached,True,True,True,True,True
238,23812345,46812345,3604,1802,1802,1.0,424,0.04855715871254162,True,False,all_edge_pairs_swapped,True,True,True,True,True
239,23912345,46912345,3604,1802,1801,0.9994450610432852,20000,0.051054384017758046,False,True,retry_limit_reached,True,True,True,True,True
240,24012345,47012345,3604,1802,1800,0.9988901220865705,20000,0.04661487236403995,False,True,retry_limit_reached,True,True,True,True,True
241,24112345,47112345,3604,1802,1802,1.0,448,0.05271920088790233,True,False,all_edge_pairs_swapped,True,True,True,True,True
242,24212345,47212345,3604,1802,1801,0.9994450610432852,20000,0.05244173140954495,False,True,retry_limit_reached,True,True,True,True,True
243,24312345,47312345,3604,1802,1801,0.9994450610432852,20000,0.05077691453940067,False,True,retry_limit_reached,True,True,True,True,True
244,24412345,47412345,3604,1802,1801,0.9994450610432852,20000,0.05077691453940067,False,True,retry_limit_reached,True,True,True,True,True
245,24512345,47512345,3604,1802,1801,0.9994450610432852,20000,0.05382907880133185,False,True,retry_limit_reached,True,True,True,True,True
246,24612345,47612345,3604,1802,1801,0.9994450610432852,20000,0.049389567147613764,False,True,retry_limit_reached,True,True,True,True,True
247,24712345,47712345,3604,1802,1801,0.9994450610432852,20000,0.05438401775804662,False,True,retry_limit_reached,True,True,True,True,True
248,24812345,47812345,3604,1802,1802,1.0,443,0.0474472807991121,True,False,all_edge_pairs_swapped,True,True,True,True,True
249,24912345,47912345,3604,1802,1802,1.0,438,0.04772475027746948,True,False,all_edge_pairs_swapped,True,True,True,True,True
250,25012345,48012345,3604,1802,1802,1.0,423,0.04716981132075472,True,False,all_edge_pairs_swapped,True,True,True,True,True
251,25112345,48112345,3604,1802,1801,0.9994450610432852,20000,0.05244173140954495,False,True,retry_limit_reached,True,True,True,True,True
252,25212345,48212345,3604,1802,1801,0.9994450610432852,20000,0.05549389567147614,False,True,retry_limit_reached,True,True,True,True,True
253,25312345,48312345,3604,1802,1801,0.9994450610432852,20000,0.051054384017758046,False,True,retry_limit_reached,True,True,True,True,True
254,25412345,48412345,3604,1802,1801,0.9994450610432852,20000,0.04911209766925638,False,True,retry_limit_reached,True,True,True,True,True
255,25512345,48512345,3604,1802,1802,1.0,434,0.04716981132075472,True,False,all_edge_pairs_swapped,True,True,True,True,True
256,25612345,48612345,3604,1802,1802,1.0,414,0.05160932297447281,True,False,all_edge_pairs_swapped,True,True,True,True,True
257,25712345,48712345,3604,1802,1802,1.0,454,0.049389567147613764,True,False,all_edge_pairs_swapped,True,True,True,True,True
258,25812345,48812345,3604,1802,1802,1.0,456,0.04966703662597114,True,False,all_edge_pairs_swapped,True,True,True,True,True
259,25912345,48912345,3604,1802,1802,1.0,408,0.05188679245283019,True,False,all_edge_pairs_swapped,True,True,True,True,True
260,26012345,49012345,3604,1802,1801,0.9994450610432852,20000,0.04966703662597114,False,True,retry_limit_reached,True,True,True,True,True
261,26112345,49112345,3604,1802,1801,0.9994450610432852,20000,0.05244173140954495,False,True,retry_limit_reached,True,True,True,True,True
262,26212345,49212345,3604,1802,1801,0.9994450610432852,20000,0.05077691453940067,False,True,retry_limit_reached,True,True,True,True,True
263,26312345,49312345,3604,1802,1802,1.0,423,0.04605993340732519,True,False,all_edge_pairs_swapped,True,True,True,True,True
264,26412345,49412345,3604,1802,1801,0.9994450610432852,20000,0.046892341842397336,False,True,retry_limit_reached,True,True,True,True,True
265,26512345,49512345,3604,1802,1802,1.0,468,0.049944506104328525,True,False,all_edge_pairs_swapped,True,True,True,True,True
266,26612345,49612345,3604,1802,1801,0.9994450610432852,20000,0.05188679245283019,False,True,retry_limit_reached,True,True,True,True,True
267,26712345,49712345,3604,1802,1802,1.0,429,0.04661487236403995,True,False,all_edge_pairs_swapped,True,True,True,True,True
268,26812345,49812345,3604,1802,1801,0.9994450610432852,20000,0.05160932297447281,False,True,retry_limit_reached,True,True,True,True,True
269,26912345,49912345,3604,1802,1801,0.9994450610432852,20000,0.050499445061043285,False,True,retry_limit_reached,True,True,True,True,True
270,27012345,50012345,3604,1802,1801,0.9994450610432852,20000,0.0502219755826859,False,True,retry_limit_reached,True,True,True,True,True
271,27112345,50112345,3604,1802,1802,1.0,440,0.048834628190899,True,False,all_edge_pairs_swapped,True,True,True,True,True
272,27212345,50212345,3604,1802,1801,0.9994450610432852,20000,0.0502219755826859,False,True,retry_limit_reached,True,True,True,True,True
273,27312345,50312345,3604,1802,1800,0.9988901220865705,20000,0.04772475027746948,False,True,retry_limit_reached,True,True,True,True,True
274,27412345,50412345,3604,1802,1801,0.9994450610432852,20000,0.04966703662597114,False,True,retry_limit_reached,True,True,True,True,True
275,27512345,50512345,3604,1802,1801,0.9994450610432852,20000,0.0502219755826859,False,True,retry_limit_reached,True,True,True,True,True
276,27612345,50612345,3604,1802,1801,0.9994450610432852,20000,0.046892341842397336,False,True,retry_limit_reached,True,True,True,True,True
277,27712345,50712345,3604,1802,1802,1.0,449,0.04911209766925638,True,False,all_edge_pairs_swapped,True,True,True,True,True
278,27812345,50812345,3604,1802,1802,1.0,441,0.04078801331853496,True,False,all_edge_pairs_swapped,True,True,True,True,True
279,27912345,50912345,3604,1802,1802,1.0,436,0.045782463928967815,True,False,all_edge_pairs_swapped,True,True,True,True,True
280,28012345,51012345,3604,1802,1801,0.9994450610432852,20000,0.0502219755826859,False,True,retry_limit_reached,True,True,True,True,True
281,28112345,51112345,3604,1802,1801,0.9994450610432852,20000,0.045227524972253054,False,True,retry_limit_reached,True,True,True,True,True
282,28212345,51212345,3604,1802,1801,0.9994450610432852,20000,0.05216426193118757,False,True,retry_limit_reached,True,True,True,True,True
283,28312345,51312345,3604,1802,1802,1.0,420,0.04411764705882353,True,False,all_edge_pairs_swapped,True,True,True,True,True
284,28412345,51412345,3604,1802,1801,0.9994450610432852,20000,0.04827968923418424,False,True,retry_limit_reached,True,True,True,True,True
285,28512345,51512345,3604,1802,1802,1.0,430,0.04966703662597114,True,False,all_edge_pairs_swapped,True,True,True,True,True
286,28612345,51612345,3604,1802,1802,1.0,464,0.048834628190899,True,False,all_edge_pairs_swapped,True,True,True,True,True
287,28712345,51712345,3604,1802,1801,0.9994450610432852,20000,0.0474472807991121,False,True,retry_limit_reached,True,True,True,True,True
288,28812345,51812345,3604,1802,1800,0.9988901220865705,20000,0.049944506104328525,False,True,retry_limit_reached,True,True,True,True,True
289,28912345,51912345,3604,1802,1801,0.9994450610432852,20000,0.04827968923418424,False,True,retry_limit_reached,True,True,True,True,True
290,29012345,52012345,3604,1802,1801,0.9994450610432852,20000,0.049389567147613764,False,True,retry_limit_reached,True,True,True,True,True
291,29112345,52112345,3604,1802,1802,1.0,439,0.051054384017758046,True,False,all_edge_pairs_swapped,True,True,True,True,True
292,29212345,52212345,3604,1802,1802,1.0,455,0.0502219755826859,True,False,all_edge_pairs_swapped,True,True,True,True,True
293,29312345,52312345,3604,1802,1802,1.0,394,0.05244173140954495,True,False,all_edge_pairs_swapped,True,True,True,True,True
294,29412345,52412345,3604,1802,1801,0.9994450610432852,20000,0.054661487236403995,False,True,retry_limit_reached,True,True,True,True,True
295,29512345,52512345,3604,1802,1801,0.9994450610432852,20000,0.045782463928967815,False,True,retry_limit_reached,True,True,True,True,True
296,29612345,52612345,3604,1802,1801,0.9994450610432852,20000,0.04827968923418424,False,True,retry_limit_reached,True,True,True,True,True
297,29712345,52712345,3604,1802,1802,1.0,368,0.049389567147613764,True,False,all_edge_pairs_swapped,True,True,True,True,True
298,29812345,52812345,3604,1802,1802,1.0,461,0.04827968923418424,True,False,all_edge_pairs_swapped,True,True,True,True,True
299,29912345,52912345,3604,1802,1802,1.0,417,0.04605993340732519,True,False,all_edge_pairs_swapped,True,True,True,True,True
