run_index,shuffle_seed,unknown_sign_seed,edges,max_swaps,successful_swaps,successful_fraction,failed_swap_attempts,retained_edge_fraction,reached_max_swaps,hit_failed_attempt_limit,termination_reason,in_degree_preserved,out_degree_preserved,edge_count_preserved,diagonal_clear,weight_multiset_preserved
553,55312345,78312345,3604,1802,1802,1.0,409,0.045782463928967815,True,False,all_edge_pairs_swapped,True,True,True,True,True
554,55412345,78412345,3604,1802,1801,0.9994450610432852,20000,0.04827968923418424,False,True,retry_limit_reached,True,True,True,True,True
555,55512345,78512345,3604,1802,1802,1.0,422,0.04467258601553829,True,False,all_edge_pairs_swapped,True,True,True,True,True
556,55612345,78612345,3604,1802,1802,1.0,450,0.0502219755826859,True,False,all_edge_pairs_swapped,True,True,True,True,True
557,55712345,78712345,3604,1802,1802,1.0,494,0.04716981132075472,True,False,all_edge_pairs_swapped,True,True,True,True,True
558,55812345,78812345,3604,1802,1801,0.9994450610432852,20000,0.051054384017758046,False,True,retry_limit_reached,True,True,True,True,True
559,55912345,78912345,3604,1802,1801,0.9994450610432852,20000,0.04411764705882353,False,True,retry_limit_reached,True,True,True,True,True
560,56012345,79012345,3604,1802,1802,1.0,454,0.04716981132075472,True,False,all_edge_pairs_swapped,True,True,True,True,True
561,56112345,79112345,3604,1802,1801,0.9994450610432852,20000,0.04550499445061043,False,True,retry_limit_reached,True,True,True,True,True
562,56212345,79212345,3604,1802,1802,1.0,422,0.048834628190899,True,False,all_edge_pairs_swapped,True,True,True,True,True
563,56312345,79312345,3604,1802,1801,0.9994450610432852,20000,0.049389567147613764,False,True,retry_limit_reached,True,True,True,True,True
564,56412345,79412345,3604,1802,1802,1.0,424,0.04772475027746948,True,False,all_edge_pairs_swapped,True,True,True,True,True
565,56512345,79512345,3604,1802,1801,0.9994450610432852,20000,0.04661487236403995,False,True,retry_limit_reached,True,True,True,True,True
566,56612345,79612345,3604,1802,1802,1.0,447,0.04855715871254162,True,False,all_edge_pairs_swapped,True,True,True,True,True
567,56712345,79712345,3604,1802,1801,0.9994450610432852,20000,0.04661487236403995,False,True,retry_limit_reached,True,True,True,True,True
568,56812345,79812345,3604,1802,1802,1.0,445,0.049389567147613764,True,False,all_edge_pairs_swapped,True,True,True,True,True
569,56912345,79912345,3604,1802,1802,1.0,446,0.053551609322974474,True,False,all_edge_pairs_swapped,True,True,True,True,True
570,57012345,80012345,3604,1802,1801,0.9994450610432852,20000,0.049944506104328525,False,True,retry_limit_reached,True,True,True,True,True
571,57112345,80112345,3604,1802,1801,0.9994450610432852,20000,0.0474472807991121,False,True,retry_limit_reached,True,True,True,True,True
572,57212345,80212345,3604,1802,1801,0.9994450610432852,20000,0.04800221975582686,False,True,retry_limit_reached,True,True,True,True,True
573,57312345,80312345,3604,1802,1801,0.9994450610432852,20000,0.048834628190899,False,True,retry_limit_reached,True,True,True,True,True
574,57412345,80412345,3604,1802,1801,0.9994450610432852,20000,0.05133185349611543,False,True,retry_limit_reached,True,True,True,True,True
575,57512345,80512345,3604,1802,1801,0.9994450610432852,20000,0.04467258601553829,False,True,retry_limit_reached,True,True,True,True,True
576,57612345,80612345,3604,1802,1801,0.9994450610432852,20000,0.04966703662597114,False,True,retry_limit_reached,True,True,True,True,True
577,57712345,80712345,3604,1802,1801,0.9994450610432852,20000,0.04495005549389567,False,True,retry_limit_reached,True,True,True,True,True
578,57812345,80812345,3604,1802,1802,1.0,480,0.05438401775804662,True,False,all_edge_pairs_swapped,True,True,True,True,True
579,57912345,80912345,3604,1802,1802,1.0,440,0.04384017758046615,True,False,all_edge_pairs_swapped,True,True,True,True,True
580,58012345,81012345,3604,1802,1802,1.0,398,0.04550499445061043,True,False,all_edge_pairs_swapped,True,True,True,True,True
581,58112345,81112345,3604,1802,1801,0.9994450610432852,20000,0.051054384017758046,False,True,retry_limit_reached,True,True,True,True,True
582,58212345,81212345,3604,1802,1802,1.0,420,0.054661487236403995,True,False,all_edge_pairs_swapped,True,True,True,True,True
583,58312345,81312345,3604,1802,1801,0.9994450610432852,20000,0.05244173140954495,False,True,retry_limit_reached,True,True,True,True,True
584,58412345,81412345,3604,1802,1802,1.0,468,0.04467258601553829,True,False,all_edge_pairs_swapped,True,True,True,True,True
585,58512345,81512345,3604,1802,1801,0.9994450610432852,20000,0.0502219755826859,False,True,retry_limit_reached,True,True,True,True,True
586,58612345,81612345,3604,1802,1801,0.9994450610432852,20000,0.05327413984461709,False,True,retry_limit_reached,True,True,True,True,True
587,58712345,81712345,3604,1802,1801,0.9994450610432852,20000,0.058823529411764705,False,True,retry_limit_reached,True,True,True,True,True
588,58812345,81812345,3604,1802,1801,0.9994450610432852,20000,0.04911209766925638,False,True,retry_limit_reached,True,True,True,True,True
589,58912345,81912345,3604,1802,1802,1.0,474,0.04855715871254162,True,False,all_edge_pairs_swapped,True,True,True,True,True
590,59012345,82012345,3604,1802,1801,0.9994450610432852,20000,0.05077691453940067,False,True,retry_limit_reached,True,True,True,True,True
591,59112345,82112345,3604,1802,1801,0.9994450610432852,20000,0.04966703662597114,False,True,retry_limit_reached,True,True,True,True,True
592,59212345,82212345,3604,1802,1801,0.9994450610432852,20000,0.05382907880133185,False,True,retry_limit_reached,True,True,True,True,True
593,59312345,82312345,3604,1802,1801,0.9994450610432852,20000,0.048834628190899,False,True,retry_limit_reached,True,True,True,True,True
594,59412345,82412345,3604,1802,1802,1.0,429,0.04911209766925638,True,False,all_edge_pairs_swapped,True,True,True,True,True
595,59512345,82512345,3604,1802,1802,1.0,410,0.0474472807991121,True,False,all_edge_pairs_swapped,True,True,True,True,True
596,59612345,82612345,3604,1802,1801,0.9994450610432852,20000,0.05549389567147614,False,True,retry_limit_reached,True,True,True,True,True
597,59712345,82712345,3604,1802,1801,0.9994450610432852,20000,0.045782463928967815,False,True,retry_limit_reached,True,True,True,True,True
598,59812345,82812345,3604,1802,1801,0.9994450610432852,20000,0.04827968923418424,False,True,retry_limit_reached,True,True,True,True,True
599,59912345,82912345,3604,1802,1801,0.9994450610432852,20000,0.05493895671476138,False,True,retry_limit_reached,True,True,True,True,True
600,60012345,83012345,3604,1802,1801,0.9994450610432852,20000,0.04772475027746948,False,True,retry_limit_reached,True,True,True,True,True
601,60112345,83112345,3604,1802,1802,1.0,446,0.05188679245283019,True,False,all_edge_pairs_swapped,True,True,True,True,True
602,60212345,83212345,3604,1802,1801,0.9994450610432852,20000,0.0502219755826859,False,True,retry_limit_reached,True,True,True,True,True
603,60312345,83312345,3604,1802,1801,0.9994450610432852,20000,0.05271920088790233,False,True,retry_limit_reached,True,True,True,True,True
604,60412345,83412345,3604,1802,1801,0.9994450610432852,20000,0.05133185349611543,False,True,retry_limit_reached,True,True,True,True,True
605,60512345,83512345,3604,1802,1801,0.9994450610432852,20000,0.04772475027746948,False,True,retry_limit_reached,True,True,True,True,True
606,60612345,83612345,3604,1802,1801,0.9994450610432852,20000,0.05577136514983352,False,True,retry_limit_reached,True,True,True,True,True
607,60712345,83712345,3604,1802,1801,0.9994450610432852,20000,0.04855715871254162,False,True,retry_limit_reached,True,True,True,True,True
608,60812345,83812345,3604,1802,1802,1.0,451,0.04716981132075472,True,False,all_edge_pairs_swapped,True,True,True,True,True
609,60912345,83912345,3604,1802,1802,1.0,452,0.04550499445061043,True,False,all_edge_pairs_swapped,True,True,True,True,True
610,61012345,84012345,3604,1802,1801,0.9994450610432852,20000,0.05244173140954495,False,True,retry_limit_reached,True,True,True,True,True
611,61112345,84112345,3604,1802,1802,1.0,413,0.049944506104328525,True,False,all_edge_pairs_swapped,True,True,True,True,True
612,61212345,84212345,3604,1802,1802,1.0,391,0.054106548279689234,True,False,all_edge_pairs_swapped,True,True,True,True,True
613,61312345,84312345,3604,1802,1802,1.0,414,0.049389567147613764,True,False,all_edge_pairs_swapped,True,True,True,True,True
614,61412345,84412345,3604,1802,1801,0.9994450610432852,20000,0.05299667036625971,False,True,retry_limit_reached,True,True,True,True,True
615,61512345,84512345,3604,1802,1802,1.0,438,0.05660377358490566,True,False,all_edge_pairs_swapped,True,True,True,True,True
616,61612345,84612345,3604,1802,1802,1.0,393,0.051054384017758046,True,False,all_edge_pairs_swapped,True,True,True,True,True
617,61712345,84712345,3604,1802,1801,0.9994450610432852,20000,0.045782463928967815,False,True,retry_limit_reached,True,True,True,True,True
618,61812345,84812345,3604,1802,1802,1.0,415,0.05133185349611543,True,False,all_edge_pairs_swapped,True,True,True,True,True
619,61912345,84912345,3604,1802,1801,0.9994450610432852,20000,0.051054384017758046,False,True,retry_limit_reached,True,True,True,True,True
620,62012345,85012345,3604,1802,1802,1.0,457,0.04550499445061043,True,False,all_edge_pairs_swapped,True,True,True,True,True
621,62112345,85112345,3604,1802,1802,1.0,451,0.05160932297447281,True,False,all_edge_pairs_swapped,True,True,True,True,True
622,62212345,85212345,3604,1802,1801,0.9994450610432852,20000,0.049944506104328525,False,True,retry_limit_reached,True,True,True,True,True
623,62312345,85312345,3604,1802,1802,1.0,460,0.05271920088790233,True,False,all_edge_pairs_swapped,True,True,True,True,True
624,62412345,85412345,3604,1802,1801,0.9994450610432852,20000,0.04273029966703663,False,True,retry_limit_reached,True,True,True,True,True
625,62512345,85512345,3604,1802,1801,0.9994450610432852,20000,0.05271920088790233,False,True,retry_limit_reached,True,True,True,True,True
626,62612345,85612345,3604,1802,1801,0.9994450610432852,20000,0.05160932297447281,False,True,retry_limit_reached,True,True,True,True,True
627,62712345,85712345,3604,1802,1802,1.0,433,0.053551609322974474,True,False,all_edge_pairs_swapped,True,True,True,True,True
628,62812345,85812345,3604,1802,1801,0.9994450610432852,20000,0.05493895671476138,False,True,retry_limit_reached,True,True,True,True,True
629,62912345,85912345,3604,1802,1801,0.9994450610432852,20000,0.046892341842397336,False,True,retry_limit_reached,True,True,True,True,True
630,63012345,86012345,3604,1802,1802,1.0,459,0.04550499445061043,True,False,all_edge_pairs_swapped,True,True,True,True,True
631,63112345,86112345,3604,1802,1802,1.0,425,0.04550499445061043,True,False,all_edge_pairs_swapped,True,True,True,True,True
632,63212345,86212345,3604,1802,1802,1.0,413,0.0502219755826859,True,False,all_edge_pairs_swapped,True,True,True,True,True
633,63312345,86312345,3604,1802,1801,0.9994450610432852,20000,0.04800221975582686,False,True,retry_limit_reached,True,True,True,True,True
634,63412345,86412345,3604,1802,1802,1.0,433,0.048834628190899,True,False,all_edge_pairs_swapped,True,True,True,True,True
635,63512345,86512345,3604,1802,1802,1.0,443,0.04411764705882353,True,False,all_edge_pairs_swapped,True,True,True,True,True
636,63612345,86612345,3604,1802,1801,0.9994450610432852,20000,0.04827968923418424,False,True,retry_limit_reached,True,True,True,True,True
637,63712345,86712345,3604,1802,1802,1.0,427,0.046337402885682576,True,False,all_edge_pairs_swapped,True,True,True,True,True
638,63812345,86812345,3604,1802,1801,0.9994450610432852,20000,0.05216426193118757,False,True,retry_limit_reached,True,True,True,True,True
639,63912345,86912345,3604,1802,1802,1.0,441,0.04966703662597114,True,False,all_edge_pairs_swapped,True,True,True,True,True
640,64012345,87012345,3604,1802,1801,0.9994450610432852,20000,0.0474472807991121,False,True,retry_limit_reached,True,True,True,True,True
641,64112345,87112345,3604,1802,1802,1.0,464,0.05965593784683685,True,False,all_edge_pairs_swapped,True,True,True,True,True
642,64212345,87212345,3604,1802,1801,0.9994450610432852,20000,0.04716981132075472,False,True,retry_limit_reached,True,True,True,True,True
643,64312345,87312345,3604,1802,1801,0.9994450610432852,20000,0.05299667036625971,False,True,retry_limit_reached,True,True,True,True,True
644,64412345,87412345,3604,1802,1801,0.9994450610432852,20000,0.049389567147613764,False,True,retry_limit_reached,True,True,True,True,True
645,64512345,87512345,3604,1802,1801,0.9994450610432852,20000,0.04467258601553829,False,True,retry_limit_reached,True,True,True,True,True
646,64612345,87612345,3604,1802,1801,0.9994450610432852,20000,0.05327413984461709,False,True,retry_limit_reached,True,True,True,True,True
647,64712345,87712345,3604,1802,1802,1.0,416,0.045227524972253054,True,False,all_edge_pairs_swapped,True,True,True,True,True
648,64812345,87812345,3604,1802,1802,1.0,459,0.049389567147613764,True,False,all_edge_pairs_swapped,True,True,True,True,True
649,64912345,87912345,3604,1802,1801,0.9994450610432852,20000,0.05133185349611543,False,True,retry_limit_reached,True,True,True,True,True
650,65012345,88012345,3604,1802,1801,0.9994450610432852,20000,0.048834628190899,False,True,retry_limit_reached,True,True,True,True,True
651,65112345,88112345,3604,1802,1800,0.9988901220865705,20000,0.04800221975582686,False,True,retry_limit_reached,True,True,True,True,True
652,65212345,88212345,3604,1802,1802,1.0,441,0.05188679245283019,True,False,all_edge_pairs_swapped,True,True,True,True,True
653,65312345,88312345,3604,1802,1802,1.0,470,0.05077691453940067,True,False,all_edge_pairs_swapped,True,True,True,True,True
654,65412345,88412345,3604,1802,1801,0.9994450610432852,20000,0.04467258601553829,False,True,retry_limit_reached,True,True,True,True,True
655,65512345,88512345,3604,1802,1802,1.0,455,0.05133185349611543,True,False,all_edge_pairs_swapped,True,True,True,True,True
656,65612345,88612345,3604,1802,1801,0.9994450610432852,20000,0.04855715871254162,False,True,retry_limit_reached,True,True,True,True,True
657,65712345,88712345,3604,1802,1801,0.9994450610432852,20000,0.05577136514983352,False,True,retry_limit_reached,True,True,True,True,True
658,65812345,88812345,3604,1802,1801,0.9994450610432852,20000,0.049389567147613764,False,True,retry_limit_reached,True,True,True,True,True
659,65912345,88912345,3604,1802,1801,0.9994450610432852,20000,0.04855715871254162,False,True,retry_limit_reached,True,True,True,True,True
660,66012345,89012345,3604,1802,1802,1.0,391,0.045227524972253054,True,False,all_edge_pairs_swapped,True,True,True,True,True
661,66112345,89112345,3604,1802,1801,0.9994450610432852,20000,0.046892341842397336,False,True,retry_limit_reached,True,True,True,True,True
662,66212345,89212345,3604,1802,1802,1.0,394,0.05244173140954495,True,False,all_edge_pairs_swapped,True,True,True,True,True
663,66312345,89312345,3604,1802,1802,1.0,405,0.04966703662597114,True,False,all_edge_pairs_swapped,True,True,True,True,True
664,66412345,89412345,3604,1802,1801,0.9994450610432852,20000,0.05188679245283019,False,True,retry_limit_reached,True,True,True,True,True
665,66512345,89512345,3604,1802,1801,0.9994450610432852,20000,0.0474472807991121,False,True,retry_limit_reached,True,True,True,True,True
666,66612345,89612345,3604,1802,1802,1.0,419,0.054106548279689234,True,False,all_edge_pairs_swapped,True,True,True,True,True
667,66712345,89712345,3604,1802,1802,1.0,395,0.04966703662597114,True,False,all_edge_pairs_swapped,True,True,True,True,True
668,66812345,89812345,3604,1802,1801,0.9994450610432852,20000,0.04495005549389567,False,True,retry_limit_reached,True,True,True,True,True
669,66912345,89912345,3604,1802,1802,1.0,373,0.04605993340732519,True,False,all_edge_pairs_swapped,True,True,True,True,True
670,67012345,90012345,3604,1802,1802,1.0,452,0.04911209766925638,True,False,all_edge_pairs_swapped,True,True,True,True,True
671,67112345,90112345,3604,1802,1802,1.0,416,0.049944506104328525,True,False,all_edge_pairs_swapped,True,True,True,True,True
672,67212345,90212345,3604,1802,1801,0.9994450610432852,20000,0.05216426193118757,False,True,retry_limit_reached,True,True,True,True,True
673,67312345,90312345,3604,1802,1801,0.9994450610432852,20000,0.05188679245283019,False,True,retry_limit_reached,True,True,True,True,True
674,67412345,90412345,3604,1802,1802,1.0,475,0.050499445061043285,True,False,all_edge_pairs_swapped,True,True,True,True,True
675,67512345,90512345,3604,1802,1801,0.9994450610432852,20000,0.05160932297447281,False,True,retry_limit_reached,True,True,True,True,True
676,67612345,90612345,3604,1802,1802,1.0,446,0.05133185349611543,True,False,all_edge_pairs_swapped,True,True,True,True,True
677,67712345,90712345,3604,1802,1800,0.9988901220865705,20000,0.04716981132075472,False,True,retry_limit_reached,True,True,True,True,True
678,67812345,90812345,3604,1802,1801,0.9994450610432852,20000,0.04800221975582686,False,True,retry_limit_reached,True,True,True,True,True
679,67912345,90912345,3604,1802,1802,1.0,420,0.045782463928967815,True,False,all_edge_pairs_swapped,True,True,True,True,True
680,68012345,91012345,3604,1802,1802,1.0,424,0.04356270810210877,True,False,all_edge_pairs_swapped,True,True,True,True,True
681,68112345,91112345,3604,1802,1800,0.9988901220865705,20000,0.05077691453940067,False,True,retry_limit_reached,True,True,True,True,True
682,68212345,91212345,3604,1802,1802,1.0,420,0.04827968923418424,True,False,all_edge_pairs_swapped,True,True,True,True,True
683,68312345,91312345,3604,1802,1801,0.9994450610432852,20000,0.04827968923418424,False,True,retry_limit_reached,True,True,True,True,True
684,68412345,91412345,3604,1802,1802,1.0,439,0.043007769145394004,True,False,all_edge_pairs_swapped,True,True,True,True,True
685,68512345,91512345,3604,1802,1802,1.0,472,0.04605993340732519,True,False,all_edge_pairs_swapped,True,True,True,True,True
686,68612345,91612345,3604,1802,1801,0.9994450610432852,20000,0.048834628190899,False,True,retry_limit_reached,True,True,True,True,True
687,68712345,91712345,3604,1802,1801,0.9994450610432852,20000,0.04716981132075472,False,True,retry_limit_reached,True,True,True,True,True
688,68812345,91812345,3604,1802,1801,0.9994450610432852,20000,0.045782463928967815,False,True,retry_limit_reached,True,True,True,True,True
689,68912345,91912345,3604,1802,1802,1.0,384,0.04772475027746948,True,False,all_edge_pairs_swapped,True,True,True,True,True
690,69012345,92012345,3604,1802,1801,0.9994450610432852,20000,0.05133185349611543,False,True,retry_limit_reached,True,True,True,True,True
691,69112345,92112345,3604,1802,1802,1.0,453,0.046892341842397336,True,False,all_edge_pairs_swapped,True,True,True,True,True
692,69212345,92212345,3604,1802,1801,0.9994450610432852,20000,0.04800221975582686,False,True,retry_limit_reached,True,True,True,True,True
693,69312345,92312345,3604,1802,1801,0.9994450610432852,20000,0.05188679245283019,False,True,retry_limit_reached,True,True,True,True,True
694,69412345,92412345,3604,1802,1801,0.9994450610432852,20000,0.05271920088790233,False,True,retry_limit_reached,True,True,True,True,True
695,69512345,92512345,3604,1802,1801,0.9994450610432852,20000,0.05327413984461709,False,True,retry_limit_reached,True,True,True,True,True
696,69612345,92612345,3604,1802,1801,0.9994450610432852,20000,0.05549389567147614,False,True,retry_limit_reached,True,True,True,True,True
697,69712345,92712345,3604,1802,1801,0.9994450610432852,20000,0.04911209766925638,False,True,retry_limit_reached,True,True,True,True,True
698,69812345,92812345,3604,1802,1801,0.9994450610432852,20000,0.04966703662597114,False,True,retry_limit_reached,True,True,True,True,True
699,69912345,92912345,3604,1802,1801,0.9994450610432852,20000,0.0474472807991121,False,True,retry_limit_reached,True,True,True,True,True
700,70012345,93012345,3604,1802,1802,1.0,359,0.04966703662597114,True,False,all_edge_pairs_swapped,True,True,True,True,True
701,70112345,93112345,3604,1802,1802,1.0,413,0.049389567147613764,True,False,all_edge_pairs_swapped,True,True,True,True,True
702,70212345,93212345,3604,1802,1801,0.9994450610432852,20000,0.04356270810210877,False,True,retry_limit_reached,True,True,True,True,True
703,70312345,93312345,3604,1802,1801,0.9994450610432852,20000,0.04550499445061043,False,True,retry_limit_reached,True,True,True,True,True
704,70412345,93412345,3604,1802,1801,0.9994450610432852,20000,0.04605993340732519,False,True,retry_limit_reached,True,True,True,True,True
705,70512345,93512345,3604,1802,1802,1.0,440,0.054106548279689234,True,False,all_edge_pairs_swapped,True,True,True,True,True
706,70612345,93612345,3604,1802,1802,1.0,455,0.051054384017758046,True,False,all_edge_pairs_swapped,True,True,True,True,True
707,70712345,93712345,3604,1802,1800,0.9988901220865705,20000,0.04605993340732519,False,True,retry_limit_reached,True,True,True,True,True
708,70812345,93812345,3604,1802,1802,1.0,428,0.045227524972253054,True,False,all_edge_pairs_swapped,True,True,True,True,True
709,70912345,93912345,3604,1802,1801,0.9994450610432852,20000,0.050499445061043285,False,True,retry_limit_reached,True,True,True,True,True
710,71012345,94012345,3604,1802,1801,0.9994450610432852,20000,0.051054384017758046,False,True,retry_limit_reached,True,True,True,True,True
711,71112345,94112345,3604,1802,1801,0.9994450610432852,20000,0.04605993340732519,False,True,retry_limit_reached,True,True,True,True,True
712,71212345,94212345,3604,1802,1802,1.0,395,0.050499445061043285,True,False,all_edge_pairs_swapped,True,True,True,True,True
713,71312345,94312345,3604,1802,1801,0.9994450610432852,20000,0.05299667036625971,False,True,retry_limit_reached,True,True,True,True,True
714,71412345,94412345,3604,1802,1801,0.9994450610432852,20000,0.05160932297447281,False,True,retry_limit_reached,True,True,True,True,True
715,71512345,94512345,3604,1802,1802,1.0,464,0.05216426193118757,True,False,all_edge_pairs_swapped,True,True,True,True,True
716,71612345,94612345,3604,1802,1801,0.9994450610432852,20000,0.05133185349611543,False,True,retry_limit_reached,True,True,True,True,True
717,71712345,94712345,3604,1802,1802,1.0,394,0.04605993340732519,True,False,all_edge_pairs_swapped,True,True,True,True,True
718,71812345,94812345,3604,1802,1802,1.0,450,0.045227524972253054,True,False,all_edge_pairs_swapped,True,True,True,True,True
719,71912345,94912345,3604,1802,1802,1.0,432,0.054106548279689234,True,False,all_edge_pairs_swapped,True,True,True,True,True
720,72012345,95012345,3604,1802,1802,1.0,391,0.04273029966703663,True,False,all_edge_pairs_swapped,True,True,True,True,True
721,72112345,95112345,3604,1802,1802,1.0,433,0.04827968923418424,True,False,all_edge_pairs_swapped,True,True,True,True,True
722,72212345,95212345,3604,1802,1801,0.9994450610432852,20000,0.05299667036625971,False,True,retry_limit_reached,True,True,True,True,True
723,72312345,95312345,3604,1802,1802,1.0,412,0.055216426193118756,True,False,all_edge_pairs_swapped,True,True,True,True,True
724,72412345,95412345,3604,1802,1802,1.0,412,0.0474472807991121,True,False,all_edge_pairs_swapped,True,True,True,True,True
725,72512345,95512345,3604,1802,1801,0.9994450610432852,20000,0.04550499445061043,False,True,retry_limit_reached,True,True,True,True,True
726,72612345,95612345,3604,1802,1802,1.0,426,0.04716981132075472,True,False,all_edge_pairs_swapped,True,True,True,True,True
727,72712345,95712345,3604,1802,1801,0.9994450610432852,20000,0.04800221975582686,False,True,retry_limit_reached,True,True,True,True,True
728,72812345,95812345,3604,1802,1801,0.9994450610432852,20000,0.05133185349611543,False,True,retry_limit_reached,True,True,True,True,True
729,72912345,95912345,3604,1802,1802,1.0,447,0.04550499445061043,True,False,all_edge_pairs_swapped,True,True,True,True,True
730,73012345,96012345,3604,1802,1801,0.9994450610432852,20000,0.050499445061043285,False,True,retry_limit_reached,True,True,True,True,True
731,73112345,96112345,3604,1802,1802,1.0,440,0.04855715871254162,True,False,all_edge_pairs_swapped,True,True,True,True,True
732,73212345,96212345,3604,1802,1800,0.9988901220865705,20000,0.051054384017758046,False,True,retry_limit_reached,True,True,True,True,True
733,73312345,96312345,3604,1802,1801,0.9994450610432852,20000,0.045782463928967815,False,True,retry_limit_reached,True,True,True,True,True
734,73412345,96412345,3604,1802,1802,1.0,404,0.04605993340732519,True,False,all_edge_pairs_swapped,True,True,True,True,True
735,73512345,96512345,3604,1802,1802,1.0,421,0.04356270810210877,True,False,all_edge_pairs_swapped,True,True,True,True,True
736,73612345,96612345,3604,1802,1801,0.9994450610432852,20000,0.04827968923418424,False,True,retry_limit_reached,True,True,True,True,True
737,73712345,96712345,3604,1802,1802,1.0,413,0.045227524972253054,True,False,all_edge_pairs_swapped,True,True,True,True,True
738,73812345,96812345,3604,1802,1801,0.9994450610432852,20000,0.05188679245283019,False,True,retry_limit_reached,True,True,True,True,True
739,73912345,96912345,3604,1802,1801,0.9994450610432852,20000,0.04356270810210877,False,True,retry_limit_reached,True,True,True,True,True
740,74012345,97012345,3604,1802,1801,0.9994450610432852,20000,0.04966703662597114,False,True,retry_limit_reached,True,True,True,True,True
741,74112345,97112345,3604,1802,1801,0.9994450610432852,20000,0.04605993340732519,False,True,retry_limit_reached,True,True,True,True,True
742,74212345,97212345,3604,1802,1801,0.9994450610432852,20000,0.049389567147613764,False,True,retry_limit_reached,True,True,True,True,True
743,74312345,97312345,3604,1802,1802,1.0,435,0.04661487236403995,True,False,all_edge_pairs_swapped,True,True,True,True,True
744,74412345,97412345,3604,1802,1802,1.0,482,0.0502219755826859,True,False,all_edge_pairs_swapped,True,True,True,True,True
745,74512345,97512345,3604,1802,1800,0.9988901220865705,20000,0.0574361820199778,False,True,retry_limit_reached,True,True,True,True,True
746,74612345,97612345,3604,1802,1801,0.9994450610432852,20000,0.045227524972253054,False,True,retry_limit_reached,True,True,True,True,True
747,74712345,97712345,3604,1802,1802,1.0,377,0.04772475027746948,True,False,all_edge_pairs_swapped,True,True,True,True,True
748,74812345,97812345,3604,1802,1801,0.9994450610432852,20000,0.0474472807991121,False,True,retry_limit_reached,True,True,True,True,True
749,74912345,97912345,3604,1802,1802,1.0,439,0.051054384017758046,True,False,all_edge_pairs_swapped,True,True,True,True,True
750,75012345,98012345,3604,1802,1802,1.0,428,0.04855715871254162,True,False,all_edge_pairs_swapped,True,True,True,True,True
751,75112345,98112345,3604,1802,1802,1.0,434,0.05438401775804662,True,False,all_edge_pairs_swapped,True,True,True,True,True
752,75212345,98212345,3604,1802,1802,1.0,411,0.0502219755826859,True,False,all_edge_pairs_swapped,True,True,True,True,True
753,75312345,98312345,3604,1802,1802,1.0,400,0.04550499445061043,True,False,all_edge_pairs_swapped,True,True,True,True,True
754,75412345,98412345,3604,1802,1801,0.9994450610432852,20000,0.05271920088790233,False,True,retry_limit_reached,True,True,True,True,True
755,75512345,98512345,3604,1802,1802,1.0,450,0.04716981132075472,True,False,all_edge_pairs_swapped,True,True,True,True,True
756,75612345,98612345,3604,1802,1802,1.0,391,0.05493895671476138,True,False,all_edge_pairs_swapped,True,True,True,True,True
757,75712345,98712345,3604,1802,1802,1.0,426,0.04550499445061043,True,False,all_edge_pairs_swapped,True,True,True,True,True
758,75812345,98812345,3604,1802,1802,1.0,450,0.04966703662597114,True,False,all_edge_pairs_swapped,True,True,True,True,True
759,75912345,98912345,3604,1802,1802,1.0,440,0.04495005549389567,True,False,all_edge_pairs_swapped,True,True,True,True,True
760,76012345,99012345,3604,1802,1802,1.0,467,0.051054384017758046,True,False,all_edge_pairs_swapped,True,True,True,True,True
761,76112345,99112345,3604,1802,1802,1.0,432,0.05438401775804662,True,False,all_edge_pairs_swapped,True,True,True,True,True
762,76212345,99212345,3604,1802,1802,1.0,409,0.046337402885682576,True,False,all_edge_pairs_swapped,True,True,True,True,True
763,76312345,99312345,3604,1802,1801,0.9994450610432852,20000,0.05188679245283019,False,True,retry_limit_reached,True,True,True,True,True
764,76412345,99412345,3604,1802,1802,1.0,439,0.04772475027746948,True,False,all_edge_pairs_swapped,True,True,True,True,True
765,76512345,99512345,3604,1802,1801,0.9994450610432852,20000,0.04911209766925638,False,True,retry_limit_reached,True,True,True,True,True
766,76612345,99612345,3604,1802,1801,0.9994450610432852,20000,0.0502219755826859,False,True,retry_limit_reached,True,True,True,True,True
767,76712345,99712345,3604,1802,1801,0.9994450610432852,20000,0.04716981132075472,False,True,retry_limit_reached,True,True,True,True,True
768,76812345,99812345,3604,1802,1802,1.0,378,0.048834628190899,True,False,all_edge_pairs_swapped,True,True,True,True,True
769,76912345,99912345,3604,1802,1802,1.0,428,0.0502219755826859,True,False,all_edge_pairs_swapped,True,True,True,True,True
770,77012345,100012345,3604,1802,1802,1.0,398,0.04911209766925638,True,False,all_edge_pairs_swapped,True,True,True,True,True
771,77112345,100112345,3604,1802,1801,0.9994450610432852,20000,0.051054384017758046,False,True,retry_limit_reached,True,True,True,True,True
772,77212345,100212345,3604,1802,1802,1.0,429,0.05077691453940067,True,False,all_edge_pairs_swapped,True,True,True,True,True
773,77312345,100312345,3604,1802,1801,0.9994450610432852,20000,0.05133185349611543,False,True,retry_limit_reached,True,True,True,True,True
774,77412345,100412345,3604,1802,1802,1.0,444,0.048834628190899,True,False,all_edge_pairs_swapped,True,True,True,True,True
775,77512345,100512345,3604,1802,1801,0.9994450610432852,20000,0.049389567147613764,False,True,retry_limit_reached,True,True,True,True,True
