config,model_a,model_b,tost_bound,tost_pval,tost_significant,n_model_a,n_model_b
baseline,real,shuffle_weights,0.17606725096702577,nan,nan,1,1
baseline,real,cel_randN,0.17606725096702577,nan,nan,1,1
baseline,real,er_randN,0.17606725096702577,nan,nan,1,1
baseline,real,ws_p01_randN,0.17606725096702577,nan,nan,1,1
baseline,real,conn_shuf,0.17606725096702577,nan,nan,1,1
baseline,real,local_sign,0.17606725096702577,nan,nan,1,1
baseline,real,conn_shuf_only,0.17606725096702577,nan,nan,1,1
baseline,real,cel_sample,0.17606725096702577,nan,nan,1,1
baseline,real,local_sign+flat,0.17606725096702577,nan,nan,1,1
baseline,real,local_sign+sample,0.17606725096702577,nan,nan,1,1
baseline,real,local_sign+binary,0.17606725096702577,nan,nan,1,1
baseline,real,global_sign_pres,0.17606725096702577,nan,nan,1,1
baseline,real,binary+shuffle,0.17606725096702577,nan,nan,1,1
baseline,shuffle_weights,cel_randN,0.17606725096702577,nan,nan,1,1
baseline,shuffle_weights,er_randN,0.17606725096702577,nan,nan,1,1
baseline,shuffle_weights,ws_p01_randN,0.17606725096702577,nan,nan,1,1
baseline,shuffle_weights,conn_shuf,0.17606725096702577,nan,nan,1,1
baseline,shuffle_weights,local_sign,0.17606725096702577,nan,nan,1,1
baseline,shuffle_weights,conn_shuf_only,0.17606725096702577,nan,nan,1,1
baseline,shuffle_weights,cel_sample,0.17606725096702577,nan,nan,1,1
baseline,shuffle_weights,local_sign+flat,0.17606725096702577,nan,nan,1,1
baseline,shuffle_weights,local_sign+sample,0.17606725096702577,nan,nan,1,1
baseline,shuffle_weights,local_sign+binary,0.17606725096702577,nan,nan,1,1
baseline,shuffle_weights,global_sign_pres,0.17606725096702577,nan,nan,1,1
baseline,shuffle_weights,binary+shuffle,0.17606725096702577,nan,nan,1,1
baseline,cel_randN,er_randN,0.17606725096702577,nan,nan,1,1
baseline,cel_randN,ws_p01_randN,0.17606725096702577,nan,nan,1,1
baseline,cel_randN,conn_shuf,0.17606725096702577,nan,nan,1,1
baseline,cel_randN,local_sign,0.17606725096702577,nan,nan,1,1
baseline,cel_randN,conn_shuf_only,0.17606725096702577,nan,nan,1,1
baseline,cel_randN,cel_sample,0.17606725096702577,nan,nan,1,1
baseline,cel_randN,local_sign+flat,0.17606725096702577,nan,nan,1,1
baseline,cel_randN,local_sign+sample,0.17606725096702577,nan,nan,1,1
baseline,cel_randN,local_sign+binary,0.17606725096702577,nan,nan,1,1
baseline,cel_randN,global_sign_pres,0.17606725096702577,nan,nan,1,1
baseline,cel_randN,binary+shuffle,0.17606725096702577,nan,nan,1,1
baseline,er_randN,ws_p01_randN,0.17606725096702577,nan,nan,1,1
baseline,er_randN,conn_shuf,0.17606725096702577,nan,nan,1,1
baseline,er_randN,local_sign,0.17606725096702577,nan,nan,1,1
baseline,er_randN,conn_shuf_only,0.17606725096702577,nan,nan,1,1
baseline,er_randN,cel_sample,0.17606725096702577,nan,nan,1,1
baseline,er_randN,local_sign+flat,0.17606725096702577,nan,nan,1,1
baseline,er_randN,local_sign+sample,0.17606725096702577,nan,nan,1,1
baseline,er_randN,local_sign+binary,0.17606725096702577,nan,nan,1,1
baseline,er_randN,global_sign_pres,0.17606725096702577,nan,nan,1,1
baseline,er_randN,binary+shuffle,0.17606725096702577,nan,nan,1,1
baseline,ws_p01_randN,conn_shuf,0.17606725096702577,nan,nan,1,1
baseline,ws_p01_randN,local_sign,0.17606725096702577,nan,nan,1,1
baseline,ws_p01_randN,conn_shuf_only,0.17606725096702577,nan,nan,1,1
baseline,ws_p01_randN,cel_sample,0.17606725096702577,nan,nan,1,1
baseline,ws_p01_randN,local_sign+flat,0.17606725096702577,nan,nan,1,1
baseline,ws_p01_randN,local_sign+sample,0.17606725096702577,nan,nan,1,1
baseline,ws_p01_randN,local_sign+binary,0.17606725096702577,nan,nan,1,1
baseline,ws_p01_randN,global_sign_pres,0.17606725096702577,nan,nan,1,1
baseline,ws_p01_randN,binary+shuffle,0.17606725096702577,nan,nan,1,1
baseline,conn_shuf,local_sign,0.17606725096702577,nan,nan,1,1
baseline,conn_shuf,conn_shuf_only,0.17606725096702577,nan,nan,1,1
baseline,conn_shuf,cel_sample,0.17606725096702577,nan,nan,1,1
baseline,conn_shuf,local_sign+flat,0.17606725096702577,nan,nan,1,1
baseline,conn_shuf,local_sign+sample,0.17606725096702577,nan,nan,1,1
baseline,conn_shuf,local_sign+binary,0.17606725096702577,nan,nan,1,1
baseline,conn_shuf,global_sign_pres,0.17606725096702577,nan,nan,1,1
baseline,conn_shuf,binary+shuffle,0.17606725096702577,nan,nan,1,1
baseline,local_sign,conn_shuf_only,0.17606725096702577,nan,nan,1,1
baseline,local_sign,cel_sample,0.17606725096702577,nan,nan,1,1
baseline,local_sign,local_sign+flat,0.17606725096702577,nan,nan,1,1
baseline,local_sign,local_sign+sample,0.17606725096702577,nan,nan,1,1
baseline,local_sign,local_sign+binary,0.17606725096702577,nan,nan,1,1
baseline,local_sign,global_sign_pres,0.17606725096702577,nan,nan,1,1
baseline,local_sign,binary+shuffle,0.17606725096702577,nan,nan,1,1
baseline,conn_shuf_only,cel_sample,0.17606725096702577,nan,nan,1,1
baseline,conn_shuf_only,local_sign+flat,0.17606725096702577,nan,nan,1,1
baseline,conn_shuf_only,local_sign+sample,0.17606725096702577,nan,nan,1,1
baseline,conn_shuf_only,local_sign+binary,0.17606725096702577,nan,nan,1,1
baseline,conn_shuf_only,global_sign_pres,0.17606725096702577,nan,nan,1,1
baseline,conn_shuf_only,binary+shuffle,0.17606725096702577,nan,nan,1,1
baseline,cel_sample,local_sign+flat,0.17606725096702577,nan,nan,1,1
baseline,cel_sample,local_sign+sample,0.17606725096702577,nan,nan,1,1
baseline,cel_sample,local_sign+binary,0.17606725096702577,nan,nan,1,1
baseline,cel_sample,global_sign_pres,0.17606725096702577,nan,nan,1,1
baseline,cel_sample,binary+shuffle,0.17606725096702577,nan,nan,1,1
baseline,local_sign+flat,local_sign+sample,0.17606725096702577,nan,nan,1,1
baseline,local_sign+flat,local_sign+binary,0.17606725096702577,nan,nan,1,1
baseline,local_sign+flat,global_sign_pres,0.17606725096702577,nan,nan,1,1
baseline,local_sign+flat,binary+shuffle,0.17606725096702577,nan,nan,1,1
baseline,local_sign+sample,local_sign+binary,0.17606725096702577,nan,nan,1,1
baseline,local_sign+sample,global_sign_pres,0.17606725096702577,nan,nan,1,1
baseline,local_sign+sample,binary+shuffle,0.17606725096702577,nan,nan,1,1
baseline,local_sign+binary,global_sign_pres,0.17606725096702577,nan,nan,1,1
baseline,local_sign+binary,binary+shuffle,0.17606725096702577,nan,nan,1,1
baseline,global_sign_pres,binary+shuffle,0.17606725096702577,nan,nan,1,1
washout_x0.25,real,shuffle_weights,0.14888219237327577,nan,nan,1,1
washout_x0.25,real,cel_randN,0.14888219237327577,nan,nan,1,1
washout_x0.25,real,er_randN,0.14888219237327577,nan,nan,1,1
washout_x0.25,real,ws_p01_randN,0.14888219237327577,nan,nan,1,1
washout_x0.25,real,conn_shuf,0.14888219237327577,nan,nan,1,1
washout_x0.25,real,local_sign,0.14888219237327577,nan,nan,1,1
washout_x0.25,real,conn_shuf_only,0.14888219237327577,nan,nan,1,1
washout_x0.25,real,cel_sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,real,local_sign+flat,0.14888219237327577,nan,nan,1,1
washout_x0.25,real,local_sign+sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,real,local_sign+binary,0.14888219237327577,nan,nan,1,1
washout_x0.25,real,global_sign_pres,0.14888219237327577,nan,nan,1,1
washout_x0.25,real,binary+shuffle,0.14888219237327577,nan,nan,1,1
washout_x0.25,shuffle_weights,cel_randN,0.14888219237327577,nan,nan,1,1
washout_x0.25,shuffle_weights,er_randN,0.14888219237327577,nan,nan,1,1
washout_x0.25,shuffle_weights,ws_p01_randN,0.14888219237327577,nan,nan,1,1
washout_x0.25,shuffle_weights,conn_shuf,0.14888219237327577,nan,nan,1,1
washout_x0.25,shuffle_weights,local_sign,0.14888219237327577,nan,nan,1,1
washout_x0.25,shuffle_weights,conn_shuf_only,0.14888219237327577,nan,nan,1,1
washout_x0.25,shuffle_weights,cel_sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,shuffle_weights,local_sign+flat,0.14888219237327577,nan,nan,1,1
washout_x0.25,shuffle_weights,local_sign+sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,shuffle_weights,local_sign+binary,0.14888219237327577,nan,nan,1,1
washout_x0.25,shuffle_weights,global_sign_pres,0.14888219237327577,nan,nan,1,1
washout_x0.25,shuffle_weights,binary+shuffle,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_randN,er_randN,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_randN,ws_p01_randN,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_randN,conn_shuf,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_randN,local_sign,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_randN,conn_shuf_only,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_randN,cel_sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_randN,local_sign+flat,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_randN,local_sign+sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_randN,local_sign+binary,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_randN,global_sign_pres,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_randN,binary+shuffle,0.14888219237327577,nan,nan,1,1
washout_x0.25,er_randN,ws_p01_randN,0.14888219237327577,nan,nan,1,1
washout_x0.25,er_randN,conn_shuf,0.14888219237327577,nan,nan,1,1
washout_x0.25,er_randN,local_sign,0.14888219237327577,nan,nan,1,1
washout_x0.25,er_randN,conn_shuf_only,0.14888219237327577,nan,nan,1,1
washout_x0.25,er_randN,cel_sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,er_randN,local_sign+flat,0.14888219237327577,nan,nan,1,1
washout_x0.25,er_randN,local_sign+sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,er_randN,local_sign+binary,0.14888219237327577,nan,nan,1,1
washout_x0.25,er_randN,global_sign_pres,0.14888219237327577,nan,nan,1,1
washout_x0.25,er_randN,binary+shuffle,0.14888219237327577,nan,nan,1,1
washout_x0.25,ws_p01_randN,conn_shuf,0.14888219237327577,nan,nan,1,1
washout_x0.25,ws_p01_randN,local_sign,0.14888219237327577,nan,nan,1,1
washout_x0.25,ws_p01_randN,conn_shuf_only,0.14888219237327577,nan,nan,1,1
washout_x0.25,ws_p01_randN,cel_sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,ws_p01_randN,local_sign+flat,0.14888219237327577,nan,nan,1,1
washout_x0.25,ws_p01_randN,local_sign+sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,ws_p01_randN,local_sign+binary,0.14888219237327577,nan,nan,1,1
washout_x0.25,ws_p01_randN,global_sign_pres,0.14888219237327577,nan,nan,1,1
washout_x0.25,ws_p01_randN,binary+shuffle,0.14888219237327577,nan,nan,1,1
washout_x0.25,conn_shuf,local_sign,0.14888219237327577,nan,nan,1,1
washout_x0.25,conn_shuf,conn_shuf_only,0.14888219237327577,nan,nan,1,1
washout_x0.25,conn_shuf,cel_sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,conn_shuf,local_sign+flat,0.14888219237327577,nan,nan,1,1
washout_x0.25,conn_shuf,local_sign+sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,conn_shuf,local_sign+binary,0.14888219237327577,nan,nan,1,1
washout_x0.25,conn_shuf,global_sign_pres,0.14888219237327577,nan,nan,1,1
washout_x0.25,conn_shuf,binary+shuffle,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign,conn_shuf_only,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign,cel_sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign,local_sign+flat,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign,local_sign+sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign,local_sign+binary,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign,global_sign_pres,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign,binary+shuffle,0.14888219237327577,nan,nan,1,1
washout_x0.25,conn_shuf_only,cel_sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,conn_shuf_only,local_sign+flat,0.14888219237327577,nan,nan,1,1
washout_x0.25,conn_shuf_only,local_sign+sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,conn_shuf_only,local_sign+binary,0.14888219237327577,nan,nan,1,1
washout_x0.25,conn_shuf_only,global_sign_pres,0.14888219237327577,nan,nan,1,1
washout_x0.25,conn_shuf_only,binary+shuffle,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_sample,local_sign+flat,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_sample,local_sign+sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_sample,local_sign+binary,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_sample,global_sign_pres,0.14888219237327577,nan,nan,1,1
washout_x0.25,cel_sample,binary+shuffle,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign+flat,local_sign+sample,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign+flat,local_sign+binary,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign+flat,global_sign_pres,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign+flat,binary+shuffle,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign+sample,local_sign+binary,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign+sample,global_sign_pres,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign+sample,binary+shuffle,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign+binary,global_sign_pres,0.14888219237327577,nan,nan,1,1
washout_x0.25,local_sign+binary,binary+shuffle,0.14888219237327577,nan,nan,1,1
washout_x0.25,global_sign_pres,binary+shuffle,0.14888219237327577,nan,nan,1,1
t_train_x0.25,real,shuffle_weights,0.16513732075691223,nan,nan,1,1
t_train_x0.25,real,cel_randN,0.16513732075691223,nan,nan,1,1
t_train_x0.25,real,er_randN,0.16513732075691223,nan,nan,1,1
t_train_x0.25,real,ws_p01_randN,0.16513732075691223,nan,nan,1,1
t_train_x0.25,real,conn_shuf,0.16513732075691223,nan,nan,1,1
t_train_x0.25,real,local_sign,0.16513732075691223,nan,nan,1,1
t_train_x0.25,real,conn_shuf_only,0.16513732075691223,nan,nan,1,1
t_train_x0.25,real,cel_sample,0.16513732075691223,nan,nan,1,1
t_train_x0.25,real,local_sign+flat,0.16513732075691223,nan,nan,1,1
t_train_x0.25,real,local_sign+sample,0.16513732075691223,nan,nan,1,1
t_train_x0.25,real,local_sign+binary,0.16513732075691223,nan,nan,1,1
t_train_x0.25,real,global_sign_pres,0.16513732075691223,nan,nan,1,1
t_train_x0.25,real,binary+shuffle,0.16513732075691223,nan,nan,1,1
t_train_x0.25,shuffle_weights,cel_randN,0.16513732075691223,nan,nan,1,1
t_train_x0.25,shuffle_weights,er_randN,0.16513732075691223,nan,nan,1,1
t_train_x0.25,shuffle_weights,ws_p01_randN,0.16513732075691223,nan,nan,1,1
t_train_x0.25,shuffle_weights,conn_shuf,0.16513732075691223,nan,nan,1,1
t_train_x0.25,shuffle_weights,local_sign,0.16513732075691223,nan,nan,1,1
t_train_x0.25,shuffle_weights,conn_shuf_only,0.16513732075691223,nan,nan,1,1
t_train_x0.25,shuffle_weights,cel_sample,0.16513732075691223,nan,nan,1,1
t_train_x0.25,shuffle_weights,local_sign+flat,0.16513732075691223,nan,nan,1,1
t_train_x0.25,shuffle_weights,local_sign+sample,0.16513732075691223,nan,nan,1,1
t_train_x0.25,shuffle_weights,local_sign+binary,0.16513732075691223,nan,nan,1,1
t_train_x0.25,shuffle_weights,global_sign_pres,0.16513732075691223,nan,nan,1,1
t_train_x0.25,shuffle_weights,binary+shuffle,0.16513732075691223,nan,nan,1,1
t_train_x0.25,cel_randN,er_randN,0.16513732075691223,nan,nan,1,1
t_train_x0.25,cel_randN,ws_p01_randN,0.16513732075691223,nan,nan,1,1
t_train_x0.25,cel_randN,conn_shuf,0.16513732075691223,nan,nan,1,1
t_train_x0.25,cel_randN,local_sign,0.16513732075691223,nan,nan,1,1
t_train_x0.25,cel_randN,conn_shuf_only,0.16513732075691223,nan,nan,1,1
t_train_x0.25,cel_randN,cel_sample,0.16513732075691223,nan,nan,1,1
t_train_x0.25,cel_randN,local_sign+flat,0.16513732075691223,nan,nan,1,1
t_train_x0.25,cel_randN,local_sign+sample,0.16513732075691223,nan,nan,1,1
t_train_x0.25,cel_randN,local_sign+binary,0.16513732075691223,nan,nan,1,1
t_train_x0.25,cel_randN,global_sign_pres,0.16513732075691223,nan,nan,1,1
t_train_x0.25,cel_randN,binary+shuffle,0.16513732075691223,nan,nan,1,1
t_train_x0.25,er_randN,ws_p01_randN,0.16513732075691223,nan,nan,1,1
t_train_x0.25,er_randN,conn_shuf,0.16513732075691223,nan,nan,1,1
t_train_x0.25,er_randN,local_sign,0.16513732075691223,nan,nan,1,1
t_train_x0.25,er_randN,conn_shuf_only,0.16513732075691223,nan,nan,1,1
t_train_x0.25,er_randN,cel_sample,0.16513732075691223,nan,nan,1,1
t_train_x0.25,er_randN,local_sign+flat,0.16513732075691223,nan,nan,1,1
t_train_x0.25,er_randN,local_sign+sample,0.16513732075691223,nan,nan,1,1
t_train_x0.25,er_randN,local_sign+binary,0.16513732075691223,nan,nan,1,1
t_train_x0.25,er_randN,global_sign_pres,0.16513732075691223,nan,nan,1,1
t_train_x0.25,er_randN,binary+shuffle,0.16513732075691223,nan,nan,1,1
t_train_x0.25,ws_p01_randN,conn_shuf,0.16513732075691223,nan,nan,1,1
t_train_x0.25,ws_p01_randN,local_sign,0.16513732075691223,nan,nan,1,1
t_train_x0.25,ws_p01_randN,conn_shuf_only,0.16513732075691223,nan,nan,1,1
t_train_x0.25,ws_p01_randN,cel_sample,0.16513732075691223,nan,nan,1,1
t_train_x0.25,ws_p01_randN,local_sign+flat,0.16513732075691223,nan,nan,1,1
t_train_x0.25,ws_p01_randN,local_sign+sample,0.16513732075691223,nan,nan,1,1
t_train_x0.25,ws_p01_randN,local_sign+binary,0.16513732075691223,nan,nan,1,1
t_train_x0.25,ws_p01_randN,global_sign_pres,0.16513732075691223,nan,nan,1,1
t_train_x0.25,ws_p01_randN,binary+shuffle,0.16513732075691223,nan,nan,1,1
t_train_x0.25,conn_shuf,local_sign,0.16513732075691223,nan,nan,1,1
t_train_x0.25,conn_shuf,conn_shuf_only,0.16513732075691223,nan,nan,1,1
t_train_x0.25,conn_shuf,cel_sample,0.16513732075691223,nan,nan,1,1
t_train_x0.25,conn_shuf,local_sign+flat,0.16513732075691223,nan,nan,1,1
t_train_x0.25,conn_shuf,local_sign+sample,0.16513732075691223,nan,nan,1,1
t_train_x0.25,conn_shuf,local_sign+binary,0.16513732075691223,nan,nan,1,1
t_train_x0.25,conn_shuf,global_sign_pres,0.16513732075691223,nan,nan,1,1
