config,model,washout,t_train,t_test,mean_score,std_score,cv_score,mean_capture_pct,std_capture_pct,n_runs
baseline,real,500,1500,500,3.944535732269287,0.0,0.0,100.0,0.0,1
baseline,shuffle_weights,500,1500,500,2.281769275665283,0.0,0.0,100.0,0.0,1
baseline,cel_randN,500,1500,500,4.842144012451172,0.0,0.0,100.0,0.0,1
baseline,er_randN,500,1500,500,8.481943130493164,0.0,0.0,100.0,0.0,1
baseline,ws_p01_randN,500,1500,500,8.623466491699219,0.0,0.0,100.0,0.0,1
baseline,conn_shuf,500,1500,500,4.5556111335754395,0.0,0.0,100.0,0.0,1
baseline,local_sign,500,1500,500,3.4400150775909424,0.0,0.0,100.0,0.0,1
baseline,conn_shuf_only,500,1500,500,3.5509297847747803,0.0,0.0,100.0,0.0,1
baseline,cel_sample,500,1500,500,3.757662773132324,0.0,0.0,100.0,0.0,1
baseline,local_sign+flat,500,1500,500,3.1202521324157715,0.0,0.0,100.0,0.0,1
baseline,local_sign+sample,500,1500,500,3.2545008659362793,0.0,0.0,100.0,0.0,1
baseline,local_sign+binary,500,1500,500,3.1031243801116943,0.0,0.0,100.0,0.0,1
baseline,global_sign_pres,500,1500,500,3.49176025390625,0.0,0.0,100.0,0.0,1
baseline,binary+shuffle,500,1500,500,2.736088514328003,0.0,0.0,100.0,0.0,1
washout_x0.25,real,125,1500,500,2.9660069942474365,0.0,0.0,75.19280329959379,0.0,1
washout_x0.25,shuffle_weights,125,1500,500,3.335850238800049,0.0,0.0,146.19577335782265,0.0,1
washout_x0.25,cel_randN,125,1500,500,4.674076080322266,0.0,0.0,96.52905961291664,0.0,1
washout_x0.25,er_randN,125,1500,500,8.455230712890625,0.0,0.0,99.68506723999946,0.0,1
washout_x0.25,ws_p01_randN,125,1500,500,8.723129272460938,0.0,0.0,101.15571598564976,0.0,1
washout_x0.25,conn_shuf,125,1500,500,3.135622024536133,0.0,0.0,68.82988763957914,0.0,1
washout_x0.25,local_sign,125,1500,500,1.5743052959442139,0.0,0.0,45.76448824889182,0.0,1
washout_x0.25,conn_shuf_only,125,1500,500,2.9892807006835938,0.0,0.0,84.18304167828514,0.0,1
washout_x0.25,cel_sample,125,1500,500,3.4912970066070557,0.0,0.0,92.91139778615018,0.0,1
washout_x0.25,local_sign+flat,125,1500,500,1.6511980295181274,0.0,0.0,52.91873731497883,0.0,1
washout_x0.25,local_sign+sample,125,1500,500,2.781461715698242,0.0,0.0,85.46507837225757,0.0,1
washout_x0.25,local_sign+binary,125,1500,500,2.7061891555786133,0.0,0.0,87.20852998748333,0.0,1
