model,seed,rho_target,leak,input_scale,neuron_bias,num_streams,prefix_length,common_tail_length,total_stream_length,gr_seed,GR
cel_randN,4,0.95,0.8,1.0,0.0,300,7,10,17,23000007,6.81988000869751
er_randN,4,0.95,0.8,1.0,0.0,300,7,0,7,23000007,23.011531829833984
er_randN,4,0.95,0.8,1.0,0.0,300,7,1,8,23000007,30.785423278808594
er_randN,4,0.95,0.8,1.0,0.0,300,7,2,9,23000007,29.253910064697266
er_randN,4,0.95,0.8,1.0,0.0,300,7,3,10,23000007,27.509891510009766
er_randN,4,0.95,0.8,1.0,0.0,300,7,4,11,23000007,24.416597366333008
er_randN,4,0.95,0.8,1.0,0.0,300,7,5,12,23000007,21.123979568481445
er_randN,4,0.95,0.8,1.0,0.0,300,7,7,14,23000007,16.787153244018555
er_randN,4,0.95,0.8,1.0,0.0,300,7,10,17,23000007,14.316749572753906
ws_p01_randN,4,0.95,0.8,1.0,0.0,300,7,0,7,23000007,23.777246475219727
ws_p01_randN,4,0.95,0.8,1.0,0.0,300,7,1,8,23000007,32.39678955078125
ws_p01_randN,4,0.95,0.8,1.0,0.0,300,7,2,9,23000007,31.43972396850586
ws_p01_randN,4,0.95,0.8,1.0,0.0,300,7,3,10,23000007,29.096084594726562
ws_p01_randN,4,0.95,0.8,1.0,0.0,300,7,4,11,23000007,25.65165138244629
ws_p01_randN,4,0.95,0.8,1.0,0.0,300,7,5,12,23000007,22.593229293823242
ws_p01_randN,4,0.95,0.8,1.0,0.0,300,7,7,14,23000007,17.690082550048828
ws_p01_randN,4,0.95,0.8,1.0,0.0,300,7,10,17,23000007,14.111224174499512
local_sign,4,0.95,0.8,1.0,0.0,300,7,0,7,23000007,9.376851081848145
local_sign,4,0.95,0.8,1.0,0.0,300,7,1,8,23000007,12.373957633972168
local_sign,4,0.95,0.8,1.0,0.0,300,7,2,9,23000007,10.070219039916992
local_sign,4,0.95,0.8,1.0,0.0,300,7,3,10,23000007,7.606985569000244
local_sign,4,0.95,0.8,1.0,0.0,300,7,4,11,23000007,6.236185073852539
local_sign,4,0.95,0.8,1.0,0.0,300,7,5,12,23000007,5.0479021072387695
local_sign,4,0.95,0.8,1.0,0.0,300,7,7,14,23000007,3.3110110759735107
local_sign,4,0.95,0.8,1.0,0.0,300,7,10,17,23000007,2.1812992095947266
local_sign+flat,4,0.95,0.8,1.0,0.0,300,7,0,7,23000007,9.594542503356934
local_sign+flat,4,0.95,0.8,1.0,0.0,300,7,1,8,23000007,13.082758903503418
local_sign+flat,4,0.95,0.8,1.0,0.0,300,7,2,9,23000007,11.401956558227539
local_sign+flat,4,0.95,0.8,1.0,0.0,300,7,3,10,23000007,9.188888549804688
local_sign+flat,4,0.95,0.8,1.0,0.0,300,7,4,11,23000007,7.928636074066162
local_sign+flat,4,0.95,0.8,1.0,0.0,300,7,5,12,23000007,7.049496650695801
local_sign+flat,4,0.95,0.8,1.0,0.0,300,7,7,14,23000007,5.186563014984131
local_sign+flat,4,0.95,0.8,1.0,0.0,300,7,10,17,23000007,2.815368175506592
local_sign+binary,4,0.95,0.8,1.0,0.0,300,7,0,7,23000007,7.311717987060547
local_sign+binary,4,0.95,0.8,1.0,0.0,300,7,1,8,23000007,9.421895027160645
local_sign+binary,4,0.95,0.8,1.0,0.0,300,7,2,9,23000007,7.233001232147217
local_sign+binary,4,0.95,0.8,1.0,0.0,300,7,3,10,23000007,5.2437896728515625
local_sign+binary,4,0.95,0.8,1.0,0.0,300,7,4,11,23000007,4.164032936096191
local_sign+binary,4,0.95,0.8,1.0,0.0,300,7,5,12,23000007,3.3609611988067627
local_sign+binary,4,0.95,0.8,1.0,0.0,300,7,7,14,23000007,2.3004815578460693
local_sign+binary,4,0.95,0.8,1.0,0.0,300,7,10,17,23000007,1.681793451309204
global_sign_pres_real_weight,4,0.95,0.8,1.0,0.0,300,7,0,7,23000007,8.241273880004883
global_sign_pres_real_weight,4,0.95,0.8,1.0,0.0,300,7,1,8,23000007,10.805700302124023
global_sign_pres_real_weight,4,0.95,0.8,1.0,0.0,300,7,2,9,23000007,8.319640159606934
global_sign_pres_real_weight,4,0.95,0.8,1.0,0.0,300,7,3,10,23000007,6.06259298324585
global_sign_pres_real_weight,4,0.95,0.8,1.0,0.0,300,7,4,11,23000007,4.488881587982178
global_sign_pres_real_weight,4,0.95,0.8,1.0,0.0,300,7,5,12,23000007,3.5157370567321777
global_sign_pres_real_weight,4,0.95,0.8,1.0,0.0,300,7,7,14,23000007,2.633857011795044
global_sign_pres_real_weight,4,0.95,0.8,1.0,0.0,300,7,10,17,23000007,1.9853630065917969
binary_base,4,0.95,0.8,1.0,0.0,300,7,0,7,23000007,3.157525062561035
binary_base,4,0.95,0.8,1.0,0.0,300,7,1,8,23000007,3.9730634689331055
binary_base,4,0.95,0.8,1.0,0.0,300,7,2,9,23000007,3.237076997756958
binary_base,4,0.95,0.8,1.0,0.0,300,7,3,10,23000007,2.4695098400115967
binary_base,4,0.95,0.8,1.0,0.0,300,7,4,11,23000007,2.0247802734375
binary_base,4,0.95,0.8,1.0,0.0,300,7,5,12,23000007,1.7263391017913818
binary_base,4,0.95,0.8,1.0,0.0,300,7,7,14,23000007,1.3444485664367676
binary_base,4,0.95,0.8,1.0,0.0,300,7,10,17,23000007,1.147225260734558
real,5,0.95,0.8,1.0,0.0,300,7,0,7,23000008,7.030100345611572
real,5,0.95,0.8,1.0,0.0,300,7,1,8,23000008,9.262081146240234
real,5,0.95,0.8,1.0,0.0,300,7,2,9,23000008,7.365182399749756
real,5,0.95,0.8,1.0,0.0,300,7,3,10,23000008,5.616913318634033
real,5,0.95,0.8,1.0,0.0,300,7,4,11,23000008,4.792171001434326
real,5,0.95,0.8,1.0,0.0,300,7,5,12,23000008,4.324313163757324
real,5,0.95,0.8,1.0,0.0,300,7,7,14,23000008,3.5506436824798584
real,5,0.95,0.8,1.0,0.0,300,7,10,17,23000008,2.441453456878662
cel_randN,5,0.95,0.8,1.0,0.0,300,7,0,7,23000008,17.54932975769043
cel_randN,5,0.95,0.8,1.0,0.0,300,7,1,8,23000008,22.69716453552246
cel_randN,5,0.95,0.8,1.0,0.0,300,7,2,9,23000008,20.26275634765625
cel_randN,5,0.95,0.8,1.0,0.0,300,7,3,10,23000008,17.319786071777344
cel_randN,5,0.95,0.8,1.0,0.0,300,7,4,11,23000008,14.283614158630371
cel_randN,5,0.95,0.8,1.0,0.0,300,7,5,12,23000008,12.24866771697998
cel_randN,5,0.95,0.8,1.0,0.0,300,7,7,14,23000008,9.593673706054688
cel_randN,5,0.95,0.8,1.0,0.0,300,7,10,17,23000008,6.425395965576172
er_randN,5,0.95,0.8,1.0,0.0,300,7,0,7,23000008,23.715246200561523
er_randN,5,0.95,0.8,1.0,0.0,300,7,1,8,23000008,29.72341537475586
er_randN,5,0.95,0.8,1.0,0.0,300,7,2,9,23000008,26.799026489257812
er_randN,5,0.95,0.8,1.0,0.0,300,7,3,10,23000008,24.149879455566406
er_randN,5,0.95,0.8,1.0,0.0,300,7,4,11,23000008,21.79102897644043
er_randN,5,0.95,0.8,1.0,0.0,300,7,5,12,23000008,19.10804557800293
er_randN,5,0.95,0.8,1.0,0.0,300,7,7,14,23000008,15.440067291259766
er_randN,5,0.95,0.8,1.0,0.0,300,7,10,17,23000008,11.157894134521484
ws_p01_randN,5,0.95,0.8,1.0,0.0,300,7,0,7,23000008,22.908262252807617
ws_p01_randN,5,0.95,0.8,1.0,0.0,300,7,1,8,23000008,30.055042266845703
ws_p01_randN,5,0.95,0.8,1.0,0.0,300,7,2,9,23000008,27.994903564453125
ws_p01_randN,5,0.95,0.8,1.0,0.0,300,7,3,10,23000008,24.659330368041992
ws_p01_randN,5,0.95,0.8,1.0,0.0,300,7,4,11,23000008,21.416860580444336
ws_p01_randN,5,0.95,0.8,1.0,0.0,300,7,5,12,23000008,19.445295333862305
ws_p01_randN,5,0.95,0.8,1.0,0.0,300,7,7,14,23000008,15.018265724182129
ws_p01_randN,5,0.95,0.8,1.0,0.0,300,7,10,17,23000008,11.324819564819336
local_sign,5,0.95,0.8,1.0,0.0,300,7,0,7,23000008,9.916778564453125
local_sign,5,0.95,0.8,1.0,0.0,300,7,1,8,23000008,11.75483512878418
local_sign,5,0.95,0.8,1.0,0.0,300,7,2,9,23000008,9.237608909606934
local_sign,5,0.95,0.8,1.0,0.0,300,7,3,10,23000008,7.331499099731445
local_sign,5,0.95,0.8,1.0,0.0,300,7,4,11,23000008,6.4569597244262695
local_sign,5,0.95,0.8,1.0,0.0,300,7,5,12,23000008,5.681401252746582
local_sign,5,0.95,0.8,1.0,0.0,300,7,7,14,23000008,4.138490200042725
local_sign,5,0.95,0.8,1.0,0.0,300,7,10,17,23000008,2.8591325283050537
local_sign+flat,5,0.95,0.8,1.0,0.0,300,7,0,7,23000008,10.400626182556152
local_sign+flat,5,0.95,0.8,1.0,0.0,300,7,1,8,23000008,13.092450141906738
local_sign+flat,5,0.95,0.8,1.0,0.0,300,7,2,9,23000008,10.615843772888184
local_sign+flat,5,0.95,0.8,1.0,0.0,300,7,3,10,23000008,8.606367111206055
local_sign+flat,5,0.95,0.8,1.0,0.0,300,7,4,11,23000008,7.234645366668701
local_sign+flat,5,0.95,0.8,1.0,0.0,300,7,5,12,23000008,5.859986782073975
local_sign+flat,5,0.95,0.8,1.0,0.0,300,7,7,14,23000008,3.583847761154175
local_sign+flat,5,0.95,0.8,1.0,0.0,300,7,10,17,23000008,2.217130184173584
local_sign+binary,5,0.95,0.8,1.0,0.0,300,7,0,7,23000008,9.0958890914917
local_sign+binary,5,0.95,0.8,1.0,0.0,300,7,1,8,23000008,10.836504936218262
local_sign+binary,5,0.95,0.8,1.0,0.0,300,7,2,9,23000008,8.136188507080078
local_sign+binary,5,0.95,0.8,1.0,0.0,300,7,3,10,23000008,6.245022296905518
local_sign+binary,5,0.95,0.8,1.0,0.0,300,7,4,11,23000008,5.275557041168213
local_sign+binary,5,0.95,0.8,1.0,0.0,300,7,5,12,23000008,4.515117645263672
local_sign+binary,5,0.95,0.8,1.0,0.0,300,7,7,14,23000008,3.5029399394989014
local_sign+binary,5,0.95,0.8,1.0,0.0,300,7,10,17,23000008,2.6985132694244385
global_sign_pres_real_weight,5,0.95,0.8,1.0,0.0,300,7,0,7,23000008,7.888526916503906
global_sign_pres_real_weight,5,0.95,0.8,1.0,0.0,300,7,1,8,23000008,10.529459953308105
global_sign_pres_real_weight,5,0.95,0.8,1.0,0.0,300,7,2,9,23000008,8.804021835327148
global_sign_pres_real_weight,5,0.95,0.8,1.0,0.0,300,7,3,10,23000008,6.673609733581543
global_sign_pres_real_weight,5,0.95,0.8,1.0,0.0,300,7,4,11,23000008,5.349834442138672
global_sign_pres_real_weight,5,0.95,0.8,1.0,0.0,300,7,5,12,23000008,4.566581726074219
global_sign_pres_real_weight,5,0.95,0.8,1.0,0.0,300,7,7,14,23000008,3.4825658798217773
global_sign_pres_real_weight,5,0.95,0.8,1.0,0.0,300,7,10,17,23000008,2.88494610786438
binary_base,5,0.95,0.8,1.0,0.0,300,7,0,7,23000008,2.9672751426696777
binary_base,5,0.95,0.8,1.0,0.0,300,7,1,8,23000008,3.519920825958252
binary_base,5,0.95,0.8,1.0,0.0,300,7,2,9,23000008,3.2070651054382324
binary_base,5,0.95,0.8,1.0,0.0,300,7,3,10,23000008,2.9259307384490967
binary_base,5,0.95,0.8,1.0,0.0,300,7,4,11,23000008,2.710050582885742
binary_base,5,0.95,0.8,1.0,0.0,300,7,5,12,23000008,2.4163997173309326
binary_base,5,0.95,0.8,1.0,0.0,300,7,7,14,23000008,1.8494136333465576
binary_base,5,0.95,0.8,1.0,0.0,300,7,10,17,23000008,1.3630040884017944
real,6,0.95,0.8,1.0,0.0,300,7,0,7,23000009,5.389702796936035
real,6,0.95,0.8,1.0,0.0,300,7,1,8,23000009,6.882357120513916
real,6,0.95,0.8,1.0,0.0,300,7,2,9,23000009,6.43636417388916
real,6,0.95,0.8,1.0,0.0,300,7,3,10,23000009,5.419985294342041
real,6,0.95,0.8,1.0,0.0,300,7,4,11,23000009,4.855771064758301
real,6,0.95,0.8,1.0,0.0,300,7,5,12,23000009,4.4851765632629395
real,6,0.95,0.8,1.0,0.0,300,7,7,14,23000009,3.7943594455718994
real,6,0.95,0.8,1.0,0.0,300,7,10,17,23000009,2.9909756183624268
cel_randN,6,0.95,0.8,1.0,0.0,300,7,0,7,23000009,17.100116729736328
cel_randN,6,0.95,0.8,1.0,0.0,300,7,1,8,23000009,22.421281814575195
cel_randN,6,0.95,0.8,1.0,0.0,300,7,2,9,23000009,20.766496658325195
cel_randN,6,0.95,0.8,1.0,0.0,300,7,3,10,23000009,17.691068649291992
cel_randN,6,0.95,0.8,1.0,0.0,300,7,4,11,23000009,14.16858196258545
cel_randN,6,0.95,0.8,1.0,0.0,300,7,5,12,23000009,11.122762680053711
cel_randN,6,0.95,0.8,1.0,0.0,300,7,7,14,23000009,8.913470268249512
cel_randN,6,0.95,0.8,1.0,0.0,300,7,10,17,23000009,6.608292102813721
er_randN,6,0.95,0.8,1.0,0.0,300,7,0,7,23000009,21.93255615234375
er_randN,6,0.95,0.8,1.0,0.0,300,7,1,8,23000009,28.686086654663086
er_randN,6,0.95,0.8,1.0,0.0,300,7,2,9,23000009,27.779985427856445
er_randN,6,0.95,0.8,1.0,0.0,300,7,3,10,23000009,25.565446853637695
er_randN,6,0.95,0.8,1.0,0.0,300,7,4,11,23000009,21.89165687561035
er_randN,6,0.95,0.8,1.0,0.0,300,7,5,12,23000009,18.475914001464844
er_randN,6,0.95,0.8,1.0,0.0,300,7,7,14,23000009,13.975485801696777
er_randN,6,0.95,0.8,1.0,0.0,300,7,10,17,23000009,10.22838306427002
ws_p01_randN,6,0.95,0.8,1.0,0.0,300,7,0,7,23000009,22.754953384399414
ws_p01_randN,6,0.95,0.8,1.0,0.0,300,7,1,8,23000009,29.018136978149414
ws_p01_randN,6,0.95,0.8,1.0,0.0,300,7,2,9,23000009,27.37358283996582
ws_p01_randN,6,0.95,0.8,1.0,0.0,300,7,3,10,23000009,23.696887969970703
ws_p01_randN,6,0.95,0.8,1.0,0.0,300,7,4,11,23000009,20.29465103149414
ws_p01_randN,6,0.95,0.8,1.0,0.0,300,7,5,12,23000009,17.7540283203125
ws_p01_randN,6,0.95,0.8,1.0,0.0,300,7,7,14,23000009,14.984833717346191
ws_p01_randN,6,0.95,0.8,1.0,0.0,300,7,10,17,23000009,11.381551742553711
local_sign,6,0.95,0.8,1.0,0.0,300,7,0,7,23000009,11.376280784606934
local_sign,6,0.95,0.8,1.0,0.0,300,7,1,8,23000009,14.34325885772705
local_sign,6,0.95,0.8,1.0,0.0,300,7,2,9,23000009,12.87631607055664
local_sign,6,0.95,0.8,1.0,0.0,300,7,3,10,23000009,10.427718162536621
local_sign,6,0.95,0.8,1.0,0.0,300,7,4,11,23000009,8.686189651489258
local_sign,6,0.95,0.8,1.0,0.0,300,7,5,12,23000009,7.583072662353516
local_sign,6,0.95,0.8,1.0,0.0,300,7,7,14,23000009,6.219151020050049
local_sign,6,0.95,0.8,1.0,0.0,300,7,10,17,23000009,4.200775623321533
local_sign+flat,6,0.95,0.8,1.0,0.0,300,7,0,7,23000009,11.309609413146973
local_sign+flat,6,0.95,0.8,1.0,0.0,300,7,1,8,23000009,14.403087615966797
local_sign+flat,6,0.95,0.8,1.0,0.0,300,7,2,9,23000009,13.080738067626953
local_sign+flat,6,0.95,0.8,1.0,0.0,300,7,3,10,23000009,10.56603717803955
local_sign+flat,6,0.95,0.8,1.0,0.0,300,7,4,11,23000009,8.058527946472168
local_sign+flat,6,0.95,0.8,1.0,0.0,300,7,5,12,23000009,6.0544753074646
local_sign+flat,6,0.95,0.8,1.0,0.0,300,7,7,14,23000009,3.8696470260620117
local_sign+flat,6,0.95,0.8,1.0,0.0,300,7,10,17,23000009,2.218998432159424
local_sign+binary,6,0.95,0.8,1.0,0.0,300,7,0,7,23000009,7.483985424041748
local_sign+binary,6,0.95,0.8,1.0,0.0,300,7,1,8,23000009,9.606630325317383
local_sign+binary,6,0.95,0.8,1.0,0.0,300,7,2,9,23000009,8.825569152832031
local_sign+binary,6,0.95,0.8,1.0,0.0,300,7,3,10,23000009,7.409226894378662
local_sign+binary,6,0.95,0.8,1.0,0.0,300,7,4,11,23000009,5.853392124176025
local_sign+binary,6,0.95,0.8,1.0,0.0,300,7,5,12,23000009,4.500340938568115
local_sign+binary,6,0.95,0.8,1.0,0.0,300,7,7,14,23000009,2.8260445594787598
local_sign+binary,6,0.95,0.8,1.0,0.0,300,7,10,17,23000009,1.724805235862732
global_sign_pres_real_weight,6,0.95,0.8,1.0,0.0,300,7,0,7,23000009,6.894755840301514
global_sign_pres_real_weight,6,0.95,0.8,1.0,0.0,300,7,1,8,23000009,9.264678955078125
global_sign_pres_real_weight,6,0.95,0.8,1.0,0.0,300,7,2,9,23000009,8.051298141479492
global_sign_pres_real_weight,6,0.95,0.8,1.0,0.0,300,7,3,10,23000009,6.016272068023682
global_sign_pres_real_weight,6,0.95,0.8,1.0,0.0,300,7,4,11,23000009,4.954723358154297
global_sign_pres_real_weight,6,0.95,0.8,1.0,0.0,300,7,5,12,23000009,4.464232921600342
global_sign_pres_real_weight,6,0.95,0.8,1.0,0.0,300,7,7,14,23000009,3.826031446456909
global_sign_pres_real_weight,6,0.95,0.8,1.0,0.0,300,7,10,17,23000009,2.7798216342926025
binary_base,6,0.95,0.8,1.0,0.0,300,7,0,7,23000009,2.6559181213378906
binary_base,6,0.95,0.8,1.0,0.0,300,7,1,8,23000009,3.1196937561035156
binary_base,6,0.95,0.8,1.0,0.0,300,7,2,9,23000009,3.269657611846924
binary_base,6,0.95,0.8,1.0,0.0,300,7,3,10,23000009,3.294687509536743
binary_base,6,0.95,0.8,1.0,0.0,300,7,4,11,23000009,2.904503107070923
binary_base,6,0.95,0.8,1.0,0.0,300,7,5,12,23000009,2.280470609664917
binary_base,6,0.95,0.8,1.0,0.0,300,7,7,14,23000009,1.5330642461776733
binary_base,6,0.95,0.8,1.0,0.0,300,7,10,17,23000009,1.1638472080230713
real,7,0.95,0.8,1.0,0.0,300,7,0,7,23000010,7.557892322540283
real,7,0.95,0.8,1.0,0.0,300,7,1,8,23000010,10.538986206054688
real,7,0.95,0.8,1.0,0.0,300,7,2,9,23000010,8.716041564941406
real,7,0.95,0.8,1.0,0.0,300,7,3,10,23000010,7.219188213348389
real,7,0.95,0.8,1.0,0.0,300,7,4,11,23000010,5.79479455947876
real,7,0.95,0.8,1.0,0.0,300,7,5,12,23000010,4.500055313110352
real,7,0.95,0.8,1.0,0.0,300,7,7,14,23000010,3.3528988361358643
real,7,0.95,0.8,1.0,0.0,300,7,10,17,23000010,2.601635217666626
cel_randN,7,0.95,0.8,1.0,0.0,300,7,0,7,23000010,17.92577362060547
cel_randN,7,0.95,0.8,1.0,0.0,300,7,1,8,23000010,23.543785095214844
cel_randN,7,0.95,0.8,1.0,0.0,300,7,2,9,23000010,20.80291748046875
cel_randN,7,0.95,0.8,1.0,0.0,300,7,3,10,23000010,18.076520919799805
cel_randN,7,0.95,0.8,1.0,0.0,300,7,4,11,23000010,15.538639068603516
cel_randN,7,0.95,0.8,1.0,0.0,300,7,5,12,23000010,13.358989715576172
cel_randN,7,0.95,0.8,1.0,0.0,300,7,7,14,23000010,9.887857437133789
cel_randN,7,0.95,0.8,1.0,0.0,300,7,10,17,23000010,6.893163204193115
er_randN,7,0.95,0.8,1.0,0.0,300,7,0,7,23000010,23.48295021057129
er_randN,7,0.95,0.8,1.0,0.0,300,7,1,8,23000010,30.77513313293457
er_randN,7,0.95,0.8,1.0,0.0,300,7,2,9,23000010,27.514890670776367
er_randN,7,0.95,0.8,1.0,0.0,300,7,3,10,23000010,23.69285011291504
er_randN,7,0.95,0.8,1.0,0.0,300,7,4,11,23000010,20.69790267944336
er_randN,7,0.95,0.8,1.0,0.0,300,7,5,12,23000010,17.971927642822266
er_randN,7,0.95,0.8,1.0,0.0,300,7,7,14,23000010,14.057188987731934
er_randN,7,0.95,0.8,1.0,0.0,300,7,10,17,23000010,11.065949440002441
ws_p01_randN,7,0.95,0.8,1.0,0.0,300,7,0,7,23000010,23.421175003051758
ws_p01_randN,7,0.95,0.8,1.0,0.0,300,7,1,8,23000010,30.44340705871582
ws_p01_randN,7,0.95,0.8,1.0,0.0,300,7,2,9,23000010,26.939809799194336
ws_p01_randN,7,0.95,0.8,1.0,0.0,300,7,3,10,23000010,24.079824447631836
ws_p01_randN,7,0.95,0.8,1.0,0.0,300,7,4,11,23000010,20.372352600097656
ws_p01_randN,7,0.95,0.8,1.0,0.0,300,7,5,12,23000010,17.484357833862305
ws_p01_randN,7,0.95,0.8,1.0,0.0,300,7,7,14,23000010,13.101234436035156
ws_p01_randN,7,0.95,0.8,1.0,0.0,300,7,10,17,23000010,9.10646915435791
local_sign,7,0.95,0.8,1.0,0.0,300,7,0,7,23000010,10.87014389038086
local_sign,7,0.95,0.8,1.0,0.0,300,7,1,8,23000010,13.920019149780273
local_sign,7,0.95,0.8,1.0,0.0,300,7,2,9,23000010,12.21166706085205
local_sign,7,0.95,0.8,1.0,0.0,300,7,3,10,23000010,10.687475204467773
local_sign,7,0.95,0.8,1.0,0.0,300,7,4,11,23000010,9.579256057739258
local_sign,7,0.95,0.8,1.0,0.0,300,7,5,12,23000010,8.074529647827148
local_sign,7,0.95,0.8,1.0,0.0,300,7,7,14,23000010,6.07771110534668
local_sign,7,0.95,0.8,1.0,0.0,300,7,10,17,23000010,3.784208059310913
local_sign+flat,7,0.95,0.8,1.0,0.0,300,7,0,7,23000010,14.940171241760254
local_sign+flat,7,0.95,0.8,1.0,0.0,300,7,1,8,23000010,19.047718048095703
local_sign+flat,7,0.95,0.8,1.0,0.0,300,7,2,9,23000010,15.806846618652344
local_sign+flat,7,0.95,0.8,1.0,0.0,300,7,3,10,23000010,12.635330200195312
local_sign+flat,7,0.95,0.8,1.0,0.0,300,7,4,11,23000010,10.248159408569336
local_sign+flat,7,0.95,0.8,1.0,0.0,300,7,5,12,23000010,8.387985229492188
local_sign+flat,7,0.95,0.8,1.0,0.0,300,7,7,14,23000010,6.689024925231934
local_sign+flat,7,0.95,0.8,1.0,0.0,300,7,10,17,23000010,5.133366584777832
local_sign+binary,7,0.95,0.8,1.0,0.0,300,7,0,7,23000010,10.504218101501465
local_sign+binary,7,0.95,0.8,1.0,0.0,300,7,1,8,23000010,13.384137153625488
local_sign+binary,7,0.95,0.8,1.0,0.0,300,7,2,9,23000010,11.418180465698242
local_sign+binary,7,0.95,0.8,1.0,0.0,300,7,3,10,23000010,9.324588775634766
local_sign+binary,7,0.95,0.8,1.0,0.0,300,7,4,11,23000010,7.520895481109619
local_sign+binary,7,0.95,0.8,1.0,0.0,300,7,5,12,23000010,6.2348761558532715
local_sign+binary,7,0.95,0.8,1.0,0.0,300,7,7,14,23000010,4.447855472564697
local_sign+binary,7,0.95,0.8,1.0,0.0,300,7,10,17,23000010,2.4411332607269287
global_sign_pres_real_weight,7,0.95,0.8,1.0,0.0,300,7,0,7,23000010,6.45677375793457
global_sign_pres_real_weight,7,0.95,0.8,1.0,0.0,300,7,1,8,23000010,8.670214653015137
global_sign_pres_real_weight,7,0.95,0.8,1.0,0.0,300,7,2,9,23000010,8.0243558883667
global_sign_pres_real_weight,7,0.95,0.8,1.0,0.0,300,7,3,10,23000010,6.200899600982666
global_sign_pres_real_weight,7,0.95,0.8,1.0,0.0,300,7,4,11,23000010,5.402991771697998
global_sign_pres_real_weight,7,0.95,0.8,1.0,0.0,300,7,5,12,23000010,4.496397495269775
global_sign_pres_real_weight,7,0.95,0.8,1.0,0.0,300,7,7,14,23000010,2.467669725418091
global_sign_pres_real_weight,7,0.95,0.8,1.0,0.0,300,7,10,17,23000010,1.3599050045013428
binary_base,7,0.95,0.8,1.0,0.0,300,7,0,7,23000010,3.0232927799224854
binary_base,7,0.95,0.8,1.0,0.0,300,7,1,8,23000010,3.6564385890960693
binary_base,7,0.95,0.8,1.0,0.0,300,7,2,9,23000010,3.7725331783294678
binary_base,7,0.95,0.8,1.0,0.0,300,7,3,10,23000010,3.359391689300537
binary_base,7,0.95,0.8,1.0,0.0,300,7,4,11,23000010,2.780886173248291
binary_base,7,0.95,0.8,1.0,0.0,300,7,5,12,23000010,2.2165911197662354
binary_base,7,0.95,0.8,1.0,0.0,300,7,7,14,23000010,1.51119065284729
binary_base,7,0.95,0.8,1.0,0.0,300,7,10,17,23000010,1.1572940349578857
real,8,0.95,0.8,1.0,0.0,300,7,0,7,23000011,5.592508792877197
real,8,0.95,0.8,1.0,0.0,300,7,1,8,23000011,7.914851188659668
real,8,0.95,0.8,1.0,0.0,300,7,2,9,23000011,7.19364595413208
real,8,0.95,0.8,1.0,0.0,300,7,3,10,23000011,6.1939167976379395
real,8,0.95,0.8,1.0,0.0,300,7,4,11,23000011,5.0927886962890625
real,8,0.95,0.8,1.0,0.0,300,7,5,12,23000011,4.48735237121582
real,8,0.95,0.8,1.0,0.0,300,7,7,14,23000011,3.7297329902648926
real,8,0.95,0.8,1.0,0.0,300,7,10,17,23000011,3.041041374206543
cel_randN,8,0.95,0.8,1.0,0.0,300,7,0,7,23000011,19.175140380859375
cel_randN,8,0.95,0.8,1.0,0.0,300,7,1,8,23000011,25.09623908996582
cel_randN,8,0.95,0.8,1.0,0.0,300,7,2,9,23000011,22.0225887298584
cel_randN,8,0.95,0.8,1.0,0.0,300,7,3,10,23000011,18.353300094604492
cel_randN,8,0.95,0.8,1.0,0.0,300,7,4,11,23000011,15.746163368225098
cel_randN,8,0.95,0.8,1.0,0.0,300,7,5,12,23000011,13.808350563049316
cel_randN,8,0.95,0.8,1.0,0.0,300,7,7,14,23000011,11.518342018127441
cel_randN,8,0.95,0.8,1.0,0.0,300,7,10,17,23000011,9.635600090026855
er_randN,8,0.95,0.8,1.0,0.0,300,7,0,7,23000011,21.109148025512695
er_randN,8,0.95,0.8,1.0,0.0,300,7,1,8,23000011,27.92570686340332
er_randN,8,0.95,0.8,1.0,0.0,300,7,2,9,23000011,24.61376190185547
er_randN,8,0.95,0.8,1.0,0.0,300,7,3,10,23000011,21.53107261657715
er_randN,8,0.95,0.8,1.0,0.0,300,7,4,11,23000011,19.7027587890625
er_randN,8,0.95,0.8,1.0,0.0,300,7,5,12,23000011,18.180700302124023
er_randN,8,0.95,0.8,1.0,0.0,300,7,7,14,23000011,15.740826606750488
er_randN,8,0.95,0.8,1.0,0.0,300,7,10,17,23000011,13.088637351989746
ws_p01_randN,8,0.95,0.8,1.0,0.0,300,7,0,7,23000011,24.256004333496094
ws_p01_randN,8,0.95,0.8,1.0,0.0,300,7,1,8,23000011,31.476497650146484
ws_p01_randN,8,0.95,0.8,1.0,0.0,300,7,2,9,23000011,28.47283363342285
ws_p01_randN,8,0.95,0.8,1.0,0.0,300,7,3,10,23000011,24.98723030090332
ws_p01_randN,8,0.95,0.8,1.0,0.0,300,7,4,11,23000011,21.995386123657227
ws_p01_randN,8,0.95,0.8,1.0,0.0,300,7,5,12,23000011,19.505596160888672
ws_p01_randN,8,0.95,0.8,1.0,0.0,300,7,7,14,23000011,15.505233764648438
ws_p01_randN,8,0.95,0.8,1.0,0.0,300,7,10,17,23000011,12.166869163513184
local_sign,8,0.95,0.8,1.0,0.0,300,7,0,7,23000011,10.179282188415527
local_sign,8,0.95,0.8,1.0,0.0,300,7,1,8,23000011,13.13123893737793
local_sign,8,0.95,0.8,1.0,0.0,300,7,2,9,23000011,10.29365348815918
local_sign,8,0.95,0.8,1.0,0.0,300,7,3,10,23000011,7.94801139831543
local_sign,8,0.95,0.8,1.0,0.0,300,7,4,11,23000011,5.811893463134766
