model,seed,rho_target,leak,input_scale,neuron_bias,num_streams,prefix_length,common_tail_length,total_stream_length,gr_seed,GR
local_sign,8,0.95,0.8,1.0,0.0,300,7,5,12,23000011,4.33726692199707
local_sign,8,0.95,0.8,1.0,0.0,300,7,7,14,23000011,2.472895383834839
local_sign,8,0.95,0.8,1.0,0.0,300,7,10,17,23000011,1.6614108085632324
local_sign+flat,8,0.95,0.8,1.0,0.0,300,7,0,7,23000011,13.454963684082031
local_sign+flat,8,0.95,0.8,1.0,0.0,300,7,1,8,23000011,17.12598419189453
local_sign+flat,8,0.95,0.8,1.0,0.0,300,7,2,9,23000011,12.742813110351562
local_sign+flat,8,0.95,0.8,1.0,0.0,300,7,3,10,23000011,9.24647331237793
local_sign+flat,8,0.95,0.8,1.0,0.0,300,7,4,11,23000011,6.431900501251221
local_sign+flat,8,0.95,0.8,1.0,0.0,300,7,5,12,23000011,4.912755012512207
local_sign+flat,8,0.95,0.8,1.0,0.0,300,7,7,14,23000011,2.9835989475250244
local_sign+flat,8,0.95,0.8,1.0,0.0,300,7,10,17,23000011,2.03778338432312
local_sign+binary,8,0.95,0.8,1.0,0.0,300,7,0,7,23000011,12.1321439743042
local_sign+binary,8,0.95,0.8,1.0,0.0,300,7,1,8,23000011,15.73328971862793
local_sign+binary,8,0.95,0.8,1.0,0.0,300,7,2,9,23000011,11.632222175598145
local_sign+binary,8,0.95,0.8,1.0,0.0,300,7,3,10,23000011,8.17856502532959
local_sign+binary,8,0.95,0.8,1.0,0.0,300,7,4,11,23000011,5.725964546203613
local_sign+binary,8,0.95,0.8,1.0,0.0,300,7,5,12,23000011,4.404384613037109
local_sign+binary,8,0.95,0.8,1.0,0.0,300,7,7,14,23000011,2.5939700603485107
local_sign+binary,8,0.95,0.8,1.0,0.0,300,7,10,17,23000011,1.8119703531265259
global_sign_pres_real_weight,8,0.95,0.8,1.0,0.0,300,7,0,7,23000011,11.081711769104004
global_sign_pres_real_weight,8,0.95,0.8,1.0,0.0,300,7,1,8,23000011,15.0360689163208
global_sign_pres_real_weight,8,0.95,0.8,1.0,0.0,300,7,2,9,23000011,13.413351058959961
global_sign_pres_real_weight,8,0.95,0.8,1.0,0.0,300,7,3,10,23000011,10.936140060424805
global_sign_pres_real_weight,8,0.95,0.8,1.0,0.0,300,7,4,11,23000011,7.707977771759033
global_sign_pres_real_weight,8,0.95,0.8,1.0,0.0,300,7,5,12,23000011,5.970516681671143
global_sign_pres_real_weight,8,0.95,0.8,1.0,0.0,300,7,7,14,23000011,3.5335707664489746
global_sign_pres_real_weight,8,0.95,0.8,1.0,0.0,300,7,10,17,23000011,3.0531318187713623
binary_base,8,0.95,0.8,1.0,0.0,300,7,0,7,23000011,2.9424169063568115
binary_base,8,0.95,0.8,1.0,0.0,300,7,1,8,23000011,3.377863883972168
binary_base,8,0.95,0.8,1.0,0.0,300,7,2,9,23000011,3.120929718017578
binary_base,8,0.95,0.8,1.0,0.0,300,7,3,10,23000011,2.899510383605957
binary_base,8,0.95,0.8,1.0,0.0,300,7,4,11,23000011,2.6929309368133545
binary_base,8,0.95,0.8,1.0,0.0,300,7,5,12,23000011,2.5929770469665527
binary_base,8,0.95,0.8,1.0,0.0,300,7,7,14,23000011,2.2818851470947266
binary_base,8,0.95,0.8,1.0,0.0,300,7,10,17,23000011,1.7244479656219482
real,9,0.95,0.8,1.0,0.0,300,7,0,7,23000012,5.55503511428833
real,9,0.95,0.8,1.0,0.0,300,7,1,8,23000012,6.1092143058776855
real,9,0.95,0.8,1.0,0.0,300,7,2,9,23000012,7.01810884475708
real,9,0.95,0.8,1.0,0.0,300,7,3,10,23000012,5.9896135330200195
real,9,0.95,0.8,1.0,0.0,300,7,4,11,23000012,5.341346263885498
real,9,0.95,0.8,1.0,0.0,300,7,5,12,23000012,4.991211891174316
real,9,0.95,0.8,1.0,0.0,300,7,7,14,23000012,4.256862163543701
real,9,0.95,0.8,1.0,0.0,300,7,10,17,23000012,3.635338544845581
cel_randN,9,0.95,0.8,1.0,0.0,300,7,0,7,23000012,16.88566780090332
cel_randN,9,0.95,0.8,1.0,0.0,300,7,1,8,23000012,17.743467330932617
cel_randN,9,0.95,0.8,1.0,0.0,300,7,2,9,23000012,20.714645385742188
cel_randN,9,0.95,0.8,1.0,0.0,300,7,3,10,23000012,19.163911819458008
cel_randN,9,0.95,0.8,1.0,0.0,300,7,4,11,23000012,17.153837203979492
cel_randN,9,0.95,0.8,1.0,0.0,300,7,5,12,23000012,14.885655403137207
cel_randN,9,0.95,0.8,1.0,0.0,300,7,7,14,23000012,12.41683578491211
cel_randN,9,0.95,0.8,1.0,0.0,300,7,10,17,23000012,10.792306900024414
er_randN,9,0.95,0.8,1.0,0.0,300,7,0,7,23000012,21.274917602539062
er_randN,9,0.95,0.8,1.0,0.0,300,7,1,8,23000012,21.565061569213867
er_randN,9,0.95,0.8,1.0,0.0,300,7,2,9,23000012,26.082971572875977
er_randN,9,0.95,0.8,1.0,0.0,300,7,3,10,23000012,24.001550674438477
er_randN,9,0.95,0.8,1.0,0.0,300,7,4,11,23000012,21.040721893310547
er_randN,9,0.95,0.8,1.0,0.0,300,7,5,12,23000012,17.6850528717041
er_randN,9,0.95,0.8,1.0,0.0,300,7,7,14,23000012,13.471680641174316
er_randN,9,0.95,0.8,1.0,0.0,300,7,10,17,23000012,9.796916961669922
ws_p01_randN,9,0.95,0.8,1.0,0.0,300,7,0,7,23000012,25.063386917114258
ws_p01_randN,9,0.95,0.8,1.0,0.0,300,7,1,8,23000012,24.821531295776367
ws_p01_randN,9,0.95,0.8,1.0,0.0,300,7,2,9,23000012,29.19950294494629
ws_p01_randN,9,0.95,0.8,1.0,0.0,300,7,3,10,23000012,27.251258850097656
ws_p01_randN,9,0.95,0.8,1.0,0.0,300,7,4,11,23000012,23.923721313476562
ws_p01_randN,9,0.95,0.8,1.0,0.0,300,7,5,12,23000012,20.501445770263672
ws_p01_randN,9,0.95,0.8,1.0,0.0,300,7,7,14,23000012,16.59178924560547
ws_p01_randN,9,0.95,0.8,1.0,0.0,300,7,10,17,23000012,11.480344772338867
local_sign,9,0.95,0.8,1.0,0.0,300,7,0,7,23000012,17.499099731445312
local_sign,9,0.95,0.8,1.0,0.0,300,7,1,8,23000012,16.25640296936035
local_sign,9,0.95,0.8,1.0,0.0,300,7,2,9,23000012,17.03326416015625
local_sign,9,0.95,0.8,1.0,0.0,300,7,3,10,23000012,13.031248092651367
local_sign,9,0.95,0.8,1.0,0.0,300,7,4,11,23000012,10.309266090393066
local_sign,9,0.95,0.8,1.0,0.0,300,7,5,12,23000012,8.569133758544922
local_sign,9,0.95,0.8,1.0,0.0,300,7,7,14,23000012,5.569928169250488
local_sign,9,0.95,0.8,1.0,0.0,300,7,10,17,23000012,4.187383651733398
local_sign+flat,9,0.95,0.8,1.0,0.0,300,7,0,7,23000012,10.868293762207031
local_sign+flat,9,0.95,0.8,1.0,0.0,300,7,1,8,23000012,10.283316612243652
local_sign+flat,9,0.95,0.8,1.0,0.0,300,7,2,9,23000012,10.053918838500977
local_sign+flat,9,0.95,0.8,1.0,0.0,300,7,3,10,23000012,7.198014259338379
local_sign+flat,9,0.95,0.8,1.0,0.0,300,7,4,11,23000012,5.334850788116455
local_sign+flat,9,0.95,0.8,1.0,0.0,300,7,5,12,23000012,4.12090539932251
local_sign+flat,9,0.95,0.8,1.0,0.0,300,7,7,14,23000012,2.686264991760254
local_sign+flat,9,0.95,0.8,1.0,0.0,300,7,10,17,23000012,1.857561469078064
local_sign+binary,9,0.95,0.8,1.0,0.0,300,7,0,7,23000012,9.069750785827637
local_sign+binary,9,0.95,0.8,1.0,0.0,300,7,1,8,23000012,8.862228393554688
local_sign+binary,9,0.95,0.8,1.0,0.0,300,7,2,9,23000012,8.764424324035645
local_sign+binary,9,0.95,0.8,1.0,0.0,300,7,3,10,23000012,6.455153942108154
local_sign+binary,9,0.95,0.8,1.0,0.0,300,7,4,11,23000012,4.729764461517334
local_sign+binary,9,0.95,0.8,1.0,0.0,300,7,5,12,23000012,3.658118486404419
local_sign+binary,9,0.95,0.8,1.0,0.0,300,7,7,14,23000012,2.3457794189453125
local_sign+binary,9,0.95,0.8,1.0,0.0,300,7,10,17,23000012,1.6812983751296997
global_sign_pres_real_weight,9,0.95,0.8,1.0,0.0,300,7,0,7,23000012,6.510434627532959
global_sign_pres_real_weight,9,0.95,0.8,1.0,0.0,300,7,1,8,23000012,7.42987585067749
global_sign_pres_real_weight,9,0.95,0.8,1.0,0.0,300,7,2,9,23000012,8.277104377746582
global_sign_pres_real_weight,9,0.95,0.8,1.0,0.0,300,7,3,10,23000012,6.644567489624023
global_sign_pres_real_weight,9,0.95,0.8,1.0,0.0,300,7,4,11,23000012,4.415740966796875
global_sign_pres_real_weight,9,0.95,0.8,1.0,0.0,300,7,5,12,23000012,3.1596336364746094
global_sign_pres_real_weight,9,0.95,0.8,1.0,0.0,300,7,7,14,23000012,2.087432384490967
global_sign_pres_real_weight,9,0.95,0.8,1.0,0.0,300,7,10,17,23000012,1.3343602418899536
binary_base,9,0.95,0.8,1.0,0.0,300,7,0,7,23000012,3.009455442428589
binary_base,9,0.95,0.8,1.0,0.0,300,7,1,8,23000012,3.2974894046783447
binary_base,9,0.95,0.8,1.0,0.0,300,7,2,9,23000012,3.3911478519439697
binary_base,9,0.95,0.8,1.0,0.0,300,7,3,10,23000012,2.7184383869171143
binary_base,9,0.95,0.8,1.0,0.0,300,7,4,11,23000012,2.163785934448242
binary_base,9,0.95,0.8,1.0,0.0,300,7,5,12,23000012,1.7888356447219849
binary_base,9,0.95,0.8,1.0,0.0,300,7,7,14,23000012,1.382420301437378
binary_base,9,0.95,0.8,1.0,0.0,300,7,10,17,23000012,1.1479285955429077
real,10,0.95,0.8,1.0,0.0,300,7,0,7,23000013,6.298633098602295
real,10,0.95,0.8,1.0,0.0,300,7,1,8,23000013,8.8113374710083
real,10,0.95,0.8,1.0,0.0,300,7,2,9,23000013,7.727672576904297
real,10,0.95,0.8,1.0,0.0,300,7,3,10,23000013,6.798337459564209
real,10,0.95,0.8,1.0,0.0,300,7,4,11,23000013,5.943240165710449
real,10,0.95,0.8,1.0,0.0,300,7,5,12,23000013,4.816601276397705
real,10,0.95,0.8,1.0,0.0,300,7,7,14,23000013,3.86130952835083
real,10,0.95,0.8,1.0,0.0,300,7,10,17,23000013,3.143272638320923
cel_randN,10,0.95,0.8,1.0,0.0,300,7,0,7,23000013,19.14792251586914
cel_randN,10,0.95,0.8,1.0,0.0,300,7,1,8,23000013,25.72978973388672
cel_randN,10,0.95,0.8,1.0,0.0,300,7,2,9,23000013,23.25232696533203
cel_randN,10,0.95,0.8,1.0,0.0,300,7,3,10,23000013,19.675180435180664
cel_randN,10,0.95,0.8,1.0,0.0,300,7,4,11,23000013,16.48279571533203
cel_randN,10,0.95,0.8,1.0,0.0,300,7,5,12,23000013,14.155282020568848
cel_randN,10,0.95,0.8,1.0,0.0,300,7,7,14,23000013,11.935686111450195
cel_randN,10,0.95,0.8,1.0,0.0,300,7,10,17,23000013,10.684654235839844
er_randN,10,0.95,0.8,1.0,0.0,300,7,0,7,23000013,20.554929733276367
er_randN,10,0.95,0.8,1.0,0.0,300,7,1,8,23000013,27.70864486694336
er_randN,10,0.95,0.8,1.0,0.0,300,7,2,9,23000013,25.435842514038086
er_randN,10,0.95,0.8,1.0,0.0,300,7,3,10,23000013,22.88103485107422
er_randN,10,0.95,0.8,1.0,0.0,300,7,4,11,23000013,20.68852996826172
er_randN,10,0.95,0.8,1.0,0.0,300,7,5,12,23000013,18.082698822021484
er_randN,10,0.95,0.8,1.0,0.0,300,7,7,14,23000013,15.564017295837402
er_randN,10,0.95,0.8,1.0,0.0,300,7,10,17,23000013,11.857810020446777
ws_p01_randN,10,0.95,0.8,1.0,0.0,300,7,0,7,23000013,22.949951171875
ws_p01_randN,10,0.95,0.8,1.0,0.0,300,7,1,8,23000013,30.539737701416016
ws_p01_randN,10,0.95,0.8,1.0,0.0,300,7,2,9,23000013,27.857505798339844
ws_p01_randN,10,0.95,0.8,1.0,0.0,300,7,3,10,23000013,23.15870475769043
ws_p01_randN,10,0.95,0.8,1.0,0.0,300,7,4,11,23000013,19.5188045501709
ws_p01_randN,10,0.95,0.8,1.0,0.0,300,7,5,12,23000013,16.953020095825195
ws_p01_randN,10,0.95,0.8,1.0,0.0,300,7,7,14,23000013,13.110030174255371
ws_p01_randN,10,0.95,0.8,1.0,0.0,300,7,10,17,23000013,11.081685066223145
local_sign,10,0.95,0.8,1.0,0.0,300,7,0,7,23000013,9.53897762298584
local_sign,10,0.95,0.8,1.0,0.0,300,7,1,8,23000013,12.621567726135254
local_sign,10,0.95,0.8,1.0,0.0,300,7,2,9,23000013,11.300692558288574
local_sign,10,0.95,0.8,1.0,0.0,300,7,3,10,23000013,9.438560485839844
local_sign,10,0.95,0.8,1.0,0.0,300,7,4,11,23000013,7.654519081115723
local_sign,10,0.95,0.8,1.0,0.0,300,7,5,12,23000013,6.166021347045898
local_sign,10,0.95,0.8,1.0,0.0,300,7,7,14,23000013,4.450353145599365
local_sign,10,0.95,0.8,1.0,0.0,300,7,10,17,23000013,3.485126495361328
local_sign+flat,10,0.95,0.8,1.0,0.0,300,7,0,7,23000013,7.133904933929443
local_sign+flat,10,0.95,0.8,1.0,0.0,300,7,1,8,23000013,9.547785758972168
local_sign+flat,10,0.95,0.8,1.0,0.0,300,7,2,9,23000013,9.15372085571289
local_sign+flat,10,0.95,0.8,1.0,0.0,300,7,3,10,23000013,8.550808906555176
local_sign+flat,10,0.95,0.8,1.0,0.0,300,7,4,11,23000013,7.656269550323486
local_sign+flat,10,0.95,0.8,1.0,0.0,300,7,5,12,23000013,6.673830986022949
local_sign+flat,10,0.95,0.8,1.0,0.0,300,7,7,14,23000013,5.06177282333374
local_sign+flat,10,0.95,0.8,1.0,0.0,300,7,10,17,23000013,3.21832537651062
local_sign+binary,10,0.95,0.8,1.0,0.0,300,7,0,7,23000013,7.319448471069336
local_sign+binary,10,0.95,0.8,1.0,0.0,300,7,1,8,23000013,9.748384475708008
local_sign+binary,10,0.95,0.8,1.0,0.0,300,7,2,9,23000013,8.634345054626465
local_sign+binary,10,0.95,0.8,1.0,0.0,300,7,3,10,23000013,7.061539173126221
local_sign+binary,10,0.95,0.8,1.0,0.0,300,7,4,11,23000013,5.758221626281738
local_sign+binary,10,0.95,0.8,1.0,0.0,300,7,5,12,23000013,4.996129989624023
local_sign+binary,10,0.95,0.8,1.0,0.0,300,7,7,14,23000013,4.288968563079834
local_sign+binary,10,0.95,0.8,1.0,0.0,300,7,10,17,23000013,3.0979413986206055
global_sign_pres_real_weight,10,0.95,0.8,1.0,0.0,300,7,0,7,23000013,7.081655025482178
global_sign_pres_real_weight,10,0.95,0.8,1.0,0.0,300,7,1,8,23000013,9.865982055664062
global_sign_pres_real_weight,10,0.95,0.8,1.0,0.0,300,7,2,9,23000013,8.754860877990723
global_sign_pres_real_weight,10,0.95,0.8,1.0,0.0,300,7,3,10,23000013,7.460851669311523
global_sign_pres_real_weight,10,0.95,0.8,1.0,0.0,300,7,4,11,23000013,5.733921527862549
global_sign_pres_real_weight,10,0.95,0.8,1.0,0.0,300,7,5,12,23000013,4.569139003753662
global_sign_pres_real_weight,10,0.95,0.8,1.0,0.0,300,7,7,14,23000013,3.036027431488037
global_sign_pres_real_weight,10,0.95,0.8,1.0,0.0,300,7,10,17,23000013,1.666361689567566
binary_base,10,0.95,0.8,1.0,0.0,300,7,0,7,23000013,2.667454719543457
binary_base,10,0.95,0.8,1.0,0.0,300,7,1,8,23000013,3.298154830932617
binary_base,10,0.95,0.8,1.0,0.0,300,7,2,9,23000013,3.6244335174560547
binary_base,10,0.95,0.8,1.0,0.0,300,7,3,10,23000013,3.3016653060913086
binary_base,10,0.95,0.8,1.0,0.0,300,7,4,11,23000013,2.702908992767334
binary_base,10,0.95,0.8,1.0,0.0,300,7,5,12,23000013,2.1727588176727295
binary_base,10,0.95,0.8,1.0,0.0,300,7,7,14,23000013,1.5329846143722534
binary_base,10,0.95,0.8,1.0,0.0,300,7,10,17,23000013,1.1932129859924316
real,11,0.95,0.8,1.0,0.0,300,7,0,7,23000014,6.826955795288086
real,11,0.95,0.8,1.0,0.0,300,7,1,8,23000014,10.269105911254883
real,11,0.95,0.8,1.0,0.0,300,7,2,9,23000014,8.347649574279785
real,11,0.95,0.8,1.0,0.0,300,7,3,10,23000014,6.094322204589844
real,11,0.95,0.8,1.0,0.0,300,7,4,11,23000014,4.965784072875977
real,11,0.95,0.8,1.0,0.0,300,7,5,12,23000014,4.562110900878906
real,11,0.95,0.8,1.0,0.0,300,7,7,14,23000014,3.4734227657318115
real,11,0.95,0.8,1.0,0.0,300,7,10,17,23000014,2.850102186203003
cel_randN,11,0.95,0.8,1.0,0.0,300,7,0,7,23000014,20.015857696533203
cel_randN,11,0.95,0.8,1.0,0.0,300,7,1,8,23000014,27.189327239990234
cel_randN,11,0.95,0.8,1.0,0.0,300,7,2,9,23000014,24.53696632385254
cel_randN,11,0.95,0.8,1.0,0.0,300,7,3,10,23000014,20.890714645385742
cel_randN,11,0.95,0.8,1.0,0.0,300,7,4,11,23000014,17.6309871673584
cel_randN,11,0.95,0.8,1.0,0.0,300,7,5,12,23000014,14.840516090393066
cel_randN,11,0.95,0.8,1.0,0.0,300,7,7,14,23000014,11.450096130371094
cel_randN,11,0.95,0.8,1.0,0.0,300,7,10,17,23000014,8.381150245666504
er_randN,11,0.95,0.8,1.0,0.0,300,7,0,7,23000014,23.41199493408203
er_randN,11,0.95,0.8,1.0,0.0,300,7,1,8,23000014,31.240758895874023
er_randN,11,0.95,0.8,1.0,0.0,300,7,2,9,23000014,27.521076202392578
er_randN,11,0.95,0.8,1.0,0.0,300,7,3,10,23000014,24.150737762451172
er_randN,11,0.95,0.8,1.0,0.0,300,7,4,11,23000014,21.64495277404785
er_randN,11,0.95,0.8,1.0,0.0,300,7,5,12,23000014,20.3027400970459
er_randN,11,0.95,0.8,1.0,0.0,300,7,7,14,23000014,16.478466033935547
er_randN,11,0.95,0.8,1.0,0.0,300,7,10,17,23000014,11.823309898376465
ws_p01_randN,11,0.95,0.8,1.0,0.0,300,7,0,7,23000014,21.24195671081543
ws_p01_randN,11,0.95,0.8,1.0,0.0,300,7,1,8,23000014,28.46681785583496
ws_p01_randN,11,0.95,0.8,1.0,0.0,300,7,2,9,23000014,26.299474716186523
ws_p01_randN,11,0.95,0.8,1.0,0.0,300,7,3,10,23000014,22.970529556274414
ws_p01_randN,11,0.95,0.8,1.0,0.0,300,7,4,11,23000014,19.97269058227539
ws_p01_randN,11,0.95,0.8,1.0,0.0,300,7,5,12,23000014,17.719141006469727
ws_p01_randN,11,0.95,0.8,1.0,0.0,300,7,7,14,23000014,13.303488731384277
ws_p01_randN,11,0.95,0.8,1.0,0.0,300,7,10,17,23000014,9.423301696777344
local_sign,11,0.95,0.8,1.0,0.0,300,7,0,7,23000014,10.38410472869873
local_sign,11,0.95,0.8,1.0,0.0,300,7,1,8,23000014,14.034966468811035
local_sign,11,0.95,0.8,1.0,0.0,300,7,2,9,23000014,12.004349708557129
local_sign,11,0.95,0.8,1.0,0.0,300,7,3,10,23000014,9.722119331359863
local_sign,11,0.95,0.8,1.0,0.0,300,7,4,11,23000014,7.677793979644775
local_sign,11,0.95,0.8,1.0,0.0,300,7,5,12,23000014,5.920339107513428
local_sign,11,0.95,0.8,1.0,0.0,300,7,7,14,23000014,3.405454635620117
local_sign,11,0.95,0.8,1.0,0.0,300,7,10,17,23000014,1.9573534727096558
local_sign+flat,11,0.95,0.8,1.0,0.0,300,7,0,7,23000014,12.641019821166992
local_sign+flat,11,0.95,0.8,1.0,0.0,300,7,1,8,23000014,17.03765106201172
local_sign+flat,11,0.95,0.8,1.0,0.0,300,7,2,9,23000014,14.004745483398438
local_sign+flat,11,0.95,0.8,1.0,0.0,300,7,3,10,23000014,10.111031532287598
local_sign+flat,11,0.95,0.8,1.0,0.0,300,7,4,11,23000014,7.423142433166504
local_sign+flat,11,0.95,0.8,1.0,0.0,300,7,5,12,23000014,5.606606960296631
local_sign+flat,11,0.95,0.8,1.0,0.0,300,7,7,14,23000014,3.329847812652588
local_sign+flat,11,0.95,0.8,1.0,0.0,300,7,10,17,23000014,2.086198091506958
local_sign+binary,11,0.95,0.8,1.0,0.0,300,7,0,7,23000014,8.419878959655762
local_sign+binary,11,0.95,0.8,1.0,0.0,300,7,1,8,23000014,11.134819030761719
local_sign+binary,11,0.95,0.8,1.0,0.0,300,7,2,9,23000014,8.703903198242188
local_sign+binary,11,0.95,0.8,1.0,0.0,300,7,3,10,23000014,5.979979515075684
local_sign+binary,11,0.95,0.8,1.0,0.0,300,7,4,11,23000014,4.133405685424805
local_sign+binary,11,0.95,0.8,1.0,0.0,300,7,5,12,23000014,3.1131646633148193
local_sign+binary,11,0.95,0.8,1.0,0.0,300,7,7,14,23000014,2.0133509635925293
local_sign+binary,11,0.95,0.8,1.0,0.0,300,7,10,17,23000014,1.42548406124115
global_sign_pres_real_weight,11,0.95,0.8,1.0,0.0,300,7,0,7,23000014,9.467905044555664
global_sign_pres_real_weight,11,0.95,0.8,1.0,0.0,300,7,1,8,23000014,14.632641792297363
global_sign_pres_real_weight,11,0.95,0.8,1.0,0.0,300,7,2,9,23000014,13.30164909362793
global_sign_pres_real_weight,11,0.95,0.8,1.0,0.0,300,7,3,10,23000014,11.287800788879395
global_sign_pres_real_weight,11,0.95,0.8,1.0,0.0,300,7,4,11,23000014,9.734613418579102
global_sign_pres_real_weight,11,0.95,0.8,1.0,0.0,300,7,5,12,23000014,7.8747663497924805
global_sign_pres_real_weight,11,0.95,0.8,1.0,0.0,300,7,7,14,23000014,5.8711371421813965
global_sign_pres_real_weight,11,0.95,0.8,1.0,0.0,300,7,10,17,23000014,4.1133646965026855
binary_base,11,0.95,0.8,1.0,0.0,300,7,0,7,23000014,3.065019130706787
binary_base,11,0.95,0.8,1.0,0.0,300,7,1,8,23000014,3.8404767513275146
binary_base,11,0.95,0.8,1.0,0.0,300,7,2,9,23000014,3.6419734954833984
binary_base,11,0.95,0.8,1.0,0.0,300,7,3,10,23000014,2.939302444458008
binary_base,11,0.95,0.8,1.0,0.0,300,7,4,11,23000014,2.224550247192383
binary_base,11,0.95,0.8,1.0,0.0,300,7,5,12,23000014,1.8115748167037964
binary_base,11,0.95,0.8,1.0,0.0,300,7,7,14,23000014,1.345468521118164
binary_base,11,0.95,0.8,1.0,0.0,300,7,10,17,23000014,1.1466785669326782
real,12,0.95,0.8,1.0,0.0,300,7,0,7,23000015,6.121032238006592
real,12,0.95,0.8,1.0,0.0,300,7,1,8,23000015,8.08866024017334
real,12,0.95,0.8,1.0,0.0,300,7,2,9,23000015,6.528141975402832
real,12,0.95,0.8,1.0,0.0,300,7,3,10,23000015,5.557618141174316
real,12,0.95,0.8,1.0,0.0,300,7,4,11,23000015,4.947877883911133
real,12,0.95,0.8,1.0,0.0,300,7,5,12,23000015,4.266085147857666
real,12,0.95,0.8,1.0,0.0,300,7,7,14,23000015,3.6167004108428955
real,12,0.95,0.8,1.0,0.0,300,7,10,17,23000015,3.492115020751953
cel_randN,12,0.95,0.8,1.0,0.0,300,7,0,7,23000015,16.961627960205078
cel_randN,12,0.95,0.8,1.0,0.0,300,7,1,8,23000015,22.17131233215332
cel_randN,12,0.95,0.8,1.0,0.0,300,7,2,9,23000015,18.45655059814453
cel_randN,12,0.95,0.8,1.0,0.0,300,7,3,10,23000015,15.020947456359863
cel_randN,12,0.95,0.8,1.0,0.0,300,7,4,11,23000015,11.770745277404785
cel_randN,12,0.95,0.8,1.0,0.0,300,7,5,12,23000015,9.441827774047852
cel_randN,12,0.95,0.8,1.0,0.0,300,7,7,14,23000015,6.215371608734131
cel_randN,12,0.95,0.8,1.0,0.0,300,7,10,17,23000015,4.361743450164795
er_randN,12,0.95,0.8,1.0,0.0,300,7,0,7,23000015,24.29428482055664
er_randN,12,0.95,0.8,1.0,0.0,300,7,1,8,23000015,31.260047912597656
er_randN,12,0.95,0.8,1.0,0.0,300,7,2,9,23000015,27.090307235717773
er_randN,12,0.95,0.8,1.0,0.0,300,7,3,10,23000015,22.859426498413086
er_randN,12,0.95,0.8,1.0,0.0,300,7,4,11,23000015,19.400312423706055
er_randN,12,0.95,0.8,1.0,0.0,300,7,5,12,23000015,16.98231315612793
er_randN,12,0.95,0.8,1.0,0.0,300,7,7,14,23000015,14.745844841003418
er_randN,12,0.95,0.8,1.0,0.0,300,7,10,17,23000015,12.52617359161377
ws_p01_randN,12,0.95,0.8,1.0,0.0,300,7,0,7,23000015,23.471332550048828
ws_p01_randN,12,0.95,0.8,1.0,0.0,300,7,1,8,23000015,30.407970428466797
ws_p01_randN,12,0.95,0.8,1.0,0.0,300,7,2,9,23000015,27.212621688842773
ws_p01_randN,12,0.95,0.8,1.0,0.0,300,7,3,10,23000015,23.442426681518555
ws_p01_randN,12,0.95,0.8,1.0,0.0,300,7,4,11,23000015,20.137054443359375
ws_p01_randN,12,0.95,0.8,1.0,0.0,300,7,5,12,23000015,17.16733169555664
ws_p01_randN,12,0.95,0.8,1.0,0.0,300,7,7,14,23000015,13.555633544921875
ws_p01_randN,12,0.95,0.8,1.0,0.0,300,7,10,17,23000015,10.172059059143066
local_sign,12,0.95,0.8,1.0,0.0,300,7,0,7,23000015,10.866995811462402
local_sign,12,0.95,0.8,1.0,0.0,300,7,1,8,23000015,14.308116912841797
local_sign,12,0.95,0.8,1.0,0.0,300,7,2,9,23000015,11.483712196350098
local_sign,12,0.95,0.8,1.0,0.0,300,7,3,10,23000015,8.744246482849121
local_sign,12,0.95,0.8,1.0,0.0,300,7,4,11,23000015,6.542551517486572
local_sign,12,0.95,0.8,1.0,0.0,300,7,5,12,23000015,4.725687503814697
local_sign,12,0.95,0.8,1.0,0.0,300,7,7,14,23000015,2.8795652389526367
local_sign,12,0.95,0.8,1.0,0.0,300,7,10,17,23000015,1.7422876358032227
local_sign+flat,12,0.95,0.8,1.0,0.0,300,7,0,7,23000015,8.93453598022461
local_sign+flat,12,0.95,0.8,1.0,0.0,300,7,1,8,23000015,11.716195106506348
local_sign+flat,12,0.95,0.8,1.0,0.0,300,7,2,9,23000015,9.851926803588867
local_sign+flat,12,0.95,0.8,1.0,0.0,300,7,3,10,23000015,8.467304229736328
local_sign+flat,12,0.95,0.8,1.0,0.0,300,7,4,11,23000015,7.774687767028809
local_sign+flat,12,0.95,0.8,1.0,0.0,300,7,5,12,23000015,6.84956693649292
local_sign+flat,12,0.95,0.8,1.0,0.0,300,7,7,14,23000015,5.039663791656494
local_sign+flat,12,0.95,0.8,1.0,0.0,300,7,10,17,23000015,2.8454885482788086
local_sign+binary,12,0.95,0.8,1.0,0.0,300,7,0,7,23000015,7.273897647857666
local_sign+binary,12,0.95,0.8,1.0,0.0,300,7,1,8,23000015,9.232645988464355
local_sign+binary,12,0.95,0.8,1.0,0.0,300,7,2,9,23000015,7.435800075531006
local_sign+binary,12,0.95,0.8,1.0,0.0,300,7,3,10,23000015,6.045170783996582
local_sign+binary,12,0.95,0.8,1.0,0.0,300,7,4,11,23000015,5.48018217086792
local_sign+binary,12,0.95,0.8,1.0,0.0,300,7,5,12,23000015,4.768282890319824
local_sign+binary,12,0.95,0.8,1.0,0.0,300,7,7,14,23000015,3.931500196456909
local_sign+binary,12,0.95,0.8,1.0,0.0,300,7,10,17,23000015,2.837599277496338
global_sign_pres_real_weight,12,0.95,0.8,1.0,0.0,300,7,0,7,23000015,10.601823806762695
global_sign_pres_real_weight,12,0.95,0.8,1.0,0.0,300,7,1,8,23000015,13.474523544311523
