config,model_a,model_b,tost_bound,tost_pval,tost_significant,n_model_a,n_model_b
baseline,real,shuffle_weights,0.20051944255828857,0.6932395718867703,0.0,48,48
baseline,real,cel_randN,0.20051944255828857,0.9999984373576613,0.0,48,48
baseline,real,er_randN,0.20051944255828857,0.9999999999205057,0.0,48,48
baseline,real,ws_p01_randN,0.20051944255828857,0.9999999999649016,0.0,48,48
baseline,real,conn_shuf,0.20051944255828857,0.3142933779539332,0.0,48,48
baseline,real,local_sign,0.20051944255828857,0.4540068862826477,0.0,48,48
baseline,real,conn_shuf_only,0.20051944255828857,0.6956651410588837,0.0,48,48
baseline,real,cel_sample,0.20051944255828857,0.5141075084108342,0.0,48,48
baseline,real,local_sign+flat,0.20051944255828857,0.6824061569157679,0.0,48,48
baseline,real,local_sign+sample,0.20051944255828857,0.5198089424989984,0.0,48,48
baseline,real,local_sign+binary,0.20051944255828857,0.8489449673664138,0.0,48,48
baseline,real,global_sign_pres,0.20051944255828857,0.8227167543449809,0.0,48,48
baseline,real,binary+shuffle,0.20051944255828857,0.7339237546250914,0.0,48,48
baseline,shuffle_weights,cel_randN,0.20051944255828857,0.9999698571061809,0.0,48,48
baseline,shuffle_weights,er_randN,0.20051944255828857,0.9999999982497498,0.0,48,48
baseline,shuffle_weights,ws_p01_randN,0.20051944255828857,0.999999999300768,0.0,48,48
baseline,shuffle_weights,conn_shuf,0.20051944255828857,0.7125688615938035,0.0,48,48
baseline,shuffle_weights,local_sign,0.20051944255828857,0.8140020815322504,0.0,48,48
baseline,shuffle_weights,conn_shuf_only,0.20051944255828857,0.34096904730199185,0.0,48,48
baseline,shuffle_weights,cel_sample,0.20051944255828857,0.48035263614708923,0.0,48,48
baseline,shuffle_weights,local_sign+flat,0.20051944255828857,0.9197346235962826,0.0,48,48
baseline,shuffle_weights,local_sign+sample,0.20051944255828857,0.47555404390019573,0.0,48,48
baseline,shuffle_weights,local_sign+binary,0.20051944255828857,0.9684784184170473,0.0,48,48
baseline,shuffle_weights,global_sign_pres,0.20051944255828857,0.9621217716299388,0.0,48,48
baseline,shuffle_weights,binary+shuffle,0.20051944255828857,0.9378708340479204,0.0,48,48
baseline,cel_randN,er_randN,0.20051944255828857,0.9894494070206347,0.0,48,48
baseline,cel_randN,ws_p01_randN,0.20051944255828857,0.9952570286089496,0.0,48,48
baseline,cel_randN,conn_shuf,0.20051944255828857,0.9999980901954343,0.0,48,48
baseline,cel_randN,local_sign,0.20051944255828857,0.9999992091489391,0.0,48,48
baseline,cel_randN,conn_shuf_only,0.20051944255828857,0.9999607064002198,0.0,48,48
baseline,cel_randN,cel_sample,0.20051944255828857,0.9999912508922316,0.0,48,48
baseline,cel_randN,local_sign+flat,0.20051944255828857,0.9999997902818885,0.0,48,48
baseline,cel_randN,local_sign+sample,0.20051944255828857,0.9999906963985017,0.0,48,48
baseline,cel_randN,local_sign+binary,0.20051944255828857,0.9999999326956687,0.0,48,48
baseline,cel_randN,global_sign_pres,0.20051944255828857,0.9999999181766541,0.0,48,48
baseline,cel_randN,binary+shuffle,0.20051944255828857,0.9999998556636366,0.0,48,48
baseline,er_randN,ws_p01_randN,0.20051944255828857,0.5650096645944611,0.0,48,48
baseline,er_randN,conn_shuf,0.20051944255828857,0.9999999998967325,0.0,48,48
baseline,er_randN,local_sign,0.20051944255828857,0.9999999999563025,0.0,48,48
baseline,er_randN,conn_shuf_only,0.20051944255828857,0.9999999975579072,0.0,48,48
baseline,er_randN,cel_sample,0.20051944255828857,0.999999999533363,0.0,48,48
baseline,er_randN,local_sign+flat,0.20051944255828857,0.99999999998761,0.0,48,48
