mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,wt_mean,cosine_similarity,seed,src
binary+shuffle,175,0.6,0.6,0.1,3.9926583766937256,4.604522287845612,1.6697076559066772,1.728967308998108,0.0014268587110564113,0.039897046983242035,17550345,chunk_7
binary+shuffle,175,0.6,0.6,0.5,2.1410326957702637,3.0967500805854797,1.954175353050232,2.5706114768981934,0.0014268587110564113,0.039897046983242035,17550345,chunk_7
binary+shuffle,175,0.6,0.6,1.0,2.257246494293213,3.541719615459442,2.209625005722046,3.4970524311065674,0.0014268587110564113,0.039897046983242035,17550345,chunk_7
binary+shuffle,175,0.6,0.6,1.5,2.9835431575775146,4.941710472106934,2.350008964538574,4.125209331512451,0.0014268587110564113,0.039897046983242035,17550345,chunk_7
binary+shuffle,175,0.6,0.8,0.1,4.369282245635986,5.161717176437378,1.7558050155639648,1.8230888843536377,0.0014268587110564113,0.039897046983242035,17550345,chunk_7
binary+shuffle,175,0.6,0.8,0.5,3.290327310562134,4.535195291042328,2.0815024375915527,2.784895181655884,0.0014268587110564113,0.039897046983242035,17550345,chunk_7
binary+shuffle,175,0.6,0.8,1.0,2.2861273288726807,4.314124822616577,2.377614974975586,3.864474296569824,0.0014268587110564113,0.039897046983242035,17550345,chunk_7
binary+shuffle,175,0.6,0.8,1.5,1.7228496074676514,3.0315688848495483,2.538656711578369,4.601034641265869,0.0014268587110564113,0.039897046983242035,17550345,chunk_7
binary+shuffle,175,0.6,1.0,0.1,4.953150272369385,5.947721600532532,1.8792363405227661,1.9561489820480347,0.0014268587110564113,0.039897046983242035,17550345,chunk_7
binary+shuffle,175,0.6,1.0,0.5,4.135593891143799,7.010553777217865,2.2629711627960205,3.0878660678863525,0.0014268587110564113,0.039897046983242035,17550345,chunk_7
binary+shuffle,175,0.6,1.0,1.0,3.252776622772217,4.726189434528351,2.612797975540161,4.385010242462158,0.0014268587110564113,0.039897046983242035,17550345,chunk_7
binary+shuffle,175,0.6,1.0,1.5,3.101179599761963,5.861098051071167,2.7995004653930664,5.272340297698975,0.0014268587110564113,0.039897046983242035,17550345,chunk_7
binary+shuffle,175,0.8,0.6,0.1,4.695037364959717,5.462395191192627,2.0574543476104736,2.1318538188934326,0.0019024782814085484,0.039897046983242035,17550345,chunk_7
binary+shuffle,175,0.8,0.6,0.5,3.4656879901885986,6.075077176094055,2.400683641433716,3.213968515396118,0.0019024782814085484,0.039897046983242035,17550345,chunk_7
binary+shuffle,175,0.8,0.6,1.0,3.01918888092041,5.585452198982239,2.671849250793457,4.387545108795166,0.0019024782814085484,0.039897046983242035,17550345,chunk_7
