config,model_a,model_b,tost_bound,tost_pval,tost_significant,n_model_a,n_model_b
baseline,real,shuffle_weights,0.20829384326934816,0.32978160657727607,0.0,48,48
baseline,real,cel_randN,0.20829384326934816,0.9999999683454248,0.0,48,48
baseline,real,er_randN,0.20829384326934816,0.9999999999140526,0.0,48,48
baseline,real,ws_p01_randN,0.20829384326934816,0.9999999999246747,0.0,48,48
baseline,real,conn_shuf,0.20829384326934816,0.3887674805891015,0.0,48,48
baseline,real,local_sign,0.20829384326934816,0.715816356814829,0.0,48,48
baseline,real,conn_shuf_only,0.20829384326934816,0.29709348488052645,0.0,48,48
baseline,real,cel_sample,0.20829384326934816,0.41983552809624053,0.0,48,48
baseline,real,local_sign+flat,0.20829384326934816,0.3637399155979496,0.0,48,48
baseline,real,local_sign+sample,0.20829384326934816,0.28322753044132254,0.0,48,48
baseline,real,local_sign+binary,0.20829384326934816,0.5814490717105045,0.0,48,48
baseline,real,global_sign_pres,0.20829384326934816,0.6489853852516461,0.0,48,48
baseline,real,binary+shuffle,0.20829384326934816,0.7422293985267217,0.0,48,48
baseline,shuffle_weights,cel_randN,0.20829384326934816,0.9999999055907717,0.0,48,48
baseline,shuffle_weights,er_randN,0.20829384326934816,0.9999999997648132,0.0,48,48
baseline,shuffle_weights,ws_p01_randN,0.20829384326934816,0.9999999998053115,0.0,48,48
baseline,shuffle_weights,conn_shuf,0.20829384326934816,0.4485573408378305,0.0,48,48
baseline,shuffle_weights,local_sign,0.20829384326934816,0.732399327394619,0.0,48,48
baseline,shuffle_weights,conn_shuf_only,0.20829384326934816,0.3080626165420913,0.0,48,48
baseline,shuffle_weights,cel_sample,0.20829384326934816,0.38377846273450705,0.0,48,48
baseline,shuffle_weights,local_sign+flat,0.20829384326934816,0.43468873603582164,0.0,48,48
baseline,shuffle_weights,local_sign+sample,0.20829384326934816,0.349505311899264,0.0,48,48
baseline,shuffle_weights,local_sign+binary,0.20829384326934816,0.6213452822093801,0.0,48,48
baseline,shuffle_weights,global_sign_pres,0.20829384326934816,0.6766233330390123,0.0,48,48
baseline,shuffle_weights,binary+shuffle,0.20829384326934816,0.7534156338202601,0.0,48,48
baseline,cel_randN,er_randN,0.20829384326934816,0.9451175043756896,0.0,48,48
baseline,cel_randN,ws_p01_randN,0.20829384326934816,0.9632509035117409,0.0,48,48
baseline,cel_randN,conn_shuf,0.20829384326934816,0.9999999718087511,0.0,48,48
baseline,cel_randN,local_sign,0.20829384326934816,0.9999999968703153,0.0,48,48
baseline,cel_randN,conn_shuf_only,0.20829384326934816,0.9999999485153716,0.0,48,48
baseline,cel_randN,cel_sample,0.20829384326934816,0.9999998478761766,0.0,48,48
baseline,cel_randN,local_sign+flat,0.20829384326934816,0.9999999855988032,0.0,48,48
baseline,cel_randN,local_sign+sample,0.20829384326934816,0.9999999467676892,0.0,48,48
baseline,cel_randN,local_sign+binary,0.20829384326934816,0.999999995627229,0.0,48,48
baseline,cel_randN,global_sign_pres,0.20829384326934816,0.9999999963620696,0.0,48,48
baseline,cel_randN,binary+shuffle,0.20829384326934816,0.9999999980127222,0.0,48,48
baseline,er_randN,ws_p01_randN,0.20829384326934816,0.5167409392511694,0.0,48,48
baseline,er_randN,conn_shuf,0.20829384326934816,0.999999999921742,0.0,48,48
baseline,er_randN,local_sign,0.20829384326934816,0.9999999999888955,0.0,48,48
baseline,er_randN,conn_shuf_only,0.20829384326934816,0.9999999998662796,0.0,48,48
baseline,er_randN,cel_sample,0.20829384326934816,0.999999999636935,0.0,48,48
baseline,er_randN,local_sign+flat,0.20829384326934816,0.9999999999573891,0.0,48,48
baseline,er_randN,local_sign+sample,0.20829384326934816,0.999999999861244,0.0,48,48
baseline,er_randN,local_sign+binary,0.20829384326934816,0.9999999999850713,0.0,48,48
baseline,er_randN,global_sign_pres,0.20829384326934816,0.9999999999873078,0.0,48,48
baseline,er_randN,binary+shuffle,0.20829384326934816,0.9999999999925069,0.0,48,48
baseline,ws_p01_randN,conn_shuf,0.20829384326934816,0.9999999999322456,0.0,48,48
baseline,ws_p01_randN,local_sign,0.20829384326934816,0.9999999999895658,0.0,48,48
baseline,ws_p01_randN,conn_shuf_only,0.20829384326934816,0.9999999998855831,0.0,48,48
baseline,ws_p01_randN,cel_sample,0.20829384326934816,0.9999999997035232,0.0,48,48
baseline,ws_p01_randN,local_sign+flat,0.20829384326934816,0.9999999999615352,0.0,48,48
baseline,ws_p01_randN,local_sign+sample,0.20829384326934816,0.9999999998822812,0.0,48,48
baseline,ws_p01_randN,local_sign+binary,0.20829384326934816,0.9999999999859421,0.0,48,48
baseline,ws_p01_randN,global_sign_pres,0.20829384326934816,0.9999999999880382,0.0,48,48
baseline,ws_p01_randN,binary+shuffle,0.20829384326934816,0.9999999999927779,0.0,48,48
baseline,conn_shuf,local_sign,0.20829384326934816,0.581873026405839,0.0,48,48
baseline,conn_shuf,conn_shuf_only,0.20829384326934816,0.42651411641097375,0.0,48,48
baseline,conn_shuf,cel_sample,0.20829384326934816,0.5368496924988255,0.0,48,48
baseline,conn_shuf,local_sign+flat,0.20829384326934816,0.277176410859032,0.0,48,48
baseline,conn_shuf,local_sign+sample,0.20829384326934816,0.3903209257235355,0.0,48,48
baseline,conn_shuf,local_sign+binary,0.20829384326934816,0.4409002006185201,0.0,48,48
baseline,conn_shuf,global_sign_pres,0.20829384326934816,0.5081482662259768,0.0,48,48
baseline,conn_shuf,binary+shuffle,0.20829384326934816,0.5998889241734287,0.0,48,48
baseline,local_sign,conn_shuf_only,0.20829384326934816,0.7352392091545092,0.0,48,48
baseline,local_sign,cel_sample,0.20829384326934816,0.8047991650248334,0.0,48,48
baseline,local_sign,local_sign+flat,0.20829384326934816,0.6024933049622314,0.0,48,48
baseline,local_sign,local_sign+sample,0.20829384326934816,0.6889470417611319,0.0,48,48
baseline,local_sign,local_sign+binary,0.20829384326934816,0.38832605218046623,0.0,48,48
baseline,local_sign,global_sign_pres,0.20829384326934816,0.324828543135286,0.0,48,48
baseline,local_sign,binary+shuffle,0.20829384326934816,0.26042039493040736,0.0,48,48
baseline,conn_shuf_only,cel_sample,0.20829384326934816,0.392068893337871,0.0,48,48
baseline,conn_shuf_only,local_sign+flat,0.20829384326934816,0.4080508216627112,0.0,48,48
baseline,conn_shuf_only,local_sign+sample,0.20829384326934816,0.3217357295266583,0.0,48,48
baseline,conn_shuf_only,local_sign+binary,0.20829384326934816,0.6138424304146933,0.0,48,48
baseline,conn_shuf_only,global_sign_pres,0.20829384326934816,0.6748760934981151,0.0,48,48
baseline,conn_shuf_only,binary+shuffle,0.20829384326934816,0.7595526519231479,0.0,48,48
baseline,cel_sample,local_sign+flat,0.20829384326934816,0.5323301906105845,0.0,48,48
baseline,cel_sample,local_sign+sample,0.20829384326934816,0.4337288279795569,0.0,48,48
baseline,cel_sample,local_sign+binary,0.20829384326934816,0.7130107077885264,0.0,48,48
baseline,cel_sample,global_sign_pres,0.20829384326934816,0.7598052134313045,0.0,48,48
