config,model,seed,rho_target,leak,input_scale,washout,t_train,t_test,score,capture_pct_vs_baseline
baseline,real,15,0.6,0.6,0.1,500,1500,500,4.381336688995361,100.0
baseline,shuffle_weights,15,0.6,0.6,0.1,500,1500,500,4.944796085357666,100.0
baseline,cel_randN,15,0.6,0.6,0.1,500,1500,500,8.569785118103027,100.0
baseline,er_randN,15,0.6,0.6,0.1,500,1500,500,9.217500686645508,100.0
baseline,ws_p01_randN,15,0.6,0.6,0.1,500,1500,500,8.80946159362793,100.0
baseline,conn_shuf,15,0.6,0.6,0.1,500,1500,500,4.795293807983398,100.0
baseline,local_sign,15,0.6,0.6,0.1,500,1500,500,4.001640319824219,100.0
baseline,conn_shuf_only,15,0.6,0.6,0.1,500,1500,500,4.354025840759277,100.0
baseline,cel_sample,15,0.6,0.6,0.1,500,1500,500,4.757252216339111,100.0
baseline,local_sign+flat,15,0.6,0.6,0.1,500,1500,500,4.547439098358154,100.0
baseline,local_sign+sample,15,0.6,0.6,0.1,500,1500,500,4.576450347900391,100.0
baseline,local_sign+binary,15,0.6,0.6,0.1,500,1500,500,4.137463569641113,100.0
baseline,global_sign_pres,15,0.6,0.6,0.1,500,1500,500,4.397750377655029,100.0
baseline,binary+shuffle,15,0.6,0.6,0.1,500,1500,500,3.7408430576324463,100.0
baseline,real,15,0.6,0.6,0.5,500,1500,500,4.65323543548584,100.0
baseline,shuffle_weights,15,0.6,0.6,0.5,500,1500,500,3.346818685531616,100.0
baseline,cel_randN,15,0.6,0.6,0.5,500,1500,500,4.653443336486816,100.0
baseline,er_randN,15,0.6,0.6,0.5,500,1500,500,4.4232025146484375,100.0
baseline,ws_p01_randN,15,0.6,0.6,0.5,500,1500,500,4.1448869705200195,100.0
baseline,conn_shuf,15,0.6,0.6,0.5,500,1500,500,3.145073890686035,100.0
baseline,local_sign,15,0.6,0.6,0.5,500,1500,500,2.8038296699523926,100.0
baseline,conn_shuf_only,15,0.6,0.6,0.5,500,1500,500,3.0191149711608887,100.0
baseline,cel_sample,15,0.6,0.6,0.5,500,1500,500,4.497064590454102,100.0
baseline,local_sign+flat,15,0.6,0.6,0.5,500,1500,500,3.589477062225342,100.0
baseline,local_sign+sample,15,0.6,0.6,0.5,500,1500,500,4.451165676116943,100.0
baseline,local_sign+binary,15,0.6,0.6,0.5,500,1500,500,3.8506391048431396,100.0
baseline,global_sign_pres,15,0.6,0.6,0.5,500,1500,500,3.872163772583008,100.0
baseline,binary+shuffle,15,0.6,0.6,0.5,500,1500,500,3.7464475631713867,100.0
baseline,real,15,0.6,0.6,1.0,500,1500,500,2.810819387435913,100.0
baseline,shuffle_weights,15,0.6,0.6,1.0,500,1500,500,1.440287470817566,100.0
baseline,cel_randN,15,0.6,0.6,1.0,500,1500,500,3.1088333129882812,100.0
baseline,er_randN,15,0.6,0.6,1.0,500,1500,500,2.258668899536133,100.0
baseline,ws_p01_randN,15,0.6,0.6,1.0,500,1500,500,1.988716721534729,100.0
baseline,conn_shuf,15,0.6,0.6,1.0,500,1500,500,1.8899600505828857,100.0
baseline,local_sign,15,0.6,0.6,1.0,500,1500,500,1.7108289003372192,100.0
baseline,conn_shuf_only,15,0.6,0.6,1.0,500,1500,500,2.419034481048584,100.0
baseline,cel_sample,15,0.6,0.6,1.0,500,1500,500,2.8185858726501465,100.0
baseline,local_sign+flat,15,0.6,0.6,1.0,500,1500,500,2.6189217567443848,100.0
baseline,local_sign+sample,15,0.6,0.6,1.0,500,1500,500,1.4909559488296509,100.0
baseline,local_sign+binary,15,0.6,0.6,1.0,500,1500,500,2.2081451416015625,100.0
baseline,global_sign_pres,15,0.6,0.6,1.0,500,1500,500,2.129284381866455,100.0
baseline,binary+shuffle,15,0.6,0.6,1.0,500,1500,500,2.861860752105713,100.0
baseline,real,15,0.6,0.6,1.5,500,1500,500,2.435607671737671,100.0
baseline,shuffle_weights,15,0.6,0.6,1.5,500,1500,500,1.6238985061645508,100.0
baseline,cel_randN,15,0.6,0.6,1.5,500,1500,500,0.8520805239677429,100.0
baseline,er_randN,15,0.6,0.6,1.5,500,1500,500,2.270537853240967,100.0
baseline,ws_p01_randN,15,0.6,0.6,1.5,500,1500,500,1.5868737697601318,100.0
baseline,conn_shuf,15,0.6,0.6,1.5,500,1500,500,1.4098949432373047,100.0
baseline,local_sign,15,0.6,0.6,1.5,500,1500,500,0.3753969073295593,100.0
baseline,conn_shuf_only,15,0.6,0.6,1.5,500,1500,500,0.9447459578514099,100.0
baseline,cel_sample,15,0.6,0.6,1.5,500,1500,500,1.2318978309631348,100.0
baseline,local_sign+flat,15,0.6,0.6,1.5,500,1500,500,2.4310033321380615,100.0
baseline,local_sign+sample,15,0.6,0.6,1.5,500,1500,500,1.8442871570587158,100.0
baseline,local_sign+binary,15,0.6,0.6,1.5,500,1500,500,2.184560537338257,100.0
baseline,global_sign_pres,15,0.6,0.6,1.5,500,1500,500,1.053180456161499,100.0
baseline,binary+shuffle,15,0.6,0.6,1.5,500,1500,500,2.0524723529815674,100.0
baseline,real,15,0.6,0.8,0.1,500,1500,500,4.708939552307129,100.0
baseline,shuffle_weights,15,0.6,0.8,0.1,500,1500,500,5.024835586547852,100.0
baseline,cel_randN,15,0.6,0.8,0.1,500,1500,500,9.60264778137207,100.0
baseline,er_randN,15,0.6,0.8,0.1,500,1500,500,11.2980318069458,100.0
baseline,ws_p01_randN,15,0.6,0.8,0.1,500,1500,500,10.993145942687988,100.0
baseline,conn_shuf,15,0.6,0.8,0.1,500,1500,500,5.267258167266846,100.0
baseline,local_sign,15,0.6,0.8,0.1,500,1500,500,4.706599235534668,100.0
baseline,conn_shuf_only,15,0.6,0.8,0.1,500,1500,500,5.134677410125732,100.0
baseline,cel_sample,15,0.6,0.8,0.1,500,1500,500,5.549900531768799,100.0
baseline,local_sign+flat,15,0.6,0.8,0.1,500,1500,500,4.741713523864746,100.0
baseline,local_sign+sample,15,0.6,0.8,0.1,500,1500,500,5.044589042663574,100.0
baseline,local_sign+binary,15,0.6,0.8,0.1,500,1500,500,4.595351219177246,100.0
baseline,global_sign_pres,15,0.6,0.8,0.1,500,1500,500,4.449239253997803,100.0
baseline,binary+shuffle,15,0.6,0.8,0.1,500,1500,500,4.172431945800781,100.0
baseline,real,15,0.6,0.8,0.5,500,1500,500,4.287908554077148,100.0
baseline,shuffle_weights,15,0.6,0.8,0.5,500,1500,500,4.3075947761535645,100.0
baseline,cel_randN,15,0.6,0.8,0.5,500,1500,500,6.2616801261901855,100.0
baseline,er_randN,15,0.6,0.8,0.5,500,1500,500,5.971364974975586,100.0
baseline,ws_p01_randN,15,0.6,0.8,0.5,500,1500,500,6.347029685974121,100.0
