model,seed,rho_target,leak,input_scale,d_max,ipc_kset,capture_pct_vs_ref
real,0,0.95,0.8,1.0,30,4.758862018585205,100.0
real,0,0.95,0.8,1.0,50,4.758862018585205,100.0
real,0,0.95,0.8,1.0,80,4.758862018585205,100.0
shuffle_weights,0,0.95,0.8,1.0,30,5.205787360668182,100.0
shuffle_weights,0,0.95,0.8,1.0,50,5.205787360668182,100.0
shuffle_weights,0,0.95,0.8,1.0,80,5.205787360668182,100.0
cel_randN,0,0.95,0.8,1.0,30,9.548667430877686,100.0
cel_randN,0,0.95,0.8,1.0,50,9.548667430877686,100.0
cel_randN,0,0.95,0.8,1.0,80,9.548667430877686,100.0
er_randN,0,0.95,0.8,1.0,30,13.49411654472351,100.0
er_randN,0,0.95,0.8,1.0,50,13.49411654472351,100.0
er_randN,0,0.95,0.8,1.0,80,13.49411654472351,100.0
ws_p01_randN,0,0.95,0.8,1.0,30,13.702819585800171,100.0
ws_p01_randN,0,0.95,0.8,1.0,50,13.702819585800171,100.0
ws_p01_randN,0,0.95,0.8,1.0,80,13.702819585800171,100.0
conn_shuf,0,0.95,0.8,1.0,30,5.5911189913749695,100.0
conn_shuf,0,0.95,0.8,1.0,50,5.5911189913749695,100.0
conn_shuf,0,0.95,0.8,1.0,80,5.5911189913749695,100.0
local_sign,0,0.95,0.8,1.0,30,3.9878149032592773,100.0
local_sign,0,0.95,0.8,1.0,50,3.9878149032592773,100.0
local_sign,0,0.95,0.8,1.0,80,3.9878149032592773,100.0
conn_shuf_only,0,0.95,0.8,1.0,30,4.739591181278229,100.0
conn_shuf_only,0,0.95,0.8,1.0,50,4.739591181278229,100.0
conn_shuf_only,0,0.95,0.8,1.0,80,4.739591181278229,100.0
cel_sample,0,0.95,0.8,1.0,30,4.665109932422638,100.0
cel_sample,0,0.95,0.8,1.0,50,4.665109932422638,100.0
cel_sample,0,0.95,0.8,1.0,80,4.665109932422638,100.0
local_sign+flat,0,0.95,0.8,1.0,30,3.5702871084213257,100.0
local_sign+flat,0,0.95,0.8,1.0,50,3.5702871084213257,100.0
local_sign+flat,0,0.95,0.8,1.0,80,3.5702871084213257,100.0
local_sign+sample,0,0.95,0.8,1.0,30,3.7987165451049805,100.0
