mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,src
real,27,0.6,0.6,0.1,6.0556182861328125,6.702583074569702,2.165497303009033,2.248027801513672,chunk_9
real,27,0.6,0.6,0.5,4.464079856872559,6.11084371805191,2.6573190689086914,3.723007917404175,chunk_9
real,27,0.6,0.6,1.0,2.7135682106018066,4.08877557516098,3.2866523265838623,5.9470672607421875,chunk_9
real,27,0.6,0.6,1.5,2.0410375595092773,3.171508312225342,3.8005435466766357,7.680288791656494,chunk_9
real,27,0.6,0.8,0.1,6.506302833557129,7.4791871309280396,2.560892105102539,2.664987802505493,chunk_9
real,27,0.6,0.8,0.5,3.8862006664276123,5.969045519828796,3.099566698074341,4.475279331207275,chunk_9
real,27,0.6,0.8,1.0,3.366403818130493,4.731908023357391,3.5963990688323975,6.3618083000183105,chunk_9
real,27,0.6,0.8,1.5,2.1005825996398926,3.0501242876052856,4.431889533996582,9.788047790527344,chunk_9
real,27,0.6,1.0,0.1,7.954111099243164,9.730871498584747,2.8689780235290527,3.0302469730377197,chunk_9
real,27,0.6,1.0,0.5,5.578640937805176,8.501785457134247,3.648101329803467,5.541003704071045,chunk_9
real,27,0.6,1.0,1.0,3.904364824295044,5.669396817684174,4.623293399810791,9.285053253173828,chunk_9
real,27,0.6,1.0,1.5,3.154651165008545,5.008711218833923,4.7385101318359375,10.494500160217285,chunk_9
real,27,0.8,0.6,0.1,6.656143665313721,7.527640879154205,3.077129602432251,3.2462821006774902,chunk_9
real,27,0.8,0.6,0.5,5.302511215209961,7.484504580497742,3.956242322921753,5.873557090759277,chunk_9
real,27,0.8,0.6,1.0,1.0350747108459473,1.7903962135314941,4.772188186645508,8.695368766784668,chunk_9
real,27,0.8,0.6,1.5,0.9184290766716003,1.53418630361557,4.849858283996582,10.222171783447266,chunk_9
real,27,0.8,0.8,0.1,8.91622543334961,10.077044904232025,3.023818254470825,3.1962292194366455,chunk_9
real,27,0.8,0.8,0.5,4.885708808898926,6.938727259635925,4.541149616241455,6.977222442626953,chunk_9
real,27,0.8,0.8,1.0,2.865917444229126,4.0459980964660645,5.242644786834717,10.439033508300781,chunk_9
real,27,0.8,0.8,1.5,2.077515125274658,2.896381437778473,6.312162399291992,14.548697471618652,chunk_9
real,27,0.8,1.0,0.1,10.485358238220215,12.423176527023315,3.9537148475646973,4.2491888999938965,chunk_9
real,27,0.8,1.0,0.5,6.2450079917907715,8.236001431941986,5.525114059448242,8.649051666259766,chunk_9
real,27,0.8,1.0,1.0,4.882967472076416,6.658678352832794,6.565315246582031,13.666046142578125,chunk_9
real,27,0.8,1.0,1.5,4.379388809204102,4.717840611934662,7.4514312744140625,17.832853317260742,chunk_9
real,27,0.95,0.6,0.1,7.781382083892822,8.797481060028076,4.210326671600342,4.515683174133301,chunk_9
real,27,0.95,0.6,0.5,3.9304919242858887,5.763253331184387,5.72560977935791,8.742496490478516,chunk_9
real,27,0.95,0.6,1.0,1.2631251811981201,1.9775342345237732,5.817778587341309,11.880757331848145,chunk_9
real,27,0.95,0.6,1.5,1.404656171798706,1.9307199716567993,6.670562744140625,14.776777267456055,chunk_9
real,27,0.95,0.8,0.1,10.634793281555176,11.376790523529053,5.030973434448242,5.39864444732666,chunk_9
real,27,0.95,0.8,0.5,5.194434642791748,6.373164057731628,6.840051174163818,11.154450416564941,chunk_9
real,27,0.95,0.8,1.0,1.5876030921936035,2.3690523505210876,6.522533416748047,13.48310375213623,chunk_9
real,27,0.95,0.8,1.5,3.05597186088562,4.364327371120453,8.283231735229492,21.141925811767578,chunk_9
real,27,0.95,1.0,0.1,12.73694896697998,15.331641554832458,5.895029067993164,6.376305103302002,chunk_9
real,27,0.95,1.0,0.5,6.356739521026611,8.081441342830658,9.074628829956055,15.474576950073242,chunk_9
real,27,0.95,1.0,1.0,5.421350955963135,7.312713623046875,10.594650268554688,23.91105079650879,chunk_9
real,27,0.95,1.0,1.5,3.826357364654541,5.331716954708099,12.695213317871094,32.730712890625,chunk_9
real,27,1.05,0.6,0.1,9.736089706420898,10.947051167488098,5.903198719024658,6.927563667297363,chunk_9
real,27,1.05,0.6,0.5,3.133373498916626,4.798120081424713,9.114362716674805,14.310351371765137,chunk_9
real,27,1.05,0.6,1.0,1.833536982536316,2.529156506061554,8.808676719665527,18.3441162109375,chunk_9
real,27,1.05,0.6,1.5,2.1048896312713623,3.4973268508911133,8.392915725708008,19.57781982421875,chunk_9
real,27,1.05,0.8,0.1,10.700566291809082,11.804988265037537,6.038878440856934,5.825242519378662,chunk_9
real,27,1.05,0.8,0.5,5.096988201141357,7.087694048881531,8.790578842163086,13.851686477661133,chunk_9
real,27,1.05,0.8,1.0,4.493871688842773,4.409176051616669,9.857335090637207,20.67096710205078,chunk_9
real,27,1.05,0.8,1.5,2.83870267868042,4.047969579696655,11.008923530578613,26.09789276123047,chunk_9
real,27,1.05,1.0,0.1,12.918100357055664,16.050447583198547,6.65731954574585,7.459268569946289,chunk_9
real,27,1.05,1.0,0.5,7.747361183166504,9.984967589378357,11.705584526062012,20.997854232788086,chunk_9
real,27,1.05,1.0,1.0,5.426851272583008,7.493751049041748,13.99233341217041,30.87571907043457,chunk_9
real,27,1.05,1.0,1.5,5.643505096435547,8.341898560523987,15.158547401428223,38.423866271972656,chunk_9
real,28,0.6,0.6,0.1,5.718072891235352,6.719280958175659,2.2419846057891846,2.3433797359466553,chunk_9
real,28,0.6,0.6,0.5,5.23714542388916,7.313847124576569,2.7537753582000732,3.876317262649536,chunk_9
real,28,0.6,0.6,1.0,3.274231433868408,3.7553979754447937,3.269932270050049,5.621800422668457,chunk_9
real,28,0.6,0.6,1.5,2.290252208709717,3.563678026199341,3.547834634780884,6.8404693603515625,chunk_9
real,28,0.6,0.8,0.1,6.711130619049072,7.744025945663452,2.4502692222595215,2.566452741622925,chunk_9
real,28,0.6,0.8,0.5,2.485713481903076,3.480338990688324,3.1607632637023926,4.5142927169799805,chunk_9
real,28,0.6,0.8,1.0,2.6738827228546143,3.524013340473175,4.160083293914795,8.026987075805664,chunk_9
real,28,0.6,0.8,1.5,2.6404166221618652,3.2781755924224854,4.216489315032959,8.200838088989258,chunk_9
real,28,0.6,1.0,0.1,7.499142169952393,8.728863894939423,2.633202314376831,2.752248525619507,chunk_9
real,28,0.6,1.0,0.5,5.890843868255615,9.084584593772888,3.745896339416504,5.802371978759766,chunk_9
real,28,0.6,1.0,1.0,5.326962471008301,6.168646395206451,4.649921894073486,9.450455665588379,chunk_9
real,28,0.6,1.0,1.5,4.819934844970703,7.2068029046058655,5.098044395446777,10.81699275970459,chunk_9
real,28,0.8,0.6,0.1,8.057210922241211,8.859581232070923,3.1094112396240234,3.2685813903808594,chunk_9
real,28,0.8,0.6,0.5,3.4384970664978027,5.160354554653168,3.958822011947632,5.951562881469727,chunk_9
real,28,0.8,0.6,1.0,2.234858512878418,3.6449190974235535,4.146362781524658,7.880897045135498,chunk_9
real,28,0.8,0.6,1.5,1.4339301586151123,2.282896101474762,5.117863655090332,11.052896499633789,chunk_9
real,28,0.8,0.8,0.1,8.522224426269531,9.598709285259247,3.110550880432129,3.28334379196167,chunk_9
real,28,0.8,0.8,0.5,3.864985704421997,5.3288145661354065,4.37537145614624,6.561404228210449,chunk_9
real,28,0.8,0.8,1.0,2.9152796268463135,4.162377059459686,4.838568210601807,9.616942405700684,chunk_9
real,28,0.8,0.8,1.5,2.404238700866699,2.747473359107971,6.200855731964111,14.643568992614746,chunk_9
real,28,0.8,1.0,0.1,10.700757026672363,12.470573902130127,4.405616283416748,4.716860294342041,chunk_9
real,28,0.8,1.0,0.5,6.948503494262695,9.885218739509583,5.390416622161865,8.887495994567871,chunk_9
real,28,0.8,1.0,1.0,3.3767800331115723,5.030015230178833,6.809897422790527,14.610699653625488,chunk_9
real,28,0.8,1.0,1.5,3.951798677444458,4.117409348487854,7.30642032623291,17.555376052856445,chunk_9
real,28,0.95,0.6,0.1,10.075578689575195,10.066628575325012,3.8944454193115234,4.013147830963135,chunk_9
real,28,0.95,0.6,0.5,4.396909236907959,6.0430731773376465,4.849058151245117,7.8083577156066895,chunk_9
real,28,0.95,0.6,1.0,2.19118332862854,2.667442739009857,5.9858245849609375,11.887123107910156,chunk_9
real,28,0.95,0.6,1.5,1.7799532413482666,2.8860737085342407,6.030206203460693,13.707009315490723,chunk_9
real,28,0.95,0.8,0.1,10.711304664611816,12.708252549171448,5.274487018585205,5.710655212402344,chunk_9
real,28,0.95,0.8,0.5,3.9988226890563965,4.999498784542084,7.550491809844971,12.740033149719238,chunk_9
real,28,0.95,0.8,1.0,3.6659932136535645,4.143402278423309,7.059323787689209,14.635417938232422,chunk_9
real,28,0.95,0.8,1.5,2.5710341930389404,3.293989062309265,8.516376495361328,20.77375030517578,chunk_9
real,28,0.95,1.0,0.1,12.248457908630371,15.057658076286316,5.151743412017822,5.679202079772949,chunk_9
real,28,0.95,1.0,0.5,7.578184604644775,10.33435046672821,7.958672046661377,13.55118465423584,chunk_9
real,28,0.95,1.0,1.0,3.399182081222534,5.1887167096138,10.54132080078125,24.278297424316406,chunk_9
real,28,0.95,1.0,1.5,3.704740285873413,4.408527374267578,12.053632736206055,30.470136642456055,chunk_9
real,28,1.05,0.6,0.1,10.139524459838867,11.366179764270782,5.864323139190674,6.479536056518555,chunk_9
real,28,1.05,0.6,0.5,3.56480073928833,4.746290862560272,7.205328464508057,11.75512409210205,chunk_9
real,28,1.05,0.6,1.0,1.8062323331832886,2.3092402815818787,8.449508666992188,16.025846481323242,chunk_9
real,28,1.05,0.6,1.5,2.584683656692505,3.3826122879981995,7.774702548980713,19.566497802734375,chunk_9
real,28,1.05,0.8,0.1,12.730999946594238,13.64809274673462,5.784567356109619,6.408992290496826,chunk_9
real,28,1.05,0.8,0.5,3.8294837474823,4.865735173225403,10.095051765441895,17.54347801208496,chunk_9
real,28,1.05,0.8,1.0,1.9969520568847656,2.2452385425567627,10.516403198242188,23.93804168701172,chunk_9
real,28,1.05,0.8,1.5,1.9160444736480713,2.634470224380493,11.330842018127441,28.00409507751465,chunk_9
real,28,1.05,1.0,0.1,13.938820838928223,17.22996151447296,8.495866775512695,9.879884719848633,chunk_9
real,28,1.05,1.0,0.5,6.484932899475098,9.502151787281036,13.276701927185059,24.356903076171875,chunk_9
real,28,1.05,1.0,1.0,6.63498067855835,9.362634778022766,14.047528266906738,30.951021194458008,chunk_9
real,28,1.05,1.0,1.5,4.1240081787109375,6.167257010936737,12.803607940673828,33.36288833618164,chunk_9
real,29,0.6,0.6,0.1,6.214378356933594,7.129172146320343,2.2058801651000977,2.288808822631836,chunk_9
real,29,0.6,0.6,0.5,3.0762393474578857,3.8683409690856934,2.859745502471924,3.8391716480255127,chunk_9
real,29,0.6,0.6,1.0,2.2467925548553467,3.606930673122406,3.529581069946289,6.30771541595459,chunk_9
real,29,0.6,0.6,1.5,1.3685837984085083,1.861259400844574,3.740151882171631,7.294357776641846,chunk_9
real,29,0.6,0.8,0.1,6.367605209350586,7.611760675907135,2.382812023162842,2.4998042583465576,chunk_9
real,29,0.6,0.8,0.5,4.780003547668457,6.121590495109558,3.205214023590088,4.677717208862305,chunk_9
real,29,0.6,0.8,1.0,2.406975746154785,4.127411961555481,4.165558815002441,7.914870262145996,chunk_9
