mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR
shuffle,0,0.6,0.6,0.1,4.088860511779785,5.01517391204834,2.1852400302886963,2.303645610809326
shuffle,0,0.6,0.6,0.5,1.6725996732711792,2.022822141647339,2.948622226715088,4.19359827041626
shuffle,0,0.6,0.6,1.0,1.272974967956543,1.6448802947998047,3.5478622913360596,6.391815185546875
shuffle,0,0.6,0.6,1.5,1.4238018989562988,2.198815107345581,3.8011395931243896,7.712399482727051
shuffle,0,0.6,0.8,0.1,2.8596079349517822,3.2230143547058105,2.455331563949585,2.5599913597106934
shuffle,0,0.6,0.8,0.5,3.04172420501709,4.870025157928467,2.962336301803589,4.190049171447754
shuffle,0,0.6,0.8,1.0,2.617058277130127,3.3682281970977783,3.8129990100860596,7.088253974914551
shuffle,0,0.6,0.8,1.5,2.394498348236084,3.3235769271850586,4.517183780670166,9.539665222167969
shuffle,0,0.6,1.0,0.1,6.756143093109131,6.754654884338379,2.8998241424560547,3.058709144592285
shuffle,0,0.6,1.0,0.5,4.576672554016113,5.969933032989502,3.6438119411468506,5.4074249267578125
shuffle,0,0.6,1.0,1.0,3.8707523345947266,3.8693137168884277,4.430318355560303,8.551856994628906
shuffle,0,0.6,1.0,1.5,3.754871368408203,4.816467761993408,5.452857494354248,12.497318267822266
shuffle,0,0.8,0.6,0.1,3.4079113006591797,3.5656185150146484,2.9480440616607666,3.0903282165527344
shuffle,0,0.8,0.6,0.5,2.3999195098876953,3.672698974609375,4.005664825439453,6.066147804260254
shuffle,0,0.8,0.6,1.0,1.509958267211914,2.3734283447265625,4.784220218658447,8.968572616577148
shuffle,0,0.8,0.6,1.5,1.2044215202331543,2.014465808868408,5.22080135345459,11.262332916259766
shuffle,0,0.8,0.8,0.1,4.212027072906494,5.060332775115967,3.1426868438720703,3.3059141635894775
shuffle,0,0.8,0.8,0.5,3.584385395050049,5.810301303863525,3.9435341358184814,6.052043914794922
shuffle,0,0.8,0.8,1.0,1.598900556564331,1.6058701276779175,5.449722766876221,11.255438804626465
shuffle,0,0.8,0.8,1.5,3.0931124687194824,3.1751649379730225,6.118896961212158,14.5677490234375
shuffle,0,0.8,1.0,0.1,7.039392471313477,8.847657203674316,3.6835007667541504,3.9378228187561035
shuffle,0,0.8,1.0,0.5,4.8668951988220215,6.3265886306762695,5.719183921813965,9.539729118347168
shuffle,0,0.8,1.0,1.0,4.50068473815918,6.720529079437256,7.375532150268555,16.373722076416016
shuffle,0,0.8,1.0,1.5,3.6970930099487305,5.530361175537109,7.679708957672119,18.825918197631836
shuffle,0,0.95,0.6,0.1,4.312040328979492,4.415431976318359,3.9250078201293945,4.126034736633301
