mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,src,wt_mean,cosine_similarity,seed
real,0,0.6,0.6,0.1,3.4416816234588623,3.780650556087494,1.6035813093185425,1.640581727027893,chunk_0,0.0009280519443564,0.5628097057342529,12468
real,0,0.6,0.6,0.5,3.6160154342651367,6.037081062793732,1.854279637336731,2.3325352668762207,chunk_0,0.0009280519443564,0.5628097057342529,12468
real,0,0.6,0.6,1.0,3.1942052841186523,6.5056955218315125,2.1151716709136963,3.2178704738616943,chunk_0,0.0009280519443564,0.5628097057342529,12468
real,0,0.6,0.6,1.5,1.8369550704956052,3.5536224246025085,2.281779527664185,3.8562965393066406,chunk_0,0.0009280519443564,0.5628097057342529,12468
real,0,0.6,0.8,0.1,4.067522048950195,4.455559968948364,1.7091491222381592,1.7538501024246216,chunk_0,0.0009280519443564,0.5628097057342529,12468
real,0,0.6,0.8,0.5,4.331743240356445,7.136574447154999,2.0012991428375244,2.5567541122436523,chunk_0,0.0009280519443564,0.5628097057342529,12468
real,0,0.6,0.8,1.0,3.460108995437622,6.360173106193543,2.303913116455078,3.578420639038086,chunk_0,0.0009280519443564,0.5628097057342529,12468
real,0,0.6,0.8,1.5,2.9778237342834477,6.1511019468307495,2.4909327030181885,4.314513206481934,chunk_0,0.0009280519443564,0.5628097057342529,12468
real,0,0.6,1.0,0.1,4.860402584075928,5.377863824367523,1.8739259243011477,1.9293396472930908,chunk_0,0.0009280519443564,0.5628097057342529,12468
real,0,0.6,1.0,0.5,5.171079635620117,8.371958255767822,2.2253732681274414,2.8941147327423096,chunk_0,0.0009280519443564,0.5628097057342529,12468
real,0,0.6,1.0,1.0,4.35548734664917,7.858247995376587,2.585684537887573,4.124480724334717,chunk_0,0.0009280519443564,0.5628097057342529,12468
real,0,0.6,1.0,1.5,3.692943334579468,4.834262013435364,2.7982096672058105,5.006370067596436,chunk_0,0.0009280519443564,0.5628097057342529,12468
real,0,0.8,0.6,0.1,3.9725208282470703,4.32307630777359,1.9118391275405884,1.9666860103607176,chunk_0,0.0012374025536701,0.5628095865249634,12468
real,0,0.8,0.6,0.5,4.1133904457092285,6.697072327136993,2.197706460952759,2.806842803955078,chunk_0,0.0012374025536701,0.5628095865249634,12468
real,0,0.8,0.6,1.0,3.578345775604248,7.071272671222687,2.469116687774658,3.9198310375213614,chunk_0,0.0012374025536701,0.5628095865249634,12468
real,0,0.8,0.6,1.5,2.381227970123291,4.500870108604431,2.6596837043762207,4.7243828773498535,chunk_0,0.0012374025536701,0.5628095865249634,12468
real,0,0.8,0.8,0.1,4.777960300445557,5.172881722450256,2.074586868286133,2.136007070541382,chunk_0,0.0012374025536701,0.5628095865249634,12468
real,0,0.8,0.8,0.5,4.932641506195068,8.028975188732147,2.4302046298980717,3.1706576347351074,chunk_0,0.0012374025536701,0.5628095865249634,12468
real,0,0.8,0.8,1.0,4.1786417961120605,7.770907342433929,2.769882678985596,4.521448612213135,chunk_0,0.0012374025536701,0.5628095865249634,12468
real,0,0.8,0.8,1.5,3.0060129165649414,3.802840769290924,2.9911892414093018,5.492817401885986,chunk_0,0.0012374025536701,0.5628095865249634,12468
real,0,0.8,1.0,0.1,5.754392147064209,6.330133318901062,2.3415253162384038,2.42028546333313,chunk_0,0.0012374025536701,0.5628095865249634,12468
real,0,0.8,1.0,0.5,5.895609378814697,9.476879239082336,2.8065552711486816,3.754482507705689,chunk_0,0.0012374025536701,0.5628095865249634,12468
real,0,0.8,1.0,1.0,2.558119058609009,4.83527809381485,3.2501471042633057,5.477840900421143,chunk_0,0.0012374025536701,0.5628095865249634,12468
real,0,0.8,1.0,1.5,3.075727224349976,3.843277871608734,3.511347770690918,6.705557823181152,chunk_0,0.0012374025536701,0.5628095865249634,12468
real,0,0.95,0.6,0.1,4.284152984619141,4.61272519826889,2.268993616104126,2.456740379333496,chunk_0,0.0014694154961034,0.5628095865249634,12468
real,0,0.95,0.6,0.5,4.345625400543213,6.947517275810242,2.577422857284546,3.381011486053467,chunk_0,0.0014694154961034,0.5628095865249634,12468
real,0,0.95,0.6,1.0,3.8751637935638423,7.28670597076416,2.80473256111145,4.614227294921875,chunk_0,0.0014694154961034,0.5628095865249634,12468
real,0,0.95,0.6,1.5,2.4653210639953613,4.718975841999054,2.9965391159057617,5.545069694519043,chunk_0,0.0014694154961034,0.5628095865249634,12468
real,0,0.95,0.8,0.1,5.204059600830078,5.651164591312408,2.4957351684570312,2.674130916595459,chunk_0,0.0014694154961034,0.5628095865249634,12468
real,0,0.95,0.8,0.5,5.2661614418029785,8.557872712612152,2.903536319732666,3.890676259994507,chunk_0,0.0014694154961034,0.5628095865249634,12468
real,0,0.95,0.8,1.0,3.182734251022339,4.95824670791626,3.220224618911743,5.477611064910889,chunk_0,0.0014694154961034,0.5628095865249634,12468
