mode,metric,mean_v11,n_groups_v11,mean_frac025,n_groups_frac025,delta,pct_delta,drop_from_a_to_b,pct_drop_from_a_to_b
binary+shuffle,GR,0.42993411212883587,100,,,,,,
cel+randN,GR,0.7504683881393561,100,0.7776095550236505,500.0,0.027141166884294354,3.616563643884551,-0.027141166884294354,-3.616563643884551
celW+connShuf,GR,0.5442324293722213,100,0.5630934727663652,500.0,0.01886104339414396,3.4656228435156655,-0.01886104339414396,-3.4656228435156655
cel_sample,GR,0.5385964551175824,100,0.5552152849755018,500.0,0.016618829857919404,3.0855809948268793,-0.016618829857919404,-3.0855809948268793
conn_shuf_only,GR,0.5489600932438908,100,0.565192902014396,500.0,0.016232808770505147,2.9570107135808263,-0.016232808770505147,-2.9570107135808263
er+randN,GR,0.7754488578989267,100,0.7949294707125538,500.0,0.01948061281362712,2.512172481162678,-0.01948061281362712,-2.512172481162678
global_sign_pres,GR,0.4341208470663121,100,0.4470506803007075,500.0,0.012929833234395394,2.9783949150961546,-0.012929833234395394,-2.9783949150961546
local_sign,GR,0.47885042222967344,100,0.4967535493266173,500.0,0.01790312709694386,3.738772331781905,-0.01790312709694386,-3.738772331781905
local_sign+binary,GR,0.4241820606448764,100,0.43796957383279234,500.0,0.013787513187915934,3.2503763046827165,-0.013787513187915934,-3.2503763046827165
local_sign+flat,GR,0.4583474164316331,100,0.4722696015604552,500.0,0.013922185128822095,3.0374743327256697,-0.013922185128822095,-3.0374743327256697
local_sign+sample,GR,0.5271825173833091,100,0.5430274049615588,500.0,0.015844887578249645,3.005579103210091,-0.015844887578249645,-3.005579103210091
real,GR,0.4332173119522912,100,0.44120438853343,500.0,0.007987076581138841,1.8436651446695722,-0.007987076581138841,-1.8436651446695722
shuffle,GR,0.538430725771862,100,0.5553555692353556,500.0,0.016924843463493544,3.1433650892101492,-0.016924843463493544,-3.1433650892101492
ws_p0.1+randN,GR,0.7748400514740185,100,0.7955865424358153,500.0,0.020746490961796815,2.6775191760324843,-0.020746490961796815,-2.6775191760324843
binary+shuffle,IPC,0.2993142258417506,100,,,,,,
cel+randN,IPC,0.4421920189395282,100,0.5112478533932907,500.0,0.06905583445376251,15.616707560523887,-0.06905583445376251,-15.616707560523887
celW+connShuf,IPC,0.3273933700520316,100,0.37102252225368043,500.0,0.04362915220164881,13.326217386355431,-0.04362915220164881,-13.326217386355431
cel_sample,IPC,0.3169025990150959,100,0.37453671515178266,500.0,0.057634116136686786,18.186697211006887,-0.057634116136686786,-18.186697211006887
conn_shuf_only,IPC,0.3239135464966988,100,0.3861401978097853,500.0,0.06222665131308652,19.210882652516883,-0.06222665131308652,-19.210882652516883
er+randN,IPC,0.5625475443162001,100,0.49603627383161064,500.0,-0.06651127048458949,-11.823226526646152,0.06651127048458949,11.823226526646152
global_sign_pres,IPC,0.2997632069616541,100,0.3154571106131003,500.0,0.015693903651446184,5.235433597911086,-0.015693903651446184,-5.235433597911086
local_sign,IPC,0.31239974823645317,100,0.34046192033014505,500.0,0.028062172093691884,8.982776795470341,-0.028062172093691884,-8.982776795470341
local_sign+binary,IPC,0.2948017088657455,100,0.3122265519944162,500.0,0.017424843128670653,5.910699498898099,-0.017424843128670653,-5.910699498898099
local_sign+flat,IPC,0.30840199121459577,100,0.32982854106366866,500.0,0.021426549849072885,6.947604250117704,-0.021426549849072885,-6.947604250117704
local_sign+sample,IPC,0.31933102461815244,100,0.36910054866161346,500.0,0.04976952404346102,15.585558623053961,-0.04976952404346102,-15.585558623053961
real,IPC,0.27488965162200524,100,0.32724645869695085,500.0,0.05235680707494561,19.046481657643596,-0.05235680707494561,-19.046481657643596
shuffle,IPC,0.3207051255141573,100,0.3755015366171186,500.0,0.054796411102961295,17.08622867037476,-0.054796411102961295,-17.08622867037476
ws_p0.1+randN,IPC,0.5785092294807062,100,0.49819739773967936,500.0,-0.0803118317410268,-13.882549775933224,0.0803118317410268,13.882549775933224
binary+shuffle,KR,0.2579473704398347,100,,,,,,
cel+randN,KR,0.6603617160575788,100,0.6836553822907963,500.0,0.02329366623321749,3.527410155192348,-0.02329366623321749,-3.527410155192348
celW+connShuf,KR,0.34461001470767877,100,0.35370033160620595,500.0,0.009090316898527184,2.6378562753720893,-0.009090316898527184,-2.6378562753720893
cel_sample,KR,0.3424125864310963,100,0.35052991737758316,500.0,0.008117330946486867,2.370628670836058,-0.008117330946486867,-2.370628670836058
